code;name
8630501;Patient evacuation services, except mobile emergency services
8630502;Outpatient medical activity with resources to perform surgical procedures
8630503;Outpatient medical activity with resources for carrying out complementary exams
8630504;Outpatient medical activity restricted to appointments
8630506;dental activity
8630507;Vaccination and human immunization services
8630599;Assisted human reproduction activities
8640201;Outpatient care activities not otherwise specified
8640202;Pathological and cytological anatomy laboratories
8640203;clinical laboratories
8640204;Dialysis and nephrology services
8640205;tomography services
8640206;Diagnostic imaging services using ionizing radiation, except tomography
8640207;MRI services
8640208;Diagnostic imaging services without the use of ionizing radiation, except magnetic resonance imaging
8640209;Diagnosis services by graphic recording  ECG, EEG and other analogous exams
8640210;Diagnostic services by optical methods  endoscopy and other similar tests
8640211;chemotherapy services
8640212;radiotherapy services
8640213;blood therapy services
8640214;lithotripsy services
8640299;Human cell and tissue banking services
8650001;Complementary diagnostic and therapeutic service activities not previously specified
8650002;nursing activities
8650003;Activities of nutrition professionals
8650004;Psychology and psychoanalysis activities
8650005;physical therapy activities
8650006;Occupational therapy activities
8650007;speech therapy activities
8650099;Enteral and parenteral nutrition therapy activities
8660700;Activities of healthcare professionals not otherwise specified
8690901;Health management support activities
8690901;Activities of integrative and complementary practices in human health
8690902;Activities of integrative and complementary practices in human health
8690999;Activities of human milk banks
8711501;Other human health care activities not previously specified
8711502;Clinics and geriatric homes
8711503;Longstay institutions for the elderly
8711504;Assistance activities for the physically disabled, immunosuppressed and convalescents
8711505;Cancer and AIDS support centers
8712300;Residential condominiums for seniors
8720401;Activities to provide support infrastructure and assistance to patients at home
8720401;Activities of psychosocial assistance centers
8720499;Activities of psychosocial assistance centers
8720499;Psychosocial and health care activities for people with mental disorders, mental disabilities and chemical dependency not otherwise specified
8720499;Psychosocial and health care activities for people with mental disorders, mental disabilities and chemical dependency not otherwise specified
8730101;Psychosocial and health care activities for people with mental disorders, mental disabilities and chemical dependency not otherwise specified
8730102;orphanages
8730199;assistance hostels
8730199;Social assistance activities provided in collective and private residences not previously specified
8800600;Social assistance activities provided in collective and private residences not previously specified
9001901;Housingfree social care services
9001902;theatrical production
9001903;Musical production
9001904;Production of dance shows
9001905;Production of circus, puppet and similar shows
9001906;Production of rodeo, vaquejada and similar shows
9001906;Sound and lighting activities
9001999;Sound and lighting activities
9001999;Performing arts, shows and complementary activities not previously specified
9002701;Performing arts, shows and complementary activities not previously specified
9002701;Activities of visual artists, independent journalists and writers
9002702;Activities of visual artists, independent journalists and writers
9003500;Restoration of works of art
9101500;Management of spaces for performing arts, shows and other artistic activities
9102301;Libraries and archives activities
9102302;Museum activities and exploration of historic sites, buildings and similar attractions
9103100;Restoration and conservation of historic sites and buildings
9200301;Activities of botanical gardens, zoos, national parks, ecological reserves and environmental protection areas
9200302;bingo halls
9200399;Horse racing betting exploration
9200399;Exploration of games of chance and bets not previously specified
9311500;Exploration of games of chance and bets not previously specified
9312300;Sports facility management
9313100;Social, sports and similar clubs
9319101;physical conditioning activities
9319199;Production and promotion of sporting events
9319199;Other sports activities not previously specified
9319199;Other sports activities not previously specified
9321200;Other sports activities not previously specified
9329801;Amusement parks and theme parks
9329801;Nightclubs, nightclubs, dance halls and similar
9329802;Nightclubs, nightclubs, dance halls and similar
9329803;bowling exploration
9329804;Exploration of pool, billiards and similar games
9329899;Exploration of recreational electronic games
9411100;Other recreation and leisure activities not otherwise specified
9412000;Activities of employer and business association organizations
9420100;Activities of professional membership organizations
9430800;Activities of union organizations
9491000;Activities of associations for the defense of social rights
9492800;Activities of Religious Organizations
9493600;Activities of political organizations
9499500;Activities of associative organizations linked to culture and art
9511800;Associative activities not previously specified
9512600;Repair and maintenance of computers and peripheral equipment
9512600;Repair and maintenance of communication equipment
9512600;Repair and maintenance of communication equipment
9521500;Repair and maintenance of communication equipment
9529101;Repair and maintenance of electronic equipment for personal and domestic use
9529102;Repair of shoes, bags and travel goods
9529103;keychains
9529104;watch repair
9529105;Repair of bicycles, tricycles and other nonmotorized vehicles
9529106;Repair of furniture items
9529199;jewelry repair
9601701;Repair and maintenance of other personal and household objects and equipment not otherwise specified
9601702;Laundries
9601703;dry cleaners
9602501;Towel racks
9602502;hairdressers
9603301;Other beauty treatment activities
9603302;Cemetery management and maintenance
9603303;cremation services
9603304;burial services
9603305;funeral home services
9603399;somato conservation services
9609201;Funeral activities and related services not otherwise specified
9609202;Beauty clinics and the like
9609203;matrimonial agencies
9609204;Accommodation, hygiene and beautification of animals
9609299;Exploring coinoperated personal service machines
9700500;Other personal service activities not otherwise specified
9900800;Domestic services
9120000;International bodies and other extraterritorial institutions
111201;​
111202;​
111203;​
111299;Growing other cereals for grain
112000;​
119807;​
119899;Cultivation of other temporary crop products, not specified above
113900;​
114700;​
115500;​
119802;​
119814;​
119808;​
119899;Cultivation of other temporary crop products, not specified above
119801;​
121002;​
119803;English potato cultivation
121001;​
119806;​
119805;​
119809;​
119815;​
119810;Tomato cultivation (low ground)
119899;Cultivation of other temporary crop products, not specified above
121099;Cultivation of other vegetables
121003;​
122800;Cultivation of flowers, ornamental plants and nursery products
131701;​
134100;​
139211;​
139201;​
139202;​
131799;Growing other citrus
139203;​
139214;​
139206;​
139207;​
139209;​
139208;​
139212;​
139299;Cultivation of other permanent crop products, not previously specified
132500;​
133300;​
139205;​
139210;​
139204;Black pepper cultivation
139216;Cultivation of other spice plants
139215;​
139213;​
139299;Cultivation of other permanent crop products, not previously specified
119817;Production of certified seeds of temporary crops  except pastureforage
121099;Cultivation of other vegetables
122800;Cultivation of flowers, ornamental plants and nursery products
119816;Production of certified seeds for the formation of pastureforage
119817;Production of certified seeds of temporary crops  except pastureforage
121099;Cultivation of other vegetables
122800;Cultivation of flowers, ornamental plants and nursery products
141401;​
141402;​
141402;Cattle breeding for milk
142201;buffalo breeding
142202;​
142299;Breeding of other large animals
146501;​
143000;Sheep breeding and wool production
144900;​
145701;​
145702;Dayold chick rearing
145705;Breeding of other chickens  except for cutting
145703;Breeding of other birds
145704;​
146503;​
146506;breeding of domestic animals
146505;snail breeding
146502;Sericulture
146599;Breeding of other animals
"1;503.";Mixed production, Crops and livestock
161902;Crop spraying services
161999;Other service activities related to agriculture
161903;tree pruning service
161904;harvesting service
161999;Other service activities related to agriculture
161999;Other service activities related to agriculture
162701;artificial insemination service
162703;sheep shearing service
162704;​
162799;Other service activities related to livestock  except veterinary activities
161905;Services related to the treatment of agricultural products
170800;Hunting, game restocking and related services
211901;​
211902;Black wattle cultivation
211903;​
211904;​
211905;Cultivation of other wood species
211906;​
212701;logging
212701;logging
2429501;Production of charcoal
212702;Black wattle bark production
212799;Collection of other wild forest products
212701;logging
212701;logging
2429501;Production of charcoal
212704;Brazil nut collection
212703;Latex collection (extractive rubber)
212705;heart of palm collection
212799;Collection of other wild forest products
213500;Activities of the services related to forestry and forestry
511801;fish fishing
511802;Fishing for crustaceans and molluscs
511803;Collection of products of marine origin
511804;Fishingrelated service activities
511801;fish fishing
511802;Fishing for crustaceans and molluscs
511803;Collection of products of marine origin
511804;Fishingrelated service activities
512601;fish farming
512602;shrimp farming
512603;Raising Oysters and Mussels
512604;Breeding of ornamental fish
512605;Aquaculturerelated service activities
512699;Other aquaculture crops and semicultures
512601;fish farming
512602;shrimp farming
512603;Raising Oysters and Mussels
512604;Breeding of ornamental fish
512606;​
146599;Breeding of other animals
512605;Aquaculturerelated service activities
512699;Other aquaculture crops and semicultures
1000601;​
1000602;​
1110001;​
1110002;​
1110003;​
1310201;​
1310202;​
1321801;​
1321802;​
1322601;​
1322602;​
1323401;​
1323402;​
1324201;​
1324202;Processing of precious metal ore associated with or in continuation of extraction
1325000;​
1329301;Niobium and titanium extraction
1329302;tungsten extraction
1329303;nickel extraction
1329304;Extraction of copper, lead, zinc and other nonferrous metallic minerals not included in other classes
1329305;Processing of copper, lead, zinc, nickel and other nonferrous metallic minerals not included in other classes
1410901;​
1410902;granite extraction
1410903;marble extraction
1410904;Limestonedolomite extraction and associated processing
1410905;​
1410906;​
1410907;​
1410908;​
1410909;​
1410910;​
1410999;Extraction andor crushing of stones and other construction materials not previously specified and their associated processing
1421400;Extraction of minerals for the manufacture of manure, fertilizers and chemical products
1422201;​
1422202;​
1422203;​
1429001;gem extraction
1429002;​
1429003;Quartz and rock crystal extraction
1429004;​
1000601;Mineral coal extraction
1429099;​
1120700;Services related to oil and gas extraction  except prospecting carried out by third parties
1310201;iron ore extraction
1321801;aluminum ore extraction
1322601;tin ore extraction
1323401;Manganese ore extraction
1324201;Extraction of precious metal ore
1329301;Niobium and titanium extraction
1329302;tungsten extraction
1329303;nickel extraction
1329304;Extraction of copper, lead, zinc and other nonferrous metallic minerals not included in other classes
1000601;Mineral coal extraction
1410901;Extraction of slate and associated processing
1410902;granite extraction
1410903;marble extraction
1410904;Limestonedolomite extraction and associated processing
1410905;Gypsum and kaolin extraction
1410906;Extraction of sand, gravel or gravel and associated processing
1410907;Clay extraction and associated processing
1410908;Extraction of gravel and associated processing
1410909;Basalt extraction and associated processing
1410999;Extraction andor crushing of stones and other construction materials not previously specified and their associated processing
1421400;Extraction of minerals for the manufacture of manure, fertilizers and chemical products
1422201;sea ​​salt extraction
1422202;rock salt extraction
1429001;gem extraction
1429002;graphite extraction
1429003;Quartz and rock crystal extraction
1429004;asbestos extraction
1429099;Extraction of other nonmetallic minerals not previously specified
1511301;Slaughterhouse  Cattle slaughter and preparation of meat and byproducts
1511303;Refrigerator  Equine slaughter and preparation of meat and byproducts
1511304;Refrigerator  Slaughter of sheep and goats and preparation of meat and byproducts
1511305;Refrigerator  Buffalo slaughter and preparation of meat and byproducts
1511306;Slaughterhouse  slaughter of cattle and preparation of meat for third parties
1512101;Slaughter of poultry and preparation of meat products
1512102;Slaughter of small animals and preparation of meat products
1511302;Slaughterhouse  Slaughter of pigs and preparation of meat and byproducts
1511306;Slaughterhouse  slaughter of cattle and preparation of meat for third parties
1513001;Preparation of meat, lard and sausage products not associated with slaughter
1513002;Preparation of byproducts not associated with slaughter
1514800;Preparation and conservation of fish and manufacture of canned fish, crustaceans and molluscs
1514800;Preparation and conservation of fish and manufacture of canned fish, crustaceans and molluscs
1521000;Processing, preservation and production of fruit preserves
1522900;Processing, preservation and canning of vegetables and other vegetables
1522900;Processing, preservation and canning of vegetables and other vegetables
1523700;Production of fruit and vegetable juices
1523700;Production of fruit and vegetable juices
1595402;Manufacture of soft drinks, syrups and powders for soft drinks
1531800;Raw vegetable oil production
1532600;Vegetable oil refining
1533400;Preparation of margarine and other inedible vegetable fats and oils of animal origin
1541500;​
1542300;Dairy product manufacturing
1543100;ice cream manufacturing
1551201;​
1551202;​
1552000;​
1553900;Production of cassava flour and derivatives
1554700;Manufacture of corn flour and derivatives  except oil
1555500;Manufacture of starches and vegetable starches and manufacture of corn oils
1555500;Manufacture of starches and vegetable starches and manufacture of corn oils
1555500;Manufacture of starches and vegetable starches and manufacture of corn oils
1556300;Manufacture of balanced animal feeds
1559800;Processing, milling and preparation of other products of plant origin
1561000;sugar mills
1562801;Cane sugar refining and milling
1562802;​
1571701;​
1571702;​
1572500;Soluble coffee manufacturing
1581401;Manufacture of breads, cakes and industrialized equivalents
1582200;​
1583001;Production of cocoa derivatives and elaboration of chocolates
1583002;Production of candies and the like and candied fruit
1584900;​
1585700;Preparation of spices, sauces, seasonings and condiments
1589099;Manufacture of other food products
1589001;​
1589002;​
1589003;Manufacture of ferments, yeasts and curds
1589004;​
1589005;Processing of tea, mate and other herbs for infusion
1562803;Stevia sugar manufacturing
1586500;Preparation of dietetic products, baby foods and other preserved foods
1589099;Manufacture of other food products
1591101;Manufacture, rectification, homogenization and mixing of sugar cane brandy
1591102;Manufacture, rectification, homogenization and mixing of other brandies and distilled beverages
1592000;​
1593801;​
1593802;​
1594600;Bottling and carbonation of mineral waters
1595401;​
1595402;Manufacture of soft drinks, syrups and powders for soft drinks
1595402;Manufacture of soft drinks, syrups and powders for soft drinks
1595402;Manufacture of soft drinks, syrups and powders for soft drinks
114700;tobacco cultivation
1600401;​
1600404;​
1600403;​
1600402;Manufacture of rolled tobacco, rope and other tobacco products  except cigarettes, cigarillos and cigars
1731000;cotton weaving
1741800;Manufacture of woven household goods, including weaving
1749300;Manufacture of other textile artifacts, including weaving
1732900;Weaving of natural textile fiber yarns  except cotton
1741800;Manufacture of woven household goods, including weaving
1749300;Manufacture of other textile artifacts, including weaving
1733700;Weaving of artificial or synthetic continuous yarns and filaments
1741800;Manufacture of woven household goods, including weaving
1749300;Manufacture of other textile artifacts, including weaving
1771000;​
1750701;Printing and texturing in yarns, fabrics and textiles, including garments
1750702;Bleaching, dyeing and twisting of yarns, fabrics and textiles, including garments
1750799;Other finishing services for yarns, fabrics and textiles, including garments
1761200;Manufacture of textile articles from fabrics  except clothing
1762000;​
1763900;​
1764700;Manufacture of special fabrics  including artifacts
1769800;Manufacture of other textile articles  except clothing
1811201;Manufacture of underwear, blouses, shirts and the like  except madetomeasure
1811202;Custom manufacturing of underwear, blouses, shirts and the like
1811201;Manufacture of underwear, blouses, shirts and the like  except madetomeasure
1811201;Manufacture of underwear, blouses, shirts and the like  except madetomeasure
1812001;Manufacture of garments  except underwear, blouses, shirts and the like and madetomeasure
1811202;Custom manufacturing of underwear, blouses, shirts and the like
1812002;Tailormade manufacturing of other garments  except underwear, blouses, shirts and the like
1812001;Manufacture of garments  except underwear, blouses, shirts and the like and madetomeasure
1813901;Manufacture of professional clothing  except madetomeasure
1813902;​
1813901;Manufacture of professional clothing  except madetomeasure
1821000;Manufacture of clothing accessories
1772800;​
1779500;Manufacture of other articles of clothing produced in knitting (knitting)
1821000;Manufacture of clothing accessories
1910000;​
1921600;Manufacture of suitcases, purses, valises and other items for travel, of any material
1929100;Manufacture of other leather goods
1931301;​
1931302;Footwear cutting and finishing service
1932100;​
1933000;Plastic shoe manufacturing
1939900;Manufacture of shoes from other materials
1931301;Leather shoe manufacturing
1933000;Plastic shoe manufacturing
1939900;Manufacture of shoes from other materials
2010901;​
2010902;​
2021400;Manufacture of laminated wood and plywood, pressed or agglomerated wood sheets
2022201;Production of prefabricated wooden houses
2022202;Manufacture of wooden frames, shutters and wooden parts for industrial and commercial installations
2022299;Manufacture of other carpentry articles
2023000;Manufacture of cooperage artifacts and wooden packaging
2029001;Manufacture of various wooden artifacts  except furniture
2029002;Manufacture of various bamboo, straw, wicker, cork and braided materials  except furniture
2110500;​
2121000;​
2122900;Manufacture of plain cardboard, cardstock and paperboard
2131800;​
2132600;Manufacture of cardboard packaging  including the manufacture of corrugated cardboard
2132600;Manufacture of cardboard packaging  including the manufacture of corrugated cardboard
2142300;Manufacture of tapes and continuous forms  printed or not
2141500;Manufacture of paper, cardboard, cardboard and cardboard artifacts for the office
2219500;Edition, editing and printing of other graphic products
2149001;Manufacture of disposable diapers and sanitary napkins
2149001;Manufacture of disposable diapers and sanitary napkins
2149099;Manufacture of other folders, paper, cardboard, paperboard and cardboard artifacts
2149099;Manufacture of other folders, paper, cardboard, paperboard and cardboard artifacts
2221700;Printing newspapers, magazines and books
2221700;Printing newspapers, magazines and books
2222503;​
2222502;Material printing for industrial, commercial and advertising use
2222501;Printing material for school use
2222502;Material printing for industrial, commercial and advertising use
2229202;Composition of matrices for graphic printing
2229201;Binding and laminating services
2229203;​
2229299;Other graphic services
2231400;Disc and tape playback
2232200;Playback of video tapes
2234900;Playback of computer programs on floppy disks and tapes
2310800;​
2321300;petroleum refining
2329901;​
2329902;​
2329901;Fuel formulation
2340000;​
2429599;Manufacture of other organic chemicals
2411200;​
2412000;​
2413900;​
2414700;​
2330200;​
2419800;Manufacture of other inorganic products
2421000;​
2422800;Manufacture of intermediates for resins and fibers
2429599;Manufacture of other organic chemicals
2431700;​
2432500;​
2433300;​
2441400;Manufacture of artificial fibers, yarns, cables and continuous filaments
2442200;Manufacture of synthetic fibers, yarns, cables and continuous filaments
2461900;manufacture of insecticides
2462700;manufacture of fungicides
2463500;manufacture of herbicides
2469400;Manufacture of other agricultural pesticides
2461900;manufacture of insecticides
2462700;manufacture of fungicides
2463500;manufacture of herbicides
2469400;Manufacture of other agricultural pesticides
2471600;Manufacture of soaps, soaps and synthetic detergents
2472400;​
2471600;Manufacture of soaps, soaps and synthetic detergents
2473200;Manufacture of perfumery and cosmetics
2481300;​
2482100;​
2483000;​
2491000;​
2492901;​
2492902;​
3699402;​
2494500;​
2493700;​
2495300;​
2499600;Manufacture of other unspecified or unclassified chemicals
2451100;​
2452001;​
2452002;​
2452001;Manufacture of allopathic medicines for human use
2453800;​
2330200;Elaboration of nuclear fuels
2454600;Manufacture of materials for medical, hospital and dental uses
2511900;​
2512700;Tire reconditioning
2519400;Manufacture of various rubber products
2521600;Manufacture of flat and tubular plastic laminates
2522400;Plastic packaging manufacturing
2529103;Manufacture of plastic material artifacts for use in civil construction
2529101;Manufacture of plastic articles for personal and domestic use, whether or not reinforced with fiberglass
2529102;Manufacture of plastic artifacts for industrial uses  except in the construction industry
2529103;Manufacture of plastic material artifacts for use in civil construction
2529199;Manufacture of plastic material artifacts for other uses
3699499;Manufacture of various products
2611500;​
2612300;​
2619000;​
2620400;​
2630101;Manufacture of precast reinforced concrete structures, in series or to order
2630102;Manufacture of cement artifacts for use in civil construction
2630103;Manufacture of fiber cement artifacts for use in civil construction
2630104;​
2630105;​
2630199;Manufacture of other artifacts or products made of concrete, cement, fiber cement, plaster and stucco
2642500;​
2641702;​
2641701;Manufacture of ceramic or baked clay artifacts for use in civil construction  except tiles and floors
2649201;​
2649299;Manufacture of other nonrefractory ceramic products for various uses
2691301;Stone crushing (not associated with extraction)
2691302;Stone rigging for construction (not associated with extraction)
2691303;​
2692100;Manufacture of quicklime, hydrated lime and gypsum
3699401;Decorating, cutting, engraving, mirroring, bevelling, glazing and other work in ceramics, china, glass or crystal
2699900;Manufacture of other nonmetallic mineral products
2713800;​
2714600;​
2723500;​
2724301;​
2724302;​
2725101;Production of seamless tubes and pipes
2725199;Production of other long rolled steel
2726001;​
2726002;Production of rerolled, drawn and profiled steel  except wires
2731600;Manufacture of welded steel tubes
2739100;Manufacture of other iron and steel tubes
2741301;Metallurgy of aluminum and its alloys
2741302;​
2742100;​
2749999;Metallurgy of other nonferrous metals
2749901;zinc metallurgy
2749902;​
2749903;Production of solders and anodes for electroplating
2330200;Elaboration of nuclear fuels
2749999;Metallurgy of other nonferrous metals
2751000;Production of iron and steel castings
2752900;Production of castings of nonferrous metals and their alloys
2811800;Manufacture of metallic structures for buildings, bridges, transmission towers, scaffolding and other purposes, including madetoorder
2812600;​
2813400;​
2821500;​
2822300;Manufacture of steam generating boilers  except for central heating and for vehicles
2831200;​
2832000;​
2833900;​
2834700;​
2839800;Tempering, carburizing and heat treatment of steel, machining, electroplating and welding services
2841000;​
2842800;Manufacture of locksmith articles  except frames
2843600;Hand tool manufacturing
2969600;Manufacture of other machines and equipment for specific use  including parts
2972600;Manufacture of heavy military equipment
2971800;​
2891600;​
2892401;Manufacture of drawn standardized iron, steel and nonferrous metal products
2892499;Manufacture of other drawn iron, steel and nonferrous metal products
2893200;Manufacture of bodywork and metal articles for household and personal use
2899100;Manufacture of other elaborate metal products
2899100;Manufacture of other elaborate metal products
3210700;Basic electronics manufacturing
3021000;computer manufacturing
3022800;Manufacture of peripheral equipment for electronic machines for processing information
3221200;Manufacture of radio and television transmitting equipment and equipment for telephone stations, for radiotelephony and radiotelegraphy, microwave ovens and repeaters  including parts
3192500;Manufacture of devices and equipment for signaling and alarm
3222000;Manufacture of telephone sets, intercom systems and the like  including parts
3230100;Manufacture of radio and television receivers and sound and video reproduction, recording or amplification equipment
3320000;Manufacture of measuring, testing and control apparatus and instruments  except equipment for industrial process control
3330800;Manufacture of machines, devices and equipment for electronic systems dedicated to industrial automation and control of the production process
3350200;​
3310301;Manufacture of apparatus, equipment and furniture for hospital installations, in medical and dental offices and for laboratories
3310302;Manufacture of instruments and utensils for medical, surgical, dental and laboratory uses
3340502;Manufacture of optical instruments, parts and accessories
3340501;​
2496100;Manufacture of blank discs and tapes
3111900;Manufacture of direct or alternating current generators, including parts
3112700;Manufacture of transformers, inductors, converters, synchronizers and the like, including parts
3113500;Manufacture of electric motors, including parts
3141000;Manufacture of cells, batteries and electric accumulators  except for vehicles
3142901;Manufacture of batteries and accumulators for vehicles
3142902;Reconditioning of batteries and accumulators for vehicles
3121600;Manufacture of substations, switchboards, voltage regulators and other devices and equipment for distribution and control of electrical energy, including parts
3122400;​
3130500;​
3340502;Manufacture of optical instruments, parts and accessories
3151800;​
3152600;Manufacture of luminaires and lighting equipment  except for vehicles
2981500;Manufacture of stoves, refrigerators and washing and drying machines for domestic use  including parts
2989000;Manufacture of other household appliances  including parts
2989000;Manufacture of other household appliances  including parts
3191700;​
3192500;Manufacture of devices and equipment for signaling and alarm
2940800;Machine tool manufacturing  including parts
3199200;Manufacture of other electrical appliances or equipment
2911400;Manufacture of stationary internal combustion engines, turbines and other nonelectric prime movers, including parts except for aircraft and road vehicles
2912200;Manufacture of pumps and hydraulic rams, including parts
2913000;Manufacture of valves, faucets and valves, including parts
2914900;Manufacture of compressors, including parts
2914900;Manufacture of compressors, including parts
2915700;Manufacture of transmission equipment for industrial purposes  including bearings and parts
2915700;Manufacture of transmission equipment for industrial purposes  including bearings and parts
2921100;Manufacture of industrial furnaces, nonelectric apparatus and equipment for thermal installations, including parts
2922000;Manufacture of electric stoves and ovens for industrial purposes  including parts
2923800;Manufacture of machinery, equipment for transporting and lifting loads and people  including parts
2923800;Manufacture of machinery, equipment for transporting and lifting loads and people  including parts
2924600;Manufacture of refrigeration and ventilation machines and equipment for industrial and commercial use  including parts
2925400;Manufacture of air conditioning equipment
2925400;Manufacture of air conditioning equipment
2929700;Manufacture of other general purpose machinery and equipment  including parts
3011200;Manufacture of typewriters, calculating machines, copiers and other nonelectronic office equipment  including parts
3012000;Manufacture of typewriters and calculators, copiers and other electronic equipment for management and commercial automation  including parts
2929700;Manufacture of other general purpose machinery and equipment  including parts
3699499;Manufacture of various products
2932700;Manufacture of agricultural tractors  including parts
2931900;Manufacture of machinery and equipment for agriculture, poultry and obtaining animal products  including parts
2931900;Manufacture of machinery and equipment for agriculture, poultry and obtaining animal products  including parts
2940800;Machine tool manufacturing  including parts
2951300;Manufacture of machinery and equipment for prospecting and extracting oil  including parts
2952100;Manufacture of other machines and equipment for use in mineral extraction and construction  including parts
2953000;Manufacture of crawler tractors and tractors for use in mineral extraction and construction  including parts
2952100;Manufacture of other machines and equipment for use in mineral extraction and construction  including parts
2954800;Manufacture of earthmoving and paving machinery and equipment
2961000;Manufacture of machinery for the metallurgical industry, including parts  except machine tools
2962900;Manufacture of machinery and equipment for the food, beverage and tobacco industries  including parts
2963700;Manufacture of machinery and equipment for the textile industry  including parts
2964500;Manufacture of machinery and equipment for the clothing, leather and footwear industries  including parts
2965300;Manufacture of machines and devices for the pulp, paper and cardboard industry and artifacts  including parts
2969600;Manufacture of other machines and equipment for specific use  including parts
2969600;Manufacture of other machines and equipment for specific use  including parts
3410001;​
3410002;​
3410003;​
3420701;​
3420702;​
3431200;Manufacture of cabins, bodies and trailers for trucks
3432000;​
3439800;Manufacture of cabins, bodies and trailers for other vehicles
3441000;Manufacture of parts and accessories for the engine system
3442800;Manufacture of parts and accessories for gear and transmission systems
3443600;Manufacture of parts and accessories for the brake system
3444400;Manufacture of parts and accessories for the steering and suspension system
3160700;Manufacture of electrical material for vehicles  except batteries
3449501;​
3449502;Manufacture of parts and accessories for motor vehicles, not classified in another subclass
3450900;Reconditioning or recovery of engines for motor vehicles
3511401;Construction and repair of large vessels
3511402;Construction of vessels for commercial use and for special uses  except large ones
3512201;​
3521100;Construction and assembly of locomotives, wagons and other rolling stock
3522000;​
3531900;Aircraft construction and assembly
3531900;Aircraft construction and assembly
2972600;Manufacture of heavy military equipment
3591200;Motorcycle manufacturing  including parts
3592000;Manufacture of nonmotorized bicycles and tricycles  including parts
3699499;Manufacture of various products
3599800;Manufacture of other transport equipment
3611001;​
3310301;Manufacture of apparatus, equipment and furniture for hospital installations, in medical and dental offices and for laboratories
3612901;​
3613701;Manufacture of furniture from other materials
3614500;​
3691901;​
3691902;The manufacture of jewelery and goldsmith artifacts
3691903;Minting of coins and medals
3699499;Manufacture of various products
3692700;​
3693500;Manufacture of artifacts for hunting, fishing and sport
3694399;Manufacture of toys and other recreational games
3694301;Manufacture of pool tables, snooker tables and accessories, not associated with the lease
3694302;Manufacture of pool tables, snooker tables and accessories associated with the lease
3694399;Manufacture of toys and other recreational games
3310302;Manufacture of instruments and utensils for medical, surgical, dental and laboratory uses
3320000;Manufacture of measuring, testing and control apparatus and instruments  except equipment for industrial process control
3310301;Manufacture of apparatus, equipment and furniture for hospital installations, in medical and dental offices and for laboratories
3310303;Manufacture of devices and utensils for correcting physical defects and orthopedic devices in general  including madetoorder
3310303;Manufacture of devices and utensils for correcting physical defects and orthopedic devices in general  including madetoorder
2454600;Manufacture of materials for medical, hospital and dental uses
3310305;​
1822800;Manufacture of accessories for industrial and personal safety
3340503;Optical material manufacturing
3340504;Optical laboratory services
1764700;Manufacture of special fabrics  including artifacts
3697800;​
1813901;Manufacture of professional clothing  except madetomeasure
2699900;Manufacture of other nonmetallic mineral products
1822800;Manufacture of accessories for industrial and personal safety
2029002;Manufacture of various bamboo, straw, wicker, cork and braided materials  except furniture
2529199;Manufacture of plastic material artifacts for other uses
2899100;Manufacture of other elaborate metal products
3699499;Manufacture of various products
3695100;Manufacture of pens, pencils, printer ribbons for machines and other office supplies
2529199;Manufacture of plastic material artifacts for other uses
2899100;Manufacture of other elaborate metal products
3152600;Manufacture of luminaires and lighting equipment  except for vehicles
3696000;​
3699499;Manufacture of various products
2881900;Maintenance and repair of tanks, metallic reservoirs and boilers for central heating
2882700;Maintenance and repair of steam generating boilers  except for central heating and for vehicles
3392800;Maintenance and repair of measuring, testing and control apparatus and instruments  except equipment for industrial process control
3393600;Maintenance and repair of machines, devices and equipment of electronic systems dedicated to industrial automation and control of the production process
3391000;Maintenance and repair of apparatus and utensils for medical, hospital, dental and laboratory use
3394400;Maintenance and repair of optical and cinematographic apparatus and instruments
3181001;Maintenance and repair of direct or alternating current generators
3181002;Maintenance and repair of transformers, inductors, converters, synchronizers and the like
3181003;Maintenance and repair of electric motors
3182800;Maintenance and repair of batteries and electric accumulators  except for vehicles
3189500;​
2991201;​
2991202;Maintenance and repair of pumps and hydraulic rams
2991203;​
2991204;​
2991205;​
2992001;Maintenance and repair of industrial furnaces, nonelectric apparatus and equipment for heating installations
2992002;Maintenance and repair of electric stoves and ovens for industrial purposes
2992003;Maintenance and repair of refrigeration and ventilation machines and apparatus for industrial and commercial use
2992004;​
2992005;Maintenance and repair of selfmade elevators, escalators and moving walkways
7250800;Maintenance, repair and installation of office and computer machines
2992099;Maintenance and repair of other general purpose machinery and equipment
2993901;Maintenance and repair of machinery and equipment for agriculture, poultry and obtaining animal products
2993902;​
2994700;​
2995501;Maintenance and repair of machinery and equipment for oil prospecting and extraction
2995502;Maintenance and repair of other machines and equipment for use in mineral extraction and construction
2995503;Maintenance and repair of crawler tractors and tractors for use in mineral extraction and construction
2995504;Maintenance and repair of earthmoving and paving machinery and equipment
2995502;Maintenance and repair of other machines and equipment for use in mineral extraction and construction
2995504;Maintenance and repair of earthmoving and paving machinery and equipment
2996301;Maintenance and repair of machines for the metallurgical industry  except machine tools
2996302;Maintenance and repair of machinery and equipment for the food, beverage and tobacco industries
2996303;Maintenance and repair of machines and equipment for the textile industry
2996304;Maintenance and repair of machinery and equipment for the clothing, leather and footwear industries
2996305;Maintenance and repair of machines and devices for the pulp, paper, cardboard and artifacts industry
2996399;Maintenance and repair of other machines and equipment for specific use
2996399;Maintenance and repair of other machines and equipment for specific use
3523800;Repair of railway vehicles
3532700;aircraft repair
6323102;​
