name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,dissolution_date,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,category_survey_email_address,date_of_organization_meeting,reason_for_administrative,mailing_international_address,office_jurisdiction_3
"SCOTT LONDON HOME ORGANIZER AND STYLIST, LLC",LLC,Active,Annual report past due,1347322,2021-03-31,"77 HAVEMEYER LANE, #25",STAMFORD,United States,06902-2153,CT,MARYMURRAY59@HOTMAIL.CO.UK,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
BIGLIFE360 LLC,LLC,Active,Annual report past due,1347323,2021-03-31,163 FRANKLIN STREET - SUITE 105,STAMFORD,United States,06901,CT,GEORGE@BIGLIFE360.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
R.E.A.D.Y INC,Non-Stock,Active,Annual report past due,1347324,2022-05-14,50 WHITTIER RD,NEW HAVEN,United States,06515,CT,READY44INC@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Child and Youth Services (624110),,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
EUROPEAN CHAMBER OF COMMERCE FOR INVESTMENT BANKS & STATUTORY TRUST,Statutory Trust,Active,,1347325,2021-06-15,SCHENKKADE 50 K,THE HAGUE 259AR,Singapore,,,,Domestic,2020-06-15,,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
KANGEN NEW ENGLAND LLC,LLC,Active,,1347326,2022-03-31,21 COE AVE EXT,PORTLAND,United States,06480,CT,KangenNewEngland@gmail.com,Domestic,2020-06-15,CT,Connecticut,False,False,True,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
ROCKSTONE CONSTRUCTION INC.,Stock,Active,Annual report past due,1347327,2021-06-15,106 BUNCHE BLVD,WILMINGTON,United States,19801,DE,TY@ROCKSTONECONST.COM,Foreign,2020-06-15,DE,DE,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:43.4666667,,2020-06-15,ROCKSTONE CONSTRUCTION INC.,United States,,,,,,,,,,,,,,,,,,,
"ALL-TRU NUTRITION, LLC",LLC,Active,,1347328,2022-03-31,61 GREENHURST RD.,WEST HARTFORD,United States,06107,CT,emma@all-tru.com,Domestic,2020-06-15,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
"PRESERVING TROPICAL HERITAGE, INC",Non-Stock,Active,,1347329,2022-09-10,4 ROCKVILLE RD,BROAD BROOK,United States,06016,CT,ACC@CONSERVATOR.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
RIZE CONSULTING LLC,LLC,Active,,1347330,2022-03-31,51 GLEN RIDGE RD.,GREENWICH,United States,06831,CT,hello@rize-consulting.com,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
TRIOMPHE LLC,LLC,Active,Annual report past due,1347331,2021-03-31,4 ADAM HILL RD.,WINDSOR,,06095,CT,,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
"GOOD VIBES OILY, LLC",LLC,Active,,1347332,2022-03-31,74 IDYLWOOD DR.,NORTHFORD,United States,06472,CT,govoily1@gmail.com,Domestic,2020-06-15,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
PLATT ROAD LLC,LLC,Dissolved,,1347333,2021-03-31,55 MCLENNAN DRIVE,OAKVILLE,United States,06779,CT,ERIK@THECOMPLETE.CO,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:43.4666667,,,,,2021-02-11T00:00:00.000,,,,,,,,,,,,,,,,,,
R.HARRIOTT LLC,LLC,Active,Annual report past due,1347334,2021-03-31,4 RESEARCH DRIVE SUITE 402,SHELTON,United States,06484,CT,ROBERT@RHARRIOTTHOMES.COM,Domestic,2020-06-15,CT,Connecticut,False,False,True,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
"SYNORGOS, LLC",LLC,Dissolved,,1347335,2021-03-31,336 CENTER ROAD 17B,VERNON,United States,06066,CT,SYNORGOS@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,True,True,False,,,2021-11-10 00:08:43.4666667,,,,,2020-12-30T00:00:00.000,,,,,,,,,,,,,,,,,,
80 TURNPIKE DRIVE LLC,LLC,Active,,1347336,2022-03-31,3685 MERRICK ROAD,SEAFORD,United States,11783,NY,delia@verityvanlines.com,Domestic,2020-06-15,NY,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
PTH REAL ESTATE HOLDINGS LLP,LLP,Active,Annual report past due,1347337,2021-06-15,60 HILLCREST AVE,OAKVILLE,United States,06779,CT,TAX1040-941@HOTMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
CHASIN TRASH LLC,LLC,Active,Annual report past due,1347339,2021-03-31,33 THOMPSON HILL ROAD,NORTH GROSVENORDALE,United States,06255,CT,SANDRALANASA@YAHOO.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Solid Waste Collection (562111),562111.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
"BEAUTIFUL LIFE NON PROFIT ADULT CARE SERVICES, LLC",LLC,Active,Annual report past due,1347340,2021-03-31,33 WOODSIDE DRIVE,WOODBRIDGE,,06525,CT,KANEVSKYMARK@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
SPANTIDOS GROUP LLC,LLC,Active,Annual report past due,1347341,2021-03-31,8 CATBRIER RD,WESTON,,06883,CT,,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
"440 REPAIR CENTER, LLC",LLC,Active,,1347342,2022-03-31,440 CHASE RIVER ROAD,WATERBURY,United States,06704,CT,rwatson@icesonline.org,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),811198.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
MG REAL ESTATE MANAGEMENT LLC,LLC,Active,,1347343,2022-03-31,48 NORTH MOUNTAIN ROAD APT 201,NEW BRITAIN,United States,06053,CT,GOMOLKA19@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,201,gmcarcarrier@gmail.com,,,,
GOOD BROTHA'S DETAILING AND CAR CARE LLC,LLC,Active,Annual report past due,1347344,2021-03-31,145 BLAKE ST,NEW HAVEN,,06511,CT,KINGEJ3X@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Car Washes (811192),811192.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
NEW SUN RISING LLC,LLC,Active,,1347346,2022-03-31,233 GREENWOOD AVENUE,BETHEL,United States,06801,CT,newsunrisingequine@gmail.com,Domestic,2020-06-15,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
"JANC ASSOCIATES, LLC",LLC,Active,Annual report past due,1347347,2021-03-31,9 APPLEBY FARM ROAD,BROOKFIELD,United States,06804,CT,CHRISLYNCH71@YAHOO.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
A & J INNOVATIVE HOME IMPROVEMENT SERVICES LLC,LLC,Active,,1347348,2022-03-31,421 OCONNELL DRIVE,EAST HARTFORD,United States,06118,CT,Jermaine2g@gmail.com,Domestic,2020-06-15,CT,Connecticut,False,False,True,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
"HARLIZ MANAGEMENT, LLC",LLC,Active,,1347349,2022-03-31,680 E. MAIN STREET #719,STAMFORD,United States,06901,CT,fcms@har-liz.com,Domestic,2020-06-15,CT,Connecticut,True,False,True,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
SALMSCAPES LANDSCAPING LLC,LLC,Active,Annual report past due,1347350,2021-03-31,401-59 TALCOTTVILLE RD,VERNON,United States,06066,CT,ANDREWMSALM@ME.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
"SUPPO BROTHERS & CO., LLC",LLC,Active,Annual report past due,1347351,2021-03-31,22 WESCOTT STREET,RIVERSIDE,United States,06878,CT,SLEBOWITZ@ZNCLAW.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
NORWORX OFFICES LLC,LLC,Active,Annual report past due,1347352,2021-03-31,1400 OLD COUNTRY ROAD,WESTBURY,United States,11590,NY,FILINGS@VCORPSERVICES.COM,Foreign,2020-06-15,NY,NY,False,False,False,False,False,,,2021-11-10 00:08:43.4966667,,2020-06-12,NORWORX OFFICES LLC,United States,,"1400 OLD COUNTRY ROAD, WESTBURY, NY, 11590, United States",1400 OLD COUNTRY ROAD,WESTBURY,NY,11590,United States,"1400 OLD COUNTRY ROAD, WESTBURY, NY, 11590, United States",1400 OLD COUNTRY ROAD,WESTBURY,NY,11590,United States,,,,,,
COMPLEXIONS BEAUTY SUPPLY LLC,LLC,Active,Annual report past due,1347354,2021-03-31,226 SPRUCE ST. A,MANCHESTER,United States,06040,CT,INFO@COMPLEXIONSBEAUTYSUPPLY.COM,Domestic,2020-06-15,CT,Connecticut,False,False,True,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",446120.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
"EASTBOROUGH INVESTMENTS, LLC",LLC,Active,,1347357,2022-03-31,"187 DANBURY ROAD, SUITE 201",WILTON,United States,06897,CT,kyle@eastboroughcapital.com,Foreign,2020-06-15,DE,DE,False,False,False,False,False,Open-End Investment Funds (525910),525910.0,2021-11-10 00:08:43.4966667,,2020-07-01,"EASTBOROUGH INVESTMENTS, LLC",United States,,"16192 COASTAL HIGHWAY, LEWES, DE, 19958, United States",16192 COASTAL HIGHWAY,LEWES,DE,19958,United States,"16192 COASTAL HIGHWAY, LEWES, DE, 19958, United States",16192 COASTAL HIGHWAY,LEWES,DE,19958,United States,,,,,,
UINTAH CONSULTING LLC,LLC,Active,,1347358,2022-03-31,31 GLENWOOD PLACE,NEW LONDON,United States,06320,CT,skousenmary@outlook.com,Domestic,2020-06-15,CT,Connecticut,True,False,False,True,False,Pharmaceutical Preparation Manufacturing (325412),325412.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
JBD.SOLUTIONS LLC,LLC,Active,Annual report past due,1347359,2021-03-31,372 CENTER STREET,BRIDGEPORT,United States,06604,CT,JAILSON.DELGADO.DJ@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Professional and Management Development Training (611430),611430.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
320 ELM STREET LLC,LLC,Active,Annual report past due,1347360,2021-03-31,258 DOGWOOD LANE,STAMFORD,United States,06903,CT,BILLVOGEL@NEBTS.NET,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
FINE COLLECTABLE WATCHES INC,Stock,Active,First report past due,1347361,2020-09-13,No information provided,,,,,MYAKIN1970@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:43.5433333,200.0,,,,,,,,,,,,,,,,,,,,,,
BROADMERX LLC,LLC,Active,Annual report past due,1347362,2021-03-31,71 TRENO STREET,NEW ROCHELLE,United States,10801,NY,ALEX.LAURENT@BROADMERX.COM,Foreign,2020-06-15,NY,NY,False,False,False,False,False,,,2021-11-10 00:08:43.5433333,,2020-05-28,BROADMERX LLC,United States,,"71 TRENO STREET, NEW ROCHELLE, NY, 10801, United States",71 TRENO STREET,NEW ROCHELLE,NY,10801,United States,"71 TRENO STREET, NEW ROCHELLE, NY, 10801, United States",71 TRENO STREET,NEW ROCHELLE,NY,10801,United States,,,,,,
121 IRVING ST LLC,LLC,Active,Annual report past due,1347363,2021-03-31,93 LAWLOR,NEW BRITIAN,United States,06051,CT,D.SHARPFINANCIAL@YAHOO.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,All Other Consumer Goods Rental (532289),532289.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
35 BEDFORD STREET LLC,LLC,Active,Annual report past due,1347364,2021-03-31,258 DOGWOOD LANE,STAMFORD,United States,06903,CT,BILLVOGEL@NEBTS.NET,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
WAKE LIFE SUPPLY CO. LLC,LLC,Dissolved,,1347365,2021-03-31,20 BRINSMADE RD,WASHINGTON DEPOT,United States,06794,CT,CUSTOMERSERVICE@WAKELIFESUPPLY.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:43.5433333,,,,,2021-02-22T00:00:00.000,,,,,,,,,,,,,,,,,,
979 EAST MAIN STREET LLC,LLC,Active,Annual report past due,1347366,2021-03-31,258 DOGWOOD LANE,STAMFORD,United States,06903,CT,BILLVOGEL@NEBTS.NET,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
APEX VENTURES LLC,LLC,Active,Annual report past due,1347367,2021-03-31,234 CASCADE RD,STAMFORD,United States,06903,CT,ALBERTT.MILLER@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
MDR SERVICES LLC,LLC,Active,Annual report past due,1347368,2021-03-31,76 LAKE STREET,MOOSUP,United States,06354,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
33 WEST BROAD STREET LLC,LLC,Active,Annual report past due,1347369,2021-03-31,258 DOGWOOD LANE,STAMFORD,United States,06903,CT,BILLVOGEL@NEBTS.NET,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
"FOREVER MECHANICAL HVAC/R, INC.",Stock,Active,,1347370,2022-06-15,90 MADISON STREET SUITE 610,WORCESTER,United States,01608,MA,FOREVERMECHANICAL@GMAIL.COM,Foreign,2020-06-15,MA,MA,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,2021-11-10 00:08:43.5433333,,2020-06-15,"FOREVER MECHANICAL HVAC/R, INC.",United States,,,,,,,,,,,,,,,forevermechanical@gmail.com,,,,
THE ALTERNATIVE INVESTMENT RESEARCH GROUP LLC,LLC,Dissolved,,1347371,2021-03-31,407 COPPER SQUARE,BETHEL,United States,06801,CT,ERIC.WIERCINSKI@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:43.5433333,,,,,2021-02-09T00:00:00.000,,,,,,,,,,,,,,,,,,
MODERN HOMES LLC,LLC,Active,,1347372,2022-03-31,239 SPORT HILL ROAD,EASTON,United States,06612,CT,george.gardone@yahoo.com,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
MEGA ROOFING CONSTRUCTION LLC,LLC,Active,Annual report past due,1347373,2021-03-31,1623 EAST MAIN ST FL 1,WATERBURY,United States,06705,CT,TSL.GCONSTRUCTION@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Roofing Contractors (238160),238160.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
DADS AGAINST DEPRESSION INCORPORATED,Non-Stock,Active,,1347374,2022-09-14,63 MEADOW BROOK RD,BROOKFIELD,United States,06804,CT,VARISHT.SCHOLARSHIP@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Grantmaking Foundations (813211),813211.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
MIRANDAS TAILOR SHOP LLC,LLC,Active,,1347375,2022-03-31,15 SOUTH MAIN ST,CHESHIRE,United States,06410,CT,schick@sodlosky.com,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,"Women?s, Girls?, and Infants? Cut and Sew Apparel Manufacturing (315240)",315240.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
OLNEY LLC,LLC,Dissolved,,1347376,2021-03-31,141 BROWN ROAD,BROOKLYN,United States,06234,CT,POSUITANG@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,True,False,True,False,False,Forest Nurseries and Gathering of Forest Products (113210),113210.0,2021-11-10 00:08:43.5433333,,,,,2020-12-22T00:00:00.000,,,,,,,,,,,,,,,,,,
"STRUCTURES OF COMPASSION, LLC",LLC,Active,,1347377,2022-03-31,146 OLD KINGS HIGHWAY,NEW CANAAN,United States,06840,CT,PETER.NEMIROFF@NEMIROFF.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Other Metal Container Manufacturing (332439),332439.0,2021-11-10 00:08:44.1233333,,,,,,,,,,,,,,,,,,,,,,,
"NEW PETROLEUM (290), LLC",LLC,Active,Annual report past due,1347378,2021-03-31,290 EAST MAIN STREET,MIDDLETOWN,United States,06457,CT,HUSEIN0731@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Gasoline Stations with Convenience Stores (447110),447110.0,2021-11-10 00:08:44.1233333,,,,,,,,,,,,,,,,,,,,,,,
BLACK BIRD LABELS LLC,LLC,Active,Annual report past due,1347379,2021-03-31,56 DAVIS RD,HARWINTON,United States,06791,CT,THOMASKENNEDY2590@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Fabricated Metal Product Manufacturing (332999),332999.0,2021-11-10 00:08:44.1233333,,,,,,,,,,,,,,,,,,,,,,,
MUD TO SUDZ GROOMING LLC,LLC,Active,,1347380,2022-03-31,69 Birch St,Southington,United States,06489-1106,CT,COLLEENGRIFFIN62@OUTLOOK.COM,Domestic,2020-06-15,CT,Connecticut,True,False,False,False,False,Pet Care (except Veterinary) Services (812910),812910.0,2021-11-10 00:08:44.1233333,,,,,,,,,,,,,,,,,,,,,,,
"130 MILLER STREET, LLC",LLC,Active,Annual report past due,1347381,2021-03-31,18-31 DECATUR STREET,RIDGEWOOD,United States,11385,NY,SAL@DRINKVIDE.COM,Domestic,2020-06-15,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:44.1233333,,,,,,,,,,,,,,,,,,,,,,,
D&A LANDSCAPING LLC,LLC,Active,,1347382,2022-03-31,53 MAIN STREET 53 MAIN STREET,DEEP RIVER,United States,06417,CT,MRATIBBUS@HOTMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:44.1233333,,,,,,,,,,,,,,,,,,,,,,,
GREAT PLAIN DELI LLC,LLC,Active,Annual report past due,1347386,2021-03-31,18 GREAT PLAIN RD,DANBURY,United States,06810,CT,GREATPLAINDELI@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,True,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:08:44.1233333,,,,,,,,,,,,,,,,,,,,,,,
WE HELP! LLC,LLC,Active,,1347388,2022-03-31,148 FARREN AVE. 2ND FL,NEW HAVEN,United States,06513,CT,marlenemorales2243@gmail.com,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,All Other Legal Services (541199),541199.0,2021-11-10 00:08:44.1233333,,,,,,,,,,,,,,,,,,,,,,,
UNLEASH YOUR THINKING LLC,LLC,Active,Annual report past due,1347389,2021-03-31,92 OSBORN RD.,NAUGATUCK,United States,06770,CT,WOOLFOLKMELODY3@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Other Individual and Family Services (624190),624190.0,2021-11-10 00:08:44.1233333,,,,,,,,,,,,,,,,,,,,,,,
HOLMES CT LLC,LLC,Active,Annual report past due,1347390,2021-03-31,11 HOLMES CT.,DARIEN,United States,06820,CT,CHRISEMME@YAHOO.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:44.1233333,,,,,,,,,,,,,,,,,,,,,,,
STORE 904 LLC,LLC,Active,,1347391,2022-03-31,90 STEBBINS RD.,SOMERS,United States,06071,CT,info@store904.com,Domestic,2020-06-15,CT,Connecticut,True,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:44.1233333,,,,,,,,,,,,,,,,,,,,,,,
RATTLEQUACK LLC,LLC,Active,,1347392,2022-03-31,100 LAWTON RD,CANTON,United States,06019,CT,bill@rattlequack.com,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:44.1233333,,,,,,,,,,,,,,,,,,,,,,,
INKRETIBLE HANDYMAN LLC,LLC,Active,Annual report past due,1347393,2021-03-31,"29 HOWARD AVE., APT. 2",ANSONIA,United States,06401,CT,RKRET@YAHOO.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:44.1233333,,,,,,,,,,,,,,,,,,,,,,,
HIHALONA LLC,LLC,Active,Annual report past due,1347394,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:44.1233333,,,,,,,,,,,,,,,,,,,,,,,
PADDLE CT LLC,LLC,Dissolved,,1347395,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Recreational Goods Rental (532284),,2021-11-10 00:08:44.1233333,,,,,2021-10-05T00:00:00.000,,,,,,,,,,,,,,,,,,
METAPHORA LLC,LLC,Active,,1347396,2022-03-31,30 CREAM POT RD.,CLINTON,United States,06413,CT,brewbiz10@yahoo.com,Domestic,2020-06-15,CT,Connecticut,True,False,False,False,False,Jewelry Stores (448310),,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
CHACONLANDIA CONSTRUCTION LLC,LLC,Active,,1347397,2022-03-31,47 SPRING STREET,DERBY,United States,06418,CT,msprepllc01@gmail.com,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
HOMESTEAD APARTMENTS LLC,LLC,Active,,1347398,2022-03-31,375 LIBERTY STREET,PAWCATUCK,United States,06379,CT,steve@oakrivermgt.com,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
"MAPPS TRAVEL, LLC",LLC,Active,Annual report past due,1347399,2021-03-31,78 RIVER ROAD,WESTON,United States,06883,CT,ELISA@MAPPSTRAVEL.COM,Domestic,2020-06-15,CT,Connecticut,True,False,False,False,False,Travel Agencies (561510),561510.0,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
CJC MANAGEMENT LLC,LLC,Active,Annual report past due,1347400,2021-03-31,260 GOLDBACH DRIVE,STRATFORD,United States,06614,CT,JMCANDIOTTI@HOTMAIL.COM,Domestic,2020-06-15,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
"APPRAISAL MARKETPLACE, LLC",LLC,Active,,1347401,2022-03-31,321 SUMMER ST.,BOSTON,United States,02210,MA,CLS-CTARMSEvidence@wolterskluwer.com,Foreign,2020-06-15,DE,DE,False,False,False,False,False,Software Publishers (511210),,2021-11-10 00:08:44.1533333,,2020-06-15,"APPRAISAL MARKETPLACE, LLC",United States,,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,,
CEYLAN LLC,LLC,Active,Annual report past due,1347402,2021-03-31,380 ELM STREET APT 11,WEST HAVEN,United States,06516,CT,GAMZCYLN@GMAIL.COM,Domestic,2020-06-15,CT,Connecticut,True,False,True,False,False,Drugs and Druggists' Sundries Merchant Wholesalers (424210),424210.0,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
