name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,category_survey_email_address,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,date_of_organization_meeting,reason_for_administrative,mailing_international_address
"LYNWOOD COMPANION CARE, LLC",LLC,Active,,1351245,2022-03-31,174 TRELANE DRIVE,BRIDGEPORT,United States,06606,CT,WMURPHYCPA@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:42.1033333,,,,,,,,,,,,,,,,,,,,,,
THOMPSONROLEC ENTERPRISES LLC,LLC,Active,,1351246,2022-03-31,160 WARREN AVE,WESTBROOK,United States,04092,ME,LUKEN@CHADWICK-BAROSS.COM,Foreign,2020-07-16,ME,ME,False,False,False,False,False,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers (423810),423810.0,2021-11-10 00:12:42.1033333,,2020-01-01,THOMPSONROLEC ENTERPRISES LLC,United States,,,"160 WARREN AVE, WESTBROOK, ME, 04092, United States",160 WARREN AVE,WESTBROOK,ME,04092,United States,"160 WARREN AVE, WESTBROOK, ME, 04092, United States",160 WARREN AVE,WESTBROOK,ME,04092,United States,,,,
"WATERBURY APARTMENTS PRESERVATION, LLC",LLC,Dissolved,Annual report past due,1351247,2021-03-31,200 VESEY STREET 24TH FLOOR,NEW YORK,,10281,NY,,Domestic,2020-07-16,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:42.8066667,2021-08-27T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
"3 KEENES, LLC",LLC,Dissolved,,1351248,2021-03-31,"C/O GOLDMAN GRUDER & WOODS, LLC 200 CONNECTICUT AVENUE",NORWALK,United States,06854,CT,DDAIGLE@GOLDMANGRUDERWOODS.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.8066667,2020-12-29T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
VULLO GRISWOLD LLC,LLC,Active,Annual report past due,1351249,2021-03-31,541 GRISWOLD STREET,GLASTONBURY,,06033,CT,BLKTOP@COX.NET,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
MVBT GROUP LLC,LLC,Active,,1351250,2022-03-31,39 MAPLE TREE AVENUE # 35,STAMFORD,United States,06906,CT,stalinyvielka@gmail.com,Domestic,2020-07-16,CT,Connecticut,False,False,True,False,False,Tour Operators (561520),561520.0,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
NAT'URAL ESTHETICS LLC,LLC,Active,,1351253,2022-03-31,93 SHERMAN AVENUE,MERIDEN,United States,06450,CT,Naturalesthetics521@gmail.com,Domestic,2020-07-16,CT,Connecticut,True,False,True,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
"LEE ELLIOTT SOCCER, LLC",LLC,Active,Annual report past due,1351254,2021-03-31,146 FLANDERS ROAD,NIANTIC,United States,06357,CT,LEE.E@LIVE.CO.UK,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),611620.0,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
"MIXED FOODS, LLC",LLC,Active,,1351255,2022-03-31,2675 PARK AVE UNIT 12,BRIDGEPORT,United States,06604,CT,NISHA21116@YAHOO.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Caterers (722320),,2021-11-10 00:12:42.8066667,,,,,lbenuto@incauthority.com,,,,,,,,,,,,,,,,,
THE BENJAMIN SANTIAGO SCHOLARSHIP FOUNDATION LLC,LLC,Active,Annual report past due,1351257,2021-03-31,13 MAURA LANE,DANBURY,United States,06810,CT,INFO@SANTIAGOFDN.ORG,Domestic,2020-07-16,CT,Connecticut,True,False,True,False,False,Grantmaking Foundations (813211),813211.0,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
NIGHTLIFE CONSULTATIONS LLC,LLC,Active,Annual report past due,1351258,2021-03-31,4 RESEARCH DRIVE SUITE 402,SHELTON,United States,06484,CT,JAYGRAHAM@NIGHTLIFECONSULTATION.COM,Domestic,2020-07-16,CT,Connecticut,False,False,True,False,False,Drinking Places (Alcoholic Beverages) (722410),722410.0,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
TINY HOME STORE LLC,LLC,Active,,1351259,2022-03-31,57 SARAH DR,UNCASVILLE,United States,06382,CT,Richhassan_786@hotmail.com,Domestic,2020-07-16,CT,Connecticut,False,False,True,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
ROSE2BLOOM LLC,LLC,Active,Annual report past due,1351260,2021-03-31,371 REMINGTON STREET,BRIDGEPORT,United States,06610,CT,ROSE2BLOOM2020@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,True,False,True,False,False,General Rental Centers (532310),532310.0,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
KRAN AUTO LLC,LLC,Active,Annual report past due,1351262,2021-03-31,560 FLANDERS STREET,SOUTHINGTON,United States,06489,CT,KRANSAUTO@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
RESPIRATORY CONSULTING INC.,Stock,Active,Annual report past due,1351263,2021-07-17,172 COLUMBIA BOULEVARD,WATERBURY,United States,06710,CT,,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:12:42.8066667,,,,,,100.0,,,,,,,,,,,,,,,,
WITHSLIM LLC,LLC,Active,Annual report past due,1351264,2021-03-31,49 LONGBRANCH AVE,STRATFORD,United States,06615,CT,JAMES.WINSTON@WITHSLIM.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
BROOKLYN JEWEL PUBLISHING LLC,LLC,Active,Annual report past due,1351265,2021-03-31,13 MAURA LANE,DANBURY,United States,06810,CT,INFO@BROOKLYNJEWEL.COM,Domestic,2020-07-16,CT,Connecticut,True,False,True,False,False,All Other Publishers (511199),511199.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
MILI ENTERTAINMENT LLC,LLC,Active,Annual report past due,1351266,2021-03-31,15 BRANFORD ST,HARTFORD,United States,06112,CT,MILIENTERTAINMENT@ICLOUD.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Musical Groups and Artists (711130),711130.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
EXTREME REMODELING LLC,LLC,Active,Annual report past due,1351268,2021-03-31,937 N MAIN ST BASEMENT,WATERBURY,United States,06704,CT,EXTREMEREMODELING973@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Roofing Contractors (238160),238160.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
HARTFORD POKE CO LLC,LLC,Active,Annual report past due,1351269,2021-03-31,1400 PARK ST UNIT 20,HARTFORD,United States,06106,CT,PARKVILLE@LOVEART.BOSTON,Domestic,2020-07-16,CT,Connecticut,False,False,True,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
CB PROSPECT STRATEGIES LLC,LLC,Active,Annual report past due,1351270,2021-03-31,240 BALLARD DR,WEST HARTFORD,United States,06119,CT,CHRISTINE@CBPROSPECTSTRATEGIES.COM,Domestic,2020-07-16,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
PRO-LOGISTICS INC.,Stock,Active,Annual report past due,1351271,2021-07-16,50 CORINTHIAN AVE,STRATFORD,United States,06615,CT,PROLOGISTICSINC360@GMAIL.COM,Foreign,2020-07-16,DE,DE,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:43.9166667,,2020-10-05,PRO-LOGISTICS INC.,United States,,,,,,,,,,,,,,,,,,
"DANCE LEGACY, LLC",LLC,Active,,1351272,2022-03-31,33-37 SEYMOUR ROAD,BERLIN,United States,06037,CT,MSVARANO@ACCOUNTSMGMT.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Fine Arts Schools (611610),611610.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
"HARKER SALES GROUP, LLC",LLC,Dissolved,,1351273,2021-03-31,305 WESTPORT TPKE,FAIRFIELD,United States,06824,CT,PETERHARKER1@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Professional and Management Development Training (611430),611430.0,2021-11-10 00:12:43.9166667,2021-08-03T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
"112 SCHL, LLC",LLC,Active,,1351274,2022-03-31,2 ARMONK STREET #1048,GREENWICH,United States,06830,CT,contact@RMLLRE.com,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
"CHADWICK-BAROSS, INC.",Stock,Active,,1351275,2022-07-16,160 WARREN AVE,WESTBROOK,United States,04092,ME,LUKEN@CHADWICK-BAROSS.COM,Foreign,2020-07-16,ME,ME,False,False,False,False,False,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers (423810),423810.0,2021-11-10 00:12:43.9166667,,2020-01-01,"CHADWICK-BAROSS, INC.",United States,,,,,,,,,,,,,,,,,,
BUZZCLAN LLC,LLC,Active,,1351276,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@registeredagentsinc.com,Foreign,2020-07-16,TX,TX,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:12:43.9166667,,2020-07-01,BUZZCLAN LLC,United States,,,"5757 ALPHA RD, SUITE 340, DALLAS, TX, 75240, United States","5757 ALPHA RD, SUITE 340",DALLAS,TX,75240,United States,"5757 ALPHA RD, SUITE 340, DALLAS, TX, 75240, United States","5757 ALPHA RD, SUITE 340",DALLAS,TX,75240,United States,,,,
"DAT SOLUTIONS, LLC",LLC,Active,,1351277,2022-03-31,8405 SW NIMBUS AVE,BEAVERTON,United States,97008,OR,linda.shoop@transcore.com,Foreign,2020-07-16,DE,DE,False,False,False,False,False,Freight Transportation Arrangement (488510),488510.0,2021-11-10 00:12:43.9166667,,2019-12-03,"DAT SOLUTIONS, LLC",United States,,,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR,WILMINGTON,DE,19808,United States,,,,
"NORTH RANCH INSURANCE SERVICES, INC.",Stock,Active,,1351278,2022-07-16,32110 AGOURA RD,WESTLAKE VILLAGE,United States,91361,CA,CYNTHIA.SIMMS@WARNERPACIFIC.COM,Foreign,2020-07-16,CA,CA,False,False,False,False,False,All Other Insurance Related Activities (524298),,2021-11-10 00:12:43.9166667,,2020-07-16,"NORTH RANCH INSURANCE SERVICES, INC.",United States,,,,,,,,,,,,,,,,,,
"NEW HAUS GROUP, LLC",LLC,Active,Annual report past due,1351280,2021-03-31,278 BROAD STREET,NEW BRITAIN,United States,06053,CT,KAMILANDRUKIEWICZ@YAHOO.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
EASY BREEZY DELIVERY SERVICES LLC,LLC,Active,Annual report past due,1351281,2021-03-31,415 ROCKWELL AVE,STRATFORD,United States,06615-5754,CT,YJDANZIE@ME.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
MOZART CONSTRUCTION LLC,LLC,Active,Annual report past due,1351282,2021-03-31,39 FARM ST,DANBURY,United States,06811,CT,MOZART.ARTS@YAHOO.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
FERNANDEZ TRUCKING LLC,LLC,Active,,1351288,2022-03-31,430 MADISON RD,DURHAM,United States,06422,CT,fernandez.trucking2020@gmail.com,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:12:43.9166667,,,,,fernandez.trucking2020@gmail.com,,,,,,,,,,,,,,,,,
"COLLAB SCIENCE FOUNDATION, INCORPORATED",Non-Stock,Active,Annual report past due,1351289,2022-01-06,33 ROGERS HILL RD,WATERFORD,United States,06385,CT,COLLABSCIENCEFOUNDATION@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,True,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:12:43.9166667,,,,,,,,,,,,,,,,,,,,,,
150 COLUMBUS AVE LLC,LLC,Active,Annual report past due,1351290,2021-03-31,85 HILLSIDE RD,SOUTHBURY,United States,06488,CT,150COLUMBUSAVELLC@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
"KING BROTHERS EQUIPMENT SERVICES, INC.",Non-Stock,Withdrawn,,1351291,2021-07-16,608 STONY HILL ROAD,WILBRAHAM,United States,01095,MA,KINGMECHANIC@GMAIL.COM,Foreign,2020-07-16,MA,MA,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),811198.0,2021-11-10 00:12:44.6033333,,2020-01-01,"KING BROTHERS EQUIPMENT SERVICES, INC.",United States,,,,,,,,,,,,,,,,,,
ECOM PAPI LLC,LLC,Active,Annual report past due,1351292,2021-03-31,113 SUNSET FARM RD,WEST HARTFORD,United States,06107,CT,ECOMPAPI@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
PURPOSEFUL CAKES LLC,LLC,Active,,1351293,2022-03-31,33 GORMAN ROAD,BROOKLYN,United States,06234,CT,Purposefulcakes@gmail.com,Domestic,2020-07-16,CT,Connecticut,True,False,True,False,False,Food Service Contractors (722310),,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
GREEN WILLOW HAIR SOLUTIONS LLC,LLC,Active,,1351294,2022-03-31,898 HOPE STREET SUITE 111,STAMFORD,United States,06907,CT,Heatherkelly0529@gmail.com,Domestic,2020-07-16,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:44.6033333,,,,,,,,,,,,,,,,,,,,,,
MAGIC HANDS SPA INC,Stock,Active,,1351295,2022-08-26,500 Monroe Tpke,Monroe,United States,06468-2354,CT,xfgtaxes@gmail.com,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:44.6033333,,,,,,200.0,,,,,,,,,,,,,Ste 2,2020-08-01,,
WONDERTAX LLC,LLC,Active,,1351296,2022-03-31,117 PINE MOUNTAIN ROAD,RIDGEFIELD,United States,06877,CT,d@wonder.tax,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Software Publishers (511210),519130.0,2021-11-10 00:12:44.6200000,,,,,,,,,,,,,,,,,,,,,,
BRIDGING AFRICANS BLACK AMERICANS INCORPORATED,Non-Stock,Active,First report past due,1351297,2020-10-14,No information provided,,,,,BRIDGEAFRICANSBLACKAMERICANS@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:44.6200000,,,,,,,,,,,,,,,,,,,,,,
BE HAPPY MOVING LLC,LLC,Active,,1351298,2022-03-31,44 CANTEBURY ARMS,NEW MILFORD,United States,06776,CT,prime.business@outlook.com,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:44.6200000,,,,,,,,,,,,,,,,,,,,,,
ALLIANCE AMERICA CORPORATION,Stock,Active,,1351299,2022-07-16,8039 COOPER CREEK BLVD STE 101,UNIVERSITY PARK,United States,34201,FL,DMCINERNEY@UFRESOURCES.COM,Foreign,2020-07-16,DE,DE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:12:44.6200000,,2020-08-03,ALLIANCE AMERICA CORPORATION,United States,,,,,,,,,,,,,,,,,,
"SPRUCE TREE, LLC",LLC,Active,,1351300,2022-03-31,10 TEMPLE STREET,STONINGTON,United States,06378,CT,cab@mysticlawyers.com,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:44.6200000,,,,,,,,,,,,,,,,,,,,,,
"H3R3, INC.",Stock,Active,,1351301,2022-07-16,514 RIVERSVILLE ROAD,GREENWICH,United States,06831,CT,BIZFILINGS@HERE.FM,Foreign,2020-07-16,DE,DE,False,False,False,False,False,Software Publishers (511210),511210.0,2021-11-10 00:12:44.6200000,,2020-07-01,"H3R3, INC.",United States,,,,,,,,,,,,,,,,,,
SUNDEITA INC.,Stock,Active,First report past due,1351302,2020-10-14,No information provided,,,,,MRAIKES@RAIKESLAW.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),551112.0,2021-11-10 00:12:44.6200000,,,,,,100.0,,,,,,,,,,,,,,,,
"GRAND CRU MEDICAL, LLC",LLC,Active,Annual report past due,1351303,2021-03-31,120 LEDGE ROAD,PLAINVILLE,United States,06062,CT,ARMSTRONGPA@HOTMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:12:44.6200000,,,,,,,,,,,,,,,,,,,,,,
CLEAN CHICK LLC,LLC,Active,Annual report past due,1351304,2021-03-31,180 YAREMICH DRIVE 180 B,BRIDGEPORT,United States,06606,CT,CLEANCHICK@YAHOO.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Household Appliance Stores (443141),443141.0,2021-11-10 00:12:44.6200000,,,,,,,,,,,,,,,,,,,,,,
B SHARP MUSIC AND INSTRUCTION LLC,LLC,Active,,1351305,2022-03-31,116 WEST CHIPPENS HILL RD.,BURLINGTON,United States,06013,CT,BIKOYJAZER@YAHOO.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Elementary and Secondary Schools (611110),611110.0,2021-11-10 00:12:44.6200000,,,,,,,,,,,,,,,,,,,,,,
BLACK-INTEREST LLC,LLC,Active,,1351306,2022-03-31,263 ALLYNDALE DR,STRATFORD,United States,06614,CT,black_interest@yahoo.com,Domestic,2020-07-16,CT,Connecticut,True,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:44.6200000,,,,,,,,,,,,,,,,,,,,,,
WWV GENERAL SERVICES LLC,LLC,Active,Annual report past due,1351307,2021-03-31,6 KNOLLWOOD DR,BETHEL,United States,06801,CT,FLAVIA@AIA-DANBURY.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:44.6200000,,,,,,,,,,,,,,,,,,,,,,
DADDY'S GIRL BOUTIQUE LLC,LLC,Active,,1351308,2022-03-31,393 KNOLLWOOD CIR,WATERBURY,United States,06704,CT,tatianatt2x3@gmail.com,Domestic,2020-07-16,CT,Connecticut,True,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:45.2133333,,,,,,,,,,,,,,,,,,,,,,
DELIVERED DISTRIBUTION LLC,LLC,Active,,1351309,2022-03-31,78 STATE STREET,GUILFORD,United States,06437,CT,Courtney@DeliveredDistribution.com,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Wholesale Trade Agents and Brokers (425120),,2021-11-10 00:12:45.2133333,,,,,,,,,,,,,,,,,,,,,,
VELOSBIO INC.,Stock,Active,Annual report past due,1351311,2021-07-16,1025 ALAMEDA PULGAS NO. 634,BELMONT,,94002,CA,PETER.FISHER@MORGANLEWIS.COM,Foreign,2020-07-16,DE,DE,False,False,False,False,False,Research and Development in Biotechnology (except Nanobiotechnology) (541714),541714.0,2021-11-10 00:12:45.2133333,,2020-06-16,VELOSBIO INC.,,,,,,,,,,,,,,,,,,,
MJM PROPERTIES LLC,LLC,Active,,1351312,2022-03-31,71 STRAWBERRY HILL UNIT 712,STAMFORD,United States,06902,CT,Nursedannid@gmail.com,Domestic,2020-07-16,CT,Connecticut,True,False,True,False,False,Residential Property Managers (531311),541611.0,2021-11-10 00:12:45.2133333,,,,,,,,,,,,,,,,,,,,,,
PAISANS LLC,LLC,Dissolved,,1351313,2021-03-31,227 LUCILLE ST,NEWINGTON,United States,06111,CT,SNYDERMIKE22@YAHOO.COM,Domestic,2020-07-16,CT,Connecticut,False,False,True,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:45.2133333,2021-02-15T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
ZANCO SERVICES LLC,LLC,Active,,1351314,2022-03-31,94 NEWINGTON RD,WEST HARTFORD,United States,06110,CT,majutax@outlook.com,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238190.0,2021-11-10 00:12:45.2133333,,,,,,,,,,,,,,,,,,,,,,
"CLAUDETTE FAUCHER-CHARLES APRN, RNFA, FNP-C, LLC",LLC,Active,,1351315,2022-03-31,20 PLEASANT ST,MYSTIC,United States,06355,CT,cfcharles09@gmail.com,Domestic,2020-07-16,CT,Connecticut,True,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:12:45.2133333,,,,,,,,,,,,,,,,,,,,,,
OLIVEIRA BRITO SERVICES LLC,LLC,Active,Annual report past due,1351316,2021-03-31,358 HILLSIDE AVE,HARTFORD,United States,06106,CT,MONASPIKE@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:12:45.2133333,,,,,,,,,,,,,,,,,,,,,,
MAIS LLC,LLC,Active,Annual report past due,1351317,2021-03-31,6 MAPLEWOOD CT,NORWICH,United States,06360,CT,ILOVELOPO@HOTMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,All Other Support Activities for Transportation (488999),488999.0,2021-11-10 00:12:45.2133333,,,,,,,,,,,,,,,,,,,,,,
ALENCA LLC,LLC,Active,Annual report past due,1351318,2021-03-31,5 CONSTITUTION PLAZA,HARTFORD,United States,06106,CT,MONASPIKE@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Flooring Contractors (238330),238330.0,2021-11-10 00:12:45.2133333,,,,,,,,,,,,,,,,,,,,,,
ARDON LANDSCAPING LLC,LLC,Active,Annual report past due,1351319,2021-03-31,57 WESTERLY ST,MANCHESTER,United States,06042,CT,MONASPIKE@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,True,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:12:45.2133333,,,,,,,,,,,,,,,,,,,,,,
SANFORD AND CO LLC.COM,LLC,Active,Annual report past due,1351320,2021-03-31,215 ENGLISH ST 2ND FL,NEW HAVEN,United States,06513,CT,SANFORDCOMPANY2020@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,True,False,True,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:12:45.2133333,,,,,,,,,,,,,,,,,,,,,,
THE UNIQUE HAIR BOUTIQUE LLC,LLC,Active,Annual report past due,1351321,2021-03-31,154 MORNINGSIDE ST W,HARTFORD,United States,06112,CT,THEUNIQUEHAIRBOUTIQUE@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,True,False,True,False,False,Other Direct Selling Establishments (454390),454390.0,2021-11-10 00:12:45.2133333,,,,,,,,,,,,,,,,,,,,,,
KLG CONTRACTORS LLC,LLC,Active,Annual report past due,1351322,2021-03-31,432 CONNECTICUT AVE,NEWINGTON,United States,06111,CT,MONASPIKE@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,True,False,True,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:45.2133333,,,,,,,,,,,,,,,,,,,,,,
"MAX FRESH CLEANING, LLC",LLC,Active,Annual report past due,1351323,2021-03-31,265 QUEEN ST,BRIDGEPORT,United States,06606,CT,MAXFRESHCLEANING@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,True,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:45.2133333,,,,,,,,,,,,,,,,,,,,,,
DOMESTIQUE EVENTS LLC,LLC,Active,Annual report past due,1351326,2021-03-31,11 GRANT PLACE,LEXINGTON,United States,02420,MA,ADMIN@KMCCROSSFEST.COM,Domestic,2020-07-16,MA,Connecticut,False,False,False,False,False,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",711320.0,2021-11-10 00:12:45.2133333,,,,,,,,,,,,,,,,,,,,,,
QUIZZZLERZ INK LLC,LLC,Active,Annual report past due,1351327,2021-03-31,326 WASHINGTON AVE,WEST HAVEN,United States,06516,CT,THEQUIZZZLER@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:45.2133333,,,,,,,,,,,,,,,,,,,,,,
ANI PHAN LLC,LLC,Active,Annual report past due,1351328,2021-03-31,180 YAREMICH DRIVE 180 B,BRIDGEPORT,United States,06606,CT,SHOPANIPHAN@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Women's Clothing Stores (448120),448120.0,2021-11-10 00:12:45.3400000,,,,,,,,,,,,,,,,,,,,,,
DIAMOND HANDY SERVICES LLC,LLC,Active,Annual report past due,1351329,2021-03-31,346 SEAVIEW AVENUE,BRIDGEPORT,United States,06607,CT,DIAMONDSERVICES688@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:45.3400000,,,,,,,,,,,,,,,,,,,,,,
"KOFI'S LANDSCAPING, LLC",LLC,Active,Annual report past due,1351330,2021-03-31,30 WOODLAND ST.,HARTFORD,United States,06105,CT,JASONRICHE1BILLI@ICLOUD.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:45.3400000,,,,,,,,,,,,,,,,,,,,,,
