name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,reason_for_administrative,total_authorized_shares,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,category_survey_email_address,date_of_organization_meeting,mailing_international_address
R&RE MASONERY LLC,LLC,Active,1344110,2022-03-31,79 VAN ORMAN STREET OAKVILLE CT,OAKVILLE,United States,06779,CT,rezeartihoxha1@yahoo.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Masonry Contractors (238140),238140.0,2021-11-10 00:08:39.5300000,,,,,,,,,,,,,,,,,,,,,,,
"LAVA MOTORS 2, INC.",Stock,Active,1344116,2022-05-14,201 ALBANY TURNPIKE,CANTON,United States,06019,CT,LAVAMOTORSLLC@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Used Car Dealers (441120),441120.0,2021-11-10 00:08:39.5766667,,,200.0,,,,,,,,,,,,,,,,,,,,
THE CLASSROOM LLC,LLC,Active,1344117,2021-03-31,18 WESTMEADOW ROAD,WILTON,United States,06897,CT,VGONZALEZ@BLUMB.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:39.5766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"23 PORCHUCK, LLC",LLC,Active,1344119,2022-03-31,23 PORCHUCK ROAD,GREENWICH,United States,06831,CT,johnwbarr@hotmail.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:39.5766667,,,,,,,,,,,,,,,,,,,,,,,
GUIDED INSIGHT LLC,LLC,Active,1344120,2021-03-31,80 NORTH MAIN STREET,EAST GRANBY,United States,06026,CT,GUIDEDINSIGHT@YAHOO.COM,Domestic,2020-05-14,CT,Connecticut,True,False,True,False,False,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",711410.0,2021-11-10 00:08:39.5766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
ANTERO URGENT CARE LLC,LLC,Active,1344121,2022-03-31,39 NOTT HWY SUITE 5,ASHFORD,United States,06027,CT,anteroaw@gmail.com,Domestic,2020-05-14,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Ambulatory Health Care Services (621999),621999.0,2021-11-10 00:08:39.5766667,,,,,,,,,,,,,,,,,,,,,,,
AMOUR GLAMOUR LLP,LLP,Renunciated,1344122,2021-05-14,49 YOUNG ST 150 HELEN ST,NEW HAVEN,United States,065-11,CT,AMOURGLAMOURR@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Business Associations (813910),813910.0,2021-11-10 00:08:39.5766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
DON VICTOR'S KITCHEN LLC,LLC,Active,1344123,2021-03-31,28 CONGRESS STREET,STAMFORD,United States,06902,CT,JEYLA1977@HOTMAIL.COM,Domestic,2020-05-14,CT,Connecticut,True,False,False,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:08:39.5766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"NELLER STUMP GRINDING & PROPERTY SERVICES, LLC",LLC,Active,1344124,2022-03-31,43 ETHAN ALLEN ROAD,LITCHFIELD,United States,06759,CT,NELLERC3@AOL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Logging (113310),113310.0,2021-11-10 00:08:39.5766667,,,,,,,,,,,,,,,,,,,,,,,
FUSION FUNDING LLC,LLC,Active,1344125,2021-03-31,3901 NW 79TH AVE STE 245 #1241,MIAMI,United States,33166,FL,MARK@24CAPITAL.COM,Foreign,2020-05-14,FL,FL,False,False,False,False,False,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)",522320.0,2021-11-10 00:08:39.5766667,Annual report past due,,,,2019-01-01,FUSION FUNDING LLC,United States,"3901 NW 79TH AVE STE 245 #1241, MIAMI, FL, 33166, United States",3901 NW 79TH AVE STE 245 #1241,MIAMI,FL,33166,United States,"3901 NW 79TH AVE STE 245 #1241, MIAMI, FL, 33166, United States",3901 NW 79TH AVE STE 245 #1241,MIAMI,FL,33166,United States,,,,
SCOTT COMMERCIAL REALTY LLC,LLC,Active,1344127,2022-03-31,343 REDDING ROAD UNIT A,REDDING,United States,06896,CT,linda042570@yahoo.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:39.5766667,,,,,,,,,,,,,,,,,,,,,,,
"CHARIF PROPERTIES, LLC",LLC,Active,1344128,2021-03-31,89 PERSON STREET,MARLBOROUGH,United States,01752,MA,PJESSELL@SSSATTORNEYS.COM,Domestic,2020-05-14,MA,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:39.5766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
22 PEARL LLC,LLC,Active,1344129,2022-03-31,16 CROSS ST,"NEW CANAAN, CT",United States,06840,CT,michelle@karpassociatesinc.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:39.5766667,,,,,,,,,,,,,,,,,,,,,,,
M&L'S CLEANING SERVICES LLC,LLC,Active,1344130,2021-03-31,81 BARCLAY ST,NEW HAVEN,United States,06519,CT,CBUICE1979@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,True,False,False,,0.0,2021-11-10 00:08:39.5766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"VINCENT FLORES DRESSAGE, LLC",LLC,Active,1344131,2022-03-31,220 TALCOTT HILL ROAD,COVENTRY,United States,06238,CT,bwildes@preti.com,Foreign,2020-05-14,MA,MA,False,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:08:39.5766667,,,,,2020-05-14,"VINCENT FLORES DRESSAGE, LLC",United States,"49 CHARLES STREET, HAVERHILL, MA, 01830, United States",49 CHARLES STREET,HAVERHILL,MA,01830,United States,"84 BIRCH MEADOW ROAD, MERRIMAC, MA, 01860, United States",84 BIRCH MEADOW ROAD,MERRIMAC,MA,01860,United States,,,,
"US-REPORTS, INC.",Stock,Active,1344132,2022-05-14,3528 PRECISION DR. SUITE 200,FORT COLLINS,United States,80528,CO,Compliancemail@cscinfo.com,Foreign,2020-05-14,CO,CO,False,False,False,False,False,All Other Insurance Related Activities (524298),524298.0,2021-11-10 00:08:39.5766667,,,,,2020-05-14,"US-REPORTS, INC.",United States,,,,,,,,,,,,,,,,
CHILDREN MUST WORK INC,Non-Stock,Active,1344133,2022-05-10,173 WESTVIEW DR,MERIDEN,United States,06450,CT,INFO@CHILDRENMUSTWORK.ORG,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Professional and Management Development Training (611430),611430.0,2021-11-10 00:08:39.5766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
CANDIDO ELISEO CHICAS CONTRERAS LLC,LLC,Active,1344134,2021-03-31,454 2ND AVE,WEST HAVEN,United States,06516,CT,ELISEOCHICAS8@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:39.5766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
DAUGHTERS OF PUSHERS INC,Non-Stock,Active,1344135,2022-05-10,173 WESTVIEW DR,MERIDEN,United States,06450,CT,INFO@DAUGHTERSOFPUSHERS.ORG,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Religious Organizations (813110),813110.0,2021-11-10 00:08:40.1233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"CC TRUCK, LLC",LLC,Active,1344136,2021-03-31,415 ROUND HILL ROAD,GREENWICH,United States,06831,CT,BRIANAHART@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:40.1233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
HILLSTONE HILLSTONE LLC,LLC,Active,1344137,2022-03-31,101 MERRIT 7 CORPORATE PARK 3RD FLOOR,NORWALK,United States,06851,CT,EFILE1234@INCFILE.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:40.1233333,,,,,,,,,,,,,,,,,,,,,,,
ENTERPRISE CONSTRUCTION L.L.C.,LLC,Active,1344138,2022-03-31,209 BEDFORD ST STE 401 A,FALL RIVER,United States,02720,MA,carolenterpriseconstructionllc@gmail.com,Domestic,2020-05-14,MA,Connecticut,True,False,False,False,False,Drywall and Insulation Contractors (238310),,2021-11-10 00:08:40.1233333,,,,,,,,,,,,,,,,,,,,,,,
CREATIVE FLOW LLC,LLC,Active,1344139,2021-03-31,21 GOODHILL ROAD,WESTON,United States,06883,CT,WALDER.CHRISTINE@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:40.1233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
NAPO TRANSPORTATION LLC,LLC,Active,1344140,2021-03-31,216 LINDLEY STREET,BRIDGEPORT,United States,06606,CT,KENSONN1993@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.1233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"ALPHA-LIT RI, LLC",LLC,Active,1344141,2022-03-31,266 HOPE FURNACE ROAD,HOPE,United States,02831,RI,TPECCHIA@ORSONANDBRUSINI.COM,Foreign,2020-05-14,RI,RI,False,False,False,False,False,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",711320.0,2021-11-10 00:08:40.1233333,,,,,2020-05-14,"ALPHA-LIT RI, LLC",United States,"144 WAYLAND AVENUE, PROVIDENCE, RI, 02906, United States",144 WAYLAND AVENUE,PROVIDENCE,RI,02906,United States,"144 WAYLAND AVENUE, PROVIDENCE, RI, 02906, United States",144 WAYLAND AVENUE,PROVIDENCE,RI,02906,United States,,,,
FAMOUSLYTHICK FASHION LLC,LLC,Active,1344142,2021-03-31,103 SAINT AUGUSTINE ST,WEST HARTFORD,United States,06110,CT,EFILE1234@INCFILE.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.1233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
CHEMIST4CHRIST LLC,LLC,Active,1344143,2021-03-31,1245 FARMINGTON AVE #1022,WEST HARTFORD,United States,06107,CT,EFILE1234@INCFILE.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.1233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
WASHINEE LLC,LLC,Active,1344144,2022-03-31,131 AVENUE B APT 2C,NEW YORK,United States,10009,NY,miller@wickedcurry.com,Domestic,2020-05-14,NY,Connecticut,False,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:08:40.1233333,,,,,,,,,,,,,,,,,,,,,,,
MOONSMOKE BAKERY LLC,LLC,Active,1344145,2022-03-31,820 TOWNE HOUSE RD,FAIRFIELD,United States,06824,CT,roman@moonsmokebakery.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Retail Bakeries (311811),311811.0,2021-11-10 00:08:40.1233333,,,,,,,,,,,,,,,,,,,,,,,
THE COLOR PLATFORM LLC,LLC,Active,1344147,2022-03-31,848 FARMINGTON AVE SUITE 4,BERLIN,United States,06037,CT,Thecolorplatform@gmail.com,Domestic,2020-05-14,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:40.1233333,,,,,,,,,,,,,,,,,,,,,,,
NEXGEN CONSTRUCTION LLC,LLC,Active,1344148,2022-03-31,119 MAPLE AVE.,NORTH HAVEN,United States,06473,CT,BIANCA5021@COMCAST.NET,Domestic,2020-05-14,CT,Connecticut,True,False,False,False,False,Roofing Contractors (238160),238160.0,2021-11-10 00:08:40.1233333,,,,,,,,,,,,,,,,,,,,,,,
RTP ENVIRONMENTAL ASSOC INC,Stock,Active,1344150,2020-08-12,No information provided,,,,,CLODAGHDESIGNINT@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.1233333,First report past due,Failure to file First Report,100.0,,,,,,,,,,,,,,,,,,,,
TOYBOXX LLC,LLC,Active,1344151,2021-03-31,150 SOUTHFIELD AVE. #2131,STAMFORD,United States,06902,CT,THETOYBOXXCO@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:40.1233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
QUANTUM PHYSICAL FITNESS AND NUTRITION LLC,LLC,Active,1344152,2021-03-31,12 STETSON PL.,DANBURY,United States,06811,CT,QUANTUM.PFNN@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Fitness and Recreational Sports Centers (713940),713940.0,2021-11-10 00:08:40.1233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
TRELLIS COUNSELING AND WELLNESS LLC,LLC,Active,1344153,2022-03-31,38 PATULA CT,SOUTHINGTON,United States,06489,CT,tchawner@trellisandme.love,Domestic,2020-05-14,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:40.1700000,,,,,,,,,,,,,,,,,,,,,,,
KHAN LOGISTICS LLC,LLC,Dissolved,1344154,2022-03-31,22 FILLEY STREET,BLOOMFIELD,United States,06002,CT,khanlogistics7@gmail.com,Domestic,2020-05-14,CT,Connecticut,True,False,True,False,False,Couriers and Express Delivery Services (492110),492110.0,2021-11-10 00:08:40.1700000,,,,2021-03-15T00:00:00.000,,,,,,,,,,,,,,,,,,,
IMMADJ PRODUCTIONS LLC,LLC,Active,1344155,2021-03-31,8 MINER ROAD,WEST HAVEN,United States,06516,CT,IMMADJ1200@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,True,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:40.1700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
FRATERNAL TWINS REALTY LLC,LLC,Active,1344156,2022-03-31,26 MILL RIVER STREET,STAMFORD,United States,06902,CT,audit.stamford@gmail.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:08:40.1700000,,,,,,,,,,,,,,,,,,,,,,,
PINNACLE AERIAL PHOTOGRAPHY LLC,LLC,Active,1344157,2022-03-31,130 KNOX BLVD,MIDDLETOWN,United States,06457,CT,pinnaclephoto@outlook.com,Domestic,2020-05-14,CT,Connecticut,False,False,True,False,False,"Photography Studios, Portrait (541921)",541921.0,2021-11-10 00:08:40.1700000,,,,,,,,,,,,,,,,,,,,,,,
CONSTRUCTION SERVICES SALGADO LLC,LLC,Active,1344158,2021-03-31,455 TRUMBULL AVE APT 306,BRIDGEPORT,United States,06606,CT,LINDAYARETSI2018@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Drywall and Insulation Contractors (238310),238310.0,2021-11-10 00:08:40.1700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
LD COMMUNICATIONS LLC,LLC,Active,1344159,2021-03-31,"200 HENRY ST., APT. 2106",STAMFORD,United States,06902,CT,LIZ.DUGGAN528@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Public Relations Agencies (541820),541820.0,2021-11-10 00:08:40.1700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
STOICA RETAIL OF CONNECTICUT LLC,LLC,Active,1344160,2021-03-31,19 HALE ST 2,WESTPORT,United States,06880,CT,STOICAGROUP@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:40.1700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
SMS CT HOLDINGS LLC,LLC,Dissolved,1344161,2021-03-31,313 PITTSBURG AVE,MASSAPEQUA PARK,United States,11762,NY,SAKEANE21@GMAIL.COM,Domestic,2020-05-14,NY,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:40.1700000,,,,2020-12-15T00:00:00.000,,,,,,,,,,,,,,,,,,,
S3C HOLDINGS LLC,LLC,Active,1344162,2022-03-31,32 HAYDEN STREET,WILLIMANTIC,United States,06226,CT,compliance@zenbusiness.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:40.1700000,,,,,,,,,,,,,,,,,,,,,,,
"VALLEY MILFORD PROPERTIES, LLC",LLC,Active,1344163,2022-03-31,22 PRINDLE HILL ROAD,ORANGE,United States,06477,CT,mtyler@valleytl.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:40.1700000,,,,,,,,,,,,,,,,,,,,,,,
AUNTIE ISH'S LLC,LLC,Active,1344164,2022-03-31,3 JENNINGS WAY,NEW HAVEN,United States,06511,CT,AUNTIEISHS4104@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:08:40.1700000,,,,,,,,,,,,,,,,,,,,,,,
"MUDDY PUDDLE II, LLC",LLC,Active,1344165,2022-03-31,377 CROSS HIGHWAY,FAIRFIELD,United States,06824,CT,llcmembermanagerllc@gmail.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Beef Cattle Ranching and Farming (112111),112111.0,2021-11-10 00:08:40.1700000,,,,,,,,,,,,,,,,,,,,,,,
NEXT ROCK CONSULTING LLC,LLC,Active,1344166,2022-03-31,44 WASHINGTON ST,MIDDLETOWN,United States,06457,CT,doug.smith@nextrockconsulting.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:08:40.1700000,,,,,,,,,,,,,,,,,,,,,,,
MAEBRY TRUCKING CO,Stock,Active,1344167,2020-08-12,No information provided,,,,,RMAEBRY@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:40.1700000,First report past due,Failure to file First Report,1000.0,,,,,,,,,,,,,,,,,,,,
WIRELESS HORIZON INC.,Stock,Active,1344169,2022-05-14,7870 MEXICO ROAD,ST PETERS,United States,63376,MO,Compliancemail@cscinfo.com,Foreign,2020-05-14,MO,MO,False,False,False,False,False,Power and Communication Line and Related Structures Construction (237130),237130.0,2021-11-10 00:08:40.1700000,,,,,2020-05-14,WIRELESS HORIZON INC.,United States,,,,,,,,,,,,,,,,
BRIDGE VENTURES COMPANY,Non-Stock,Active,1344170,2020-08-12,No information provided,,,,,TONYH@MHCCPAS.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,All Other Business Support Services (561499),561499.0,2021-11-10 00:08:40.1700000,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,
WR CONSTRUCTION AND SERVICES LLC,LLC,Active,1344171,2021-03-31,448 CHARLES ST,BRIDGEPORT,United States,06606,CT,EFRANCIANE@ROHUER.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:40.2000000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
TOWNFAIR TRUCKING LLC,LLC,Active,1344172,2021-03-31,1184 RESERVOIR AVE,BRIDGEPORT,United States,06606,CT,ATLANTISLLC@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:08:40.2000000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
DELPHI CONNECTICUT COMMERCIAL PROPERTIES LLC,LLC,Active,1344173,2022-03-31,565 TAXTER RD #400,ELMSFORD,United States,10523,NY,jmontjoy@urscompliance.com,Foreign,2020-05-14,DE,DE,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),,2021-11-10 00:08:40.2000000,,,,,2020-05-18,DELPHI CONNECTICUT COMMERCIAL PROPERTIES LLC,United States,"565  TAXTER ROAD #400, ELMSFORD, NY, 10523, United States",565  TAXTER ROAD #400,ELMSFORD,NY,10523,United States,"565  TAXTER ROAD #400, ELMSFORD, NY, 10523, United States",565  TAXTER ROAD #400,ELMSFORD,NY,10523,United States,,,,
CM SENIOR CARE LLC,LLC,Active,1344174,2021-03-31,7 ARMSTRONG PL,BRIDGEPORT,United States,06608,CT,INFINITESOURCELLC4@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.2000000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
MARY ISABEL EVENTS LLC,LLC,Active,1344175,2022-03-31,20 BLUE HILLS ROAD,NORTH HAVEN,United States,06473,CT,maryisabelevents@gmail.com,Domestic,2020-05-14,CT,Connecticut,True,False,False,False,False,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",711320.0,2021-11-10 00:08:40.2000000,,,,,,,,,,,,,,,,,,,,,,,
"MORRIS-SHEA BRIDGE COMPANY, INC.",Stock,Active,1344176,2021-05-14,609 SO 20TH ST,IRONDALE,United States,35210-2025,AL,WFREEZE@MORRISSHEA.COM,Foreign,2020-05-14,AL,AL,False,False,False,False,False,Poured Concrete Foundation and Structure Contractors (238110),238110.0,2021-11-10 00:08:40.2000000,Annual report past due,,,,2020-05-18,"MORRIS-SHEA BRIDGE COMPANY, INC.",United States,,,,,,,,,,,,,,,,
"CUTTIME, INC.",Stock,Active,1344177,2022-08-24,150 Greenbriar Rd,Meriden,United States,06450-6821,CT,wkcz1@cox.net,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",,2021-11-10 00:08:40.2000000,,,20000.0,,,,,,,,,,,,,,,,,,,2020-05-14,
EDMYST LLC,LLC,Active,1344178,2022-03-31,28 CLINTON ST,TRUMBULL,United States,06611,CT,vivek@edmyst.com,Domestic,2020-05-14,CT,Connecticut,False,False,True,False,False,All Other Information Services (519190),519190.0,2021-11-10 00:08:40.2000000,,,,,,,,,,,,,,,,,,,,,,,
UNITED AMERICAN LOGISTICS LLC,LLC,Active,1344179,2022-03-31,84 MILL RIDGE ROAD,DANBURY,United States,06811,CT,unitedamericanllc@gmail.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Pipeline Transportation of Crude Oil (486110),486110.0,2021-11-10 00:08:40.2000000,,,,,,,,,,,,,,,,,,,,,,,
LAWRENCE FUNERAL HOME LLC,LLC,Active,1344180,2022-03-31,2119 POST ROAD,DARIEN,United States,06820,CT,Kevinmlesko@gmail.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),541690.0,2021-11-10 00:08:40.2000000,,,,,,,,,,,,,,,,,,,,,,,
INTEGRITY BRANDS LLC,LLC,Dissolved,1344181,2021-03-31,109 OXBOW DR.,WILLIMANTIC,United States,06226,CT,EDWINNALBA@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:40.2000000,,,,2021-01-06T00:00:00.000,,,,,,,,,,,,,,,,,,,
WHITNEY'S ESCAPES LLC,LLC,Active,1344182,2022-03-31,34 CORAM RD,SHELTON,United States,06484,CT,travel@whitneysescapes.com,Domestic,2020-05-14,CT,Connecticut,True,False,True,False,False,All Other Travel Arrangement and Reservation Services (561599),561599.0,2021-11-10 00:08:40.2000000,,,,,,,,,,,,,,,,,,,,,,,
JPR GENERAL SERVICES LLC,LLC,Active,1344183,2021-03-31,33 TOWN HILL AVE. APT 19,DANBURY,United States,06810,CT,KATIAPAVIOTE@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),811490.0,2021-11-10 00:08:40.2166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
MACK DELIVERY SERVICES LLC,LLC,Active,1344185,2022-03-31,27 W MAIN ST,PLAINVILLE,United States,06062,CT,Mackdeliveryservices@gmail.com,Domestic,2020-05-14,CT,Connecticut,False,False,True,False,False,Local Messengers and Local Delivery (492210),492210.0,2021-11-10 00:08:40.2166667,,,,,,,,,,,,,,,,,,,,,,,
LDS PROPERTIES LLC,LLC,Active,1344186,2022-03-31,7 GRANGE DRIVE,WILLINGTON,United States,06279,CT,lsilbart@yahoo.com,Domestic,2020-05-14,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:08:40.2166667,,,,,,,,,,,,,,,,,,,,,,,
CF LESSEE K8 LLC,LLC,Active,1344187,2022-03-31,127 WASHINGTON ST WEST BLDG GARDEN LVL,NORTH HAVEN,United States,06473,CT,legal@greenskies.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Solar Electric Power Generation (221114),221114.0,2021-11-10 00:08:40.2166667,,,,,,,,,,,,,,,,,,,,,,,
WESTLAND HOLDING LLC,LLC,Dissolved,1344188,2021-03-31,1330 CONEY ISLAND AVE,BROOKLYN,United States,11230,NY,ISRAELBRICKMAN@GMAIL.COM,Domestic,2020-05-14,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.2166667,,,,2021-03-10T00:00:00.000,,,,,,,,,,,,,,,,,,,
IMPERIAL RETAIL ENTERPRISE LLC,LLC,Active,1344189,2022-03-31,1104 PLAINFIELD PIKE PO BOX 18,ONECO,United States,06373,CT,ire-llc@outlook.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:40.7933333,,,,,,,,,,,,,,,,,,,,,,,
"DAVID ROOFING, FULL CONSTRUCTION AND TREE REMOVE LLC",LLC,Active,1344190,2022-03-31,603 N MAIN ST  3FL,WATERBURY,United States,06704,CT,TVERA@ROHUER.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Flooring Contractors (238330),238330.0,2021-11-10 00:08:40.7933333,,,,,,,,,,,,,,,,,,,,,,,
ARKENSY LLC,LLC,Active,1344191,2022-03-31,81 OLD COLONY ROAD SUITE 100,MONROE,United States,06468,CT,compliance@zenbusiness.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Other Computer Related Services (541519),541519.0,2021-11-10 00:08:40.7933333,,,,,,,,,,,,,,,,,,,,,,,
