name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,category_survey_email_address,total_authorized_shares,sub_status,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_address,reason_for_administrative,date_of_organization_meeting,billing_unit
REENA & PREM LLC,LLC,Active,1341787,2022-03-31,,8 IRONWOOD WAY,ORANGE,United States,06477,CT,TAX@SURESHPATELCPA.COM,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),454390.0,2021-11-10 00:08:39.5133333,,,,,,,,,,,,,,,,,,,,
EMPRESS VENTURES LLC,LLC,Active,1341789,2022-03-31,,700 FORBES ST.,EAST HARTFORD,United States,06118,CT,SANTIAGO2GO@HOTMAIL.COM,,Domestic,,2020-04-16,CT,Connecticut,False,False,True,False,False,Employment Placement Agencies (561311),561311.0,2021-11-10 00:08:39.5133333,,,,,,,,,,,,,,,,,,,,
SEIR HILL 22 LLC,LLC,Active,1341790,2022-03-31,,271 MAPLEWOOD DRIVE,SOUTH SALEM,United States,10590,CT,mcrawford0113@gmail.com,,Domestic,,2020-04-16,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:39.5133333,,,,,,,,,,,,,,,,,,,,
CUTTING EDGE LAWN CARE CT LLC,LLC,Active,1341791,2021-03-31,,1617 COUNTRY CLUB RD,MIDDLETOWN,United States,06457,CT,MIKE@CUTTINGEDGELAWNCT.COM,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:39.5133333,,,Annual report past due,,,,,,,,,,,,,,,,,
"RIVER'S EDGE LAWN SERVICES, LLC",LLC,Active,1341792,2022-03-31,,544 WAKELEE AVENUE,ANSONIA,United States,06401,CT,riversedgelawnservices@gmail.com,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:39.5433333,,,,,,,,,,,,,,,,,,,,
FESTER LLC,LLC,Active,1341793,2021-03-31,,2 OCEAN REEF ROAD,FAIRFIELD,United States,06824,CT,DD@BLUEROSE1.COM,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,All Other Information Services (519190),519190.0,2021-11-10 00:08:39.5433333,,,Annual report past due,,,,,,,,,,,,,,,,,
"JAG NETWORTH, LLC",LLC,Active,1341794,2022-03-31,,101 MERRIT 7 SUITE 300,NORWALK,United States,06851,CT,gossjerrell@gmail.com,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",,2021-11-10 00:08:39.5433333,,,,,,,,,,,,,,,,,,,,
"SNATCHED SELECTIONS, LLC",LLC,Active,1341795,2021-03-31,,22 ABEI LN,DANBURY,United States,06810,CT,KIMBELLAMATOS@GMAIL.COM,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:39.5433333,,,Annual report past due,,,,,,,,,,,,,,,,,
"4 NORTH PEASE ROAD, LLC",LLC,Active,1341796,2022-03-31,,45 CENTER ROAD,WOODBRIDGE,United States,06525,CT,nicholas.haralabakis@gmail.com,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:39.5433333,,,,,,,,,,,,,,,,,,,,
WOOSTER STREET DEVELOPMENT COMPANY LLC,LLC,Active,1341801,2022-03-31,2020-04-16,"101 PARK AVENUE, 17TH FLOOR",NEW YORK,United States,10178,NY,GHLCPA@aim.com,WOOSTER STREET DEVELOPMENT COMPANY LLC,Foreign,United States,2020-04-16,DE,DE,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,2021-11-10 00:08:39.5433333,,,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,
BIZCHITECT LLC,LLC,Dissolved,1341802,2022-03-31,,1101 NOANK LEDYARD RD SUITE#2,MYSTIC,United States,06355,CT,angelespada@sbcglobal.net,,Domestic,,2020-04-16,CT,Connecticut,False,True,True,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:39.5433333,,,,,,,,,,,,,,,,2021-05-08T00:00:00.000,,,,
VALLEY HOME RENOVATIONS LLC,LLC,Active,1341803,2022-03-31,,202 W CHURCH ST,SEYMOUR,United States,06483,CT,johnjc4@yahoo.com,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:39.5433333,,,,,,,,,,,,,,,,,,,,
"J.I. REAL ESTATE HOLDINGS, LLC",LLC,Active,1341804,2021-03-31,2020-04-01,4595 WILDWOOD TREET LANE APARTMENT B,BOYNTON BEACH,,33436,FL,JOE@KEENEGROUPINC.COM,"J.I. REAL ESTATE HOLDINGS, LLC",Foreign,United States,2020-04-16,FL,FL,False,False,False,False,False,,,2021-11-10 00:08:39.5433333,,,Annual report past due,"4595 WILDWOOD TREET LANE APARTMENT B, BOYNTON BEACH, FL, 33436, United States",4595 WILDWOOD TREET LANE APARTMENT B,BOYNTON BEACH,FL,33436,United States,"4595 WILDWOOD TREET LANE APARTMENT B, BOYNTON BEACH, FL, 33436, United States",4595 WILDWOOD TREET LANE APARTMENT B,BOYNTON BEACH,FL,33436,United States,,,,,
71 MAIN ST LLC,LLC,Active,1341805,2022-03-31,,71 MAIN ST,EAST HARTFORD,United States,06118,CT,broadiemaxine@yahoo.com,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:39.5433333,,,,,,,,,,,,,,,,,,,,
BROBAR LLC,LLC,Active,1341806,2022-03-31,,40 WILFRED RD,MANCHESTER,United States,06040,CT,smb2085@yahoo.com,,Domestic,,2020-04-16,CT,Connecticut,True,False,True,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:39.5433333,,,,,,,,,,,,,,,,,,,,
HOWHOW LLC,LLC,Active,1341807,2021-03-31,,22 SPRING STREET APT 40,EAST HARTFORD,United States,06108,CT,HOWARDCHAMBERS@GMAIL.COM,,Domestic,,2020-04-16,CT,Connecticut,False,False,True,False,False,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),423990.0,2021-11-10 00:08:39.5433333,,,Annual report past due,,,,,,,,,,,,,,,,,
SYNDEO WELLNESS LLC,LLC,Dissolved,1341808,2021-03-31,,221 TRUMBULL STREET APT 2607,HARTFORD,United States,06103,CT,ADMIN@SYNDEOWELLNESS.COM,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:39.5433333,,,,,,,,,,,,,,,,2021-04-19T00:00:00.000,,,,
RATLUM MOUNTAIN ANIMAL RESCUE INC,Non-Stock,Active,1341809,2022-04-29,,33 DOYLE ROAD,COLLINSVILLE,United States,06019,CT,ratlumrescue@gmail.com,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Pet Care (except Veterinary) Services (812910),812910.0,2021-11-10 00:08:39.5433333,,,,,,,,,,,,,,,,,,,,
TIDE AND JOY DESIGNS LLC,LLC,Active,1341810,2021-03-31,,328 MONACO LN,GLASTONBURY,United States,06033,CT,TIDEANDJOY@GMAIL.COM,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",453220.0,2021-11-10 00:08:39.5433333,,,Annual report past due,,,,,,,,,,,,,,,,,
PRISTINE LOTS LLC,LLC,Active,1341811,2022-03-31,,21 ROCKLEDGE DRIVE,AVON,United States,06001,CT,alex@aesymmetric.xyz,,Domestic,,2020-04-16,CT,Connecticut,False,False,True,False,False,Other Services to Buildings and Dwellings (561790),561790.0,2021-11-10 00:08:39.5433333,,,,,,,,,,,,,,,,,,,,
OX�M DELIVERS LLC,LLC,Active,1341812,2021-03-31,,9 THIRD STREET EXTENSION,PLAINFIELD,United States,06374,CT,PDNEGRON@YAHOO.COM,,Domestic,,2020-04-16,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:08:40.1066667,,,Annual report past due,,,,,,,,,,,,,,,,,
"MIRIAM WHOLEAN, LCSW, LLC",LLC,Active,1341813,2022-03-31,,19 BURROWS STREET,MYSTIC,United States,06355,CT,miriamwholean@gmail.com,,Domestic,,2020-04-16,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
123 BEST SUPPLIES LLC,LLC,Active,1341814,2021-03-31,,866 CAMPBELL AVE,WEST HAVEN,United States,06516,CT,123.BESTSUPPLIES@GMAIL.COM,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:40.1066667,,,Annual report past due,,,,,,,,,,,,,,,,,
ELEMENTAL AIR SYSTEMS LLC,LLC,Active,1341815,2022-03-31,,92 COGWHEEL LANE,SEYMOUR,United States,06483,CT,tjanesky@elementalairsystems.com,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers (423620)",423620.0,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
RENEWAL HEALTH AND WELLNESS COACHING LLC,LLC,Active,1341816,2022-03-31,,266 KEELER DR.,RIDGEFIELD,United States,06877,CT,amk.healthcoach@gmail.com,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
BEHOLDER L.L.C.,LLC,Active,1341818,2021-03-31,,205 BLAKE ST.,NEW HAVEN,United States,06515,CT,TOYANDAHARRIS@YAHOO.COM,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Shoe Stores (448210),448210.0,2021-11-10 00:08:40.1066667,,,Annual report past due,,,,,,,,,,,,,,,,,
SUBLIME CLEANING SERVICES LLC,LLC,Active,1341819,2022-03-31,,104 WOLCOTT HILL RD,WETHERSFIELD,United States,06109,CT,dalilaschreider@gmail.com,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
PRESTON FAMILY PROPERTY MAINTENANCE LLC,LLC,Active,1341820,2022-03-31,,"52 PERRY HILL RD, UNIT 3H",ASHFORD,United States,06278,CT,Preston.treescape@gmail.com,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
LYRICTEES LLC,LLC,Active,1341821,2022-03-31,,22 LEDYARD RD,WEST HARTFORD,United States,06117,CT,j.grieco@lyric-tees.com,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
"BRANFORD HILLS HOMECARE PLACEMENT SERVICES, LLC",LLC,Active,1341822,2022-03-31,,29 BUSINESS PARK DRIVE SUITE ONE,BRANFORD,United States,06405,CT,FisherPF2@aol.com,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Employment Placement Agencies (561311),,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
SUPER CLEAN SERVICES LLC,LLC,Active,1341823,2021-03-31,,177 WELLSVILLE AVE,NEW MILFORD,United States,06776,CT,SUPERCLEAN.CT@HOTMAIL.COM,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:08:40.1066667,,,Annual report past due,,,,,,,,,,,,,,,,,
AIRBNB INSURANCE AGENCY LLC,LLC,Active,1341824,2022-03-31,2020-04-16,888 BRANNAN STREET,SAN FRANCISCO,United States,94103,CA,Compliancemail@cscinfo.com,AIRBNB INSURANCE AGENCY LLC,Foreign,United States,2020-04-16,DE,DE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:08:40.1066667,,,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,
JENNIFER LYNN WORLDWIDE LLC,LLC,Active,1341826,2022-03-31,,85 STAGECOACH CIRCLE,MILFORD,United States,06460,CT,jenniferlynnballard@yahoo.com,,Domestic,,2020-04-16,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
SARAH JONES AGENCY LLC,LLC,Active,1341827,2022-03-31,,125A HERITAGE HILL ROAD,NEW CANAAN,United States,06840,CT,sarahjdittmeier@gmail.com,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
DRIVEWAY FINANCE CORPORATION,Stock,Active,1341828,2022-04-16,2020-04-16,9020 SW WASHINGTON SQUARE RD. STE 301,TIGARD,,97223,OR,salestax@lithia.com,DRIVEWAY FINANCE CORPORATION,Foreign,,2020-04-16,OR,OR,False,False,False,False,False,Sales Financing (522220),522220.0,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
MJPH LLC,LLC,Active,1341834,2022-03-31,2019-07-11,2719 E THIRD AVE,DENVER,United States,80206,CO,mj@iwpfo.com,MJPH LLC,Foreign,United States,2020-04-16,CO,CO,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),,2021-11-10 00:08:40.1366667,,,,"PO BOX 61020, DENVER, CO, 80206, United States",PO BOX 61020,DENVER,CO,80206,United States,"2719 E THIRD AVE, DENVER, CO, 80206, United States",2719 E THIRD AVE,DENVER,CO,80206,United States,,,,,
"MAPLEVIEW TOWER PRESERVATION, LIMITED PARTNERSHIP",Limited Partnership,Active,1342211,2022-04-16,2020-04-15,C/O RELATED COMPANIES 30 HUDSON YARDS 72ND FLOOR,NEW YORK,United States,10001,NY,Compliancemail@cscinfo.com,"MAPLEVIEW TOWER PRESERVATION, L.P.",Foreign,United States,2020-04-16,NY,NY,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),,2021-11-10 00:08:40.8400000,,,,,,,,,,"C/O RELATED COMPANIES 30 HUDSON YARDS 72ND FLOOR, NEW YORK, NY, 10001, United States",C/O RELATED COMPANIES 30 HUDSON YARDS 72ND FLOOR,NEW YORK,NY,10001,United States,,,,,
"MARKET SQUARE PRESERVATION, LIMITED PARTNERSHIP",Limited Partnership,Active,1342213,2022-04-16,2020-04-15,C/O RELATED COMPANIES 30 HUDSON YARDS 72ND FLOOR,NEW YORK,United States,10001,NY,Compliancemail@cscinfo.com,"MARKET SQUARE PRESERVATION, L.P.",Foreign,United States,2020-04-16,NY,NY,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),,2021-11-10 00:08:40.8400000,,,,,,,,,,"C/O RELATED COMPANIES 30 HUDSON YARDS 72ND FLOOR, NEW YORK, NY, 10001, United States",C/O RELATED COMPANIES 30 HUDSON YARDS 72ND FLOOR,NEW YORK,NY,10001,United States,,,,,
"STABILIZE, INC.",Stock,Active,1342214,2022-04-16,2020-04-16,107 COTTAGE ST 3C,NEW HAVEN,United States,06511,CT,accounts@stabilize.app,"STABILIZE, INC.",Foreign,United States,2020-04-16,DE,DE,False,False,False,False,False,All Other Information Services (519190),,2021-11-10 00:08:40.8400000,,,,,,,,,,,,,,,,,,,,
OXYENSURE LLC,LLC,Active,1343029,2022-03-31,2020-04-30,9001 SPECTRUM CENTER BLVD.,SAN DIEGO,United States,92123,CA,Compliancemail@cscinfo.com,EXPEDITE LLC,Foreign,United States,2020-04-16,DE,DE,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,2021-11-10 00:08:40.1533333,,,,,,,,,,,,,,,,,,,,
DECIPHEX INC.,Stock,Withdrawn,1341775,2021-04-16,2020-04-16,185 ALEWIFE BROOK PARKWAY SUITE 210,CAMBRIDGE,United States,02138,MA,ZHAMADI@AXELIAPARTNERS.COM,DECIPHEX INC.,Foreign,United States,2020-04-16,DE,DE,False,False,False,False,False,Computer Systems Design Services (541512),,2021-11-10 00:04:24.3566667,,,,,,,,,,,,,,,,,,,,
STUMPZ B GONE LLC,LLC,Dissolved,1341817,2021-03-31,,10 KELCI CIR,GRISWOLD,United States,06351,CT,STUMPZBGONE@GMAIL.COM,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:13.4200000,,,,,,,,,,,,,,,,2020-10-01T00:00:00.000,,,,
"TLE-273 TALCOTTVILLE ROAD, LLC",LLC,Dissolved,1341771,2021-03-31,,171 PENNYWISE LANE,GLASTONBURY,United States,06033,CT,BWAINMAN@H-MREALTY.COM,,Domestic,,2020-04-16,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,2021-11-10 00:03:53.9933333,,,,,,,,,,,,,,,,2020-11-03T00:00:00.000,,,,
DGP RENTAL PROPERTIES LLC,LLC,Active,1341829,2022-03-31,,66 VICKI LANE,SOUTHINGTON,United States,06489,CT,PHOTOEXPRESSIONS@YAHOO.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
MBERGWALL LLC,LLC,Active,1341831,2022-03-31,,7 LANTERN LANE,DARIEN,United States,06820,CT,matt@mbergwall.llc,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Engineering Services (541330),523130.0,2021-11-10 00:08:40.1366667,,,,,,,,,,,,,,,,,,,,
DEER VALLEY O AND M LLC,LLC,Active,1341832,2021-03-31,,67 COOKSVILLE RD,SOMERS,United States,06071,CT,DEERVALLEYOM@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,False,True,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:40.1366667,,,Annual report past due,,,,,,,,,,,,,,,,,
ZURI VODKA LLC,LLC,Active,1341835,2022-03-31,,1251 SOUTH MAIN ST,MIDDLETOWN,United States,06457,CT,dgibbs@changeinconline.org,,Domestic,,2020-04-17,CT,Connecticut,True,False,True,False,False,Wine and Distilled Alcoholic Beverage Merchant Wholesalers (424820),424820.0,2021-11-10 00:08:40.1366667,,,,,,,,,,,,,,,,,,,,
"LAHAN & KING, LLC",LLC,Active,1341836,2022-03-31,,53 LAFAYETTE STREET,NORWICH,United States,06360,CT,dking@lahanking.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Offices of Lawyers (541110),541110.0,2021-11-10 00:08:40.1366667,,,,,,,,,,,,,,,,,,,,
"HEARTLAND PET FOOD MANUFACTURING HOLDING, LLC",LLC,Active,1341837,2022-03-31,2020-04-30,11 RIVER ROAD,WILTON,United States,06897,CT,CLS-CTARMSevidence@wolterskluwer.com,"HEARTLAND PET FOOD MANUFACTURING HOLDING, LLC",Foreign,United States,2020-04-17,DE,DE,False,False,False,False,False,Dog and Cat Food Manufacturing (311111),,2021-11-10 00:08:40.1366667,,,,,,,,,,,,,,,,,,,,
"TARGET THE MARKET, LLC",LLC,Active,1341838,2021-03-31,,222 POST RD,FAIRFIELD,United States,06824,CT,RAINIER@TARGETTHEMARKET.NET,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Mortgage and Nonmortgage Loan Brokers (522310),522310.0,2021-11-10 00:08:40.1366667,,,Annual report past due,,,,,,,,,,,,,,,,,
"MERRITT FURNISHED APARTMENTS, LLC",LLC,Active,1341839,2022-03-31,,41 CHERRY STREET,MILFORD,United States,06460,CT,admin@metrostarproperties.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:40.1366667,,,,,,,,,,,,,,,,,,,,
"MILA AUC, LLC",LLC,Active,1341840,2022-03-31,,480 SECOND AVENUE,WEST  HAVEN,United States,06516,CT,DJAP_88@HOTMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,True,False,False,Painting and Wall Covering Contractors (238320),,2021-11-10 00:08:40.1366667,,,,,,,,,,,,,,,,,,,,
"S5 TRANSPORT, LLC",LLC,Active,1341841,2021-03-31,,3 HOCKANUM DRIVE,EAST HARTFORD,United States,06118,CT,GARY15011@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:08:40.1366667,,,Annual report past due,,,,,,,,,,,,,,,,,
SALVATORE SELLS LLC,LLC,Active,1341842,2021-03-31,,143 BROWNS BRIDGE ROAD,TOLLAND,United States,06084,CT,SALVATORE.SELLS27@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,True,False,False,False,False,Family Clothing Stores (448140),448140.0,2021-11-10 00:08:40.1366667,,,Annual report past due,,,,,,,,,,,,,,,,,
"REESE HACKMAN ENGINEERING, INC.",Stock,Active,1341843,2021-04-17,2020-04-20,2021 PINE HALL ROAD,STATE COLLEGE,United States,16801,PA,RLAUDENSLAGER@REESEHACKMAN.COM,"REESE HACKMAN ENGINEERING, INC.",Foreign,United States,2020-04-17,PA,PA,False,False,False,False,False,Engineering Services (541330),541330.0,2021-11-10 00:08:40.1366667,,,Annual report past due,,,,,,,,,,,,,,,,,
JIGAR SPIRITS LLC,LLC,Active,1341846,2022-03-31,,169 WILLIMANTIC RD,CHAPLIN,United States,06235,CT,nptaxcpa@gmail.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,"Beer, Wine, and Liquor Stores (445310)",445310.0,2021-11-10 00:08:40.1366667,,,,,,,,,,,,,,,,,,,,
LIMITLESS ELEVATION LLC,LLC,Active,1341847,2021-03-31,,360 BLOOMFIELD AVE SUITE 301,WINDSOR,United States,06095,CT,LIMITLESSELEVATION444@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,True,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:40.1533333,,,Annual report past due,,,,,,,,,,,,,,,,,
MURPHY MOONAT LLC,LLC,Active,1341849,2022-03-31,2020-01-01,777 BRICKELL AVE STE 50014361,MIAMI,United States,33131,FL,sachin@moonats.com,MURPHY MOONAT LLC,Foreign,United States,2020-04-17,FL,FL,False,False,False,False,False,"Offices of Physicians, Mental Health Specialists (621112)",621112.0,2021-11-10 00:08:40.1533333,,,,,,,,,,,,,,,,,,,,
HAE CONSULTING LLC,LLC,Active,1341850,2022-03-31,,48 ANDREW DR,CANTON,United States,06019,CT,Bhaendiges@comcast.net,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:40.1533333,,,,,,,,,,,,,,,,,,,,
DARIEN POST LLC,LLC,Dissolved,1341852,2021-03-31,,23 BOND STREET SUITE 8,GREAT NECK,United States,11021,NY,MKLAWFIRM@AOL.COM,,Domestic,,2020-04-17,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.1833333,,,,,,,,,,,,,,,,2020-11-30T00:00:00.000,,,,
OSITO LLC,LLC,Active,1341853,2022-03-31,,18 NORIAS RD,GREENWICH,United States,06830,CT,EFILE1234@INCFILE.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Grain and Field Bean Merchant Wholesalers (424510),,2021-11-10 00:08:40.1833333,,,,,,,,,,,,,,,,,,,,
YOMKD LLC,LLC,Active,1341854,2022-03-31,,55 MILL PLAIN RD UNIT 17-1,DANBURY,United States,06811,CT,yomkd.llc@gmail.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:08:40.1833333,,,,,,,,,,,,,,,,,,,,
SOLE NUTRITION LLC,LLC,Active,1341857,2021-03-31,,76 UNION PLACE,HARTFORD,United States,06103,CT,SOLENUTRITIONHARTFORD@YAHOO.COM,,Domestic,,2020-04-17,CT,Connecticut,True,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),722515.0,2021-11-10 00:08:40.1833333,,,Annual report past due,,,,,,,,,,,,,,,,,
MERMAID CAFE BOOKS LLC,LLC,Active,1341858,2022-03-31,,9 ANJA DRIVE,SIMSBURY,United States,06070,CT,shimans@comcast.net,,Domestic,,2020-04-17,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:40.1833333,,,,,,,,,,,,,,,,,,,,
MARYLIN SPARKLES LLP,LLP,Active,1341859,2021-04-17,,123 B SPRING STREET,WILLIMANTIC,United States,06226,CT,MARYLINSPARKLES@GMAI.COM,,Domestic,,2020-04-17,CT,Connecticut,True,False,True,False,False,Drycleaning and Laundry Services (except Coin-Operated) (812320),812320.0,2021-11-10 00:08:40.1833333,,,Annual report past due,,,,,,,,,,,,,,,,,
"OLD SAYBROOK LIONS FOUNDATION, INC",Non-Stock,Active,1341860,2022-06-17,,36 ELM ST,OLD SAYBROOK,United States,06475,CT,jwollack@saybrookcpas.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Other Grantmaking and Giving Services (813219),813219.0,2021-11-10 00:08:40.1833333,,,,,,,,,,,,,,,,,,,,
THIMBLE ISLAND OCEAN FARM LLC,LLC,Active,1341861,2022-03-31,,315 FRONT STREET,NEW HAVEN,United States,06513,CT,bren@greenwave.org,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Shellfish Farming (112512),112512.0,2021-11-10 00:08:40.1833333,,,,,,,,,,,,,,,,,,,,
SUMMIT SOLAR COMPANY LLC,LLC,Active,1341862,2022-03-31,2020-06-01,2553 US HIGHWAY 130 STE 2,CRANBURY,United States,08512,NJ,eliu@summitsolarcorp.com,SUMMIT SOLAR COMPANY LLC,Foreign,United States,2020-04-17,DE,DE,False,False,False,False,False,Solar Electric Power Generation (221114),,2021-11-10 00:08:40.1833333,,,,,,,,,,,,,,,,,,,,
DJW WORKS LLC,LLC,Active,1341863,2022-03-31,,247 STANWICH ROAD,GREENWICH,United States,06830,CT,djw.worksllc@gmail.com,,Domestic,,2020-04-17,CT,Connecticut,True,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,2021-11-10 00:08:40.1833333,,,,,,,,,,,,,,,,,,,,
TAKE IT AWAY LLC,LLC,Active,1341864,2021-03-31,,23 GRAND STREET,DANBURY,United States,06810,CT,TAKEITAWAYSCRAPREMOVAL@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:40.1833333,,,Annual report past due,,,,,,,,,,,,,,,,,
