name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,reason_for_administrative,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,mailing_jurisdiction_country,office_in_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
OPULENT LLC,LLC,Active,1336510,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:10:37.4500000,,,,,,,,,,,,,,,,,,,,,,
"FRESH LIVING, LLC",LLC,Active,1336512,2022-03-31,31B FROG HOLLOW ROAD,ELLINGTON,United States,06029,CT,moserfamily@gmail.com,Domestic,2020-02-17,CT,Connecticut,True,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:10:37.4500000,,,,,,,,,,,,,,,,,,,,,,
HH ENTERPRISES LLC,LLC,Active,1336515,2022-03-31,226 RIDGE RD,MADISON,United States,06443,CT,hayley.marcous@gmail.com,Domestic,2020-02-17,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),611699.0,2021-11-10 00:10:37.4800000,,,,,,,,,,,,,,,,,,,,,,
"THE TOWNSEND COLLECTIVE, LLC",LLC,Dissolved,1336518,2021-03-31,95 VINEYARD RD,HAMDEN,United States,06517,CT,INFO@THETOWNSENDCOLLECTIVE.COM,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:10:37.4800000,,2021-05-17T00:00:00.000,,,,,,,,,,,,,,,,,,,,
WALZ IMPROVEMENTS LLC,LLC,Active,1336519,2022-03-31,31 CHAMBERS ROAD,DANBURY,United States,06811,CT,walzimprovements@comcast.net,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:10:37.4800000,,,,,,,,,,,,,,,,,,,,,,
"YOUTHFUL FACE, LLC",LLC,Active,1336522,2021-03-31,16 BAILEY STREET,TRUMBULL,United States,06611,CT,BRENDA.YOUTHFULFACE@GMAIL.COM,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:37.4800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
SOPHIA'S FAMILY DAYCARE LLC,LLC,Active,1336523,2022-03-31,19 YATES ST,WEST HAVEN,United States,06516,CT,evangelista.nancy12@gmail.com,Domestic,2020-02-17,CT,Connecticut,True,False,True,False,False,Child Day Care Services (624410),624410.0,2021-11-10 00:10:38.1366667,,,,,,,,,,,,,,,,,,,,,,
BRAIN RIGHT. BODY GOOD. LLC,LLC,Dissolved,1336524,2021-03-31,34 RIVER ROAD DR,ESSEX,United States,06426,CT,RYAN@BRAINRIGHTBODYGOOD.COM,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:10:38.1366667,,2021-07-21T00:00:00.000,,,,,,,,,,,,,,,,,,,,
"MAHALO MED SPA AND WELLNESS CENTER, LLC",LLC,Active,1336526,2021-03-31,26 BLAIR ROAD,WILLINGTON,United States,06279,CT,MAHALOMEDSPA@GMAIL.COM,Domestic,2020-02-17,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:10:38.1366667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
K&E SERVICES LLC,LLC,Active,1336527,2021-03-31,1030 CAPITOL AVE FL 2,HARTFORD,United States,06106,CT,KELSONPIRESPEREIRA@GMAIL.COM,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:10:38.1366667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
HEAVENLY AMAZING BLISS LLC,LLC,Active,1336530,2022-03-31,24 HAZELWOOD AVE,BRIDGEPORT,United States,06605,CT,heavenlyamazingbliss@gmail.com,Domestic,2020-02-17,CT,Connecticut,True,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:38.1366667,,,,,,,,,,,,,,,,,,,,,,
"LOCUST STREET, LLC",LLC,Active,1336531,2022-03-31,"3225 MCLEOD DR, SUITE 100",LAS VEGAS,United States,89121,NV,ra@andersonadvisors.com,Domestic,2020-02-17,NV,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:38.1366667,,,,,,,,,,,,,,,,,,,,,,
85 SEAVIEW TERRACE LLC,LLC,Dissolved,1336535,2021-03-31,36 FAWN HILL ROAD,SHELTON,United States,06484,CT,NFATIBENE@GMAIL.COM,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:35.4800000,,2021-02-19T00:00:00.000,,,,,,,,,,,,,,,,,,,,
TOBACK INSTITUTE OF DENTAL EDUCATION CORP.,Non-Stock,Active,1336537,2022-03-04,190 HEMPSTEAD STREET,NEW LONDON,United States,06320,CT,dayotterdp@gmail.com,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,Professional and Management Development Training (611430),611430.0,2021-11-10 00:10:35.4800000,,,,,,,,,,,,,,,,,,,,,,
"DAVID SAMUELS ONE, LLC",LLC,Active,1336538,2022-03-31,26 WOOD TERRACE,EAST HAVEN,United States,06512,CT,dasamuels57@yahoo.com,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:10:35.4800000,,,,,,,,,,,,,,,,,,,,,,
"DAVID SAMUELS TWO, LLC",LLC,Active,1336539,2022-03-31,26 WOOD TERRACE,EAST HAVEN,United States,06512,CT,dasamuels57@yahoo.com,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:10:35.4800000,,,,,,,,,,,,,,,,,,,,,,
"DAVID SAMUELS THREE, LLC",LLC,Active,1336540,2022-03-31,26 WOOD TERRACE,EAST HAVEN,United States,06512,CT,dasamuels57@yahoo.com,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:10:35.4800000,,,,,,,,,,,,,,,,,,,,,,
"DAVID SAMUELS FOUR, LLC",LLC,Active,1336541,2022-03-31,26 WOOD TERRACE,EAST HAVEN,United States,06512,CT,dasamuels57@yahoo.com,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:10:35.4800000,,,,,,,,,,,,,,,,,,,,,,
"REDHEAD HOME IMPROVEMENTS, LLC",LLC,Active,1336542,2022-03-31,52 SHERBURNE RD.,WETHERSFIELD,United States,06109,CT,redheadhomeimprovements@gmail.com,Domestic,2020-02-17,CT,Connecticut,False,False,True,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:10:35.4800000,,,,,,,,,,,,,,,,,,,,,,
GERMAIN B&T PARTY RENTALS LLC,LLC,Active,1336543,2022-03-31,66 DENSLOW ROAD,GLASTONBURY,United States,06033,CT,Germainpartyrentals@gmail.com,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,Other Commercial and Industrial Machinery and Equipment Rental and Leasing (532490),532490.0,2021-11-10 00:10:35.4800000,,,,,,,,,,,,,,,,,,,,,,
BRAZILIAN FASHION LLC,LLC,Active,1336544,2022-03-31,16 SISSON AVE FRONT,HARTFORD,United States,06106,CT,MONASPIKE@GMAIL.COM,Domestic,2020-02-17,CT,Connecticut,True,False,False,False,False,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers (424330)",424330.0,2021-11-10 00:10:35.4800000,,,,,,,,,,,,,,,,,,,,,,
"RVRSL, LLC",LLC,Active,1336545,2022-03-31,46221 TRILLUM SQ APT 204,STERLING,United States,20165,VA,adam@rvrsl.com,Foreign,2020-02-17,MD,MD,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:10:35.4800000,,,2019-10-18,"RVRSL, LLC",United States,,,"5 DUNDAS CT APT B1, PARKVILLE, MD, 21234, United States",5 DUNDAS CT APT B1,PARKVILLE,MD,21234,"46221 TRILLUM SQ APT 204, STERLING, VA, 20165, United States",46221 TRILLUM SQ APT 204,STERLING,VA,20165,United States,United States,,,
MBSAR LLC,LLC,Dissolved,1336546,2021-03-31,69 GREENVIEW TERRACE,MIDDLETOWN,United States,06457,CT,MARGOTAROBINS@ATT.NET,Domestic,2020-02-17,CT,Connecticut,True,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:10:35.4800000,,2021-03-02T00:00:00.000,,,,,,,,,,,,,,,,,,,,
BALDI PLUMBING & PUMP LLC,LLC,Active,1336548,2022-03-31,100 OLD HEBRON RD,COLCHESTER,United States,06415,CT,Nicholasbaldi96@gmail.com,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,2021-11-10 00:10:35.4800000,,,,,,,,,,,,,,,,,,,,,,
"ESSEX AUTO CLUB, INC.",Non-Stock,Active,1336549,2022-02-21,51 LYNN ROAD,IVORYTON,United States,06442,CT,henry06442@gmail.com,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),713990.0,2021-11-10 00:10:35.4800000,,,,,,,,,,,,,,,,,,,,,,
NORTHERN OAK PROPERTIES LLC,LLC,Active,1336550,2022-03-31,2 JO MAR DRIVE,SANDY HOOK,United States,06482,CT,northernoakpropertiesct@gmail.com,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:35.4800000,,,,,,,,,,,,,,,,,,,,,,
BIG ED'S LAWN CARE LLC,LLC,Active,1336551,2021-03-31,395 BRITTANY FARMS RD APT 136,NEW BRITAIN,United States,06053,CT,EDWINMCDONOUGH@YAHOO.COM,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:35.5600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
ELLAVATE DESIGN LLC,LLC,Active,1336553,2022-03-31,15 LAKEVIEW HEIGHTS,LEBANON,United States,06249,CT,ppowers1010@gmail.com,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,Graphic Design Services (541430),541430.0,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,,,,,
J&R FAST TRANSPORT L.L.C.,LLC,Active,1336554,2022-03-31,86 STEVENS AVE,WEST HAVEN,United States,06516,CT,FULFILLMENT@ZENBUSINESS.COM,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,"Specialized Freight (except Used Goods) Trucking, Local (484220)",484220.0,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,,,,FL 1,
238-243 SOUTH 3RD AVENUE LLC,LLC,Active,1336557,2022-03-31,23 BLACKFORD AVENUE,YONKERS,United States,10704,NY,TMAHNKE1@MSN.COM,Foreign,2020-02-17,NY,NY,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:35.5600000,,,2020-02-18,238-243 SOUTH 3RD AVENUE LLC,United States,,,"23 BLACKFORD AVENUE, YONKERS, NY, 10704, United States",23 BLACKFORD AVENUE,YONKERS,NY,10704,"23 BLACKFORD AVENUE, YONKERS, NY, 10704, United States",23 BLACKFORD AVENUE,YONKERS,NY,10704,United States,United States,,,
"HELPING HANDS OF MADISON, INC.",Non-Stock,Active,1336558,2020-05-17,No information provided,,,,,HELPINGHANDSCT@OUTLOOK.COM,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:35.5733333,First report past due,,,,,Failure to file First Report,,,,,,,,,,,,,,,,
"HOLT LOGISTICS, LLC.",LLC,Dissolved,1336559,2021-03-31,39 KNOLLWOOD DRIVE,NEW HARTFORD,United States,06057,CT,MATTWALZER1@GMAIL.COM,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:10:35.5733333,,2020-12-31T00:00:00.000,,,,,,,,,,,,,,,,,,,,
HOME PREP PRODUCTS LLC,LLC,Active,1336560,2022-03-31,67 BLACKMAN ROAD,HEBRON,United States,06248,CT,homeprep@ymail.com,Domestic,2020-02-17,CT,Connecticut,True,False,False,False,False,Soap and Other Detergent Manufacturing (325611),325611.0,2021-11-10 00:10:35.5733333,,,,,,,,,,,,,,,,,,,,,,
DIRTY WORK PROPERTY SERVICES LLC,LLC,Active,1336561,2021-03-31,117 COLBURN RD,STAFFORD SPRINGS,United States,06076,CT,ROCMAGISTRI@GMAIL.COM,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,Home and Garden Equipment Repair and Maintenance (811411),811411.0,2021-11-10 00:10:35.5733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
RYAN J WILLIAMS REALTY LLC,LLC,Active,1336562,2021-03-31,18-20 CLIFTON AVENUE,ANSONIA,United States,06401,CT,RYANJWILLIAMSREALTY@GMAIL.COM,Domestic,2020-02-17,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:35.5733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
NIXON OMOLLO AFRICAN HERITAGE LLC,LLC,Active,1336563,2021-03-31,152 TEMPLE ST APT 6,NEW HAVEN,United States,06510,CT,NIXONOMOLLO@GMAIL.COM,Domestic,2020-02-17,CT,Connecticut,False,False,True,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:10:35.5733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
CLEARBROOK DEVELOPMENT LLC,LLC,Active,1336565,2022-03-31,1 BOTSFORD HILL RD UNIT 718,BOTSFORD,United States,06404,CT,Procontractors@outlook.com,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),236117.0,2021-11-10 00:10:35.5733333,,,,,,,,,,,,,,,,,,,,,,
J&E GENERAL CONTRACTOR LLC,LLC,Active,1336567,2021-03-31,787 N COLONY RD APT 29,MERIDEN,United States,06450,CT,MONASPIKE@GMAIL.COM,Domestic,2020-02-17,CT,Connecticut,False,False,True,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:10:35.5733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"CILIBERTO ENTERPRISES, LLC",LLC,Active,1336568,2022-03-31,9 RODLINE RD,DANBURY,United States,06811,CT,Cilibdo5@Comcast.net,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,Other Accounting Services (541219),541219.0,2021-11-10 00:10:35.5733333,,,,,,,,,,,,,,,,,,,,,,
PRO JOB CONSTRUCTION LLC,LLC,Active,1336569,2021-03-31,3200 MADISON AVE,BRIDGEPORT,United States,06606,CT,PROJOBCONSTRUCTION@GMAIL.COM,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:36.0900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
ON POINTE FITNESS & PERFORMANCE LLC,LLC,Active,1332757,2022-03-31,103 NEW LONDON TURNPIKE,GLASTONBURY,United States,06033,CT,onpointefit@gmail.com,Domestic,2020-02-17,CT,Connecticut,False,True,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:36.8866667,,,,,,,,,,,,,,,,,,,,,,
XIOMY AUQUI LLC,LLC,Dissolved,1336473,2021-03-31,174 ELM ST,ROCKY HILL,United States,06067,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2020-02-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:51.2600000,,2020-11-13T00:00:00.000,,,,,,,,,,,,,,,,,,,,
OLD MORRIS FARM LLC,LLC,Active,1336104,2021-03-31,88 OLD MORRIS ROAD,THOMASTON,United States,06787,CT,YONG@CIAMPITAX.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,All Other Grain Farming (111199),111199.0,2021-11-10 00:10:35.4500000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
THE VARGAS GROUP LLC,LLC,Active,1336111,2021-03-31,361 PARK RD.,WEST HARTFORD,United States,06119,CT,THEVARGASGROUPLLC@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Business Associations (813910),813910.0,2021-11-10 00:10:35.4800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
BLUE NOBLE LLC,LLC,Active,1336123,2022-03-31,5014 16TH AVENUE SUITE 505,BROOKLYN,United States,11204,NY,lazer@leibishfried.com,Domestic,2020-02-18,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:35.4800000,,,,,,,,,,,,,,,,,,,,,,
"BLUE NORFOLK, LLC",LLC,Active,1336124,2022-03-31,5014 16TH AVENUE SUITE 505 SUITE 505,BROOKLYN,United States,11204,NY,lazer@leibishfried.com,Domestic,2020-02-18,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:35.5266667,,,,,,,,,,,,,,,,,,,,,,
B & S. HOME IMPROVEMENT AND HANDYMAN L.L.C.,LLC,Active,1336157,2021-03-31,24 WADE AVE.,BLOOMFIELD,,06002,CT,,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:35.5600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"VESPOLI USA 2020, LLC",LLC,Active,1336168,2021-03-31,385 CLINTON AVENUE,NEW HAVEN,,06513,CT,DTROND@VESPOLI.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,,0.0,2021-11-10 00:10:36.0733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"IRON PATH WEALTH MANAGEMENT, INC.",Stock,Active,1336176,2020-05-18,No information provided,,,,,,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,,0.0,2021-11-10 00:10:36.0900000,First report past due,,,,,Failure to file First Report,7000.0,,,,,,,,,,,,,,,
JNJG 1739 BOSTON POST ROAD LLC,LLC,Active,1336288,2021-03-31,526 PARSONS BLVD.,WHITESTONE,,11357,NY,,Foreign,2020-02-18,NY,NY,False,False,False,False,False,,,2021-11-10 00:10:37.3700000,Annual report past due,,2020-02-20,JNJG 1739 BOSTON POST ROAD LLC,,,,"526 PARSONS BLVD., WHITESTONE, NY, 11357,",526 PARSONS BLVD.,WHITESTONE,NY,11357,"526 PARSONS BLVD., WHITESTONE, NY, 11357,",526 PARSONS BLVD.,WHITESTONE,NY,11357,,,,,
"PIKE TELECOM AND RENEWABLES, LLC",LLC,Active,1336294,2022-03-31,5260 PARKWAY PLAZA BLVD. SUITE 150,CHARLOTTE,United States,28217,NC,Compliancemail@cscinfo.com,Foreign,2020-02-18,NC,NC,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),,2021-11-10 00:10:37.3700000,,,2020-02-28,"PIKE TELECOM AND RENEWABLES, LLC",United States,,,"5260 PARKWAY PLAZA BLVD. SUITE 150, CHARLOTTE, NC, 28217, United States",5260 PARKWAY PLAZA BLVD. SUITE 150,CHARLOTTE,NC,28217,"5260 PARKWAY PLAZA BLVD. SUITE 150, CHARLOTTE, NC, 28217, United States",5260 PARKWAY PLAZA BLVD. SUITE 150,CHARLOTTE,NC,28217,United States,United States,,,
HWC DERBY LLC,LLC,Active,1336297,2022-03-31,46 SOUTHFIELD AVE SUITE 100,STAMFORD,United States,06902,CT,simone.cooke@hwc.net,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Wireless Telecommunications Carriers (except Satellite) (517312),0.0,2021-11-10 00:10:37.3700000,,,,,,,,,,,,,,,,,,,,vambrosino@ivessultanspike.com,,
"TERRIER MEDIA HOLDINGS, INC.",Stock,Active,1336299,2022-02-18,223 PERIMETER CENTER PKWY NE SUITE 400,ATLANTA,United States,30346,GA,Compliancemail@cscinfo.com,Foreign,2020-02-18,DE,DE,False,False,False,False,False,Television Broadcasting (515120),,2021-11-10 00:10:37.3700000,,,2020-01-17,"TERRIER MEDIA HOLDINGS, INC.",United States,,,,,,,,,,,,,,,,,
AEA MFG LLC,LLC,Active,1336302,2021-03-31,30 BARBER POND RD,BLOOMFIELD CT,United States,06002,CT,AEA_MFG@YAHOO.COM,Domestic,2020-02-18,CT,Connecticut,True,False,False,False,False,Machine Shops (332710),332710.0,2021-11-10 00:10:37.3700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
OTIS WORLDWIDE CORPORATION,Stock,Active,1336314,2022-02-18,ONE CARRIER PLACE,FARMINGTON,United States,06032,CT,cls-ctarmsevidence@wolterskluwer.com,Foreign,2020-02-18,DE,DE,False,False,False,False,False,Offices of Other Holding Companies (551112),,2021-11-10 00:10:37.4033333,,,2020-02-19,OTIS WORLDWIDE CORPORATION,,,,,,,,,,,,,,,,,,
GIJADE & CO. LLC,LLC,Active,1336318,2021-03-31,15 B ANDOVER DRIVE,WEST HARTFORD,United States,06110,CT,GIJADE.CO@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:10:37.4033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
JOHN V RODERICK JR BVI LLC,LLC,Active,1336320,2022-03-31,44 FOXCROFT RUN,AVON,United States,06001,CT,johnvroderick.bvi@gmail.com,Domestic,2020-02-18,CT,Connecticut,False,False,True,False,False,Musical Instrument Manufacturing (339992),0.0,2021-11-10 00:10:37.4033333,,,,,,,,,,,,,,,,,,,,,,
CHESTNUT HILL VINEYARDS INC.,Stock,Active,1336321,2022-03-05,29 CHESTNUT HILL ROAD,LITCHFIELD,United States,06759,CT,JUSTIN.PASCOE5@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Wineries (312130),0.0,2021-11-10 00:10:37.4033333,Annual report past due,,,,,,2000.0,,,,,,,,,,,,,,,
PP TI KEI PARKING LLC,LLC,Active,1336322,2022-03-31,ONE UNION PLACE,HARTFORD,United States,06103,CT,tim.willey@propark.com,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Parking Lots and Garages (812930),0.0,2021-11-10 00:10:37.4033333,,,,,,,,,,,,,,,,,,,,,,
GILBERTO NOHPAL LLC,LLC,Active,1336323,2022-03-31,209 SALTONSTALL AVENUE,NEW HAVEN,United States,06513,CT,eperez@luceromultiservices.com,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),0.0,2021-11-10 00:10:37.4033333,,,,,,,,,,,,,,,,,,,,,,
MODERN PRO PAINTING LLC,LLC,Active,1336324,2021-03-31,"12 ELM ST., APT. 1",NORWALK,,06850,CT,A.AHOMEIMPROVEMENT3@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:37.4500000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"MERZ PHARMACEUTICALS, LLC",LLC,Active,1336326,2022-03-31,6501 SIX FORKS ROAD,RALEIGH,United States,27615,NC,Compliancemail@cscinfo.com,Foreign,2020-02-18,NC,NC,False,False,False,False,False,Pharmaceutical Preparation Manufacturing (325412),0.0,2021-11-10 00:10:37.4500000,,,2020-02-18,"MERZ PHARMACEUTICALS, LLC",United States,,,"6501 SIX FORKS ROAD, RALEIGH, NC, 27615, United States",6501 SIX FORKS ROAD,RALEIGH,NC,27615,"6501 SIX FORKS ROAD, RALEIGH, NC, 27615, United States",6501 SIX FORKS ROAD,RALEIGH,NC,27615,United States,United States,,,
"NEW ENGLAND CELL THERAPEUTICS, INC.",Stock,Active,1336327,2022-02-18,"195 CHURCH ST., 9TH FL.",NEW HAVEN,United States,06510,CT,rclark@gentuity.com,Foreign,2020-02-18,DE,DE,False,False,False,False,False,Research and Development in Biotechnology (except Nanobiotechnology) (541714),,2021-11-10 00:10:37.4500000,,,2019-11-15,"NEW ENGLAND CELL THERAPEUTICS, INC.",United States,,,,,,,,,,,,,,,,,
"VITRO PACKAGING, LLC",LLC,Active,1336328,2022-03-31,400 GUYS RUN ROAD,CHESWICK,United States,15024,PA,Compliancemail@cscinfo.com,Foreign,2020-02-18,DE,DE,False,False,False,False,False,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),,2021-11-10 00:10:37.4500000,,,2020-01-01,"VITRO PACKAGING, LLC",United States,,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,United States,,,
KNARF SABUD PRODUCTIONS LLC,LLC,Active,1336329,2022-03-31,485 CHEESE SPRING RD.,NEW CANAAN,United States,06840,CT,fjdubas@gmail.com,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),,2021-11-10 00:10:37.4500000,,,,,,,,,,,,,,,,,,,,,,
OPTICAL PROCUREMENT SERVICES LLC,LLC,Active,1336330,2022-03-31,4000 LUXOTICA PLACE,MASON,United States,45040,OH,salestax@luxotticaretail.com,Foreign,2020-02-18,DE,DE,False,False,False,False,False,Optical Goods Stores (446130),,2021-11-10 00:10:37.4500000,,,2013-07-01,OPTICAL PROCUREMENT SERVICES LLC,United States,,,,,,,,,,,,,,,,,
"ELLSWORTH 11, LLC",LLC,Active,1336333,2022-03-31,129 COLUMBIA STREET,BRIDGEPORT,United States,06604,CT,ryan.attar@gmail.com,Domestic,2020-02-18,CT,Connecticut,False,True,False,False,False,Residential Property Managers (531311),,2021-11-10 00:10:37.4500000,,,,,,,,,,,,,,,,,,,,,,
"ELLSWORTH 16, LLC",LLC,Active,1336337,2022-03-31,129 COLUMBIA STREET,BRIDGEPORT,United States,06604,CT,ryan.attar@gmail.com,Domestic,2020-02-18,CT,Connecticut,False,True,False,True,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:10:37.4500000,,,,,,,,,,,,,,,,,,,,,,
"AJT PROPERTIES, LLC",LLC,Active,1336338,2022-03-31,22 MIA BELLA DRIVE,NEW MILFORD,United States,06776,CT,epicarelli@charter.net,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:10:37.4500000,,,,,,,,,,,,,,,,,,,,,,
"AMERICOLD REAL ESTATE, LIMITED PARTNERSHIP",Limited Partnership,Active,1336339,2022-02-18,10 GLENLAKE PKWY. 600 SOUTH TOWER,ATLANTA,United States,30328,GA,CLS-CTARMSEVIDENCE@WOLTERSKLUWER.COM,Foreign,2020-02-18,DE,DE,False,False,False,False,False,Lessors of Other Real Estate Property (531190),,2021-11-10 00:10:37.4500000,,,2020-01-01,"AMERICOLD REAL ESTATE, L.P.",United States,,,,,,,,"AMERICOLD REALTY LLC 10 GLENLAKE PKWY. 600 SOUTH TOWER, ATLANTA, GA, 30328, United States",AMERICOLD REALTY LLC 10 GLENLAKE PKWY. 600 SOUTH TOWER,ATLANTA,GA,30328,,United States,,,
