name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,dissolution_date,category_survey_email_address,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,total_authorized_shares,date_of_organization_meeting,reason_for_administrative,mailing_jurisdiction_3,office_jurisdiction_3,mailing_international_address
VIDA FAMILY CHIROPRACTIC LLC,LLC,Active,1355106,2022-03-31,3715 MAIN STREET SUITE 406A,BRIDGEPORT,United States,06606,CT,vidafamilychiropractic@gmail.com,Domestic,2020-08-15,CT,Connecticut,False,False,False,False,False,Offices of Chiropractors (621310),621310.0,2021-11-10 00:12:37.0400000,,,,,,,,,,,,,,,,,,,,,,,,,
MAKING MOVES LLC,LLC,Active,1355107,2021-03-31,185 PLAINS RD,MILFORD,United States,06461,CT,JASSBO@AOL.COM,Domestic,2020-08-15,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:12:37.0400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
MOOSEMADEMEDIA LLC,LLC,Active,1355108,2021-03-31,431 BLAKE ST,NEW HAVEN,United States,06515,CT,JASSBO@AOL.COM,Domestic,2020-08-15,CT,Connecticut,False,False,False,False,False,Other Services Related to Advertising (541890),541890.0,2021-11-10 00:12:38.2100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
JLO TREE SERVICE LLC,LLC,Active,1355109,2022-03-31,20 MOORE STREET,MANCHESTER,United States,06040,CT,julianlopez107@yahoo.com,Domestic,2020-08-15,CT,Connecticut,False,False,True,False,False,Landscaping Services (561730),,2021-11-10 00:12:38.2100000,,,,,,,,,,,,,,,,,,,,,,,,,
HADDAM STONE & LANDSCAPES LLC,LLC,Active,1355110,2022-03-31,2 CLARK GATES RD,MOODUS,United States,06469,CT,haddamsllc@gmail.com,Domestic,2020-08-15,CT,Connecticut,False,False,False,False,False,Home and Garden Equipment Repair and Maintenance (811411),811411.0,2021-11-10 00:12:38.2100000,,,,,,,,,,,,,,,,,,,,,,,,,
879 WHALLEY LLC,LLC,Active,1355111,2022-03-31,74B SEA STREET,NEW HAVEN,United States,06519,CT,melissa.dellacorte@yahoo.com,Domestic,2020-08-15,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:38.2100000,,,,,,,,,,,,,,,,,,,,,,,,,
ROUX LLC,LLC,Active,1355112,2021-03-31,11 LAWTON DRIVE,SIMSBURY,United States,06070,CT,ROUXCAJUNCT@GMAIL.COM,Domestic,2020-08-15,CT,Connecticut,True,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:38.2100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
SOMETHIN' SWEET INC. LLC,LLC,Active,1355113,2022-03-31,400 Eastfield Dr,Fairfield,United States,06825-1117,CT,ASHLEY.SCHWARTZ89@GMAIL.COM,Domestic,2020-08-15,CT,Connecticut,False,False,False,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:12:38.2100000,,,,,,,,,,,,,,,,,,,,,,,,,
MICHELLE ECKMAN CONSULTING LLC,LLC,Active,1355114,2022-03-31,411 ALLYNDALE DRIVE,STRATFORD,United States,06614,CT,michelleeckmanconsulting@gmail.com,Domestic,2020-08-15,CT,Connecticut,True,False,False,False,False,Educational Support Services (611710),,2021-11-10 00:12:38.2100000,,,,,,,,,,,,,,,,,,,,,,,,,
KAR BODY SHOP LLC,LLC,Active,1355115,2022-03-31,32 PRESCOTT ST,BRIDGEPORT,United States,06605,CT,krisanne123@gmail.com,Domestic,2020-08-15,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:12:38.2100000,,,,,,,,,,,,,,,,,,,,,,,,,
KHILANI AUTOMOTIVE MART INCORPORATED,Stock,Active,1355116,2020-11-13,No information provided,,,,,KBFASASI@YAHOO.COM,Domestic,2020-08-15,CT,Connecticut,False,False,True,False,False,Automotive Parts and Accessories Stores (441310),441310.0,2021-11-10 00:12:38.2100000,First report past due,,,,,,,,,,,,,,,,,,,20000.0,,,,,
SWEETLY CT L.L.P,LLP,Active,1355117,2021-08-15,3699 BROADBRIDGE AVE UNIT 308,STRATFORD,United States,06614,CT,CTSWEETLY@GMAIL.COM,Domestic,2020-08-15,CT,Connecticut,False,False,True,False,False,Baked Goods Stores (445291),445291.0,2021-11-10 00:12:38.2100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
MIRACLE CARE SERVICES INC.,Stock,Active,1355118,2022-08-09,169 Alfred St,Bridgeport,United States,06605-2957,CT,care@miraclecareservices.com,Domestic,2020-08-15,CT,Connecticut,False,False,True,False,False,Home Health Care Services (621610),621610.0,2021-11-10 00:12:38.2100000,,,,,,,,,,,,,,,,,,,,100.0,2021-08-09,,,,
SNATCHED BY MARI LLC,LLC,Active,1355119,2021-03-31,333 N. Main St,West Hartford,United States,06117,CT,MARIJUDYBEAUTY@GMAIL.COM,Domestic,2020-08-15,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:38.2100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"BEACON OF HOPE 365, INC.",Non-Stock,Active,1355120,2021-09-19,286 MANSFIELD AVE.,DARIEN,United States,06820,CT,,Domestic,2020-08-15,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),713990.0,2021-11-10 00:12:38.2100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
WALLY LANDSCAPING LLC,LLC,Active,1355121,2021-03-31,53 GILBERT ST 2 FL,WEST HAVEN,United States,06516,CT,SPMULTISERVICES2018@GMAIL.COM,Domestic,2020-08-15,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Crop Farming (111998),111998.0,2021-11-10 00:12:38.2100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
ZURITA CONSTRUCTION LLC,LLC,Active,1355122,2021-03-31,25 BROOK ST,HAMDEN,United States,06518,CT,CONSTRUCTIONZURITA@GMAIL.COM,Domestic,2020-08-15,CT,Connecticut,False,False,False,False,False,Masonry Contractors (238140),238140.0,2021-11-10 00:12:38.2100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
7 WEST ROCKS LLC,LLC,Active,1355123,2022-03-31,1 UPLAND COURT,SOUTH SALEM,United States,10590,NY,marianne.kelly9@gmail.com,Domestic,2020-08-15,NY,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:38.2100000,,,,,,,,,,,,,,,,,,,,,,,,,
2 KNORR LLC,LLC,Active,1355124,2022-03-31,1 UPLAND COURT,SOUTH SALEM,United States,10590,NY,marianne.kelly9@gmail.com,Domestic,2020-08-15,NY,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:38.2100000,,,,,,,,,,,,,,,,,,,,,,,,,
FRIENDZ2020 LLC,LLC,Dissolved,1355125,2021-03-31,360 QUEEN STREET UNIT B154,SOUTHINGTON,United States,06489,CT,CG.GULATI@GMAIL.COM,Domestic,2020-08-15,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:38.2100000,,2021-06-17T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,
GIVENSKILLS LLC,LLC,Active,1355126,2022-03-31,873 WINDSOR AVE,WINDSOR,United States,06095,CT,st@givenskills.com,Domestic,2020-08-15,CT,Connecticut,False,False,True,False,False,Graphic Design Services (541430),541430.0,2021-11-10 00:12:38.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
GUARANTEED WATERPROOFING LLC,LLC,Active,1355127,2021-03-31,40 AVALON DR 6302,MILFORD,United States,06460,CT,IOANNIS2014@YAHOO.COM,Domestic,2020-08-15,CT,Connecticut,False,False,False,False,False,Water and Sewer Line and Related Structures Construction (237110),237110.0,2021-11-10 00:12:38.9466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
CSC STANDARD LLC,LLC,Active,1355128,2021-03-31,65 HIGH RIDGE ROAD SUITE #112,STAMFORD,United States,06905,CT,INFO@NEELLEVEN.COM,Domestic,2020-08-15,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:12:38.9466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"HIREBRIDGE RECRUITING, LLC",LLC,Active,1355129,2022-03-31,71 VERNON STREET,MANCHESTER,United States,06042,CT,bburdick@hbrecruiting.com,Domestic,2020-08-15,CT,Connecticut,False,False,False,False,False,Professional Employer Organizations (561330),561330.0,2021-11-10 00:12:38.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
"KOICHA CONSULTING, LLC",LLC,Active,1355130,2022-03-31,22 KENINGTON ROAD,AVON,United States,06001,CT,anita@koichaconsulting.com,Domestic,2020-08-15,CT,Connecticut,False,False,False,False,False,Professional and Management Development Training (611430),611430.0,2021-11-10 00:12:38.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
ANGEL'S URGENT COURIERS LLC,LLC,Dissolved,1355131,2021-03-31,3711 MAIN STREET,STRATFORD,United States,06614,CT,ANGELSURGENTCOURIERS@GMAIL.COM,Domestic,2020-08-15,CT,Connecticut,False,False,True,False,False,Couriers and Express Delivery Services (492110),492110.0,2021-11-10 00:12:38.9466667,,2021-02-06T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,
SPENCER REALTY LLC,LLC,Active,1355132,2022-03-31,35 ECHO LANE,EAST HARTFORD,United States,06118,CT,jasminespencer90@gmail.com,Domestic,2020-08-15,CT,Connecticut,True,False,True,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:12:38.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
WES BY EM LLC,LLC,Active,1355133,2021-03-31,718 FARMINGTON AVE APT C1,WEST HARTFORD,United States,06119,CT,MONIQUESHUFF@GMAIL.COM,Domestic,2020-08-15,CT,Connecticut,True,False,True,False,False,,,2021-11-10 00:12:38.9466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"MOTOR CLUB EXOTICS, LLC",LLC,Active,1355134,2021-03-31,35 EAST MAIN STREET SUITE 135,AVON,United States,06001,CT,DATE33080@GMAIL.COM,Domestic,2020-08-15,CT,Connecticut,False,False,True,False,False,Automobile and Other Motor Vehicle Merchant Wholesalers (423110),423110.0,2021-11-10 00:12:38.9466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
JONAH PUBLISHING LLC,LLC,Active,1355145,2022-03-31,25 BUSHNELL AVE,OAKVILLE,United States,06779,CT,ANDREWMCAVALLO@GMAIL.COM,Domestic,2020-08-15,CT,Connecticut,False,False,False,False,False,Book Publishers (511130),511130.0,2021-11-10 00:12:39.6333333,,,,,,,,,,,,,,,,,,,,,,,,,
"BLACK LION FIREARMS TRAINING, LLC",LLC,Active,1355164,2021-03-31,124 SADDLE HILL DRIVE,MIDDLETOWN,United States,06457,CT,SGALLOWAYS@AOL.COM,Domestic,2020-08-15,CT,Connecticut,False,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:40.3066667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
INSPIRED HANDS LLC,LLC,Active,1355354,2021-03-31,1450 WASHINGTON BLVD SUITE 610 SOUTH,STAMFORD,United States,06902,CT,INSPIREHANDS21@GMAIL.COM,Domestic,2020-08-15,CT,Connecticut,True,False,False,False,False,Clothing Accessories Stores (448150),448150.0,2021-11-10 00:12:35.5700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
JMJ SERVICES LLC,LLC,Active,1354367,2021-03-31,12 PELHAM AVENUE,HAMDEN,United States,06518,CT,JMJSERVICESLLC@COMCAST.NET,Domestic,2020-08-17,CT,Connecticut,True,False,True,False,False,Other Computer Related Services (541519),541519.0,2021-11-10 00:12:43.3533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
RUBESPO LLC,LLC,Active,1355135,2022-03-31,1966 HIGH RIDGE ROAD,STRAMFORD,United States,06903,CT,AleriLLC@gmail.com,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:38.9466667,,,,,,,,,,,,,,,,,,,,,,,,,
GREY T. WILLIAMS CLOTHIER LLC,LLC,Active,1355137,2021-03-31,43 SYLVAN AVE,NEW HAVEN,United States,06519,CT,INFO@GREYTWILLIAMSCLOTHIER.COM,Domestic,2020-08-17,CT,Connecticut,True,False,True,False,False,Children's and Infants' Clothing Stores (448130),448130.0,2021-11-10 00:12:38.9466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
CERVEZA LLC,LLC,Active,1355140,2021-03-31,59 SCHOOLGROUND RD,MERIDEN,United States,06405,CT,JOSE.P.LARA@ICLOUD.COM,Domestic,2020-08-17,CT,Connecticut,True,True,True,False,False,Breweries (312120),312120.0,2021-11-10 00:12:38.9466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
EVERLASTINGLY EXALTED EXULTED LLC,LLC,Active,1355143,2021-03-31,119 MEADOW LARK RD,NAUGATUCK,United States,06770,CT,EVERLASTINGLYEE@GMAIL.COM,Domestic,2020-08-17,CT,Connecticut,True,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:38.9466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"HUMMINGBIRD ENTERPRISES, LLC",LLC,Active,1355144,2021-03-31,179 NEW BRITAIN AVE,UNIONVILLE,United States,06085,CT,JESSICA@JESSICAJUSSEAUME.COM,Domestic,2020-08-17,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:38.9466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
OBIEKWU LAW FIRM LLC,LLC,Active,1355148,2021-03-31,360 BLOOMFIELD AVE SUITE 301,WINDSOR,United States,06095,CT,IOBIEKWU@YAHOO.COM,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,Offices of Lawyers (541110),541110.0,2021-11-10 00:12:39.6333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
NAIJA RESTAURANT LLC,LLC,Active,1355150,2021-03-31,2186 BERLIN TURNPIKE,NEWINGTON,United States,06111,CT,CONTACT@NIGERIAFOODSMARKET.COM,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:39.6333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
CREATIVE NOODLE PRODUCTIONS LLC,LLC,Active,1355152,2021-03-31,30 LAUREL LAKE W,WESTON,,06883,CT,WESTCHESTERHOMEMUSIC@GMAIL.COM,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:39.6333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
MINDING YOUR OWN BUSINESS L.L.C.,LLC,Active,1355153,2022-03-31,69 LONG STREET UNIT 7,NEW BRITAIN,United States,06051,CT,wach04@aol.com,Domestic,2020-08-17,CT,Connecticut,True,False,True,False,False,All Other Information Services (519190),,2021-11-10 00:12:39.6333333,,,,,,,,,,,,,,,,,,,,,,,,,
SYD UNIVERSITY LLC,LLC,Active,1355154,2021-03-31,109 PEMBROKE RD,HAMDEN,United States,06514,CT,SYDUNIVERSITY.US@GMAIL.COM,Domestic,2020-08-17,CT,Connecticut,True,False,True,False,False,Family Clothing Stores (448140),448140.0,2021-11-10 00:12:39.6333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
TRAP-A-HAULIX LLC,LLC,Active,1355155,2021-03-31,3 DONNA AVE,DERBY,United States,06418,CT,TRAPAHAULIX@GMAIL.COM,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:12:39.6333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
JL PATH LLC,LLC,Active,1355156,2021-03-31,121 SUNRISE HILL RD,NORWALK,United States,06851,CT,LEONARDO.MONTERO@GMAIL.COM,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:39.6333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
GET IN TUNE EATS LLC,LLC,Active,1355157,2021-03-31,366 WINTHROP AVE APT 5,NEW HAVEN,United States,06511,CT,GETINTUNEEATS@GMAIL.COM,Domestic,2020-08-17,CT,Connecticut,True,False,True,False,False,Caterers (722320),722320.0,2021-11-10 00:12:39.6333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
PROMO PRIZE LLC,LLC,Active,1355158,2021-03-31,121 SUNRISE HILL RD,NORWALK,United States,06851,CT,LEONARDO.MONTERO@GMAIL.COM,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:12:39.6333333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"46 HOMESTEAD, LLC",LLC,Active,1355160,2022-03-31,2900 PURCHASE STREET,PURCHASE,United States,10577,NY,dan.hannon@mville.edu,Domestic,2020-08-17,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:39.6333333,,,,,,,,,,,,,,,,,,,,,,,,,
"333 RAK, LLC",LLC,Active,1355161,2022-03-31,2900 PURCHASE STREET,PURCHASE,United States,10577,NY,dan.hannon@mville.edu,Domestic,2020-08-17,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:39.6333333,,,,,,,,,,,,,,,,,,,,,,,,,
20 DRUMLIN LLC,LLC,Active,1355162,2022-03-31,23 DRUMLIN RD,WESTPORT,United States,06880,CT,amy@developedbydwell.com,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,New Housing For-Sale Builders (236117),236117.0,2021-11-10 00:12:39.6333333,,,,,,,,,,,,,,,,,,,,,,,,,
ANTONIO GUZMAN SERVICES LLC,LLC,Active,1355163,2021-03-31,36 HOLL ST,MANCHESTER,United States,06040,CT,ANACMA12@YAHOO.COM,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:40.3066667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
PRIME MERCH LLC,LLC,Active,1355165,2021-03-31,283 ELM ST APT A3,WINDSOR LOCKS,,06096,CT,AMAZONEPRIMEMERCH@GMAIL.COM,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:40.3066667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
KRAZYKLEEN MAINTENANCE & PROPERTY MANAGEMENT LLC,LLC,Active,1355166,2022-03-31,28 MARGARET CIRCLE,NAUGATUCK,United States,06770,CT,krazykleen@aol.com,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),,2021-11-10 00:12:40.3066667,,,,,,,,,,,,,,,,,,,,,,,,,
DJ'S TRUCKING LLC,LLC,Active,1355168,2021-03-31,67 CULLEN AVE,WEST HAVEN,United States,06516,CT,KARINA.BROWN143@YAHOO.COM,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:40.3066667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
SOHO NAIL & SPA INC,Stock,Active,1355169,2020-11-15,No information provided,,,,,AN8048396187@GMAIL.COM,Domestic,2020-08-17,CT,Connecticut,False,False,True,False,False,Nail Salons (812113),812113.0,2021-11-10 00:12:40.3066667,First report past due,,,,,,,,,,,,,,,,,,,200.0,,,,,
"428 MAPLE STREET, LLC",LLC,Active,1355170,2022-03-31,15 EAST BYWAY,GREENWICH,United States,06831,CT,428maple@gmail.com,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:40.3066667,,,,,,,,,,,,,,,,,,,,,,,,,
SHAWS & ASSOCIATES LLC,LLC,Active,1355172,2021-03-31,50 NORTH MOODUS ROAD,MOODUS,United States,06469,CT,BENSHAW595@MSN.COM,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:40.3066667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
NKS INVESTMENTS LLC,LLC,Active,1355173,2022-03-31,17 DEER PATH,NEWINGTON,United States,06111,CT,nksllc1@gmail.com,Domestic,2020-08-17,CT,Connecticut,False,False,False,True,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:40.3066667,,,,,,,,,,,,,,,,,,,,,,,,,
"DAVIS JULIAN, LLC",LLC,Active,1355174,2022-03-31,114 STAFFORD STREET,STAFFORD,United States,06076,CT,JDAVIS08@COX.NET,Domestic,2020-08-17,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:40.3066667,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILIES OF INCARCERATED INDIVIDUALS CORPORATION,Non-Stock,Active,1355175,2020-11-15,No information provided,,,,,,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:40.3066667,First report past due,,,,,,,,,,,,,,,,,,,,,,,,
SKYTOP COLLISION CENTER LLC,LLC,Active,1355176,2022-03-31,101 PARK ST,BRISTOL,United States,06010,CT,skytopmotorsllc@aol.com,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",811121.0,2021-11-10 00:12:40.3066667,,,,,,,,,,,,,,,,,,,,,,,,,
76-78  CROWTHER AVE LLC,LLC,Active,1355177,2021-03-31,76-78 CROWTHER AVE,BRIDGEPORT,United States,06605,CT,JASSBO@AOL.COM,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:12:40.3066667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"G & C INSTALLERS, INC.",Stock,Active,1355178,2022-08-17,1440 FIELD OF DREAMS WAY,DYERSVILLE,United States,52040,IA,cls-ctarmsevidence@wolterskluwer.com,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:12:40.3066667,,,,,,,,,,,,,,,,,,,,20000.0,,,,,
"EDM 3, LLC",LLC,Active,1355179,2022-03-31,40 RICHARDS AVENUE 2ND FLOOR,NORWALK,United States,06854,CT,bd@edgproperties.com,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:40.3066667,,,,,,,,,,,,,,,,,,,,,,,,,
"DOUBLE C LOGISTICS, LLC",LLC,Active,1355180,2021-03-31,67 HIGHLAND AVE,WATERBURY,United States,06708,CT,DOUBLECLOGISTICS.LLC@GMAIL.COM,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,"Specialized Freight (except Used Goods) Trucking, Long-Distance (484230)",484230.0,2021-11-10 00:12:40.3066667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"CHE CARE, INC.",Non-Stock,Active,1355181,2022-09-17,5838 EDISON PL SUITE 100,CARLSBAD,United States,92008-5520,CA,annualreports@cscglobal.com,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,"Offices of Physicians, Mental Health Specialists (621112)",621112.0,2021-11-10 00:12:41.0233333,,,annualreports@cscglobal.com,,,,,,,,,,,,,,,,,,,,,,
"DISKRITER, INC.",Stock,Active,1355182,2022-08-17,2840 LIBRARY RD SUITE 300,PITTSBURGH,,15234,PA,ACCOUNTING@DISKRITER.COM,Foreign,2020-08-17,PA,PA,False,False,False,False,False,Employment Placement Agencies (561311),561311.0,2021-11-10 00:12:41.0233333,,,,2020-08-17,"DISKRITER, INC.",,,,,,,,,,,,,,,,,,,,
O&E SERVICES LLC,LLC,Active,1355183,2021-03-31,135 DAYTON RD,BRIDGEPORT,United States,06606,CT,OESERVICESLLC@GMAIL.COM,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:41.0233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
88-90 SANFORD PL LLC,LLC,Active,1355184,2021-03-31,88-90  SANFORD PL,BRIDGEPORT,United States,06604,CT,JASSBO@AOL.COM,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:41.0233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
RESPECTFUL INVESTMENTS LLC,LLC,Active,1355185,2021-03-31,320 BOSTON POST RD STE 180-103,DARIEN,United States,06820,CT,MALEAH@RESPECTFULINVESTMENTSLLC.COM,Domestic,2020-08-17,CT,Connecticut,True,False,True,False,False,,,2021-11-10 00:12:41.0233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"UNITED RESTAURANT EQUIPMENT CO., INC.",Stock,Active,1355186,2022-08-17,1 EXECUTIVE PARK DRIVE,NORTH BILLERICA,United States,01862,MA,PAM@UNITEDRESTAURANT.COM,Foreign,2020-08-17,MA,MA,False,False,False,False,False,Other Commercial Equipment Merchant Wholesalers (423440),423440.0,2021-11-10 00:12:41.0233333,,,,2020-10-01,"UNITED RESTAURANT EQUIPMENT CO., INC.",United States,,,,,,,,,,,,,,,,,,,
"10 SHORE GROVE ROAD, LLC",LLC,Active,1355187,2022-03-31,10 SHORE GROVE ROAD,CLINTON,United States,06413,CT,ppower1667@gmail.com,Domestic,2020-08-17,CT,Connecticut,True,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:41.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
NEW MOON RECORDS LLC,LLC,Active,1355188,2022-03-31,1204 MAIN STREET #770,BRANFORD,United States,06405,CT,jcasanova@newmoonstrategy.com,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,Record Production and Distribution (512250),512250.0,2021-11-10 00:12:41.0233333,,,,,,,,,,,,,,,,,,,,,,,,,
"SASSY SEAFOOD, LLC",LLC,Active,1355189,2021-03-31,37 PRATT STREET,ESSEX,United States,06426,CT,TRACEKA1@YAHOO.COM,Domestic,2020-08-17,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:12:41.0233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
PHANTOM DIGITAL LLC,LLC,Active,1355190,2021-03-31,79 MYRTLE ST APT B3,HARTFORD,United States,06105,CT,NAEEMADAMS56@GMAIL.COM,Domestic,2020-08-17,CT,Connecticut,False,False,True,False,False,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",711320.0,2021-11-10 00:12:41.0233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
