name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,dissolution_date,sub_status,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,category_survey_email_address,billing_unit,date_of_organization_meeting,mailing_jurisdiction_3,office_jurisdiction_3
LOICO LLC,LLC,Active,1369987,2022-03-31,,203 TALCOTT RIDGE RD,SOUTH WINDSOR,United States,06074,CT,loichengllc@gmail.com,,Domestic,,2020-12-16,CT,Connecticut,False,False,True,False,False,Software Publishers (511210),511210.0,2021-11-10 00:13:00.4666667,,,,,,,,,,,,,,,,,,,,
134 HENRY STREET LLC,LLC,Active,1369990,2022-03-31,,118 WOODRIDGE DRIVE SOUTH,STAMFORD,United States,06902,CT,siabak@aol.com,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:13:01.1700000,,,,,,,,,,,,,,,,,,,,
AJD BUSINESS SOLUTIONS LLC,LLC,Active,1369991,2022-03-31,,181 LAMSON ST.,WEST HAVEN,United States,06516,CT,adin350675@aol.com,,Domestic,,2020-12-16,CT,Connecticut,False,True,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:13:01.1700000,,,,,,,,,,,,,,,,,,,,
THE CONTACT COACH LLC,LLC,Active,1369992,2022-03-31,,92 FILBERT ST,HAMDEN,United States,06517,CT,thecontactcoach@gmail.com,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Sports Teams and Clubs (711211),,2021-11-10 00:13:01.1700000,,,,,,,,,,,,,,,,,,,,
JAC REALTY PARTNERS LLC,LLC,Active,1369993,2022-03-31,,135 WEST DUDLEY TOWN ROAD,BLOOMFIELD,United States,06002,CT,annedantecarroll@hotmail.com,,Domestic,,2020-12-16,CT,Connecticut,True,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:13:01.1700000,,,,,,,,,,,,,,,,,,,,
"ENTRUST WEALTH PARTNERS, LLC",LLC,Active,1369994,2021-03-31,,15 COUNTRY CLUB DRIVE,WEST SIMSBURY,United States,06095,CT,KLWETJEN@COMCAST.NET,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:13:01.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
190 PRINCE STREET LLC,LLC,Active,1369995,2021-03-31,,99 GARWOOD RD.,TRUMBULL,United States,06611,CT,MACHOMESERVICES@HOTMAIL.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:13:01.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
BRI LINTS DESIGN LLC,LLC,Active,1369996,2021-03-31,,11 GRUMMAN AVENUE,NORWALK,United States,06851,CT,BRILINTS4@GMAIL.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:13:01.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
"39 BOND STREET, LLC",LLC,Active,1369997,2022-03-31,,"3225 MCLEOD DR, SUITE 100",LAS VEGAS,United States,89121,NV,dconedy@andersonadvisors.com,,Domestic,,2020-12-16,NV,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:13:01.1700000,,,,,,,,,,,,,,,,,,,,
"LIS ARCOS INTERIORS, LLC",LLC,Active,1369998,2022-03-31,,76 HOPEWELL WOOD ROAD,REDDING,United States,06896,CT,lis-arcos@hotmail.com,,Domestic,,2020-12-16,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:13:01.1700000,,,,,,,,,,,,,,,,,,,,
TEKTON SERVICES LLC,LLC,Active,1369999,2021-03-31,,12 OLD MILL LN,STAMFORD,United States,06902,CT,TELLO64@GMAIL.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:13:01.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
"UPSCALE KICKS, LLC",LLC,Active,1370000,2021-03-31,,10 GREEN ST APT 1,WATERBURY,United States,06708,CT,QUAMAINEB08@GMAIL.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:13:01.2000000,,Annual report past due,,,,,,,,,,,,,,,,,,
SOLANOSOFT LLC,LLC,Active,1370001,2021-03-31,,35C HIAWATHA LANE EXT.,WESTPORT,United States,06880,CT,PVSOLANO@HOTMAIL.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:13:01.2000000,,Annual report past due,,,,,,,,,,,,,,,,,,
"THE NEVILLE LAW FIRM, LLC",LLC,Active,1370002,2022-03-31,,67 SOMERSET ST,WEST HARTFORD,United States,06110,CT,dneville@nevillelawfirm.com,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Offices of Lawyers (541110),541110.0,2021-11-10 00:13:01.2000000,,,,,,,,,,,,,,,,,,,,
AESTHETIC EDGE ONLINE CO.,Stock,Active,1370003,2021-12-26,,30 ESSEX LN,TRUMBULL,United States,06611,CT,EFILE1234@INCFILE.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:13:01.8266667,,Annual report due,,,,,,,,,,,,,1500.0,,,,,
BASPRO DEVELOPMENT LLC,LLC,Active,1370004,2021-03-31,,3061 DAVID AVENUE,DANIELSON,United States,06239,CT,ALBASLEY@YAHOO.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:13:01.8266667,,Annual report past due,,,,,,,,,,,,,,,,,,
GOTOGUYS LLC,LLC,Active,1370005,2022-03-31,,159 BROADWAY,BRIDGEPORT,United States,06606,CT,efranciane@rohuer.com,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),,2021-11-10 00:13:01.8266667,,,,,,,,,,,,,,,,,,,,
FAMILY PAINTING LLC,LLC,Active,1370006,2021-03-31,,332 HOWE AVE,SHELTON,United States,06484,CT,FAMILYPAINTING1313@GMAIL.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:13:01.8266667,,Annual report past due,,,,,,,,,,,,,,,,,,
BCJ 1 LLC,LLC,Active,1370007,2022-03-31,,196 SEATON ROAD # 1,STAMFORD,United States,06902,CT,joliveira007@aol.com,,Domestic,,2020-12-16,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:13:01.8266667,,,,,,,,,,,,,,,,,,,,
LES BIJOUX VINTAGE LLC,LLC,Active,1370008,2021-03-31,,74 HIGHTOWER ROAD,SOUTHINGTON,United States,06489,CT,LESBIJOUXVINTAGEE@GMAIL.COM,,Domestic,,2020-12-16,CT,Connecticut,True,False,False,False,False,Jewelry Stores (448310),448310.0,2021-11-10 00:13:01.8266667,,Annual report past due,,,,,,,,,,,,,,,,,,
NEXT LEVEL CONTRACTORS LLC,LLC,Active,1370009,2021-03-31,,269 OAKWOOD AVE,WEST HARTFORD,United States,06110,CT,EDUARDO.NLCONTRACTORS@GMAIL.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:13:01.8266667,,Annual report past due,,,,,,,,,,,,,,,,,,
"BLACK WALL STREET PUBLISHING, LLC",LLC,Active,1370010,2021-03-31,,1840 STATE STREET,HAMDEN,United States,06517,CT,EMAILJOICE@YAHOO.COM,,Domestic,,2020-12-16,CT,Connecticut,True,False,True,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:13:01.8266667,,Annual report past due,,,,,,,,,,,,,,,,,,
IVORI'S TRANSPORTATION LLC,LLC,Active,1370011,2021-03-31,,66 SHARON ST,HARTFORD,,06112,CT,S.DINNALD@HOTMAIL.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:13:01.8266667,,Annual report past due,,,,,,,,,,,,,,,,,,
CAREPLUS HOME CARE LLC,LLC,Active,1370014,2022-03-31,,63 E Center St,Manchester,United States,06040-5221,CT,ISACCKOJOASARE@GMAIL.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,True,False,False,Home Health Care Services (621610),621610.0,2021-11-10 00:13:01.8266667,,,,,,,,,,,,,,,,,UNIT 2C,,,
FIVE STAR CARE LLC,LLC,Active,1370016,2022-03-31,2021-02-01,250 CEDARBRIDGE AVENUE SUITE 290,LAKEWOOD,United States,08701,NJ,josh@fivestar.care,FIVE STAR CARE LLC,Foreign,United States,2020-12-16,NJ,NJ,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),561330.0,2021-11-10 00:13:01.8266667,,,"250 CEDARBRIDGE AVENUE SUITE 290, LAKEWOOD, NJ, 08701, United States",250 CEDARBRIDGE AVENUE SUITE 290,LAKEWOOD,NJ,8701.0,United States,"250 CEDARBRIDGE AVENUE SUITE 290, LAKEWOOD, NJ, 08701, United States",250 CEDARBRIDGE AVENUE SUITE 290,LAKEWOOD,NJ,8701.0,United States,,,,,,
"HEALING HEARTS HELPING HANDS, INC.",Non-Stock,Active,1370020,2021-03-16,,No information provided,,,,,,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:13:01.8266667,,First report past due,,,,,,,,,,,,,,,,,,
"JOYFUL RENTS, LLC",LLC,Active,1370026,2021-03-31,2020-12-16,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,RENEWALS@VEIL.COM,"JOYFUL RENTS, LLC",Foreign,United States,2020-12-16,UT,UT,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:13:01.8433333,,Annual report past due,"1187 NORTH 1200 WEST STE 300, OREM, UT, 84057, United States",1187 NORTH 1200 WEST STE 300,OREM,UT,84057.0,United States,"1187 NORTH 1200 WEST STE 300, OREM, UT, 84057, United States",1187 NORTH 1200 WEST STE 300,OREM,UT,84057.0,United States,,,,,,
"NORI, INC.",Stock,Active,1370051,2021-12-16,2019-08-27,499 SILVERMINE RD.,NEW CANAAN,,06840,CT,COURTNEY@NORIPRESS.COM,"NORI, INC.",Foreign,,2020-12-16,DE,DE,False,False,False,False,False,Small Electrical Appliance Manufacturing (335210),335210.0,2021-11-10 00:13:01.8433333,,Annual report due,,,,,,,,,,,,,,,,,,
WORKPLACEUX LLC,LLC,Active,1370052,2021-03-31,2020-12-16,86 OLD FARM ROAD,WESTON,United States,06883,CT,TBRADBURY@WORKPLACEUX.COM,WORKPLACEUX LLC,Foreign,United States,2020-12-16,DE,DE,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:13:01.8433333,,Annual report past due,"874 WALKER RD STE C, DOVER, DE, 19904, United States",874 WALKER RD STE C,DOVER,DE,19904.0,United States,"874 WALKER RD STE C, DOVER, DE, 19904, United States",874 WALKER RD STE C,DOVER,DE,19904.0,United States,,,,,,
"HHC IMAGING CENTER OPERATIONS, LLC",LLC,Active,1370053,2022-03-31,,ONE STATE STREET 19TH FLOOR,HARTFORD,United States,06103,CT,Legal.Support@hhchealth.org,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Medical Laboratories (621511),621511.0,2021-11-10 00:13:01.8433333,,,,,,,,,,,,,,,,,,,,
"QUALITY TOOL REPAIR, LLC",LLC,Active,1370056,2022-03-31,,39 WEDGEWOOD DR. SUITE K,JEWETT CITY,United States,06351,CT,qtr@snet.net,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance (811310),811310.0,2021-11-10 00:13:01.8433333,,,,,,,,,,,,,,,,,,,,
"PLAINFIELD GRAVE GUARDIANS ASSOCIATION, INC.",Non-Stock,Active,1370061,2022-03-12,,38 RAILROAD AVENUE,PLAINFIELD,United States,06374,CT,PLAINFIELDGRAVEGUARDIANS@GMAIL.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Cemeteries and Crematories (812220),812220.0,2021-11-10 00:13:01.8433333,,Annual report past due,,,,,,,,,,,,,,,,,,
HELIX2 LLC,LLC,Active,1370062,2021-03-31,2020-12-16,86 OLD FARM ROAD,WESTON,United States,06883,CT,TOM@HELIX2.US,HELIX2 LLC,Foreign,United States,2020-12-16,DE,DE,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:13:01.8433333,,Annual report past due,"874 WALKER RD STE C, DOVER, DE, 19904, United States",874 WALKER RD STE C,DOVER,DE,19904.0,United States,"874 WALKER RD STE C, DOVER, DE, 19904, United States",874 WALKER RD STE C,DOVER,DE,19904.0,United States,,,,,,
MITCHELL & FFRENCH LLC,LLC,Active,1370065,2022-03-31,,10 OAKLAND TER,HARTFORD,United States,06112,CT,mitchellffrenchllc@gmail.com,,Domestic,,2020-12-16,CT,Connecticut,False,False,True,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:13:01.8433333,,,,,,,,,,,,,,,,,,,,
COURTNEY HOUGHTON REAL ESTATE LLC,LLC,Active,1370072,2021-03-31,,106 PATTERSON AVENUE,GREENWICH,United States,06830,CT,COURTNEYREALTOR1@GMAIL.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:13:01.8433333,,Annual report past due,,,,,,,,,,,,,,,,,,
THINKPLANJUMP LLC,LLC,Active,1370082,2022-03-31,,18 FERN VALLEY ROAD,WESTON,United States,06883,CT,mark@thinkplanjump.com,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:13:01.8566667,,,,,,,,,,,,,,,,,,,,
SASCO DIGITAL ASSETS LLC,LLC,Active,1370083,2021-03-31,,101 MAILANDS ROAD,FAIRFIELD,United States,06824,CT,OMAR.SABEK@GMAIL.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),541690.0,2021-11-10 00:13:01.8566667,,Annual report past due,,,,,,,,,,,,,,,,,,
E.L. ZEITLER LLC,LLC,Active,1370084,2022-03-31,,43 MULBERRY HL,HAMDEN,United States,06517,CT,elizabeth.zeitler.work@gmail.com,,Domestic,,2020-12-16,CT,Connecticut,True,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:13:01.8566667,,,,,,,,,,,,,,,,,,,,
SPHYNX LLC,LLC,Active,1370085,2021-03-31,,349 NOBLE AVE,BRIDGEPORT,,06608,CT,ACAMMOCK29@GMAIL.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Women's Clothing Stores (448120),448120.0,2021-11-10 00:13:01.8566667,,Annual report past due,,,,,,,,,,,,,,,,,,
SAGAMORE HILL LLC,LLC,Active,1370112,2022-03-31,2021-05-01,1755 WITTINGTON PLACE STE 410,DALLAS,United States,75234,TX,mdelgado@rooseveltmc.com,SAGAMORE HILL LLC,Foreign,United States,2020-12-16,DE,DE,False,False,False,False,False,Other Financial Vehicles (525990),525990.0,2021-11-10 00:13:01.8566667,,,,,,,,,,,,,,,,,,,,
"MCMC SERVICES, LLC",LLC,Active,1370113,2022-03-31,2020-12-16,3280 PEACHTREE ROAD STE 2625,ATLANTA,United States,30305,GA,Compliancemail@cscinfo.com,"MCMC SERVICES, LLC",Foreign,United States,2020-12-16,DE,DE,False,False,False,False,False,All Other Insurance Related Activities (524298),524298.0,2021-11-10 00:13:01.8566667,,,"251 LITLLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITLLE FALLS DRIVE,WILMINGTON,DE,19808.0,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808.0,United States,,,,,,
"THE BENECON GROUP, LLC",LLC,Active,1370115,2022-03-31,2021-01-01,201 EAST OREGON ROAD STE 100,LITITZ,United States,17543,PA,abucher@benecon.com,"THE BENECON GROUP, LLC",Foreign,United States,2020-12-16,PA,PA,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:13:01.8566667,,,"201 EAST OREGON ROAD STE 100, LITITZ, PA, 17543,",201 EAST OREGON ROAD STE 100,LITITZ,PA,17543.0,,"201 EAST OREGON ROAD STE 100, LITITZ, PA, 17543, United States",201 EAST OREGON ROAD STE 100,LITITZ,PA,17543.0,United States,,,,,,
ROOTINGFIU LLC,LLC,Active,1370117,2021-03-31,,11 WADE AVE,BLOOMFIELD,,06002,CT,ROOTINGFIU1@GMAIL.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:13:01.8566667,,Annual report past due,,,,,,,,,,,,,,,,,,
"BAILEY RAIL AND GRANARY, LLC",LLC,Active,1370123,2022-03-31,,283 MAIN STREET,RIDGEFIELD,United States,06877,CT,pmd001@hotmail.com,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:13:01.8566667,,,,,,,,,,,,,,,,,,,,
187 DANBURY TEI INVESTORS LLC,LLC,Active,1370125,2022-03-31,,55 FIFTH AVENUE 15TH FLOOR,NEW YORK,United States,10003,NY,jhaslach@timeequities.com,,Domestic,,2020-12-16,NY,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),,2021-11-10 00:13:01.8566667,,,,,,,,,,,,,,,,,,,,
187 DANBURY CLINTON HILL LLC,LLC,Active,1370128,2022-03-31,,55 FIFTH AVENUE 15TH FLOOR,NEW YORK,United States,10003,NY,jhaslach@timeequities.com,,Domestic,,2020-12-16,NY,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:13:01.8566667,,,,,,,,,,,,,,,,,,,,
187 DANBURY W 97 LLC,LLC,Active,1370130,2022-03-31,,55 FIFTH AVENUE 15TH FLOOR,NEW YORK,United States,10003,NY,jhaslach@timeequities.com,,Domestic,,2020-12-16,NY,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),,2021-11-10 00:13:01.8566667,,,,,,,,,,,,,,,,,,,,
187 DANBURY INV I LLC,LLC,Active,1370133,2022-03-31,,55 FIFTH AVENUE 15TH FLOOR,NEW YORK,United States,10003,NY,jhaslach@timeequities.com,,Domestic,,2020-12-16,NY,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),,2021-11-10 00:13:01.8566667,,,,,,,,,,,,,,,,,,,,
187 DANBURY INV II LLC,LLC,Active,1370134,2022-03-31,,55 FIFTH AVENUE 15TH FLOOR,NEW YORK,United States,10003,NY,jhaslach@timeequities.com,,Domestic,,2020-12-16,NY,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),,2021-11-10 00:13:01.8566667,,,,,,,,,,,,,,,,,,,,
"PERMUTIVE TECHNOLOGIES, INC.",Stock,Active,1370136,2021-12-16,2019-08-13,244 FIFTH AVE STE 1437,NEW YORK,,10001,NY,LEGAL@PERMUTIVE.COM,"PERMUTIVE TECHNOLOGIES, INC.",Foreign,,2020-12-16,DE,DE,False,False,False,False,False,,,2021-11-10 00:13:01.8566667,,Annual report due,,,,,,,,,,,,,,,,,,
187 DANBURY INV III LLC,LLC,Active,1370138,2022-03-31,,55 FIFTH AVENUE 15TH FLOOR,NEW YORK,United States,10003,NY,jhaslach@timeequities.com,,Domestic,,2020-12-16,NY,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),,2021-11-10 00:13:01.8566667,,,,,,,,,,,,,,,,,,,,
SEARCH WITH IMAGINATION LLC,LLC,Active,1370148,2022-03-31,,17 WILSHIRE RD,MADISON,United States,06443,CT,maxine@maxinemartens.com,,Domestic,,2020-12-16,CT,Connecticut,True,False,False,False,False,Executive Search Services (561312),561312.0,2021-11-10 00:13:01.8566667,,,,,,,,,,,,,,,,,,,,
187 DANBURY INV IV LLC,LLC,Active,1370152,2022-03-31,,55 FIFTH AVENUE 15TH FL,NEW YORK,United States,10003,NY,jhaslach@timeequities.com,,Domestic,,2020-12-16,NY,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),,2021-11-10 00:13:01.8566667,,,,,,,,,,,,,,,,,,,,
"XPRESS LOGISTICS SOLUTIONS, INC.",Stock,Active,1370158,2021-12-16,2020-12-16,30 TECHNOLOGY PKWY SOUTH SUITE 200,PEACHTREE CORNERS,,30092,GA,CINDY.DAVIS@CAPSTONELOGISTICS.COM,"XPRESS LOGISTICS SOLUTIONS, INC.",Foreign,,2020-12-16,DE,DE,False,False,False,False,False,Couriers and Express Delivery Services (492110),492110.0,2021-11-10 00:13:01.8566667,,Annual report due,,,,,,,,,,,,,,,,,,
AQUADIA LLC,LLC,Active,1370159,2022-03-31,,259 SPRING WATER LANE,NEW CANAAN,United States,06840,CT,gdepalo1@optonline.net,,Domestic,,2020-12-16,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:13:01.8433333,,,,,,,,,,,,,,,,,,,,
ON THE MONEY ANALYTICS LLC,LLC,Registered,1370161,,,388 MARKET ST STE 1300,SAN FRANCISCO,,94111,CA,,ON THE MONEY ANALYTICS LLC,Foreign,,2020-12-16,DE,DE,False,False,False,False,False,,,2021-11-10 00:13:01.8433333,,,,,,,,,"388 MARKET ST STE 1300, SAN FRANCISCO, CA, 94111,",388 MARKET ST STE 1300,SAN FRANCISCO,CA,94111.0,,,,,,,
BUTTOMSUP LLC,LLC,Active,1370167,2021-03-31,,215 SEYMOUR RD,WOODBRIDGE,,06525,CT,,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:13:01.8433333,,Annual report past due,,,,,,,,,,,,,,,,,,
CISCO HEATING AND COOLING PROS LLC,LLC,Active,1370175,2022-03-31,,9 WHITNEY LN,WEST HAVEN,United States,06516,CT,Ciscoheatingandcooling@gmail.com,,Domestic,,2020-12-16,CT,Connecticut,False,False,True,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,2021-11-10 00:13:01.8433333,,,,,,,,,,,,,,,,,,,,
CIRILLO MARKETING COMMUNICATIONS INC,Stock,Active,1370212,2021-12-16,2020-10-01,145 N FRANKLIN TURNPIKE STE 201,RAMSEY,United States,07446,NJ,NANCY@LCMARKETING.NET,CIRILLO MARKETING COMMUNICATIONS INC,Foreign,United States,2020-12-16,NJ,NJ,False,False,False,False,False,Other Services Related to Advertising (541890),541890.0,2021-11-10 00:13:01.8566667,,Annual report due,,,,,,,,,,,,,,,,,,
CIDRA CONCRETE HOLDINGS LLC,LLC,Active,1370318,2022-03-31,2020-12-15,50 BARNES PARK ROAD NORTH,WALLINGFORD,United States,06492,CT,mgrillo@cidra.com,CIDRA CONCRETE HOLDINGS LLC,Foreign,United States,2020-12-16,DE,DE,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",333131.0,2021-11-10 00:13:01.8900000,,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808.0,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808.0,United States,,,,,,
"ABANDONED PROPERTY ADVISORS, LLC",LLC,Active,1370321,2022-03-31,2020-12-11,"999 Vanderbilt Beach Road, Suite 200",NAPLES,United States,34108,FL,cls-ctarmsevidence@wolterskluwer.com,"ABANDONED PROPERTY ADVISORS, LLC",Foreign,,2020-12-16,DE,DE,False,False,False,False,False,Office Administrative Services (561110),561110.0,2021-11-10 00:13:01.8900000,,,,,,,,,,,,,,,,,,,,
"CYR ELECTRICAL SERVICES, LLC",LLC,Active,1370498,2022-03-31,,90 TROTTERS WAY,TORRINGTON,United States,06790,CT,Matthew.cyr78@gmail.com,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),,2021-11-10 00:13:02.4200000,,,,,,,,,,,,,,,,,,,,
RAI CT 1 LLC,LLC,Active,1370655,2021-03-31,2020-12-16,810-750 EAST MAIN STREET,STAMFORD,,06902,CT,,RAI CT 1 LLC,Foreign,,2020-12-16,DE,DE,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:13:02.4500000,,Annual report past due,"2140 S DUPONT HWY, CAMDEN, DE, 19934,",2140 S DUPONT HWY,CAMDEN,DE,19934.0,,"2140 S DUPONT HWY, CAMDEN, DE, 19934,",2140 S DUPONT HWY,CAMDEN,DE,19934.0,,,,,,,
DABELL LLC,LLC,Active,1370666,2022-03-31,,473 BURTON RD.,BEACON FALLS,United States,06403,CT,djbbfgsl@aol.com,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,General Line Grocery Merchant Wholesalers (424410),,2021-11-10 00:13:02.4500000,,,,,,,,,,,,,,,,,,,,
"SHORELINE EDUCATIONAL ASSESSMENT CENTER, LLC",LLC,Active,1370671,2021-03-31,,81 HALLS RD. SUITE B,OLD LYME,,06371,CT,SHORELINEASSESSMENTS@COMCAST.NET,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:13:02.4500000,,Annual report past due,,,,,,,,,,,,,,,,,,
"312 OLD WHITFIELD, LLC",LLC,Active,1370675,2022-03-31,,93 DEVONSHIRE LANE,MADISON,United States,06443,CT,cecily.baran@gmail.com,,Domestic,,2020-12-16,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:13:02.4500000,,,,,,,,,,,,,,,,,,,,
"SLOWR, LLC",LLC,Dissolved,1370685,2022-03-31,,24 ROCK RIDGE ROAD,NEWTOWN,United States,06470,CT,slowrbeats@gmail.com,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:13:02.4500000,,,,,,,,,,,,,,,,,,,,
PRIMORDIAL PICTURES LLC,LLC,Active,1370688,2021-03-31,,147 LOMBARD ST,NEW HAVEN,,06513,CT,PRIMORDIALPICTURESLLC@GMAIL.COM,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:13:02.4500000,,Annual report past due,,,,,,,,,,,,,,,,,,
BENSON WEBSTER ASSOCIATES LLC,LLC,Active,1370693,2022-03-31,,13 CLIFF ST,EAST HAVEN,United States,06512,CT,bcullen.mets@gmail.com,,Domestic,,2020-12-16,CT,Connecticut,False,False,False,False,False,Other Computer Related Services (541519),541519.0,2021-11-10 00:13:02.4500000,,,,,,,,,,,,,,,,,,,,
