name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,dissolution_date,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,sub_status,date_of_organization_meeting,billing_unit,reason_for_administrative,category_survey_email_address
OMNI ELECTRICAL SERVICES LLC,LLC,Active,1382848,2022-03-31,51 EDWIN ROAD STE 5,SOUTH WINDSOR,United States,06074,CT,TOMCAMP318@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),2021-11-10 00:05:47.6666667,,,,,,,,,,,,,,,,,,,,,,
WGM WE GET MONEY LLC,LLC,Active,1382915,2022-03-31,410 FARMINGTON AVE APT Q1,NEW BRITAIN,United States,06053,CT,EFILE1234@INCFILE.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),2021-11-10 00:05:38.2533333,,,,,,,,,,,,,,,,,,,,,,
"PROVIDENCE TRUST PROPERTIES III, LLC",LLC,Active,1382841,2022-03-31,85 SHELTON ROAD,TRUMBULL,United States,06611,CT,ROBERT@VALLEYCONTAINER.COM,Domestic,2021-03-16,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:05:41.7400000,,,,,,,,,,,,,,,,,,,,,,
KELLY AND ZUZANY NAIL SUPPLY LLC,LLC,Active,1382846,2022-03-31,848 NORTH AVENUE,BRIDGEPORT,United States,06606,CT,JHOANAMATINES@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Nail Salons (812113),2021-11-10 00:05:37.6900000,,,,,,,,,,,,,,,,,,,,,,
LOYALTY INVESTMENTS LLC,LLC,Active,1382780,2022-03-31,8 ELLINGTON STREET,HARTFORD,United States,06106,CT,ROBCAMPBELL432@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,True,False,False,Residential Property Managers (531311),2021-11-10 00:05:38.3500000,,,,,,,,,,,,,,,,,,,,,,
ORA ORO LLC,LLC,Active,1382671,2022-03-31,28 OLD NORWALK ROAD,NEW CANAAN,United States,06840,CT,FILING@ACS123.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",2021-11-10 00:05:50.1200000,,,,,,,,,,,,,,,,,,,,,,
"NUTMEG CONSTRUCTION SERVICES, LLC",LLC,Active,1382916,2022-03-31,49 AUTUMN LN,STAMFORD,United States,06906,CT,EFILE1234@INCFILE.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Other Heavy and Civil Engineering Construction (237990),2021-11-10 00:05:38.2233333,,,,,,,,,,,,,,,,,,,,,,
HARTFORD SWIM QUEST INC.,Stock,Active,1382840,2022-05-28,32 BALDWIN DRIVE,FARMINGTON,United States,06032,CT,RCARRE@LAWSSF.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),2021-11-10 00:05:45.5233333,,20000.0,,,,,,,,,,,,,,,,,,,,
SWEET LAQUOR LLC,LLC,Active,1382598,2022-03-31,"12 COTTAGE ST., UNIT 1212",VERNON ROCKVILLE,United States,06066,CT,SWEETLAQUOR@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:20.1766667,,,,,,,,,,,,,,,,,,,,,,
410 HOWE AVENUE LLC,LLC,Active,1382600,2022-03-31,20 VIRGINIA DRIVE,EASTON,United States,06612,CT,GOLDCOASTHOUSES@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:03:25.9733333,,,,,,,,,,,,,,,,,,,,,,
NEAT CLEANUP CREW L.L.C.,LLC,Active,1382914,2022-03-31,4 LISA CT,RED HOOK,United States,12571,NY,EFILE1234@INCFILE.COM,Domestic,2021-03-16,NY,Connecticut,False,False,False,False,False,Used Household and Office Goods Moving (484210),2021-11-10 00:03:25.9733333,,,,,,,,,,,,,,,,,,,,,,
"NORTHFIELD, LLC",LLC,Active,1382601,2022-03-31,19 NEW CITY STREET,ESSEX,United States,06426,CT,AMSWAIN3@SNET.NET,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:03:16.0200000,,,,,,,,,,,,,,,,,,,,,,
"QOF1, LLC",LLC,Dissolved,1382838,2022-03-31,231 WESTON STREET,HARTFORD,United States,06120,CT,MKOTHARI@EXPRESSKITCHENS.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:16.5833333,2021-03-29T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
"SOUND HARBOR MEDIATION, LLC",LLC,Active,1382784,2022-03-31,943 POST ROAD EAST,WESTPORT,United States,06880,CT,MARTHA@MARTHADUNN.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:03:27.3500000,,,,,,,,,,,,,,,,,,,,,,
SALON D LLC,LLC,Active,1382781,2022-03-31,427 STILLSON RD. SUITE 103 UNIT 3G,FAIRFIELD,United States,06824,CT,SALOND103@YAHOO.COM,Domestic,2021-03-16,CT,Connecticut,True,False,True,False,False,Beauty Salons (812112),2021-11-10 00:03:23.6000000,,,,,,,,,,,,,,,,,,,,,,
ZERY TRANS LLC,LLC,Active,1382765,2022-03-31,76 GOLF BLVD,NEW BRITAIN,United States,06053,CT,ZERYTRANS@YAHOO.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:03:23.5200000,,,,,,,,,,,,,,,,,,,,,,
SENSEABLE LIT KITS LLC,LLC,Active,1382783,2022-03-31,115-54 COLONIAL ROAD,STAMFORD,United States,06906,CT,BPELLI@UDEL.EDU,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Manufacturing (339999),2021-11-10 00:03:15.9566667,,,,,,,,,,,,,,,,,,,,,,
SMALL TOWN LANDSCAPING LLC,LLC,Active,1382599,2022-03-31,481 BROOKLYN ROAD,CANTERBURY,United States,06331,CT,JDUBS0605@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:03:26.0200000,,,,,,,,,,,,,,,,,,,,,,
THE ROCK LOGISTIC LLC,LLC,Active,1382782,2022-03-31,46 SCOFIELD AVE #2,STAMFORD,United States,06906-1714,CT,THEROCKLOGISTIC@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Other Warehousing and Storage (493190),2021-11-10 00:03:16.6300000,,,,,,,,,,,,,,,,,,,,,,
SUIT-KOTE CORPORATION,Stock,Active,1382766,2022-03-16,1911 LORINGS CROSSING ROAD,CORTLAND,United States,13045,NY,TREMANE.NICHOLSON@CSCGLOBAL.COM,Foreign,2021-03-16,NY,NY,False,False,False,False,False,"Highway, Street, and Bridge Construction (237310)",2021-11-10 00:03:16.6300000,,,1996-08-21,SUIT-KOTE CORPORATION,United States,,,,,,,,,,,,,,,,,
STACKED MANAGEMENT LLC,LLC,Active,1383711,2022-03-31,15 WOODCREST DR,OLD LYME,,06371,CT,STACKEDMNGMT@GMAIL.COM,Foreign,2021-03-16,DE,DE,False,False,False,False,False,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",2021-11-10 00:03:28.7100000,,,2021-03-01,STACKED MANAGEMENT LLC,,"221 N. BROAD STREET SUITE 3A, MIDDLETOWN, DE, 19709,",221 N. BROAD STREET SUITE 3A,MIDDLETOWN,DE,19709,,"221 N. BROAD STREET SUITE 3A, MIDDLETOWN, DE, 19709,",221 N. BROAD STREET SUITE 3A,MIDDLETOWN,DE,19709,,,,,,
DRAGON MULTIMEDIA LLC,LLC,Active,1382773,2022-03-31,280 DENNISON RIDGE DRIVE,MANCHESTER,United States,06040-6838,CT,CCATENI@TV-WEST.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Motion Picture and Video Production (512110),2021-11-10 00:03:15.9733333,,,,,,,,,,,,,,,,,,,,,,
DOSCHER CONSULTING LLC,LLC,Active,1382775,2022-03-31,20 ALDER LANE,SANDY HOOK,United States,06482-1404,CT,HDOSCHER@YAHOO.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),2021-11-10 00:03:27.3800000,,,,,,,,,,,,,,,,,,,,,,
"RAW EMPRESS , LLC",LLC,Active,1382797,2022-03-31,827 CONGRESS AVE,NEW HAVEN,United States,06519,CT,SHAFIQAHHANEEF89@YAHOO.COM,Domestic,2021-03-16,CT,Connecticut,True,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2021-11-10 00:03:20.1600000,,,,,,,,,,,,,,,,,,,,,,
WATERBURY PLAZA CT LLC,LLC,Active,1382734,2022-03-31,501 CHESTNUT RIDGE ROAD SUITE 306,CHESTNUT RIDGE,United States,10977,NY,HOROWITZHARRY@GMAIL.COM,Domestic,2021-03-16,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:03:20.8800000,,,,,,,,,,,,,,,,,,,,,,
MOM EASE LLC,LLC,Active,1382798,2022-03-31,70 MARVEL ROAD,NEW HAVEN,United States,,CT,TALIA_NUNEZ@YAHOO.COM,Domestic,2021-03-16,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:03:22.1000000,,,,,,,,,,,,,,,,,,,,,,
TREASURES FOREVER LLC,LLC,Active,1382829,2022-03-31,38 WYNGATE,SIMSBURY,United States,06070,CT,TREASURESFOREVER1@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,True,False,,2021-11-10 00:03:27.3033333,,,,,,,,,,,,,,,,,,,,,,
BRADY CARPENTRY LLC,LLC,Active,1382735,2022-03-31,13 CHAPPELLE ST,DANBURY,United States,06810,CT,RAMIREZY761@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2021-11-10 00:03:35.1800000,,,,,,,,,,,,,,,,,,,,,,
IM ELECTRIC LLC,LLC,Active,1382795,2022-03-31,11 AMBLER DRIVE,NORWALK,United States,06851,CT,INMER8424@ME.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),2021-11-10 00:03:40.5233333,,,,,,,,,,,,,,,,,,,,,,
SUN & SKY CONSTRUCTION LLC,LLC,Active,1382774,2022-03-31,210 MCKINLEY AVE,STRATFORD,United States,06615,CT,IEXPEDITE203@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,True,False,False,Commercial and Institutional Building Construction (236220),2021-11-10 00:03:29.3333333,,,,,,,,,,,,,,,,,,,,,,
"FIRST ORDER, LLC",LLC,Active,1382736,2022-03-31,4383 HECKTOWN ROAD SUITE B,BETHLEHEM,United States,18020,PA,JSHOEMAKER@FIRSTORDERLLC.NET,Foreign,2021-03-16,PA,PA,False,False,False,False,False,Surveying and Mapping (except Geophysical) Services (541370),2021-11-10 00:03:37.7900000,,,2009-05-01,"FIRST ORDER, LLC",United States,"4383 HECKTOWN ROAD SUITE B, BETHLEHEM, PA, 18020,",4383 HECKTOWN ROAD SUITE B,BETHLEHEM,PA,18020,,"4383 HECKTOWN ROAD SUITE B, BETHLEHEM, PA, 18020,",4383 HECKTOWN ROAD SUITE B,BETHLEHEM,PA,18020,,,,,,
"TRIIDENT PROPERTIES, LLC",LLC,Active,1382748,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:39.0533333,,,,,,,,,,,,,,,,,,,,,,
MATT'S CHAINSAW PARTS LLC,LLC,Active,1382764,2022-03-31,1102 FIENEMANN ROAD,FARMINGTON,United States,06032,CT,MATTYO5@AOL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-11-10 00:03:32.5533333,,,,,,,,,,,,,,,,,,,,,,
C. DANSCUK TRUCKING LLC,LLC,Active,1382732,2022-03-31,170 ATWATER STREET,WEST HAVEN,United States,06516,CT,CDANSCUK@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Other Construction Material Merchant Wholesalers (423390),2021-11-10 00:03:32.5700000,,,,,,,,,,,,,,,,,,,,,,
154 PARK LLC,LLC,Active,1382733,2022-03-31,1015 BOSTON POST ROAD,MILFORD,United States,06460,CT,HANDHREALTYLLC@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:03:33.9133333,,,,,,,,,,,,,,,,,,,,,,
SAYRALINN'S BEAUTY BAR LLC,LLC,Active,1382772,2022-03-31,14 BEECHWOOD DR.,DANBURY,United States,06810,CT,MAKEUPARTIST0204@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),2021-11-10 00:03:36.4433333,,,,,,,,,,,,,,,,,,,,,,
RUSKO TRUCKING LLC,LLC,Active,1382719,2022-03-31,285 PEACE ST,STRATFORD,United States,06615,CT,JAMES@AMESUR.NET,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",2021-11-10 00:03:32.0066667,,,,,,,,,,,,,,,,,,,,,,
GANEY PHARMACEUTICAL CONSULTING LLC,LLC,Active,1382830,2022-03-31,243 HAMBURG ROAD,LYME,United States,06371,CT,GANEYMV@ME.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Research and Development in Biotechnology (except Nanobiotechnology) (541714),2021-11-10 00:03:34.5833333,,,,,,,,,,,,,,,,,,,,,,
JASRA 2 LLC,LLC,Active,1382747,2022-03-31,81 SPORTSMAN HILLROAD,MADISON,United States,06443-2418,CT,RAJULATANDON@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:03:29.3500000,,,,,,,,,,,,,,,,,,,,,,
DOMINGUEZ FOOD LLC,LLC,Active,1383715,2022-03-31,13 HILLSIDE AVENUE,DANBURY,,06811,CT,JDGUEZG25@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Food Service Contractors (722310),2021-11-10 00:03:35.1633333,,,,,,,,,,,,,,,,,,,,,,
"FAIRWAY ENTERPRISES, LLC",LLC,Active,1382721,2022-03-31,8 CONIFER LANE,AVON,United States,06001,CT,FAIRWAY10ENTERPRISES@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",2021-11-10 00:03:38.3333333,,,,,,,,,,,,,,,,,,,,,,
3990 SOLEMARE LLC,LLC,Active,1382720,2022-03-31,2959 CONGRESS STREET,FAIRFIELD,United States,06824,CT,SLEBOWITZ@ZNCLAW.COM,Domestic,2021-03-16,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:03:37.0833333,,,,,,,,,,,,,,,,,,,,,,
BAZ KREYOL LLC,LLC,Active,1382828,2022-03-31,108 HOMESTEAD AVE,STRATFORD,United States,06615,CT,ROODYJEANBAPTISTE@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,True,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:03:43.1333333,,,,,,,,,,,,,,,,,,,,,,
CANDLES BY B...LLC,LLC,Active,1383766,2022-03-31,172 KNOWLTON STREET,STRATFORD,,06615-5660,CT,CANDLESBYBREN@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Manufacturing (339999),2021-11-10 00:03:48.7433333,,,,,,,,,,,,,,,,,,,,,,
960 STATE STREET LLC,LLC,Active,1382813,2022-03-31,149 NICOLL ST UNIT 3,NEW HAVEN,United States,06511,CT,TOPLIFFPEAK@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:03:47.5233333,,,,,,,,,,,,,,,,,,,,,,
"TICOAT, INC.",Stock,Active,1382796,2022-03-16,449 Boston Post Rd,North Windham,United States,06256-1009,CT,SCIBILIA@HALLORANSAGE.COM,Foreign,2021-03-16,DE,DE,False,False,False,False,False,Surface Active Agent Manufacturing (325613),2021-11-10 00:03:48.7733333,,,2021-03-16,"TICOAT, INC.",United States,,,,,,,,,,,,,,,B,,
20 MCLENNAN ROAD LLC,LLC,Dissolved,1382712,2022-03-31,58 TUTTLE ROAD,WOODBURY,United States,06798,CT,20MCLENNAN@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,True,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:03:47.4766667,2021-03-22T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
BBT PROPERTIES LLC,LLC,Active,1382811,2022-03-31,61 TAUNTON RD,FAIRFIELD,United States,06824,CT,TIMOTHYJAMESENTERPRISES@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:03:51.3200000,,,,,,,,,,,,,,,,,,,,,,
4040PHOTOGRAPHY LLC,LLC,Active,1382751,2022-03-31,680 EAST MAIN STREET #745,STAMFORD,United States,06901,CT,REALFORTYPHOTOGRAPHY@YAHOO.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,"Photography Studios, Portrait (541921)",2021-11-10 00:03:52.0233333,,,,,,,,,,,,,,,,,,,,,,
"WEVOLVE, LLC",LLC,Active,1382714,2022-03-31,38 LEIGH DRIVE,EAST HAVEN,United States,06512,CT,BUNNELL@AYA.YALE.EDU,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-11-10 00:03:43.7900000,,,,,,,,,,,,,,,,,,,,,,
"WASH BROOK, LLC",LLC,Active,1382711,2022-03-31,"66 WEST MAIN STREET, SUITE 102",NEW BRITAIN,United States,06051,CT,FILINGS@VCORPSERVICES.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:53.4133333,,,,,,,,,,,,,,,,,,,,,,
PROGRESSIVE DEMOLITION LLC,LLC,Active,1382753,2022-03-31,1 GLOVER AVENUE APT 131,NORWALK,United States,06850,CT,PROGRESSIVEDEMO88@GMAIL.COM,Foreign,2021-03-16,OH,OH,False,False,False,False,False,Site Preparation Contractors (238910),2021-11-10 00:03:43.7900000,,,2021-03-16,PROGRESSIVE DEMOLITION LLC,United States,"24127 E OAKLAND RD, BAY VILLAGE, OH, 44140, United States",24127 E OAKLAND RD,BAY VILLAGE,OH,44140,United States,"24127 E OAKLAND RD, BAY VILLAGE, OH, 44140, United States",24127 E OAKLAND RD,BAY VILLAGE,OH,44140,United States,,,,,
THE CRIMSON BLACK CONSORTIUM LLC,LLC,Active,1382592,2022-03-31,"157 BURRITT ST., UNIT 6",PLANTSVILLE,United States,06479,CT,SUJITH@THECRIMSONBLACKCONSORTIUM.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:44.5400000,,,,,,,,,,,,,,,,,,,,,,
JEN OF ALL TRADES LLC,LLC,Active,1382586,2022-03-31,7 PIAVE STREET UNIT 10B,STAMFORD,United States,06902,CT,JENOFALLTRADESOFFICIAL@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,True,False,True,False,False,Administrative Management and General Management Consulting Services (541611),2021-11-10 00:03:53.3666667,,,,,,,,,,,,,,,,,,,,,,
ROSINA'S MILL STREET LLC,LLC,Active,1382835,2022-03-31,230 MILL STREET,GREENWICH,United States,06830,CT,FRANKCARPSR@ICLOUD.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:03:43.7400000,,,,,,,,,,,,,,,,,,,,,,
FAIRY DUST HOLDINGS LLC,LLC,Active,1382815,2022-03-31,30 BROADWAY AVE.,MYSTIC,United States,06355,CT,BILL@JEALOUS-MONK.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:03:41.9433333,,,,,,,,,,,,,,,,,,,,,,
BABY TOWN DAYCARE LLC,LLC,Active,1382812,2022-03-31,61 WADE ST,BRIDGEPORT,United States,06604,CT,ATLANTISLLC@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Child Day Care Services (624410),2021-11-10 00:03:59.1333333,,,,,,,,,,,,,,,,,,,,,,
"R & J LAWRENCE COMPANY, LLC",LLC,Active,1382836,2022-03-31,63 OAK STREET,MERIDEN,United States,06450,CT,JOHNMCGRATH@LAWRENCECOMPANY.NET,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:03:56.6333333,,,,,,,,,,,,,,,,,,,,,,
"JTFORE, LLC",LLC,Active,1382345,2022-03-31,6 GAYLEA DRIVE,BRANFORD,United States,06405,CT,JTORELLO@PBSCARD.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Administration of Public Health Programs (923120),2021-11-10 00:03:56.6200000,,,,,,,,,,,,,,,,,,,,,,
MADHAVANI & IANNUZZI LLC,LLC,Active,1382593,2022-03-31,49 GRANITE DRIVE,WILTON,United States,06897-1318,CT,NEILMADHAVANI@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Sporting Goods Stores (451110),2021-11-10 00:03:59.8066667,,,,,,,,,,,,,,,,,,,,,,
TNMT LLC,LLC,Dissolved,1382827,2022-03-31,74 OLIVIA ST UNIT 882,DERBY,United States,06418,CT,TNMTLLC@OUTLOOK.COM,Domestic,2021-03-16,CT,Connecticut,False,False,False,False,False,Couriers and Express Delivery Services (492110),2021-11-10 00:03:59.1200000,2021-03-25T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
ROSES A CLOTHING COMPANY LLC,LLC,Dissolved,1382814,2022-03-31,37 LOVELAND STREET,MIDDLETOWN,United States,06457,CT,ROSESACLOTHINGCO@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,True,False,True,True,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:03:57.2600000,2021-07-20T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
SWEET LOTUS YOGA STUDIO LLC,LLC,Active,1382837,2022-03-31,520 HARTFORD TURNPIKE UNIT F,VERNON,United States,06066,CT,SWEETLOTUSYOGASTUDIO@GMAIL.COM,Domestic,2021-03-16,CT,Connecticut,True,False,False,False,False,Fitness and Recreational Sports Centers (713940),2021-11-10 00:03:57.1333333,,,,,,,,,,,,,,,,,,,,,,
GLEEFROMD LLC,LLC,Active,1382959,2022-03-31,12 SCOFIELD LN.,NEW CANAAN,United States,06840,CT,GLEEBYDV@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:58.2966667,,,,,,,,,,,,,,,,,,,,,,
COOPER PAVING SPECIALISTS LLC,LLC,Active,1382961,2022-03-31,"14 ORCHARD ST., APT. 1",TERRYVILLE,United States,06786,CT,COOPERPAVINGSPECIALISTS@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:56.2333333,,,,,,,,,,,,,,,,,,,,,,
ABBENA LLC,LLC,Active,1382957,2022-03-31,6 WINTER AVE.,DEEP RIVER,United States,06417,CT,ABBENALLC@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:56.2333333,,,,,,,,,,,,,,,,,,,,,,
"GOORIN BROS., INC.",Stock,Active,1383044,2022-03-17,128 SHOTWELL ST,SAN FRANCISCO,United States,94103,CA,BGOORIN@GOORIN.COM,Foreign,2021-03-17,CA,CA,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-11-10 00:05:56.8266667,,,2021-03-17,"GOORIN BROS., INC.",United States,,,,,,,,,,,,,,,,,
APEX PROPERTY MAINTENANCE LLC,LLC,Active,1382958,2022-03-31,28 COURTNEY LN.,PORTLAND,United States,06480,CT,DANSTANLEY8@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:01.5133333,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED MOLD DIAGNOSTICS, LLC",LLC,Active,1382973,2022-03-31,863 SUSSEX BOULEVARD,BROOMALL,United States,19008,PA,AMD@ADVANCEDMOLDDIAGNOSTICS.COM,Foreign,2021-03-17,PA,PA,False,False,False,False,False,Remediation Services (562910),2021-11-10 00:05:55.3733333,,,2021-03-17,"ADVANCED MOLD DIAGNOSTICS, LLC",United States,"863 SUSSEX BOULEVARD, BROOMALL, PA, 19008, United States",863 SUSSEX BOULEVARD,BROOMALL,PA,19008,United States,"863 SUSSEX BOULEVARD, BROOMALL, PA, 19008, United States",863 SUSSEX BOULEVARD,BROOMALL,PA,19008,United States,,,,,
BEV YOUR REALTOR LLC,LLC,Active,1383011,2022-03-31,190 PINE ST #110,MANCHESTER,United States,06040,CT,BEVYOURREALTOR@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,True,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:06:00.2966667,,,,,,,,,,,,,,,,,,,,,,
"INSURANCE 360, LLC",LLC,Active,1383012,2022-03-31,2404 RUTLAND DRIVE,AUSTIN,United States,78758,TX,ENTITY@AMERILIFE.COM,Foreign,2021-03-17,DE,DE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),2021-11-10 00:06:00.9366667,,,2021-03-17,"INSURANCE 360, LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,
"MARK J. SEIDEN REAL ESTATE, INC.",Stock,Active,1382974,2022-03-17,1238 PLEASANTVILLE ROAD,BRIARCLIFF MANOR,United States,10510-2200,NY,MSEIDEN@HOMEMAN.NET,Foreign,2021-03-17,NY,NY,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2021-11-10 00:06:10.6400000,,,2021-04-05,"MARK J. SEIDEN REAL ESTATE, INC.",United States,,,,,,,,,,,,,,,,,
ALL ABOUT BLINDS LLC,LLC,Active,1383340,2022-03-31,89 MAIN ST.,EAST HAMPTON,United States,06424,CT,ALLABOUTBLINDS.JEAN@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,True,False,False,False,Other Direct Selling Establishments (454390),2021-11-10 00:06:15.3300000,,,,,,,,,,,,,,,,,,,,,,
