name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,naics_code,sub_status,date_of_organization_meeting,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,billing_unit,mailing_international_address,mailing_address,category_survey_email_address
MONTERROSO CONSTRUCTION LLC,LLC,Active,1387378,2022-03-31,147 STILLWATER  AVE APT1,STAMFORD,United States,06902,CT,SERVICE@ZURITAFINANCIAL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:10.5766667,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,,,,
PERFECT MOVING SERVICES LLC,LLC,Active,1387311,2022-03-31,"17 TRIANGLE ST., UNIT 2",DANBURY,,06810,CT,PERFECTMOVINGSERVICES53@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:32.6900000,,,,,,,,,,,,,,,,,,,,,,,,
KITKAT LLC,LLC,Active,1387400,2022-03-31,36 PEARL STREET,MYSTIC,United States,06355,CT,KATIEMAIL67@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:24.4533333,Offices of Physicians (except Mental Health Specialists) (621111),,,,,,,,,,,,,,,,,,,,,,,
MARQUEZ CEDILLO LANDSCAPING LLC,LLC,Active,1387335,2022-03-31,1 ANN DR APT 3,DANBURY,United States,06810,CT,MULTISERVICE@7STATECT.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:14.7666667,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,
ITS A PRIVILEGE TO SERVE YOU LLC,LLC,Active,1387334,2022-03-31,351 MYRTLE AVE,BRIDGEPORT,United States,06604,CT,ITSAPRIVILEGETOSERVEYOU@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:46.4166667,Wholesale Trade Agents and Brokers (425120),,,,,,,,,,,,,,,,,,,,,,,
TANISO BOUTIQUE LLC,LLC,Active,1387428,2022-03-31,47 HAMILTON AVE #1,NORWICH,United States,06234,CT,TANIATURENNE@YAHOO.COM,Domestic,2021-04-13,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:11.3100000,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",,,,,,,,,,,,,,,,,,,,,,,
"JDR MASONRY, LLC",LLC,Active,1387426,2022-03-31,54 MIDFIELD DRIVE APT 22,WATERBURY,United States,06705,CT,DRILONDEMIRI902@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:17.6400000,Masonry Contractors (238140),,,,,,,,,,,,,,,,,,,,,,,
ELIDAN LLC,LLC,Active,1387247,2022-03-31,1489 ENFIELD STREET UNIT 2,ENFIELD,United States,06082,CT,ELISMYTH1942@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:23.7666667,,,,,,,,,,,,,,,,,,,,,,,,
TRUE NAIL ROOM LLC,LLC,Active,1387379,2022-03-31,340 OAKVILLE AVE APT C,WATERBURY,United States,,CT,MANINDERARORA67@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:23.2200000,All Other Health and Personal Care Stores (446199),,,,,,,,,,,,,,,,,,,,,,,
ROOFING & SIDING MASTERS LLC,LLC,Active,1387463,2022-03-31,26 KILLINGWORTH ROAD SUITE #129,HIGGANUM,United States,06441,CT,SALBCX@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:19.1733333,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,
REDDING BOYS TRUCKING LLC,LLC,Active,1387462,2022-03-31,49 PUTNAM BLVD #1002,GLASTONBURY,United States,06033,CT,KHALL@REDDINGBOYSTRUCKING.COM,Domestic,2021-04-13,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:45.6333333,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,
"TRUX PLATFORM, INC.",Stock,Active,1387464,2022-04-13,1601 TRAPELO RD. SUITE 140,WALTHAM,United States,02451,MA,BART@TRUXNOW.COM,Foreign,2021-04-13,DE,DE,False,False,False,False,False,2021-11-10 00:05:35.4266667,Custom Computer Programming Services (541511),,,,2021-04-13,"TRUX, INC.",United States,,,,,,,,,,,,,,,,,
MATAILO'S PROPERTIES LLC,LLC,Active,1387416,2022-03-31,8 VALLEY VIEW ROAD,BROOKFIELD,United States,06804,CT,ALRIMALE@HOTMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:24.5333333,All Other Consumer Goods Rental (532289),,,,,,,,,,,,,,,,,,,,,,,
"THE ENCLAVE AT TAUNTON LAKE HOMEOWNERS ASSOCIATION, INC.",Non-Stock,Active,1387471,2022-04-14,C/O SCALZO PROPERTY MANAGEMENT 2 STONY HILL ROAD,BETHEL,United States,06801,CT,RKAHN@COHENANDWOLF.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:30.7533333,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,
"SNR CONSULTING, LLC",LLC,Active,1387461,2022-03-31,254 PENWOOD CROSSING,GLASTONBURY,United States,06033,CT,NSIVAPURAPU@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:32.6266667,Other Scientific and Technical Consulting Services (541690),,,,,,,,,,,,,,,,,,,,,,,
VICTORIA SIMEONE LCSW LLC,LLC,Active,1387317,2022-03-31,24 PLYMOUTH AVE,TRUMBULL,United States,06611,CT,victoriasimeonelcsw@gmail.com,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:45.5400000,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,,,,,,,,,,
GOOD HEARTS ELDERLY CARE LLC,LLC,Active,1387003,2022-03-31,477 HOWELLTON RD,ORANGE,United States,06477,CT,GOODHEARTSELDERLYCARE@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:37.6133333,Services for the Elderly and Persons with Disabilities (624120),,,,,,,,,,,,,,,,,,,,,,,
GA PAINTING LLC,LLC,Active,1387418,2022-03-31,101 WATERVILLE ST,WATERBURY,United States,06710,CT,INFOUS2019@MYPROMULTISERVICE.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:25.1100000,Painting and Wall Covering Contractors (238320),,,,,,,,,,,,,,,,,,,,,,,
JNA HOLDINGS LLC,LLC,Active,1387415,2022-03-31,47 LOWER BOULEVARD,NEW LONDON,United States,06320,CT,JAMESCORBYREALTOR@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:44.8833333,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,
WILLOW FAMILY WELLNESS LLC,LLC,Active,1387419,2022-03-31,102 NORWICH RD,SALEM,United States,06420,CT,EFILE1234@INCFILE.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:26.6900000,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",,,,,,,,,,,,,,,,,,,,,,,
FOXYS FOXES DEN LIMITED LIABILITY COMPANY,LLC,Active,1387417,2022-03-31,100 SAN VINCENZO PL APT 44,NORWALK,United States,06854,CT,EFILE1234@INCFILE.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:50.1033333,All Other General Merchandise Stores (452319),,,,,,,,,,,,,,,,,,,,,,,
"DEALERWARE, LLC",LLC,Active,1388036,2022-03-31,211 E. 7TH ST. SUITE 1000,AUSTIN,,78701,TX,KY.CAUBLE@DEALERWARE.COM,Foreign,2021-04-13,DE,DE,False,False,False,False,False,2021-11-10 00:05:49.0100000,Software Publishers (511210),,,,2021-01-01,"DEALERWARE, LLC",,"9 E. LOOCKERMAN STREET SUITE 311, DOVER, DE, 19901,",9 E. LOOCKERMAN STREET SUITE 311,DOVER,DE,19901,,"9 E. LOOCKERMAN STREET SUITE 311, DOVER, DE, 19901,",9 E. LOOCKERMAN STREET SUITE 311,DOVER,DE,19901,,,,,,
THOMPSON PAINTING AND DESIGN LLC,LLC,Active,1387180,2022-03-31,87 OJIBWA TRAIL APT 2,SHELTON,United States,06484,CT,MATTHEWTHOMPSONPAINTING@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:31.4100000,Painting and Wall Covering Contractors (238320),,,,,,,,,,,,,,,,,,,,,,,
"OASIS OUTSOURCING BENEFITS III, INC.",Stock,Active,1388037,2022-04-13,2054 VISTA PARKWAY SUITE 300,WEST PALM BEACH,,33411,FL,COMPLIANCE@OASISPEO.COM,Foreign,2021-04-13,FL,FL,False,False,False,False,False,2021-11-10 00:05:33.3766667,Professional Employer Organizations (561330),,,,2021-04-13,"OASIS OUTSOURCING BENEFITS III, INC.",,,,,,,,,,,,,,,,,,
REIKI ARTS LLC,LLC,Active,1387318,2022-03-31,"29 MORRIS STREET BACK PORCH, APT. A",HARTFORD,United States,06114,CT,KRISTEN@PREMIERCFS.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:46.9933333,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,,,,,,,,,,
OFF THE HOOK LOUNGE WATERBURY LLC,LLC,Active,1387179,2022-03-31,21 EAST FARM ST,WATERBURY,United States,06704,CT,PAULHILL940@YAHOO.COM,Domestic,2021-04-13,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:46.3533333,Drinking Places (Alcoholic Beverages) (722410),,,,,,,,,,,,,,,,,,,,,,,
451 MAIN STREET SOUTH LLC,LLC,Active,1387438,2022-03-31,31 BIRCH STREET,PORT WASHINGTON,United States,11050,NY,JEREMYBLOOM@OUTLOOK.COM,Foreign,2021-04-13,NY,NY,False,False,False,False,False,2021-11-10 00:05:44.2600000,Lessors of Residential Buildings and Dwellings (531110),,,,2021-03-05,451 MAIN STREET SOUTH LLC,United States,"31 BIRCH STREET, PORT WASHINGTON, NY, 11050, United States",31 BIRCH STREET,PORT WASHINGTON,NY,11050,United States,"31 BIRCH STREET, PORT WASHINGTON, NY, 11050, United States",31 BIRCH STREET,PORT WASHINGTON,NY,11050,United States,,,,,
"RHON-NIFICINT PLANNING, LLC",LLC,Active,1387181,2022-03-31,1419 QUINNIPIAC AVENUE,NEW HAVEN,United States,06513,CT,RHONIFICINTPLANNING@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:48.2133333,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,
"POLANCO'S BAKERY, LLC",LLC,Active,1387437,2022-03-31,35 WOODTICK ROAD,WATERBURY,United States,06705,CT,ANDRES.PO.LE@OUTLOOK.COM,Domestic,2021-04-13,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:50.0900000,"Cafeterias, Grill Buffets, and Buffets (722514)",,,,,,,,,,,,,,,,,,,,,,,
149 DERBY AVENUE LLC,LLC,Active,1387436,2022-03-31,396 ORANGE STREET,NEW HAVEN,United States,06511,CT,SKI@THENEWHAVENGROUP.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:46.9933333,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,
"NEVIN'S MASONRY, LLC",LLC,Active,1387319,2022-03-31,"130 TATNIC HILL ROAD, UNIT B",BROOKLYN,,06234,CT,NEVIN.B3361@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:40.3633333,Masonry Contractors (238140),,,,,,,,,,,,,,,,,,,,,,,
FRUIT4THOUGHT LLC,LLC,Active,1387786,2022-03-31,99 MCKEE ST,EAST HARTFORD,United States,06108,CT,LONDYNS2016@YAHOO.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:41.1000000,Fresh Fruit and Vegetable Merchant Wholesalers (424480),,,,,,,,,,,,,,,,,,,,,,,
MOMMA SUN INSTITUTE LLC,LLC,Active,1387182,2022-03-31,198 HIGHLAND AVE.,EAST HAVEN,United States,06513,CT,MILLY@MAATNATURAL.COM,Domestic,2021-04-13,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:41.0533333,Food (Health) Supplement Stores (446191),,,,,,,,,,,,,,,,,,,,,,,
"GUTTMAN ENERGY, INC.",Stock,Active,1387344,2022-04-13,200 SPEERS STREET,BELLE VERNON,,15012,PA,JCENCI@GUTTMANENERGY.COM,Foreign,2021-04-13,PA,PA,False,False,False,False,False,2021-11-10 00:03:22.8800000,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) (424720),,,,2021-04-08,"GUTTMAN ENERGY, INC.",,,,,,,,,,,,,,,,,,
MINDFUL BALANCE LLC,LLC,Active,1387341,2022-03-31,25 FALLS BASHAN RD,MOODUS,United States,06469,CT,MINDFUL.BALANCELLC@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:24.6300000,"Offices of Physicians, Mental Health Specialists (621112)",,,,,,,,,,,,,,,,,,,,,,,
AGJP LLC,LLC,Active,1387342,2022-03-31,21 STILL RD,OXFORD,United States,06478,CT,AGJPLLC@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:19.4900000,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,
MAJOR WINGZ LLC,LLC,Active,1387228,2022-03-31,"127 GRAND ST, APT. 202",MIDDLETOWN,United States,06457,CT,MARQUICE.HAWKINS7@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:18.6600000,,,,,,,,,,,,,,,,,,,,,,,,
2 HILLWOOD LLC,LLC,Active,1387349,2022-03-31,75 COOLIDGE AVE,STAMFORD,United States,06906,CT,RONNYCEBALLO@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:18.6600000,,,,,,,,,,,,,,,,,,,,,,,,
WENADOH ACRES LLC,LLC,Active,1387331,2022-03-31,136 SCOTT HILL ROAD,BOZRAH,United States,06334,CT,WENADOHACRES@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:16.6000000,Fruit and Tree Nut Combination Farming (111336),,,,,,,,,,,,,,,,,,,,,,,
REENERGY CT LLC,LLC,Active,1387439,2022-03-31,123 SALEM ROAD,COLCHESTER,United States,06415,CT,REENERGYCTCO@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:20.1933333,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,
"WHISPERING WILLOW REALTY, LLC",LLC,Active,1387348,2022-03-31,119 INDIAN LANE,DURHAM,United States,06443,CT,WHISPERINGWILLOWCT@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:27.2700000,Horses and Other Equine Production (112920),,,,,,,,,,,,,,,,,,,,,,,
CORNER OF CORAM AND CORNELL LLC,LLC,Active,1387268,2022-03-31,42 LAZY BROOK ROAD,SHELTON,United States,06484,CT,MIDLANDDEVELOPMENT@COMCAST.NET,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:15.9733333,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,
RHYME TIME LEARNING CENTER LLC,LLC,Active,1387347,2022-03-31,302 COOK AVE,MERIDEN,United States,06451,CT,ANIKAHUNTE23@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:18.6933333,,,,,,,,,,,,,,,,,,,,,,,,
UNILEVER TEA MSO USA LLC,LLC,Active,1388417,2022-03-31,700 SYLVAN AVENUE,ENGLEWOOD CLIFFS,,07632,NJ,,Foreign,2021-04-13,DE,DE,False,False,False,False,False,2021-11-10 00:03:33.3033333,,,,,2021-04-13,UNILEVER TEA MSO USA LLC,,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,,,,,,
DANBURY GAS RETAILING LLC,LLC,Active,1387275,2022-03-31,1 LAKE AVENUE EXTENSION,DANBURY,United States,06810,CT,GEORGE.SALTZ@NESSAUTO.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:41.9133333,All Other Automotive Repair and Maintenance (811198),,,,,,,,,,,,,,,,,,,,,,,
JB EQUINE TRANSPORT LLC,LLC,Active,1387277,2022-03-31,275 WICKHAM RD.,GLASTONBURY,United States,06033,CT,BURTCH312@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:33.2400000,,,,,,,,,,,,,,,,,,,,,,,,
VGC TRIM LLC,LLC,Dissolved,1387278,2022-03-31,33 FARVIEW AVE,EAST HAVEN,United States,06512,CT,VGCTRIM@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:34.5700000,Finish Carpentry Contractors (238350),,,2021-04-13T00:00:00.000,,,,,,,,,,,,,,,,,,,,
MASAGO SUSHI 35 LLC,LLC,Active,1387276,2022-03-31,35 LATIMER LANE,SIMSBURY,United States,06070,CT,MC7556358@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:37.8200000,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,,,,,
WILD PIXIE LLC,LLC,Active,1387487,2022-03-31,1 NORTH WATER STREET UNIT 515,NORWALK CT,United States,06854,CT,WILDPIXIE33@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:35.7866667,All Other Consumer Goods Rental (532289),,,,,,,,,,,,,,,,,,,,,,,
ZARNI NAUNG SUSHI LLC,LLC,Active,1387279,2022-03-31,457 THOREAU ST,BRANFORD,United States,06405,CT,MYONAUNG201924@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:38.4300000,Food Service Contractors (722310),,,,,,,,,,,,,,,,,,,,,,,
"TGS, LLC",LLC,Active,1387350,2022-03-31,75 BYSIEWICZ DRIVE,MIDDLETOWN,United States,06457,CT,SINDOMENICO@CONNECTICUTMASON.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:30.6466667,,,,,,,,,,,,,,,,,,,,,,,,
OLIVE BRANCH COUNSELING SERVICES LLC,LLC,Active,1387297,2022-03-31,75 WOODFORD AVENUE EXTENSION APT 1,PLAINVILLE,United States,06062,CT,AMANDAAYERSLCSW@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:34.5366667,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,,,,,,,,,,
RPM LOGISTICS LLC,LLC,Active,1387480,2022-03-31,61 ALAMEDA PL.,BRIDGEPORT,,06610,CT,SHIPRPM@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:38.3333333,,,,,,,,,,,,,,,,,,,,,,,,
JY MANAGEMENT SERVICES LLC,LLC,Active,1387358,2022-03-31,216 REAR SOUTH MAIN STREET,NEW BRITAIN,United States,06051,CT,JOSEFYOUSEF@YAHOO.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:31.3033333,Painting and Wall Covering Contractors (238320),,,,,,,,,,,,,,,,,,,,,,,
FOUNDATIONAL WAVES THERAPY LLC,LLC,Active,1387360,2022-03-31,9 PINE KNOB TERRACE,MILFORD,United States,06461,CT,PMANKELPCBCBA@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:53.4000000,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,,,,,,,,,,
24 VILLAGE LLC,LLC,Active,1387361,2022-03-31,242 GOODWIN STREET,EAST HARTFORD,United States,06108,CT,BHARRY0917@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:46.4466667,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,
AS YOU ARE SOUL COACHING LLC,LLC,Active,1387295,2022-03-31,1 OVERLOOK CT,PROSPECT,United States,06712,CT,ASYOUARE444@YAHOO.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:46.5233333,,,,,,,,,,,,,,,,,,,,,,,,
AXIOM ADMINISTRATION SERVICES LLC,LLC,Active,1387352,2022-03-31,1 PROGRESS POINT PARKWAY STE 101,O'FALLON,United States,63368,MO,KCUCI@AXIOMADMIN.COM,Foreign,2021-04-13,DE,DE,False,False,False,False,False,2021-11-10 00:03:55.2100000,All Other Automotive Repair and Maintenance (811198),,,,2021-01-01,AXIOM ADMINISTRATION SERVICES LLC,United States,"919 NORTH MARKET STREET SUITE 950, WILMINGTON, DE, 19801, United States",919 NORTH MARKET STREET SUITE 950,WILMINGTON,DE,19801,United States,"919 NORTH MARKET STREET SUITE 950, WILMINGTON, DE, 19801, United States",919 NORTH MARKET STREET SUITE 950,WILMINGTON,DE,19801,United States,,,,,
ST NICHOLAS MANAGEMENT LLC,LLC,Active,1387351,2022-03-31,17 LEWIS STREET,NEW HAVEN,United States,06513,CT,GJSORKIN@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:43.1633333,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,
I.V.Y. FEEDS INC.,Non-Stock,Active,1387299,2021-07-12,No information provided,,,,,IVYFEEDS@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:53.9466667,,First report past due,,,,,,,,,,,,,,,,,,,,,,
ALD PROJECT LLC,LLC,Active,1387359,2022-03-31,50 WEST MAIDEN LANE,MONROE,United States,06468,CT,DKL202@ICLOUD.COM,Foreign,2021-04-13,WY,WY,False,False,False,False,False,2021-11-10 00:03:50.6333333,Motion Picture and Video Production (512110),,,,2021-04-13,ALD PROJECT LLC,United States,"5830 E 2ND STREET STE 8, CASPER, WY, 82609, United States",5830 E 2ND STREET STE 8,CASPER,WY,82609,United States,"5830 E 2ND STREET STE 8, CASPER, WY, 82609, United States",5830 E 2ND STREET STE 8,CASPER,WY,82609,United States,,,,,
HUNGRY HUSKY RECORDS LLC,LLC,Active,1387280,2022-03-31,19 STEVENS ST,EAST HARTFORD,United States,06118,CT,HUNGRYHUSKYRECORDS860@GMAIL.COM,Domestic,2021-04-13,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:48.1333333,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",,,,,,,,,,,,,,,,,,,,,,,
YARBOROUGH ENTERPRISES LLC,LLC,Active,1387296,2022-03-31,111 ROGER WHITE DRIVE,NEW HAVEN,United States,06511,CT,LLCSUPPORT@PRIMECORPORATESERVICES.COM,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:42.6166667,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,
ALLY'S GRAB & GO KITCHEN LLC,LLC,Active,1387396,2022-03-31,136 TYLER STREET APT 2,EAST HAVEN,United States,06512-3029,CT,JROSS@SUBDIV.NET,Domestic,2021-04-13,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:56.5233333,Perishable Prepared Food Manufacturing (311991),,,,,,,,,,,,,,,,,,,,,,,
"PHARMABBIE, INC.",Stock,Active,1387353,2022-04-13,37 SKYLINE DRIVE,GROTON,United States,06340,CT,GFMURPH@PHARMABBIE.COM,Foreign,2021-04-13,DE,DE,False,False,False,False,False,2021-11-10 00:03:57.1333333,Pharmaceutical Preparation Manufacturing (325412),,,,2020-01-03,"PHARMABBIE, INC.",United States,,,,,,,,,,,,,,,,,
IDEAL VARIETY LLC,LLC,Active,1387431,2022-03-31,100 MAIN STREET  2ND FLOOR,NORWICH,United States,06360,CT,IDEALVARIETY513@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:58.3266667,All Other General Merchandise Stores (452319),,,,,,,,,,,,,,,,,,,,,,,
RNA PROTECTION SERVICES LLC,LLC,Withdrawn,1387520,2022-03-31,1 PROGRESS POINT PARKWAY STE 101,O'FALLON,United States,63368,MO,KCUCI@AXIOMADMIN.COM,Foreign,2021-04-14,MO,MO,False,False,False,False,False,2021-11-10 00:05:52.2600000,All Other Automotive Repair and Maintenance (811198),,,,2021-01-01,RNA PROTECTION SERVICES LLC,United States,"1 PROGRESS POINT PARKWAY STE 101, O'FALLON, MO, 63368, United States",1 PROGRESS POINT PARKWAY STE 101,O'FALLON,MO,63368,United States,"1 PROGRESS POINT PARKWAY STE 101, O'FALLON, MO, 63368, United States",1 PROGRESS POINT PARKWAY STE 101,O'FALLON,MO,63368,United States,,,,,
"ATC SOLUTIONS, LLC",LLC,Active,1387605,2022-03-31,304 MAIN AVE UNIT 120,NORWALK,United States,06851,CT,CS@ATCLP.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:54.7800000,Other Computer Related Services (541519),,,,,,,,,,,,,,,,,,,,,,,
I GREEN HEALTHCARE STAFFING AGENCY LLC,LLC,Active,1387432,2022-03-31,"195 WILBRAHAM RD,",SPRINGFIELD,United States,01109,MA,IGREENHEALTHCARE30@GMAIL.COM,Foreign,2021-04-14,MA,MA,False,False,False,False,False,2021-11-10 00:05:56.1866667,All Other Miscellaneous Ambulatory Health Care Services (621999),,,,2021-04-14,I GREEN HEALTHCARE STAFFING AGENCY LLC,United States,,,,,,,,,,,,,,,,,
AGAINST ALL ODDS TRAINING LLC,LLC,Active,1388287,2022-03-31,56 PLEASANT ST,ANSONIA,,06401,CT,JRIZZIO0929@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:58.2800000,,,,,,,,,,,,,,,,,,,,,,,,
CHERYL LOVE TRANSPORT LLC,LLC,Active,1387492,2022-03-31,198 PUTNAM ST,NEW HAVEN,United States,06519,CT,J.SPRUILL13@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:55.3600000,,,,,,,,,,,,,,,,,,,,,,,,
"THE ANCHOR SCHOLARSHIP FUND, LLC",LLC,Active,1387495,2022-03-31,280 MONTAUK AVENUE,NEW LONDON,United States,06320,CT,SHANNON@BHACPACO.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:11.8300000,Grantmaking Foundations (813211),,,,,,,,,,,,,,,,,,,,,,,
