name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,citizenship,country_formation,date_registration,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,business_email_address,formation_place,sub_status,total_authorized_shares,billing_unit,began_transacting_in_ct,business_name_in_state_country,category_survey_email_address,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_jurisdiction_3,office_jurisdiction_3,date_of_organization_meeting,record_address,records_address_street,records_address_unit,records_address_city,records_address_state,records_address_zip_code,records_address_country,mailing_international_address
New Haven Nights LLC,LLC,Active,2381748,2022-03-31,2101 MAPLE TREE LN,EAST LYME,United States,06333,CT,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.7700000,eastern@northwestregisteredagent.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joanns Farm LLC,LLC,Active,2381759,2022-03-31,187 north Street,Plymouth,United States,06782,CT,Domestic,United States,2021-11-11,Connecticut,True,False,True,False,False,All Other Animal Production (112990),2021-12-13 00:06:46.7700000,dwilson.ryde@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hudson Executives Co.,Stock,Active,2381766,2022-11-11,4 Hamilton St,New Haven,United States,06511,CT,Foreign,,2021-11-11,NEW JERSEY,False,False,False,False,False,Marketing Consulting Services (541613),2021-12-13 00:06:46.7700000,estefal4@gmail.com,NEW JERSEY,,,,2021-11-15,Hudson Executives,,,,,,,,,,,,,,,,,,,,,,,,,
vnm trucking Corp,Stock,Active,2381762,2022-02-09,,,,,,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",2021-12-13 00:06:46.7700000,vnmtrucking@yahoo.com,Connecticut,First report due,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSD HIGHLAND WH VENTURES LLC,LLC,Active,2381763,2022-03-31,"609 FARMINGTON AVENUE, SUITE 202",HARTFORD,United States,06105,CT,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-12-13 00:06:46.7700000,avwalkin@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deer Run Holdings LLC,LLC,Active,2381769,2022-03-31,36 LAWNCREST DRIVE,SOUGHTINGTON,United States,06489,CT,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:06:46.7700000,hairbykaitvictoria@gmail.com,Connecticut,,,,,,tejacpa@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
168-170 Osborne Street LLC,LLC,Rejected,2381775,,14 College Park Dr,Danbury,United States,06811-5224,CT,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:06:46.7400000,brosafernandez1@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Behavioral Health & Wellness, LLC",LLC,Active,2381777,2022-03-31,3013 Dixwell Ave,Hamden,United States,06518-3527,CT,Domestic,United States,2021-11-11,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-12-13 00:06:47.2700000,owner@bhwsct.com,Connecticut,,,,,,bewellct@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
baskets2go LLC,LLC,Active,2381782,2022-03-31,17 main st,danbury,United States,06810,CT,Domestic,United States,2021-11-11,Connecticut,True,False,True,False,False,"Gift, Novelty, and Souvenir Stores (453220)",2021-12-13 00:06:46.7700000,anavirginia7030@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KGA STRATEGIES, LLC",LLC,Active,2381784,2022-03-31,331 Miller Rd,Bethany,United States,06524-3216,CT,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.7700000,kgarre1@comcast.net,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIXSON LLC,LLC,Active,2381790,2022-03-31,64 DEEPWOOD DR,NEWINGTON,United States,06111,CT,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,Manufactured (Mobile) Home Dealers (453930),2021-12-13 00:06:47.2566667,efile1234@incfile.com,Connecticut,,,,,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,
GROW GUYS CT LLC,LLC,Active,2381802,2022-03-31,12 SPRING ST,WOODBURY,United States,06798,CT,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,All Other Miscellaneous Crop Farming (111998),2021-12-13 00:06:47.2566667,efile1234@incfile.com,Connecticut,,,,,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,
Just add Lashes LLC,LLC,Active,2381820,2022-03-31,210 Ledyard St,New London,United States,06320-5306,CT,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,Beauty Salons (812112),2021-12-13 00:06:47.2566667,justaddlashes1@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Routes Trucking Inc,Stock,Active,2381804,2022-02-09,,,,,,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",2021-12-13 00:06:46.7700000,sonusahabpur@gmail.com,Connecticut,First report due,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David James Company,Stock,Active,2381811,2022-11-11,377 E Butterfield Rd,Lombard,United States,60148,IL,Foreign,,2021-11-11,ILLINOIS,False,False,False,False,False,,2021-12-13 00:06:46.7400000,accounting@davidjamesgroup.com,ILLINOIS,,,Suite 210,2021-11-15,David James Company,,,,,,,,,,,,,,,,,,,,,,,,,
Nutec Property solutions LLC,LLC,Active,2381813,2022-03-31,231 Easton Ave,Waterbury,United States,06704-3037,CT,Domestic,United States,2021-11-11,Connecticut,False,False,True,False,False,,2021-12-13 00:06:46.7400000,npsdesk@icloud.com,Connecticut,,,,,,jjv80@icloud.com,,,,,,,,,,,,,,,,,,,,,,,,
MB CLEANING LLC,LLC,Active,2381826,2022-03-31,118 Ken Ct,Stamford,United States,06905-1014,CT,Domestic,United States,2021-11-11,Connecticut,True,False,False,False,False,All Other Miscellaneous Waste Management Services (562998),2021-12-13 00:06:46.7700000,mbcleaning55@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A&A CONTRUCTION LLC,LLC,Active,2381833,2022-03-31,33 Cedar Cir,Stamford,United States,06905-1101,CT,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,Glass Product Manufacturing Made of Purchased Glass (327215),2021-12-13 00:06:47.2700000,raquelj65@outlook.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALISMA PAINTING SERVICES LLC,LLC,Active,2381836,2022-03-31,64 MAIN ST,DANBURY,United States,06810,CT,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-12-13 00:06:46.7400000,multiservice@7statect.com,Connecticut,,,APT 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMORA PAINTING LLC,LLC,Active,2381840,2022-03-31,401 Union City Rd,Naugatuck,United States,06770-2108,CT,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-12-13 00:06:46.7400000,multiservice@7statect.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K&J CLEANING SERVICES LLC,LLC,Active,2381843,2022-03-31,676 Columbus Ave,Stratford,United States,06615-7205,CT,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,,2021-12-13 00:06:47.2566667,k&jcleaningservices@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenson Logistics Limited Liability Company,LLC,Active,2381849,2022-03-31,314 Knowlton St,Stratford,United States,06615,CT,Domestic,United States,2021-11-11,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-12-13 00:06:46.7566667,kensonlogistics@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4G LLC,LLC,Active,2381855,2022-03-31,931 Main Street,Glastonbury,United States,06073,CT,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-12-13 00:06:46.7566667,gondekbuilder@yahoo.com,Connecticut,,,#1,,,ben@potoklaw.com,,,,,,,,,,,,,,,,,,,,,,,,
Island organics sea moss LLC,LLC,Dissolved,2381851,2022-03-31,41 SOUTH MAIN STREET,WEST HARTFOED,United States,06107,CT,Domestic,United States,2021-11-11,Connecticut,True,False,True,False,False,Perishable Prepared Food Manufacturing (311991),2021-12-13 00:06:46.7566667,jamaicaislandorganics@gmail.com,Connecticut,,,SUITE 3,,,,,,,,,,,,,,,,2021-11-13T00:00:00.000,,,,,,,,,,,
"Cita Enterprises, LLC",LLC,Active,2381857,2022-03-31,14 River Park Dr,Cromwell,United States,06416-1559,CT,Domestic,United States,2021-11-11,Connecticut,True,False,True,False,False,All Other Miscellaneous Manufacturing (339999),2021-12-13 00:06:46.7700000,fiorellac@citaenterprises.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leon Construction LLC,LLC,Active,2381859,2022-03-31,190 Cedar St,New Haven,United States,06519,CT,Domestic,United States,2021-11-11,Connecticut,False,False,True,False,False,Remodeladores residenciales (236118),2021-12-13 00:06:46.7400000,jleonardo0517@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAZ TRANSPORTATION LLC,LLC,Active,2381864,2022-03-31,118KEN CT,STAMFORD,United States,06905,CT,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,All Other Pipeline Transportation (486990),2021-12-13 00:06:47.3033333,alexhance95@gmail.com,Connecticut,,,,,,alexhance95@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Alex Automotive LLC,LLC,Active,2381869,2022-03-31,942 Capitol Ave,Bridgeport,United States,06606-5205,CT,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),2021-12-13 00:06:46.7700000,m2bookkeeper@gmail.com,Connecticut,,,,,,annalyal86@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Moe Shop LLC,LLC,Active,2381881,2022-03-31,46 Thrall Rd,Vernon Rockville,United States,06066-3926,CT,Domestic,United States,2021-11-11,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-12-13 00:06:46.7700000,moeshopllc@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seed2Stem LLC,LLC,Active,2381884,2022-03-31,170 Meadows End Rd,Milford,United States,06460-4201,CT,Domestic,United States,2021-11-11,Connecticut,False,False,True,False,False,Floriculture Production (111422),2021-12-13 00:06:47.2866667,seed2stem@protonmail.com,Connecticut,,,,,,seed2stem@protonmail.com,,,,,,,,,,,,,,,,,,,,,,,,
MANO MANAGEMENT GROUP INC,Stock,Active,2351681,2022-02-09,,,,,,Domestic,United States,2021-11-11,Connecticut,False,False,True,True,False,Other Activities Related to Real Estate (531390),2021-12-13 00:06:49.6800000,info@manomanagementgroup.com,Connecticut,First report due,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volt Seed Tech LLC,LLC,Active,2355331,2022-03-31,28 Dudley Oxford Rd,Dudley,United States,01571-6114,MA,Foreign,,2021-11-11,MASSACHUSETTS,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-12-13 00:06:50.2600000,dallin@voltseed.com,MASSACHUSETTS,,,,2021-10-13,Volt Seed Tech LLC,,"28 Dudley Oxford Rd, Dudley, MA, 01571-6114, United States",28 Dudley Oxford Rd,Dudley,MA,01571-6114,United States,"28 Dudley Oxford Rd, Dudley, MA, 01571-6114, United States",28 Dudley Oxford Rd,Dudley,MA,01571-6114,United States,,,,,,,,,,,,
D&CF Services Inc.,Stock,Active,2372110,2022-11-11,20709 W. Beech Cir.,PORTER RANCH,United States,91326,CA,Foreign,,2021-11-11,CALIFORNIA,False,False,False,False,False,Tobacco and Tobacco Product Merchant Wholesalers (424940),2021-12-13 00:06:46.0833333,swftpactlicensing@gmail.com,CALIFORNIA,,,,2021-10-27,D&CF Services,,,,,,,,,,,,,,,,,,,,,,,,,
NEW YUKI NAIL INC,Stock,Active,2382020,2022-02-10,,,,,,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Nail Salons (812113),2021-12-13 00:06:46.7700000,mastertaxnys@gmail.com,Connecticut,First report due,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 HANFORD PLACE LLC,LLC,Active,2383046,2022-03-31,393 FORTUNE BLVD.,MILFORD,UNITED STATES,01757,MA,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:47.3033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOBBY DURHAM LLC,LLC,Active,2382444,2022-03-31,277 CHAPEL ST.,NEW HAVEN,UNITED STATES,06513,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:47.2566667,BOBBYDURHAMLLC@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SRL Services, LLC",LLC,Active,2377338,2022-03-31,666 Trumbull Hwy,Lebanon,United States,06249-1431,CT,Domestic,United States,2021-11-12,Connecticut,True,False,False,False,False,Residential Remodelers (236118),2021-12-13 00:03:18.9433333,sarai.ledoux@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tenshey, Inc.",Stock,Active,2379035,2022-11-12,25 Lakeview Rd,Brookfield,United States,06804-1510,CT,Foreign,,2021-11-12,DELAWARE,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-12-13 00:06:46.0833333,finance@tenshey.com,DELAWARE,,,,2021-11-15,"Tenshey, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
Mi Cocina LLC,LLC,Active,2379175,2022-03-31,37 Church Street,Branford,United States,06405,CT,Domestic,United States,2021-11-12,Connecticut,True,False,True,False,False,All Other Specialty Food Stores (445299),2021-12-13 00:06:46.1166667,micocinact@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habitat Logistics Inc.,Stock,Active,2379999,2022-11-12,309 Cherry Street,Philadelphia,United States,19106,PA,Foreign,,2021-11-12,DELAWARE,False,False,False,False,False,Mobile Food Services (722330),2021-12-13 00:06:46.1466667,andrew@firstdelivery.com,DELAWARE,,,,2020-07-01,Habitat Logistics Inc.,,,,,,,,,,,,,,,,,,,,,,,,,
Batista & Hernandez Group LLC,LLC,Active,2380544,2022-03-31,2 Hillwood Pl,Norwalk,United States,06850-1509,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-12-13 00:06:46.6766667,franklynlora26@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2650 DIXWELL AVENUE REALTY, LLC",LLC,Active,2381082,2022-03-31,100 Pond Lily Ave,New Haven,United States,06515-1106,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-12-13 00:06:46.2233333,chadha2650@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Single Source, Inc.",Stock,Active,2381651,2022-11-12,"4900 Falls of Neuse Rd, Suite 150",Raleigh,United States,27609,NC,Foreign,,2021-11-12,GEORGIA,False,False,False,False,False,,2021-12-13 00:06:46.7400000,alexia.iatridis@fnmllc.com,GEORGIA,,,,2021-11-09,"Single Source, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
ABODIEF GROUP LLC,LLC,Active,2381673,2022-03-31,62 Anderson Street,Naugatuck,United States,06770,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.7700000,clubassist@amerilawyer.com,Connecticut,,,Unit 64B,,,gbattaglia@amerilawyer.com,,,,,,,,,,,,,,,,,,,,,,,,
67 Booth CT LLC,LLC,Active,2381780,2022-03-31,75 West St,Spring Valley,United States,10977-4749,NY,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.7700000,yossihollender@gmail.com,Connecticut,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRS test domestic Corporation,Stock,Active,2381899,2022-02-10,,,,,,Domestic,United States,2021-11-12,Connecticut,True,False,False,False,False,All Other Business Support Services (561499),2021-12-13 00:06:46.7400000,ykagade@deloitte.com,Connecticut,Annual report past due,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTC Holdings LLC,LLC,Active,2381910,2022-03-31,280 Main St.,Portland,United States,06480,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-12-13 00:06:46.7700000,markwvalenti@gmail.com,Connecticut,,,,,,mwv0523@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
"Bourtin Law, PLLC",LLC,Active,2381925,2022-03-31,"123 Harbor Drive, # 710",Stamford,United States,06902,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Offices of Lawyers (541110),2021-12-13 00:06:46.7566667,sbourtin@bourtinlaw.com,Connecticut,,,,,,onlinefilings@legalzoom.com,,,,,,,,,,,,,,,,,,,,,,,,
DZ LLC,LLC,Active,2381930,2022-03-31,11 Cowan Ave,Stamford,United States,06906-2408,CT,Domestic,United States,2021-11-12,Connecticut,False,False,True,False,False,,2021-12-13 00:06:46.7566667,mayzhang1980@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BIT BGZ, LLC",LLC,Active,2381944,2022-03-31,117 Seaside Ave,Guilford,United States,06437-3423,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-12-13 00:06:46.7700000,ran@roart.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SandP Solutions, LLC",LLC,Rejected,2381966,,833 West Chicago Avenue,Chicago,United States,60642,IL,Foreign,,2021-11-12,ILLINOIS,False,False,False,False,False,,2021-12-13 00:06:46.7566667,legal@bitcoinofamerica.org,ILLINOIS,,,203,2021-06-03,"SandP Solutions, LLC",,"833 West Chicago Avenue, 203, Chicago, IL, 60642, United States",833 West Chicago Avenue,Chicago,IL,60642,United States,"833 West Chicago Avenue, 203, Chicago, IL, 60642, United States",833 West Chicago Avenue,Chicago,IL,60642,United States,,203,203,,,,,,,,,
SIERRA GRILLS LLC,LLC,Active,2381984,2022-03-31,57 Ogden St,STAMFORD,United States,06905,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.7400000,juanmiranda13@aol.com,Connecticut,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Progressive Technologies, Inc.",Stock,Active,2381986,2022-11-12,3750 Old Getwell Rd,Memphis,United States,38118-6032,TN,Foreign,,2021-11-12,TENNESSEE,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),2021-12-13 00:06:47.2700000,pcrockett@thinkprogressive.com,TENNESSEE,,,,2021-10-01,"Progressive Technologies, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
Infinity Holdings Company LLC,LLC,Active,2381972,2022-03-31,84 Napco Dr,Terryville,United States,06786,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-12-13 00:06:46.7700000,jordan.isr@outlook.com,Connecticut,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EDUCATIONAL SOLUTIONS PROVIDERS, LLC",LLC,Active,2381990,2022-03-31,34 Maxine Rd,Bristol,United States,06010-2353,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.7700000,jpooler@snet.net,Connecticut,,,,,,jpooler@snet.net,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Rosales Home Improvement LLC,LLC,Active,2381976,2022-03-31,369 Olive St,Bridgeport,United States,06604-3022,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Remodeladores residenciales (236118),2021-12-13 00:06:46.7566667,cabrersantiago1970@gmail.com,Connecticut,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unit 13, LLC",LLC,Active,2381978,2022-03-31,677 Silver Ln,East Hartford,United States,06118-1257,CT,Domestic,United States,2021-11-12,Connecticut,True,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:06:46.7566667,hudsonandpark@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ct properties L.L.C.,LLC,Active,2381997,2022-03-31,1030 Beechlawn Ter,Orange,United States,06477,CT,Domestic,United States,2021-11-12,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),2021-12-13 00:06:47.2700000,henry812pan@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE LUX MOBILE PORTRAITS LLC,LLC,Active,2382155,2022-03-31,25 3rd St,Stamford,United States,06905,CT,Domestic,United States,2021-11-12,Connecticut,True,False,True,False,False,"Photography Studios, Portrait (541921)",2021-12-13 00:06:47.2566667,theluxmobileportraits@gmail.com,Connecticut,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEON CAS CONSTRUCITON LLC,LLC,Rejected,2382015,,33 WILLOW ST,WATERBURY,United States,06710,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-12-13 00:06:46.7700000,oneoakagency@yahoo.com,Connecticut,,,APT B,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPO SHIPPING SOLUTIONS LLC,LLC,Active,2382022,2022-03-31,16 Wade Ave,Bloomfield,United States,06002-3328,CT,Domestic,United States,2021-11-12,Connecticut,False,False,True,False,False,,2021-12-13 00:06:46.7700000,lhooks155@comcast.net,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"REDEEM WELLNESS CENTER II, LLC",LLC,Active,2382024,2022-03-31,19 Ludlow Rd,Westport,United States,06880-3040,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-12-13 00:06:46.7400000,atlantisllc@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIVID PROTERTY SOLUTIONS LLC,LLC,Active,2382081,2022-03-31,325 Madison Ave,Bridgeport,United States,06604,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-12-13 00:06:46.7400000,luciogabriel@icloud.com,Connecticut,,,,,,romanprofessionals@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
The Fanery 360 Experience LLC,LLC,Active,2382026,2022-03-31,6 Carlton st,New Britain,United States,06053,CT,Domestic,United States,2021-11-12,Connecticut,True,False,False,False,False,Commercial Photography (541922),2021-12-13 00:06:47.2566667,fanery360experience@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.M. Swann Books LLC,LLC,Active,2382044,2022-03-31,1411 Boston Post Rd,Westbrook,United States,06498,CT,Domestic,United States,2021-11-12,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2021-12-13 00:06:47.2566667,smswannbooks@gmail.com,Connecticut,,,P.O. Box 1003,,,seand2404@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
ETERNAL LASER PRODUCTIONS LLC,LLC,Active,2382058,2022-03-31,45 WALSH ST,BLOOMFIELD,United States,06002,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2021-12-13 00:06:46.7400000,efile1234@incfile.com,Connecticut,,,,,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,
Matthew & Thomas LLC,LLC,Active,2382064,2022-03-31,10 Abbey Ct,Cheshire,United States,06410-1536,CT,Domestic,United States,2021-11-12,Connecticut,True,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-12-13 00:06:46.7400000,muellerjackie634@gmail.com,Connecticut,,,,,,skwlawyer@aol.com,,,,,,,,,,,,,,,,,,,,,,,,
NaturDesign LLC,LLC,Active,2382053,2022-03-31,436 Riverside Ave,Westport,United States,06880-4813,CT,Domestic,United States,2021-11-12,Connecticut,True,False,False,False,False,Interior Design Services (541410),2021-12-13 00:06:46.7566667,beatehochman@gmail.com,Connecticut,,,A,,,beatehochman@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
"REERAY MEDIA, LLC",LLC,Active,2382054,2022-03-31,56 Stephanies Way,Manchester,United States,06040-4571,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Motion Picture and Video Production (512110),2021-12-13 00:06:46.7700000,reerayryan@gmail.com,Connecticut,,,,,,lcouture@jwrb.com,,,,,,,,,,,,,,,,,,,,,,,,
"7-STARS CONSTRUCTION, LLC",LLC,Active,2382057,2022-03-31,248 SEATON RD,STAMFORD,United States,06902,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-12-13 00:06:47.2700000,starconstructionct@gmail.com,Connecticut,,,APT 4,,,cldtravel5@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Overview Corporation,Stock,Active,2382071,2022-11-12,3 Coso Ave,San Francisco,United States,94110-4625,CA,Foreign,,2021-11-12,DELAWARE,False,False,False,False,False,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers (423430),2021-12-13 00:06:47.2866667,chris@overview.ai,DELAWARE,,,,2021-01-25,Overview Corporation,,,,,,,,,,,,,,,,,,,,,,,,,
REDNEK RICH LLC,LLC,Active,2382100,2022-03-31,8 BAREFOOT WOODS LN,BUCKEYE,United States,24924,WV,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Family Clothing Stores (448140),2021-12-13 00:06:47.2700000,efile1234@incfile.com,Connecticut,,,,,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,
In Denial Studios LLC,LLC,Active,2382101,2022-03-31,10 Stone Gate Dr,Sandy Hook,United States,06482-1491,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Motion Picture and Video Production (512110),2021-12-13 00:06:47.2700000,ryanconway1997@gmail.com,Connecticut,,,,,,nwhite@cramer-anderson.com,,,,,,,,,,,,,,,,,,,,,,,,
1100 E MAIN LLC,LLC,Active,2382078,2022-03-31,1100 EAST MAIN STREET,MERIDEN,United States,06450,CT,Domestic,United States,2021-11-12,Connecticut,False,False,True,False,False,Gasoline Stations with Convenience Stores (447110),2021-12-13 00:06:46.7566667,nysaifur@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIGHT STAR SLEEP LLC,LLC,Active,2382086,2022-03-31,229 LONG HILL CROSS RD,SHELTON,United States,06484,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,All Other Information Services (519190),2021-12-13 00:06:46.7700000,efile1234@incfile.com,Connecticut,,,,,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,
