name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting,sub_status,dissolution_date,total_authorized_shares,billing_unit,reason_for_administrative,mailing_address,category_survey_email_address,office_jurisdiction_3
"59-61 LAKEVIEW, LLC",LLC,Active,1392236,2022-03-31,21 LAKEVIEW LANE,NEW CANAAN,United States,06840,CT,MARKSILVERMAN57@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:04:17.0900000,,,,,,,,,,,,,,,,,,,,,,,,
LITTLE PEACH LLC,LLC,Active,1392277,2022-03-31,9 SURREY ROAD,STAMFORD,United States,06903,CT,LINDA.TUCCIARONE@YAHOO.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:04:23.0000000,,,,,,,,,,,,,,,,,,,,,,,,
GRANDBELLY'S LLC,LLC,Active,1392233,2022-03-31,132 RIVERSIDE AVE,BRISTOL,United States,06010,CT,ANDREW.OUIMET@SBCGLOBAL.NET,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:04:29.7000000,,,,,,,,,,,,,,,,,,,,,,,,
DELICIUX LLC,LLC,Active,1392327,2022-03-31,48 WILLIAMSON RD.,HAMDEN,United States,06517,CT,SNPIGATT@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:29.7333333,,,,,,,,,,,,,,,,,,,,,,,,
MOEJOE PROPERTY MANAGEMENT L.L.C.,LLC,Active,1392328,2022-03-31,90 KNOLL ST.,WATERBURY,United States,06705,CT,RJHARRIS80@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:29.7333333,,,,,,,,,,,,,,,,,,,,,,,,
RIDDICK ENT LLC,LLC,Active,1392244,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:24.3566667,,,,,,,,,,,,,,,,,,,,,,,,
"TREE OF LIFE COACHING, LLC",LLC,Active,1392245,2022-03-31,1051 NEW BRITAIN AVENUE,FARMINGTON,United States,06032,CT,THANGU_6@YAHOO.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:21.5133333,,,,,,,,,,,,,,,,,,,,,,,,
"INFOR INVESTMENTS,LLC",LLC,Active,1392247,2022-03-31,641 6TH AVE 4TH FLOOR,NEW YORK,United States,10011,NY,COMPLIANCE@UNITEDAGENTGROUP.COM,Foreign,2021-05-17,DE,DE,False,False,False,False,False,Other Computer Related Services (541519),2021-11-10 00:04:29.1233333,2021-05-17,"INFOR INVESTMENTS,LLC",United States,,,,,,,,,,,,,,,,,,,,,
HEWAD TRADING LLC,LLC,Active,1392243,2022-03-31,30 MORRIS AVE UNIT 4,WEST HAVEN,United States,05616,CT,HEWAD.TRADING@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers (423610)",2021-11-10 00:04:19.0300000,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAL HOLDINGS LLC,LLC,Active,1392234,2022-03-31,2 IRONWOOD WAY,ORANGE,United States,06477-1437,CT,REZA1KHANI@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:04:21.5600000,,,,,,,,,,,,,,,,,,,,,,,,
"BUSHWOOD GROUP, LLC",LLC,Active,1392232,2022-03-31,21 GARY LANE,COLCHESTER,United States,06415,CT,TOPPS00@HOTMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Golf Courses and Country Clubs (713910),2021-11-10 00:04:37.7033333,,,,,,,,,,,,,,,,,,,,,,,,
"AMERICAN WAGERING, INC.",Stock,Active,1392394,2022-05-17,1 CAESARS PALACE DRIVE,LAS VEGAS,United States,89109-0567,NV,LEGAL@WILLIAMHILL.US,Foreign,2021-05-17,NV,NV,False,False,False,False,False,Other Gambling Industries (713290),2021-11-10 00:04:31.1566667,2021-05-17,"AMERICAN WAGERING, INC.",United States,,,,,,,,,,,,,,,,,,,,,
DRAMALINE LLC,LLC,Active,1392386,2022-03-31,830 WIGWAM LANE,STRATFORD,United States,06614,CT,INFO@DRAMALINELLC.COM,Domestic,2021-05-17,CT,Connecticut,False,False,True,False,False,Pet Care (except Veterinary) Services (812910),2021-11-10 00:04:38.2666667,,,,,,,,,,,,,,,,,,,,,,,,
J.B. REMODELING SERVICES LLC,LLC,Active,1392363,2022-03-31,401 CATHERINE ST,BRIDGEPORT,,06604,CT,,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:04:32.6400000,,,,,,,,,,,,,,,,,,,,,,,,
YABA DABA DOO ENTERPRISE LLC,LLC,Active,1392246,2022-03-31,4 AMY DRIVE,EAST HARTFORD,United States,06108,CT,YABADABADOOENTERPRISELLC@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:04:38.2800000,,,,,,,,,,,,,,,,,,,,,,,,
DOPE N DELICIOUS NEW HAVEN LLC,LLC,Active,1392211,2022-03-31,300 DIXWELL AVENUE,NEW HAVEN,United States,06511-3430,CT,FEARLESSALLICK10@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Seafood Product Preparation and Packaging (311710),2021-11-10 00:04:38.2333333,,,,,,,,,,,,,,,,,,,,,,,,
JAES MOBILE CAR DETAILING SERVICES LLC,LLC,Active,1392387,2022-03-31,132 CARLETON STREET,HAMDEN,United States,06517,CT,JSINLINE17@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,True,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",2021-11-10 00:04:31.1700000,,,,,,,,,,,,,,,,,,,,,,,,
W. LEE LLC,LLC,Active,1389578,2022-03-31,97 SMITH DRIVE,EAST HARTFORD,,06118,CT,AKINLAWONTRIPP@YAHOO.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),2021-11-10 00:04:37.6100000,,,,,,,,,,,,,,,,,,,,,,,,
"BRANDON BRODERICK ESQ., LLC",LLC,Active,1392165,2022-03-31,2320 MAIN ST.,BRIDGEPORT,,06604,CT,RYAN@201INJURY.COM,Foreign,2021-05-17,NJ,NJ,False,False,False,False,False,Offices of Lawyers (541110),2021-11-10 00:04:33.2633333,2021-06-01,"BRANDON BRODERICK ESQ., LLC",,"65 EAST RT. 4, 1ST FL, RIVER EDGE, NJ, 07661,","65 EAST RT. 4, 1ST FL",RIVER EDGE,NJ,07661,,"65 EAST RT. 4, 1ST FL, RIVER EDGE, NJ, 07661,","65 EAST RT. 4, 1ST FL",RIVER EDGE,NJ,07661,,,,,,,,,,
HOPE N HUMANITY INCORPORATED,Non-Stock,Active,1392321,2021-08-15,No information provided,,,,,,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:35.6566667,,,,,,,,,,,,,,,,,First report past due,,,,,,,
"EMPIRE BAGELS STAMFORD, INC.",Stock,Active,1392320,2021-08-15,No information provided,,,,,,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:42.7666667,,,,,,,,,,,,,,,,,First report past due,,200.0,,,,,
J&J-MEDSPA LLC,LLC,Active,1392366,2022-03-31,275 BROOKS ST,BRIDGEPORT,United States,06608,CT,JANDJMEDSPA@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Diet and Weight Reducing Centers (812191),2021-11-10 00:04:40.8900000,,,,,,,,,,,,,,,,,,,,,,,,
"10X REALTY, LLC.",LLC,Active,1392365,2022-03-31,1160 BOSTON POST ROAD,OLD SAYBROOK,United States,06475-4405,CT,PBIED@SBCGLOBAL.NET,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:04:40.8900000,,,,,,,,,,,,,,,,,,,,,,,,
FULL RANGE TRANSPORT LLC.,LLC,Active,1392227,2022-03-31,272 DIVINITY ST. APT. 3,BRISTOL,United States,06010,CT,JBISSON1993@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",2021-11-10 00:04:37.1266667,,,,,,,,,,,,,,,,,,,,,,,,
CHRISTINA'S CRYSTAL CLEAR CLEANING LLC,LLC,Active,1393032,2022-03-31,39 HIGH STREET 1ST FLOOR,NAUGATUCK,,06770,CT,,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:31.9200000,,,,,,,,,,,,,,,,,,,,,,,,
MR MANN TRUCKING LLC,LLC,Active,1392369,2022-03-31,44 HAYES ROAD,TARIFFVILLE,United States,06081,CT,TRUCK-41@COMCAST.NET,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:04:31.2333333,,,,,,,,,,,,,,,,,,,,,,,,
119 MIDDLETOWN LLC,LLC,Active,1392205,2022-03-31,29 COLUMBUS STREET,EAST HAVEN,United States,06512,CT,JTRACEYRE@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:04:40.2033333,,,,,,,,,,,,,,,,,,,,,,,,
PATIENCE'S UNIQUE BRAIDING LLC,LLC,Active,1392364,2022-03-31,55 JAMESTOWN CIRCLE,WALLINGFORD,United States,06492,CT,PATIENCEBORBOR@YAHOO.COM,Domestic,2021-05-17,CT,Connecticut,True,False,True,False,False,Beauty Salons (812112),2021-11-10 00:04:31.2500000,,,,,,,,,,,,,,,,,,,,,,,,
BEAUTY'S MARK LLC,LLC,Active,1392322,2022-03-31,"55 GROVE ST., UNIT 203",WINDSOR LOCKS,,06096,CT,BEAUTY.MARK42@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:32.5933333,,,,,,,,,,,,,,,,,,,,,,,,
DEILYN FOSTER PHOTOGRAPHY LLC.,LLC,Active,1392231,2022-03-31,223 NEWBURY STREET,HARTFORD,United States,06114,CT,DEILYNFOSTER12@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,True,False,True,False,False,"Photography Studios, Portrait (541921)",2021-11-10 00:05:05.8600000,,,,,,,,,,,,,,,,,,,,,,,,
GREEN SPOT DESIGN LLC,LLC,Active,1392229,2022-03-31,68 SPRING ST.,CHESTER,United States,06412,CT,GREENSPOTCT@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:04:56.8033333,,,,,,,,,,,,,,,,,,,,,,,,
HOME TEAM HOME IMPROVEMENTS LLC,LLC,Active,1392362,2022-03-31,11 CARDINAL COURT,RIDGEFIELD,United States,06877,CT,HOMETEAMHOMEIMPROVEMENTS@HOTMAIL.COM,Domestic,2021-05-17,CT,Connecticut,True,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:04:44.9233333,,,,,,,,,,,,,,,,,,,,,,,,
CAPITAL FUND LLC,LLC,Active,1392371,2022-03-31,33 WELDON LANE,PORT JEFFERSON STATION,United States,11776,NY,CAPITALFUNDLLC@GMAIL.COM,Foreign,2021-05-17,NY,NY,False,False,False,False,False,,2021-11-10 00:04:55.3033333,2021-01-01,CAPITAL FUND LLC,United States,"33 WELDON LANE, PORT JEFFERSON STATION, NY, 11776, United States",33 WELDON LANE,PORT JEFFERSON STATION,NY,11776,United States,"33 WELDON LANE, PORT JEFFERSON STATION, NY, 11776, United States",33 WELDON LANE,PORT JEFFERSON STATION,NY,11776,United States,,,,,,,,,
"FST-HEA, LLC",LLC,Active,1392203,2022-03-31,"30 BROAD STREET, SUITE 1500",NEW YORK,,10004,NY,,Foreign,2021-05-17,DE,DE,False,False,False,False,False,,2021-11-10 00:04:52.2266667,2021-04-12,"FST-HEA, LLC",,,,,,,,,,,,,,,,,,,,,,
"4R PROPERTIES, LLC",LLC,Active,1392831,2022-03-31,182 WRIGHTS CROSSING ROAD,POMFRET CENTER,,06259,CT,PAULROLLINSON@SBCGLOBAL.NET,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:55.3500000,,,,,,,,,,,,,,,,,,,,,,,,
MASONJACK HOME IMPROVEMENT LLC,LLC,Active,1392206,2022-03-31,23 OLD ELLINGTON ROAD,BROAD BROOK,United States,06016,CT,S23MANN@YAHOO.COM,Domestic,2021-05-17,CT,Connecticut,False,True,False,False,False,Residential Remodelers (236118),2021-11-10 00:04:50.9400000,,,,,,,,,,,,,,,,,,,,,,,,
GIFTED BY ROSE LLC,LLC,Active,1392493,2022-03-31,104 OAKLAND ST UNIT C,104 OAKLAND ST UNIT C,United States,06042,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:45.6900000,,,,,,,,,,,,,,,,,,,,,,,,
BUTTER & CREAM BAKE SHOP LLC,LLC,Active,1392230,2022-03-31,195 CHARLES STREET,STRATFORD,United States,06615,CT,LORENALAP1@HOTMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Baked Goods Stores (445291),2021-11-10 00:04:44.3300000,,,,,,,,,,,,,,,,,,,,,,,,
SPRING STREET SEYMOUR LLC,LLC,Active,1392934,2022-03-31,105 NORTH PASTURE LANE,STRATFORD,,06614,CT,SPRING4SEYMOUR@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:43.5000000,,,,,,,,,,,,,,,,,,,,,,,,
"PROSPECT INVESTMENT GROUP, LLC",LLC,Active,1392714,2022-03-31,110 SCOVILLE ST.,TORRINGTON,,06790,CT,,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:04:43.5000000,,,,,,,,,,,,,,,,,,,,,,,,
"KERGYMA MUSIC GROUP, LLC",LLC,Active,1392228,2022-03-31,GWENDOLYN B WILLIAMS 5 CHRIS JON CIRCLE,WEST HAVEN,United States,06516,CT,KERGYMAMINISTRIES@YAHOO.COM,Domestic,2021-05-17,CT,Connecticut,False,False,True,False,False,Musical Groups and Artists (711130),2021-11-10 00:04:59.5433333,,,,,,,,,,,,,,,,,,,,,,,,
"REDFISH LABS, INC.",Stock,Active,1392392,2022-05-17,"100 BUSH ST., SUITE 750",SAN FRANCISCO,United States,94104,CA,FILINGS@CORPNET.COM,Foreign,2021-05-17,DE,DE,False,False,False,False,False,,2021-11-10 00:04:59.5766667,2021-05-17,"REDFISH LABS, INC.",United States,,,,,,,,,,,,,,,,,,,,,
"IDEAL FINANCIAL GROUP, INC.",Stock,Active,1392338,2022-05-21,523 HIGHFIELD DRIVE,ORANGE,United States,06477,CT,DAIDRESC@PROTONMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Insurance Agencies and Brokerages (524210),2021-11-10 00:05:03.1400000,,,,,,,,,,,,,,,,,,,100.0,,,,,
193 EAST AVENUE REALTY LLC,LLC,Active,1392210,2022-03-31,3325 HUNTINGTON ROAD,TRUMBULL,United States,06611,CT,TITOS@THEARISTON.NET,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:05:03.9366667,,,,,,,,,,,,,,,,,,,,,,,,
MAHNA CREATIVE LLC,LLC,Active,1392209,2022-03-31,116 MOUNTAIN TERRACE ROAD,WEST HARTFORD,United States,06107,CT,JAY@MAHNACREATIVE.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),2021-11-10 00:05:00.8400000,,,,,,,,,,,,,,,,,,,,,,,,
"HARBOR ASSET PRIVATE WEALTH, LLC",LLC,Active,1392207,2022-03-31,"40 SIGNAL RD, 2ND FLOOR",STAMFORD,,06902,CT,MARTI@HARBORASSETPW.COM,Foreign,2021-05-17,DE,DE,False,False,False,False,False,Investment Advice (523930),2021-11-10 00:04:56.8833333,2021-05-17,"HARBOR ASSET PRIVATE WEALTH, LLC",,,,,,,,,,,,,,,,,,,,,,
AVON HIGH SCHOOL ROBOTICS TEAM INC.,Non-Stock,Active,1392393,2022-07-18,3 Clover Court,Avon,United States,06001-3303,CT,AVONROBOTICSTEAMS@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",2021-11-10 00:05:09.2966667,,,,,,,,,,,,,,,,2021-06-28,Annual report due,,,,,,,
"MILLENIA MEDICAL SERVICES, INC.",Stock,Active,1392286,2022-05-17,790 JOHNNIE DODDS BLVD.,MOUNT PLEASANT,United States,29464-3210,SC,SCROSBY@MILLENIAMEDICAL.COM,Foreign,2021-05-17,SC,SC,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:05:00.2300000,2021-05-03,"MILLENIA MEDICAL SERVICES, INC.",United States,,,,,,,,,,,,,,,,,,,,,
LIVE WORK PLAY CONSTRUCTION LLC,LLC,Active,1392937,2022-03-31,40 SECOND STREET FL-3,NEW HAVEN,,06519,CT,LIVEWORKPLAYLLC@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Industrial Building Construction (236210),2021-11-10 00:05:00.7166667,,,,,,,,,,,,,,,,,,,,,,,,
LELAADDISON CHARMS LLC,LLC,Active,1392283,2022-03-31,134 NOBLE ST,WEST HAVEN,United States,06516,CT,LELAADDISONCHARM@YAHOO.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Jewelry Stores (448310),2021-11-10 00:05:18.2800000,,,,,,,,,,,,,,,,,,,,,,,,
"NOT NULL, LLC",LLC,Active,1393082,2022-03-31,87 COUNTRY CLUB RD,AVON,,06001,CT,BOBBY.MILLER@NOTNULLLLC.COM,Foreign,2021-05-17,NY,NY,False,False,False,False,False,,2021-11-10 00:05:22.5633333,2021-06-01,"NOT NULL, LLC",,"123-25 82ND AVENUE APARTMENT 6S, KEW GARDENS, NY, 11415,",123-25 82ND AVENUE APARTMENT 6S,KEW GARDENS,NY,11415,,"123-25 82ND AVENUE APARTMENT 6S, KEW GARDENS, NY, 11415,",123-25 82ND AVENUE APARTMENT 6S,KEW GARDENS,NY,11415,,,,,,,,,,
"GO GREEN TRUCKING FREIGHT LOGISTICS, INC.",Stock,Active,1392284,2021-08-15,No information provided,,,,,GOGREENTRUCKS@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,True,True,False,False,Freight Transportation Arrangement (488510),2021-11-10 00:05:18.4066667,,,,,,,,,,,,,,,,,First report past due,,20000.0,,,,,
ROXBURY ANIMAL HOSPITAL PLLC,LLC,Active,1392344,2022-03-31,156 BAKER ROAD,ROXBURY,United States,06783,CT,TIMMBVMS@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Veterinary Services (541940),2021-11-10 00:05:44.8833333,,,,,,,,,,,,,,,,,,,,,,,,
"LED, LLC",LLC,Active,1393079,2022-03-31,29 PATRICIA DRIVE,BRISTOL,,06010,CT,,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Land Subdivision (237210),2021-11-10 00:05:09.9833333,,,,,,,,,,,,,,,,,,,,,,,,
DURAN ENTERPRISE CORP,Non-Stock,Active,1392287,2022-05-17,9 WESTGATE ST APT A,WEST HARTFORD,United States,06110,CT,MONASPIKE@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,True,False,False,All Other Support Services (561990),2021-11-10 00:05:38.3000000,,,,,,,,,,,,,,,,,,,,,,,,
THE BIRTHING CHAMBER LLC,LLC,Active,1392342,2022-03-31,3432 OLD TOWN RD,BRIDGEPORT,,06606,CT,AMANDAC787@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:39.0833333,,,,,,,,,,,,,,,,,,,,,,,,
"WEST PARTNERS II, INC.",Stock,Active,1392285,2021-08-15,No information provided,,,,,SUNIL_MALHOTRA85@HOTMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:05:17.7200000,,,,,,,,,,,,,,,,,First report past due,,200.0,,,,,
"BLUE SKY PREMIER PROPERTIES, LLC",LLC,Active,1392341,2022-03-31,86 FAIRLANE DRIVE,WETHERSFIELD,United States,06109,CT,ANDREAPERRAULT@SBCGLOBAL.NET,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:05:44.1966667,,,,,,,,,,,,,,,,,,,,,,,,
MANUEL J NIVELO PAINTING LLC,LLC,Active,1392208,2022-03-31,16 CLARKS HILL AVE APT 2,STAMFORD,United States,06902,CT,WENDY@DURANGOAGENCY.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),2021-11-10 00:05:19.7666667,,,,,,,,,,,,,,,,,,,,,,,,
PRETTY MF LLC,LLC,Active,1392339,2022-03-31,1201 KINGS HIGHWAY STE 2,FAIRFIELD,United States,06824,CT,SHOPPRETTYMF@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,True,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:05:11.2333333,,,,,,,,,,,,,,,,,,,,,,,,
THE BONEYARD COMPANY LLC,LLC,Active,1392252,2022-03-31,"161 ELLA T GRASSO BLVD, APT 3N",NEW HAVEN,United States,06519,CT,THEBONEYARDCOMPANYLLC@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Sports Teams and Clubs (711211),2021-11-10 00:05:12.6100000,,,,,,,,,,,,,,,,,,,,,,,,
"CUATRO SIBS, LLC",LLC,Active,1392248,2022-03-31,175 CHURCH HILL ROAD,TRUMBULL,United States,06611,CT,JACK@LYNCHRE.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:23.1733333,,,,,,,,,,,,,,,,,,,,,,,,
LEESH MEDIA LLC,LLC,Active,1392343,2022-03-31,7 BREEN AVE,OLD LYME,,06371,CT,LEESHMEDIALLC@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:38.3166667,,,,,,,,,,,,,,,,,,,,,,,,
"RIPE VAPES, INC.",Stock,Active,1392345,2022-05-17,"591 CONSTITUTION AVE., SUITE D",CAMARILLO,United States,93012,CA,PROCESSING@MYCORPORATION.COM,Foreign,2021-05-17,CA,CA,False,False,False,False,False,Tobacco and Tobacco Product Merchant Wholesalers (424940),2021-11-10 00:05:21.8133333,2021-05-17,"RIPE VAPES, INC.",United States,,,,,,,,,,,,,,,,,,,,,
NEPTIS LLC,LLC,Active,1392251,2022-03-31,108 LISA DR,SOUTH WINDSOR,United States,06074,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2021-11-10 00:05:16.3133333,,,,,,,,,,,,,,,,,,,,,,,,
BIRTHDAY CANDLES LLC,LLC,Active,1392268,2022-03-31,3998 170TH PL NE,BELLEVUE,United States,98008,WA,AJAY@BIRTHDATECANDLES.COM,Foreign,2021-05-17,DE,DE,False,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",2021-11-10 00:05:11.9200000,2021-05-17,BIRTHDAY CANDLES LLC,United States,,,,,,,,,,,,,,,,,,,,,
GUERRERAS CONSTRUCTION & HOME REMODELING LLC,LLC,Active,1392220,2022-03-31,55 HAZELWOOD AVE,BRIDGEPORT,United States,06605,CT,MARLOSTURCIOS@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:05:16.3433333,,,,,,,,,,,,,,,,,,,,,,,,
"NCV PERFORMANCE, LLC",LLC,Active,1392253,2022-03-31,300 WILSON AVENUE,NORWALK,United States,06854,CT,JIM@WEINBERGPC.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:22.5166667,,,,,,,,,,,,,,,,,,,,,,,,
WABI ARTS LLC,LLC,Active,1392250,2022-03-31,124 COURT STREET UNIT G2,NEW HAVEN,United States,06511,CT,KIMWESTON22@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:23.2366667,,,,,,,,,,,,,,,,,,,,,,,,
"SLD, LLC",LLC,Active,1392406,2022-03-31,857 POST RD. #346,FAIRFIELD,United States,06824,CT,RA@ANDERSONADVISORS.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:05:28.9400000,,,,,,,,,,,,,,,,,,,,,,,,
"ZEM PRODUCTIONS, LLC",LLC,Active,1392249,2022-03-31,636 WEST MAIN STREET FLR#3,NEW BRITAIN,United States,06053,CT,TOPPICK180@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:23.9233333,,,,,,,,,,,,,,,,,,,,,,,,
IMPERIAL LLC,LLC,Active,1392318,2022-03-31,90 WORTH ST.,BRIDGEPORT,United States,06604,CT,IMPERIALEVERYTHING203@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:27.5800000,,,,,,,,,,,,,,,,,,,,,,,,
1328 DESIGNS LLC,LLC,Active,1392316,2022-03-31,15 WILLARD ROAD,MANCHESTER,United States,06042,CT,1328DESIGNS@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:31.3766667,,,,,,,,,,,,,,,,,,,,,,,,
HUSE HOSPITALITY LLC,LLC,Active,1392317,2022-03-31,"355 FERRY BLVD., APT. 113",STRATFORD,United States,06615,CT,CHERYL@HUSEHOSPITALITY.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:31.3766667,,,,,,,,,,,,,,,,,,,,,,,,
FHG104 LLC,LLC,Active,1392315,2022-03-31,901 HAWTHORN WAY,NEW WINDSOR,United States,12553,NY,LSAMUELSSAMUELS1@GMAIL.COM,Domestic,2021-05-17,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:05:32.0633333,,,,,,,,,,,,,,,,,,,,,,,,
POWER BROS. DELI & GROCERY LLC,LLC,Active,1392319,2022-03-31,"205 BRETTON ST, APT. D2",BRIDGEPORT,United States,06606,CT,POWERBROS.DELI@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:32.0633333,,,,,,,,,,,,,,,,,,,,,,,,
