name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,billingcountry,reason_for_administrative,total_authorized_shares,sub_status,category_survey_email_address,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,naics_sub_code,dissolution_date,billing_unit,date_of_organization_meeting
JJAM REALTY LLC,LLC,Active,1318443,2022-03-31,399 PGA BLVD STE 360,PALM BEACH GARDENS,33410,FL,StaceyLH201@gmail.com,Domestic,2019-08-14,FL,Connecticut,False,False,False,False,False,Private Households (814110),2021-11-10 00:10:28.8400000,United States,,,,,,,,,,,,,,,,,,,,814110.0,,,
365 PROGEAR LLC,LLC,Active,1318444,2020-03-31,268 CULLODEN RD,STAMFORD,06906,CT,EFILE1234@INCFILE.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.8400000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
TBG/ELM STREET GP LLC,LLC,Active,1318445,2020-03-31,381 PARK AVENUE SOUTH 15TH FL,NEW YORK,10016,NY,MSLONIM@BESENPARTNERS.COM,Domestic,2019-08-14,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.8400000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
TBG/ELM STREET INVESTORS LLC,LLC,Active,1318446,2020-03-31,381 PARK AVENUE SOUTH 15TH FL,NEW YORK,10016,NY,MSLONIM@BESENPARTNERS.COM,Domestic,2019-08-14,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.8400000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
MWVENTURES LLC,LLC,Active,1318447,2020-03-31,275 GREENWICH AVENUE APARTMENT NO. 2C,GREENWICH,06830,CT,,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.8400000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
PEARL BEACH LLC,LLC,Active,1318448,2021-03-31,354 WEST PUTNAM AVENUE,GREENWICH,06830,CT,jek@kayehenlaw.com,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:10:28.8400000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,531390.0,,,
PAOLA'S CLEANING SERVICES LLC,LLC,Active,1318449,2020-03-31,30 FERN STREET,BRIDGEPORT,06606,CT,,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.8400000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
RACINE VETERINARY SERVICES INC,Stock,Active,1318450,2022-08-08,35 HOPYARD ROAD,STAFFORD SPRINGS,06076,CT,ERACINEDVM@GMAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,Veterinary Services (541940),2021-11-10 00:10:28.8400000,United States,,1.0,,,,,,,,,,,,,,,,,,541940.0,,,
"111 EAST LIBERTY, LLC",LLC,Active,1318451,2020-03-31,111 EAST LIBERTY STREET,DANBURY,06810,CT,KIMBERLY.ALVAREZ@MAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.8400000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"EIP DATA CENTER, LLC",LLC,Active,1318452,2021-03-31,32A HARVARD AVENUE APT. 6,BROOKLINE,02446,MA,plentz@eip-investments.com,Domestic,2019-08-14,MA,Connecticut,False,False,False,False,False,Power and Communication Line and Related Structures Construction (237130),2021-11-10 00:10:28.8400000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,237130.0,,,
"EIP FUEL CELL POWER PLANT, LLC",LLC,Active,1318453,2021-03-31,32A HARVARD AVENUE APT. 6,BROOKLINE,02446,MA,plentz@eip-investments.com,Domestic,2019-08-14,MA,Connecticut,False,False,False,False,False,Power and Communication Line and Related Structures Construction (237130),2021-11-10 00:10:26.2000000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,237130.0,,,
BOF-V AL CORP.,Stock,Active,1318456,2022-08-14,4425 PONCE DE LEON BOULEVARD MS 3-289,CORAL GABLES,33146,FL,Compliancemail@cscinfo.com,Foreign,2019-08-14,DE,DE,False,False,False,False,False,All Other Nondepository Credit Intermediation (522298),2021-11-10 00:10:26.2000000,United States,,,,,2019-08-14,BOF-V AL CORP.,United States,,,,,,,,,,,,,522298.0,,,
"ASCEND CAPITAL 797, LLC",LLC,Active,1318459,2022-03-31,1890 DIXWELL AVENUE SUITE 105,HAMDEN,06514,CT,88allen.chen@gmail.com,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:10:26.2000000,United States,,,,,,,,,,,,,,,,,,,,531110.0,,,
"RUNRIOT, LLC",LLC,Active,1318460,2022-03-31,50 BRAMBLE LANE,RIVERSIDE,06878,CT,bmgingold@yahoo.com,Domestic,2019-08-14,CT,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),2021-11-10 00:10:26.2000000,United States,,,,,,,,,,,,,,,,,,,,541613.0,,,
ALL KLASS EVENTS LLC,LLC,Active,1318461,2020-03-31,81 SHARON STREET,HARTFORD,06112,CT,YVONNEGRANT2022@GMAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2000000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
STAINLESS MOBILE CAR WASH AND DETAILING LLC,LLC,Active,1318462,2020-03-31,258 PRISCILLA ST,BRIDGEPORT,06610,CT,EFILE1234@INCFILE.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2000000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
DYER TRANSPORTATIONS LLC,LLC,Active,1318464,2020-03-31,129 SPRUCE STREET,STAMFORD,06902,CT,ERICDYER203@ICLOUD.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2000000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
ELITE SPA LLC,LLC,Active,1318465,2020-03-31,100 MAIN STREET 2ND FLOOR,NORWICH,06360,CT,ELITESPALLC@GMAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2000000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
THE DEATHLY HALLOW LLC,LLC,Active,1318466,2020-03-31,22 JEFFERSON STREET APT C,MANCHESTER,06042,CT,THEDEATHLYHALLOWLLC@GMAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2000000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
VANCOUVER REAL ESTATE LLC,LLC,Active,1318467,2021-03-31,758 FARMINGTON AVE,WEST HARTFORD,06119,CT,fletcher@gamechange.ca,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:10:26.2000000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,531110.0,,,
SILENT MAJORITY NETWORK LLC,LLC,Active,1318468,2020-03-31,134 PEARL ST,TORRINGTON,06790,CT,EFILE1234@INCFILE.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2000000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
JAY REASON LLC,LLC,Active,1318469,2020-03-31,111 RIVER ST #3,MILFORD,06460,CT,,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2000000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"INTERNATIONAL ASSOCIATION OF EATING DISORDERS PROFESSIONALS FOUNDATION, INC",Non-Stock,Active,1318470,2020-08-14,1103 S. 5TH STREET,PEKIN,61554,IL,IAEDPMEMBERS@EARTHLINK.NET,Foreign,2019-08-14,IL,IL,False,False,False,False,False,,2021-11-10 00:10:26.2300000,,Failure to file Annual Report,,Annual report past due,,2019-09-01,"INTERNATIONAL ASSOCIATION OF EATING DISORDERS PROFESSIONALS FOUNDATION, INC",,,,,,,,,,,,,,,,,
GJINI ENT. LLC,LLC,Active,1318471,2021-03-31,179 CEDAR HEIGHTS RD.,STAMFORD,06905,CT,bekimgjini@gmail.com,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,Toy and Hobby Goods and Supplies Merchant Wholesalers (423920),2021-11-10 00:10:26.2300000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,,,,
KEV CONSTRUCTION LLC,LLC,Active,1318472,2020-03-31,20 SHADY ACRES RD,DARIEN,06820,CT,KEVIN.GRANT202@MAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2300000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
ATLAS ANALYTICS & ADVISORY INC.,Stock,Active,1318473,2021-08-14,9 GELDING HILL RD,SANDY HOOK,06482,CT,onlinefilings@legalzoom.com,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),2021-11-10 00:10:26.2300000,United States,,10000.0,Annual report past due,,,,,,,,,,,,,,,,,541618.0,,,
"ALTAIR QUANT MACRO FUND MANAGEMENT, LLC",LLC,Active,1318476,2022-03-31,50 WASHINGTON STREET SUITE 736,SOUTH NORWALK,06854,CT,stheall@AltairQM.com,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,Investment Advice (523930),2021-11-10 00:10:26.2300000,United States,,,,,,,,,,,,,,,,,,,,523930.0,,,
"THE CITY COLLEGE 21ST CENTURY FOUNDATION, INC.",Non-Stock,Active,1318477,2022-08-14,160 CONVENT AVE SH-154,NEW YORK,10031,NY,managedreports@incorp.com,Foreign,2019-08-14,NY,NY,False,False,False,False,False,All Other Support Services (561990),2021-11-10 00:10:26.2300000,United States,,,,,2019-08-14,"THE CITY COLLEGE 21ST CENTURY FOUNDATION, INC.",United States,,,,,,,,,,,,,561990.0,,,
KG'S CHIMNEY AND DRYER VENT CLEANING AND REPAIRS LLC.,LLC,Active,1318478,2020-03-31,15 CANTON RD,GRANBY,06035,CT,GELINASKEVIN@YAHOO.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2300000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
CODE SEPTIC DESIGN LLC,LLC,Dissolved,1318479,2022-03-31,141 COVE STREET,NEW HAVEN,06512,CT,codesepticdesign@gmail.com,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,Water and Sewer Line and Related Structures Construction (237110),2021-11-10 00:10:26.2300000,United States,,,,,,,,,,,,,,,,,,,,237110.0,2021-04-21T00:00:00.000,,
JPRODUCTS LLC,LLC,Dissolved,1318480,2020-03-31,12 LEGION RD,SEYMOUR,06483,CT,WONDERLANDTEACO@GMAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2300000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,2021-10-08T00:00:00.000,,
RWB CONSTRUCTION LLC,LLC,Active,1318481,2020-03-31,138 WASHINGTON ST,NORWICH,06360,CT,RICHARD.BRUCE@MAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2300000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
ROOSE MOTORSPORT USA LLC,LLC,Active,1318482,2020-03-31,203 HONEY HILL RD,WATERTOWN,06795,CT,ROOSE.STEVE@YAHOO.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2300000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
KEYSTROKE INC.,Stock,Active,1318483,2020-08-14,192 MINUTEMAN ROAD,RIDGEFIELD,06877,CT,billthode@gmail.com,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2300000,,Failure to file Annual Report,1000.0,Annual report past due,,,,,,,,,,,,,,,,,,,,
"DBD, LLC",LLC,Dissolved,1318484,2020-03-31,14 WELLER'S BRIDGE ROAD,ROXBURY,06783,CT,KEELINDALY@MAC.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2300000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,2021-10-19T00:00:00.000,,
WELLNESS CENTER GREENWICH LLC,LLC,Active,1318485,2020-03-31,33 BOWMAN DRIVE,GREENWICH,06831,CT,CATSALONY@GMAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.2300000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"VISIONARY ASSOCIATION, INC.",Non-Stock,Active,1318487,2021-08-14,500 NORTH CENTRAL EXPRESSWAY SUITE 325,PLANO,75074,TX,ljimenez@lifeassociation.org,Foreign,2019-08-14,TX,TX,False,False,False,False,False,"Other Direct Insurance (except Life, Health, and Medical) Carriers (524128)",2021-11-10 00:10:26.2300000,United States,,,Annual report past due,,2019-08-14,"VISIONARY ASSOCIATION, INC.",United States,,,,,,,,,,,,,524128.0,,,
"BRYANT MANAGEMENT, INC.",Stock,Active,1318488,2021-08-14,No information provided,,,,BILL@THBINC.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.7933333,,,20000.0,First report past due,,,,,,,,,,,,,,,,,,,,
DESTINATION OFFICE ENFIELD LLC,LLC,Active,1318489,2022-03-31,265 HAZARD AVE,ENFIELD,06082,CT,earlmelendy@remax.net,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2021-11-10 00:10:26.7933333,United States,,,,,,,,,,,,,,,,,,,,531210.0,,,
RAINBOW HOMECARE AGENCY LLC,LLC,Active,1318490,2020-03-31,188A MAIN ST,MANCHESTER,06042,CT,FRANCESCA2G@YAHOO.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.7933333,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"ENSTAR WINDOW & DOOR, LLC",LLC,Active,1318491,2020-03-31,1409 WOODTICK RD,WOLCOTT,06716,CT,MATTLEE68@GMAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.7933333,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"FLAGPOLE DIGITAL, LLC",LLC,Active,1318495,2022-03-31,38 MAIN ST,NEWTOWN,06470,CT,mike@flagpoledigital.com,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),2021-11-10 00:10:26.7933333,United States,,,,,,,,,,,,,,,,,,,,541613.0,,,
JULINDS LLC,LLC,Active,1318498,2020-03-31,2490 BLACK ROCK TNPK #338,FAIRFIELD,06825,CT,DAVE@POKEMOTO.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.7933333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"LEE FITNESS, INC",Stock,Active,1318499,2022-08-14,19 N BROADWAY STE 2B,TARRYTOWN,10591,NY,flee@fitnessmachinetechnicians.com,Foreign,2019-08-14,NY,NY,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),2021-11-10 00:10:26.7933333,United States,,,,,2019-08-26,"LEE FITNESS, INC",United States,,,,,,,,,,,,,811490.0,,,
"BUTTERLY 30 WATER STREET, LLC",LLC,Active,1318500,2020-03-31,90 CHURCH STREET,WALTHAM,02452,MA,WBUTTERLY@BOSTON-PARTNERS.COM,Domestic,2019-08-14,MA,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.7933333,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"AZ IRRIGATION, LLC",LLC,Active,1318501,2022-03-31,21 LAURA ST. APT. 2,NORWALK,06854,CT,azirrigationllc@gmail.com,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,Landscape Architectural Services (541320),2021-11-10 00:10:26.7933333,United States,,,,,,,,,,,,,,,,,,,,541320.0,,,
ANDRADE IMPROVEMENTS LLC,LLC,Active,1318502,2020-03-31,210 PUTNAM ST,BRIDGEPORT,06604,CT,RUTE@ATLANTISTAXLLC.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.7933333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
ANYWHERE FITNESS L.L.C.,LLC,Active,1318503,2022-03-31,4 ROME STREET,NORWALK,06851,CT,compliance@zenbusiness.com,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,Fitness and Recreational Sports Centers (713940),2021-11-10 00:10:26.7933333,United States,,,,,,,,,,,,,,,,,,,,713940.0,,,
KATIE KINSLEY PHOTOGRAPHY LLC,LLC,Active,1318504,2022-03-31,102 ROCKY BROOK ROAD,NEW CANAAN,06840,CT,katekinsley@gmail.com,Domestic,2019-08-14,CT,Connecticut,True,False,False,False,False,"Photography Studios, Portrait (541921)",2021-11-10 00:10:26.7933333,United States,,,,,,,,,,,,,,,,,,,,541921.0,,,
SCOTT IMMIGRATION SERVICES LLC,LLC,Active,1318505,2020-03-31,620 CLINTON AVE,BRIDGEPORT,06605-1972,CT,SCOTTIMMIGRATIONSERVICES@GMAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.7933333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"VICTORS REAL ESTATE, LLC",LLC,Active,1318510,2022-03-31,5 PHEASANT RUN,DARIEN,06820,CT,sean@victorsre.com,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:10:26.8233333,United States,,,,,,,,,,,,,,,,,,,,,,,
TURA AUTO TRANS LLC,LLC,Active,1318511,2022-03-31,15 DAGMAR PL,STAMFORD,06905,CT,dispatchtura@gmail.com,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",2021-11-10 00:10:26.8233333,United States,,,,,,,,,,,,,,,,,,,,484122.0,,,
AZHN FOUNDATION CORP.,Non-Stock,Active,1318512,2021-08-14,No information provided,,,,IMPERIALANIS@YAHOO.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8233333,,,,First report past due,,,,,,,,,,,,,,,,,,,,
J & P LANDSCAPING & CONSTRUCTION LLC,LLC,Active,1318513,2022-03-31,3 CATHERINE DR,STAFFORD SPRINGS,06076,CT,jnormandin2015@gmail.com,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:10:26.8233333,United States,,,,,,,,,,,,,,,,,,,,236118.0,,,
"DEME OFFSHORE US, LLC",LLC,Active,1318515,2021-03-31,256 MARGINAL ST,East BOSTON,02128,MA,Florey.Sidney@deme-group.com,Foreign,2019-08-14,DE,DE,False,False,False,False,False,Other Heavy and Civil Engineering Construction (237990),2021-11-10 00:10:26.8233333,United States,,,,gary.scappini@wolterskluwer.com,2020-01-01,"DEME OFFSHORE US, LLC",United States,"1209 ORANGE ST, WILMINGTON, DE, 19801, United States",1209 ORANGE ST,WILMINGTON,DE,19801,United States,"1209 ORANGE ST, WILMINGTON, DE, 19801, United States",1209 ORANGE ST,WILMINGTON,DE,19801.0,United States,238990.0,,Bldg. 36 Ste 2,
"KENISE BARNES FINE ART CONSULTING, INC.",Non-Stock,Active,1318516,2021-03-13,7 FULLING LANE,KENT,06757,CT,KENISE@KBFA.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,Art Dealers (453920),2021-11-10 00:10:26.8233333,United States,,,Annual report past due,,,,,,,,,,,,,,,,,453920.0,,,
REVI'S CLEAN LLC,LLC,Active,1318517,2021-03-31,22 PARK WOOD PL,DANBURY,06811,CT,REVISCLEAN@HOTMAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),2021-11-10 00:10:26.8233333,United States,,,Annual report past due,,,,,,,,,,,,,,,,,811490.0,,,
TREND NATURE TOURS LLC,LLC,Active,1318518,2020-03-31,134 DAY STREET,GRANBY,06035,CT,JTTRENDNATURE@GMAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8233333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
W JOHNSON LLC,LLC,Active,1318520,2022-03-31,670 MYRTLE AVENUE #447,BROOKLYN,11205,NY,jerry@diversifiedcorp.com,Domestic,2019-08-14,NY,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:10:26.8233333,United States,,,,,,,,,,,,,,,,,,,,,,,
FERNANDO RAMIREZ S LLC,LLC,Active,1318521,2020-03-31,370 AMITY RD,BETHANY,06524,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8233333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
DRM SALES LLC,LLC,Active,1318522,2020-03-31,20 CASPER ST,DANBURY,06810,CT,MULTISERVICE@7STATECT.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8233333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
WILD SCOOPS ICE CREAM L.L.P.,LLP,Active,1318523,2021-08-14,7 PLAINFIELD RD,CANTERBURY,06331,CT,wildscoopsllc@gmail.com,Domestic,2019-08-14,CT,Connecticut,True,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),2021-11-10 00:10:26.8233333,United States,,,Annual report past due,,,,,,,,,,,,,,,,,,,,
JULIE M VILLADA LLC,LLC,Active,1318524,2020-03-31,25 WALNUT ST,THOMASTON,06787,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8566667,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"HEALTHGRADES OPERATING COMPANY, INC.",Stock,Active,1318528,2022-08-14,1801 CALIFORNIA ST. SUITE 1050,DENVER,80202,CO,Compliancemail@cscinfo.com,Foreign,2019-08-14,DE,DE,False,False,False,False,False,Home Health Care Services (621610),2021-11-10 00:10:26.8566667,United States,,,,,2019-01-01,"HEALTHGRADES OPERATING COMPANY, INC.",United States,,,,,,,,,,,,,621610.0,,,
RJ SHERWOOD PROPERTIES LLC,LLC,Active,1318529,2020-03-31,150 WHITE PLAINS ROAD SUITE 400,TARRYTOWN,10591,NY,,Foreign,2019-08-14,DE,DE,False,False,False,False,False,,2021-11-10 00:10:26.8566667,,Failure to file Annual Report,,Ready for dissolution,,2019-07-31,RJ PROPERTIES LLC,,,,,,,,,,,,,,,,,
"SCIALABBA ROOFING AND REMODELING, LLC",LLC,Active,1318693,2020-03-31,1 GARFIELD AVENUE EXT.,NEW LONDON,06320,CT,STEFANO1120@SBCGLOBAL.NET,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.2300000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
THE ARISTOTLE GROUP LLC,LLC,Dissolved,1318359,2020-03-31,80 WALTER AVE.,NORWALK,06851,CT,AKASSIMIS@HOTMAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.7466667,United States,,,,,,,,,,,,,,,,,,,,,2020-09-01T00:00:00.000,,
FORTUNAE DOMUM INC,Stock,Withdrawn,1317938,2020-08-14,321 WALNUT ST,NEWTON,02460,MA,JAILENE@ACCEPTSOLAR.COM,Foreign,2019-08-14,MA,MA,False,False,False,False,False,,2021-11-10 00:05:59.6100000,United States,,,,,2019-08-14,FORTUNAE DOMUM INC,United States,,,,,,,,,,,,,,,,
DHPICKUP LLC,LLC,Dissolved,1318420,2020-03-31,156 TOKENEKE ROAD,DARIEN,06820,CT,DEHENDERSON2@GMAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:29.3366667,United States,,,,,,,,,,,,,,,,,,,,,2019-12-12T00:00:00.000,,
CAPO & CRESPO HOME IMPROVEMENTS LLC,LLC,Dissolved,1318411,2020-03-31,18 GREYSTONE ST,WILLIMANTIC,06226,CT,CAPO_JOSE@HOTMAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:40.9533333,United States,,,,,,,,,,,,,,,,,,,,,2020-01-29T00:00:00.000,,
LUIS LOZANO CONSTRUCTION LLC,LLC,Dissolved,1318569,2020-03-31,649 3RD AVE,WEST HAVEN,06516,CT,LUISLOZANO8532@GMAIL.COM,Domestic,2019-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:28.2666667,United States,,,,,,,,,,,,,,,,,,,,,2020-10-26T00:00:00.000,,
HONEYMOONS.COM LLC,LLC,Active,1317368,2020-03-31,762 POST ROAD,DARIEN,06820,CT,ALBERT@AGHMEDIA.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:32.3666667,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
CANAL CROSSING PHASE THREE LLC,LLC,Active,1318457,2022-03-31,1621 STATE STREET,NEW HAVEN,06511,CT,joyce@tagcos.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:10:26.2000000,United States,,,,,,,,,,,,,,,,,,,,531311.0,,,
SCHOLARLY CUISINE LLC,LLC,Active,1318458,2022-03-31,34-3 shunpike rf,cromwell,06416,CT,gardy@theodoreassociates.org,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Caterers (722320),2021-11-10 00:10:26.2000000,United States,,,,,,,,,,,,,,,,,,,,722320.0,,257,
WOOD MASTERS & SON INC.,Stock,Active,1318486,2020-08-15,19 N. BOND STREET,MOUNT VERNON,10550,NY,VELTRIOSSO@AOL.COM,Foreign,2019-08-15,NY,NY,False,False,False,False,False,,2021-11-10 00:10:26.2300000,United States,Failure to file Annual Report,,Annual report past due,,2019-09-01,WOOD MASTERS & SON INC.,United States,,,,,,,,,,,,,,,,
