name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,naics_code,naics_sub_code,category_survey_email_address,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,dissolution_date,mailing_address,date_of_organization_meeting,mailing_international_address
B&T WOOD FLOORS LLC,LLC,Active,Ready for dissolution,1327563,2020-03-31,295 NORTH BISHOP AVE APT 11,BRIDGEPORT,06606,CT,SANDRA@ATLANTISTAXLLC.COM,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4666667,United States,,,,,,,,,,,,,,,,,,,,,,,,
EAGLE HARDWOOD FLOORING LLC.,LLC,Active,Ready for dissolution,1327564,2020-03-31,1600 HARRISON AVE,MAMARONECK,10543,NY,EAGLEHARDWOOD@HOTMAIL.COM,Foreign,2019-11-14,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4666667,United States,,,,,2019-11-15,EAGLE HARDWOOD FLOORING LLC.,United States,"1600 HARRISON AVE, MAMARONECK, NY, 10543, United States",1600 HARRISON AVE,MAMARONECK,NY,10543,United States,"1600 HARRISON AVE, MAMARONECK, NY, 10543, United States",1600 HARRISON AVE,MAMARONECK,NY,10543,United States,,,,,
HIGH VIBE CONSULTING LLP,LLP,Active,Annual report past due,1327565,2020-11-14,218 INDIAN MOUNTAIN ROAD,LAKEVILLE,06039,CT,KARA@HIGHVIBECONSULTING.CO,Domestic,2019-11-14,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.4666667,United States,,,,,,,,,,,,,,,,,,,,,,,,
KABY CLEANING LLC,LLC,Active,Annual report past due,1327566,2021-03-31,70 RUSS ST APT D 33,HARTFORD,06106,CT,kaby.herrera1971@gmail.com,Domestic,2019-11-14,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:35.4666667,United States,Other Personal and Household Goods Repair and Maintenance (811490),811490.0,,,,,,,,,,,,,,,,,,,,,,
"AVIATION BOULEVARD, LLC",LLC,Active,Ready for dissolution,1327568,2020-03-31,36 SOMERSET STREET,WEST HARTFORD,06110,CT,QAISERKHAN0474@GMAIL.COM,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4966667,United States,,,,,,,,,,,,,,,,,,,,,,,,
CAAMANO EEUU LLC,LLC,Active,,1327570,2022-03-31,"1099 WALL STREET WEST C/O SUAREZBALDOMERO, P.A. SUITE 246",LYNDHURST,07071,NJ,Compliancemail@cscinfo.com,Foreign,2019-11-14,DE,DE,False,False,False,False,False,,2021-11-10 00:10:35.4966667,United States,Other Building Finishing Contractors (238390),238390.0,,,2019-10-30,CAAMANO EEUU LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,
"PM PEDIATRICS REALTY- MANCHESTER, LLC",LLC,Active,,1327571,2022-03-31,ONE HOLLOW LANE SUITE 301,LAKE SUCCESS,11042,NY,skalicharan@pmpediatrics.com,Foreign,2019-11-14,NY,NY,False,False,False,False,False,,2021-11-10 00:10:35.4966667,United States,All Other Outpatient Care Centers (621498),621498.0,,,2019-11-14,"PM PEDIATRICS REALTY- MANCHESTER, LLC",United States,"ONE HOLLOW LANE SUITE 301, LAKE SUCCESS, NY, 11042,",ONE HOLLOW LANE SUITE 301,LAKE SUCCESS,NY,11042,,"ONE HOLLOW LANE SUITE 301, LAKE SUCCESS, NY, 11042, United States",ONE HOLLOW LANE SUITE 301,LAKE SUCCESS,NY,11042,United States,,,,,
PARTNERSHIP EMPLOYMENT NEW YORK LLC,LLC,Active,Ready for dissolution,1327572,2020-03-31,30 OAK STREET SUITE 202,STAMFORD,06905,CT,JOEKELLY318@AOL.COM,Foreign,2019-11-14,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4966667,,,,,,2019-01-01,PARTNERSHIP EMPLOYMENT NEW YORK LLC,,,,,,,,,,,,,,,,,,
THOMAS HOUSE PAINTING LLC,LLC,Active,Annual report past due,1327577,2021-03-31,44 STEELE STREET,NEW BRITAIN,06052,CT,THOMASHOUSEPAINTING@GMAIL.COM,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4966667,United States,Painting and Wall Covering Contractors (238320),238320.0,,,,,,,,,,,,,,,,,,,,,,
"IMARS PROPERTY,LLC",LLC,Active,Ready for dissolution,1327586,2020-03-31,110 BRADLEY RD,WOODBRIDGE,06525,CT,ANNA.MOBARAK@GAMIL.COM,Domestic,2019-11-14,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4966667,United States,,,,,,,,,,,,,,,,,,,,,,,,
"DEVNISHI, LLC",LLC,Active,,1327587,2022-03-31,244 NORTH HAMPTON COURT,MERIDEN,06450,CT,devnimesh09@yahoo.com,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4966667,United States,"Beer, Wine, and Liquor Stores (445310)",,,,,,,,,,,,,,,,,,,,,,,
ADAM'S BARBERSHOP LLC,LLC,Active,Ready for dissolution,1327588,2020-03-31,10 BROADWAY RD,TRUMBULL,06611,CT,ADAMSBARBERSHOPCT@GMAIL.COM,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4966667,United States,,,,,,,,,,,,,,,,,,,,,,,,
1022403 ONTARIO LIMITED,Stock,Active,,1327589,2022-11-14,,,,,MANAGEDREPORTS@INCORP.COM,Foreign,2019-11-14,CAN,CAN,False,False,False,False,False,,2021-11-10 00:10:35.4966667,CANADA,Custom Architectural Woodwork and Millwork Manufacturing (337212),337121.0,angela.chavez@incorp.com,,2019-11-14,1022403 ONTARIO LIMITED,Canada,,,,,,,,,,,,,,,,,"PO Box 182, Campbellford, Ontario, Canada, K0L 1L0"
HURRY UP AND DIE LLC,LLC,Active,Annual report past due,1327590,2021-03-31,39 CHARLES STREET,NEW BRITAIN,06051,CT,jclayton.enterprise@gmail.com,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4966667,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,,,
DON'T TRIP MEDIA LLC,LLC,Active,,1327594,2022-03-31,27 HUNTERS LANE,PLANTSVILLE,06479,CT,donttripmedia1@gmail.com,Domestic,2019-11-14,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:35.4966667,United States,Internet Publishing and Broadcasting and Web Search Portals (519130),519130.0,,,,,,,,,,,,,,,,,,,,,,
HL HOMES LLC,LLC,Active,,1327595,2022-03-31,32 OLD FARM ROAD,WILTON,06897,CT,sobocinskimarzena@yahoo.com,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4966667,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,,,
10 DONOHUE DRIVE LLC,LLC,Active,,1327596,2022-03-31,32 OLD FARM ROAD,WILTON,06897,CT,sobocinskimarzena@yahoo.com,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4966667,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,,,
SONEHAN BROTHERS CHESHIRE LLC,LLC,Active,Ready for dissolution,1327597,2020-03-31,195 NORTH STREET,TETERBORO,07608-1201,NJ,DPHANSON@HAMPSHIRECO.COM,Foreign,2019-11-14,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4966667,,,,,,2019-11-12,SONEHAN BROTHERS CHESHIRE LLC,,,,,,,,,,,,,,,,,,
AGD CONTRACTING CORP.,Non-Stock,Active,Annual report past due,1327598,2020-11-14,316 TENNENT ROAD SUITE 103,MORGANVILLE,07751,NJ,GDIFAZIO@AGDCONTRACTING.COM,Foreign,2019-11-14,NY,NY,False,False,False,False,False,,2021-11-10 00:10:35.5433333,United States,,,,,2019-11-15,AGD CONTRACTING CORP.,United States,,,,,,,,,,,,,,,,,
COOLBAUGH INVESTORS LAND CHESHIRE LLC,LLC,Active,Ready for dissolution,1327599,2020-03-31,195 NORTH STREET,TETERBORO,07608-1201,NJ,DPHANSON@HAMPSHIRECO.COM,Foreign,2019-11-14,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5433333,,,,,,2019-11-12,COOLBAUGH INVESTORS LAND CHESHIRE LLC,,,,,,,,,,,,,,,,,,
"THE TRAIN STATION, A MINDFLEX GYM LLC",LLC,Active,Annual report past due,1327600,2021-03-31,165 LAKE AVE,TRUMBULL,06611,CT,phernandez@thetrainstationclubs.com,Domestic,2019-11-14,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:35.5433333,United States,Other Personal Care Services (812199),812199.0,,,,,,,,,,,,,,,,,,,,,,
LOVAR ENTERPRISES LLC,LLC,Active,,1327603,2022-03-31,97 PROSPECT HILL RD,NEW MILFORD,06776,CT,albertomglopez@gmail.com,Domestic,2019-11-14,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:35.5433333,United States,Sporting Goods Stores (451110),451110.0,,,,,,,,,,,,,,,,,,,,,,
"TEACH FOR THE CULTURE, LLC",LLC,Active,Ready for dissolution,1327604,2020-03-31,74 HAMILTON DR,MANCHESTER,06042,CT,TEACHFORTHECULTURE@GMAIL.COM,Domestic,2019-11-14,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5433333,United States,,,,,,,,,,,,,,,,,,,,,,,,
2AK LLC,LLC,Active,Annual report past due,1327605,2021-03-31,27 HESS DR.,WOLCOTT,06716,CT,avdi1954@gmail.com,Domestic,2019-11-14,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:35.5433333,United States,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,
LVIV LLC,LLC,Active,Ready for dissolution,1327606,2020-03-31,832 BEDFORD STREET,STAMFORD,06901,CT,AGENCYSILESIA@GMAIL.COM,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5433333,United States,,,,,,,,,,,,,,,,,,,,,,,,
LEVEL 5 FINISHER CORP.,Stock,Active,Annual report past due,1327607,2020-11-14,165 EUCLID AVE,STRATFORD,06614-1978,CT,tax4020@hotmail.com,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5433333,United States,,,,1000.0,,,,,,,,,,,,,,,,,,,,
MURRATTI HOLDINGS LLC,LLC,Active,Ready for dissolution,1327608,2020-03-31,44 NORTH PLAINS INDUSTRIAL ROAD,WALLINGFORD,06492,CT,MIKE@ABAPC.COM,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5433333,United States,,,,,,,,,,,,,,,,,,,,,,,,
"R&A PROPERTIES, LLC",LLC,Active,,1327609,2022-03-31,93050 TOLIVER LANE,CHESHIRE,97419,OR,cnchack@yahoo.com,Domestic,2019-11-14,OR,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5433333,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,,,
MEERS AVIATION COMPANY LLC,LLC,Active,,1327610,2022-03-31,34 ELLIS RD,ENFIELD,06082,CT,ameers1405@gmail.com,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5433333,United States,Nonscheduled Chartered Passenger Air Transportation (481211),481211.0,,,,,,,,,,,,,,,,,,,,,,
ACRS SERVICES LLC,LLC,Active,Ready for dissolution,1327611,2020-03-31,15 PADANARAM RD APT 2,DANBURY,06810,CT,MULTISERVICE@7STATECT.COM,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5433333,United States,,,,,,,,,,,,,,,,,,,,,,,,
ESPINOZA SERVICES LLC,LLC,Active,Ready for dissolution,1327612,2020-03-31,370 OLIVE ST,BRIDGEPORT,06604,CT,JOSUEESPINOZALLC@GMAIL.COM,Domestic,2019-11-14,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5433333,United States,,,,,,,,,,,,,,,,,,,,,,,,
DAB 'N CO. LLC,LLC,Active,,1327613,2022-03-31,127 WESTERLEIGH RD.,NEW HAVEN,06515,CT,dabncollc@gmail.com,Domestic,2019-11-14,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:35.5433333,United States,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",446120.0,,,,,,,,,,,,,,,,,,,,,,
"TEGNA BROADCAST HOLDINGS, LLC",LLC,Active,,1327614,2022-03-31,8350 BROAD STREET SUITE 2000,TYSONS,22102,VA,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2019-11-14,DE,DE,False,False,False,False,False,,2021-11-10 00:10:35.5433333,United States,Television Broadcasting (515120),515120.0,,,2019-11-14,"TEGNA BROADCAST HOLDINGS, LLC",United States,"8350 BROAD STREET SUITE 2000, TYSONS, VA, 22102, United States",8350 BROAD STREET SUITE 2000,TYSONS,VA,22102,United States,"8350 BROAD STREET SUITE 2000, TYSONS, VA, 22102, United States",8350 BROAD STREET SUITE 2000,TYSONS,VA,22102,United States,,,,,
"COTA INTERIORS, LLC",LLC,Active,Ready for dissolution,1327615,2020-03-31,440 INDUSTRIAL PARK RD.,DEEP RIVER,06417,CT,KGCOTAS@GMAIL.COM,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5433333,,,,,,,,,,,,,,,,,,,,,,,,,
"J INTERIOR DESIGN NYC, LLC",LLC,Active,Ready for dissolution,1327616,2020-03-31,"25 ADAMS AVENUE, UNIT 401",STAMFORD,06902,CT,JENNIFERNYC0303@GMAIL.COM,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5433333,,,,,,,,,,,,,,,,,,,,,,,,,
ANTHONY'S CARPET LLC,LLC,Active,Ready for dissolution,1327617,2020-03-31,56 PERKINS ST UNIT 3,NEW HAVEN,06513,CT,MSPREPLLC01@GMAIL.COM,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5733333,United States,,,,,,,,,,,,,,,,,,,,,,,,
"MEDVET CONNECTICUT, PLLC",LLC,Active,,1327619,2022-03-31,350 EAST WILSON BRIDGE ROAD,WORTHINGTON,43085,OH,lisa.samblanet@icemiller.com,Domestic,2019-11-14,OH,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,Professional Organizations (813920),813920.0,,,,,,,,,,,,,,,,,,,,,,
"31A OLD POST ROAD, LLC",LLC,Active,,1327623,2022-03-31,24 WILLOW LANE,CLINTON,06413,CT,cthompson@stewardshardware.com,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,,,,,,,,,,
"RELIABLE CONSTRUCTION SYSTEMS, INC.",Stock,Active,,1327626,2022-11-14,1072 Boston Post Rd.,West Haven,06516,CT,deven@reliableconstructionsystems.com,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,All Other Specialty Trade Contractors (238990),,,20000.0,,,,,,,,,,,,,,,,,,,,
"PJLR ASSOCIATES, LLC",LLC,Active,,1327638,2022-03-31,1501 STATE STREET,BRIDGEPORT,06605,CT,Joxer@deyuliosausage.com,Domestic,2019-11-14,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:36.0900000,United States,Other Activities Related to Real Estate (531390),311612.0,,,,,,,,,,,,,,,,,,,,,,
"PN ASSOCIATES, LLC",LLC,Active,,1327640,2022-03-31,123 HARBOR DRIVE UNIT 210,STAMFORD,06902,CT,Joxer@deyuliosausage.com,Domestic,2019-11-14,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:36.0900000,United States,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,
LEXTEGRITY INC.,Stock,Active,Annual report due,1327641,2021-11-14,1 E ERIE ST STE 525 #272,CHICAGO,60661,IL,pchennareddy@lextegrity.com,Foreign,2019-11-14,DE,DE,False,False,False,False,False,,2021-11-10 00:10:36.0900000,United States,Software Publishers (511210),511210.0,,,2019-10-01,LEXTEGRITY INC.,United States,,,,,,,,,,,,,,,,,
"HOMETOWN MOJO, LLC",LLC,Active,Ready for dissolution,1327645,2020-03-31,10 SUNSET AVE,OLD SAYBROOK,06475,CT,ED@HOMETOWNMOJO.BIZ,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.0900000,United States,,,,,,,,,,,,,,,,,,,,,,,,
J AND W INVESTMENT PROPERTIES LLC,LLC,Active,Ready for dissolution,1327647,2020-03-31,236 MILE CREEK ROAD,OLD LYME,06371,CT,MSTILLMAN@STILLMANLEGAL.NET,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.0900000,United States,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNITY CONNECTION NETWORK CORPORATION,Non-Stock,Active,First report due,1327648,2021-11-14,No information provided,,,,,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0900000,,,,,,,,,,,,,,,,,,,,,,,,,
RRJ DUMPSTER RENTAL LLC,LLC,Active,Ready for dissolution,1327651,2020-03-31,488 WASHINGTON ST,WALLINGFORD,06492,CT,,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.0900000,,,,,,,,,,,,,,,,,,,,,,,,,
A-PLUS MECHANICAL INSULATION LLC,LLC,Active,Annual report past due,1327655,2021-03-31,192 DIXWELL AVENUE,NEW HAVEN,06511,CT,g.jackson@A-Plusmechanicalinsulation.com,Domestic,2019-11-14,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:36.1366667,United States,Drywall and Insulation Contractors (238310),238310.0,,,,,,,,,,,,,,,,,,,,,,
LIGHTBURNE COFFEE COMPANY LLC,LLC,Active,Ready for dissolution,1327685,2020-03-31,588 JEROME AVE.,BRISTOL,06010,CT,LIGHTBURNECOFFEE@GMAIL.COM,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1700000,United States,,,,,,,,,,,,,,,,,,,,,,,,
"NETWORK CABLING INFRASTRUCTURES, LLC",LLC,Active,,1327726,2022-03-31,4825 RIVER GREEN PARKWAY,DULUTH,30096,GA,CLS-CTARMSEvidence@wolterskluwer.com,Foreign,2019-11-14,GA,GA,False,False,False,False,False,,2021-11-10 00:10:36.7766667,United States,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,,,2019-11-14,"NETWORK CABLING INFRASTRUCTURES, LLC",United States,"P.O. BOX 2168, DULUTH, GA, 30096,",P.O. BOX 2168,DULUTH,GA,30096,,"4825 RIVER GREEN PARKWAY, DULUTH, GA, 30096, United States",4825 RIVER GREEN PARKWAY,DULUTH,GA,30096,United States,,,,,
KODIAKCARE CORPORATION,Non-Stock,Active,Annual report due,1327729,2021-11-14,32 MICHAEL ROAD,SIMSBURY,06070,CT,info@kodiakcare.org,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.7766667,United States,Other Grantmaking and Giving Services (813219),813219.0,,,,,,,,,,,,,,,,,,,,,,
ENFIELD TAXI LLC,LLC,Active,,1327731,2022-03-31,14 CRANBROOK BLVD,ENFIELD,06082,CT,LAGANA555@GMAIL.COM,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.7766667,,Taxi Service (485310),,,,,,,,,,,,,,,,,,,,,,,
CLARITY QUEST CORP.,Stock,Active,Annual report due,1327735,2022-11-14,93 SHENNECOSSETT RD.,GROTON,06340,CT,chris@clarityqst.com,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.7766667,United States,Advertising Agencies (541810),,,20000.0,,,,,,,,,,,,,,,,,,,,
ON THE ROAD MECHANIC LLC,LLC,Active,Annual report past due,1327807,2021-03-31,325 HATHAWAY DRIVE,STRATFORD,06615,CT,ontheroadmechanic@yahoo.com,Domestic,2019-11-14,CT,Connecticut,False,False,False,True,False,,2021-11-10 00:10:37.4500000,United States,Appliance Repair and Maintenance (811412),811412.0,,,,,,,,,,,,,,,,,,,,,,
BULLYPROOFING LLC,Non-Stock,Dissolved,,1327602,,No information provided,,,,BULLYPROOFPREVENTION@GMAIL.COM,Domestic,2019-11-14,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:06:19.0666667,,,,,,,,,,,,,,,,,,,,,,2019-12-10T00:00:00.000,,,
JECCOS SOLUTIONS LLC,LLC,Dissolved,,1327567,2020-03-31,141 WALL STREET,TORRINGTON,06790,CT,JCASTILLO.28@ICLOUD.COM,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:19.0966667,United States,,,,,,,,,,,,,,,,,,,,,2020-04-20T00:00:00.000,,,
SIDE DOOR SANCTUARY LLC,LLC,Dissolved,,1327490,2021-03-31,29 BRAEBURN RD,WEST HARTFORD,06107,CT,alekazzam28@gmail.com,Domestic,2019-11-14,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:04:54.6000000,United States,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,2020-11-18T00:00:00.000,,,
"PMW MANAGEMENT PARTNERS, LLC",LLC,Redomesticated,,1327501,2020-03-31,474 CARPENTER ROAD,COVENTRY,06238,CT,MAGDALENE.SKRETTA@GMAIL.COM,Domestic,2019-11-14,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:03:18.6766667,United States,,,,,,,,,,,,,,,,,,,,,,,,
FUJI JAPANESE STEAKHOUSE LLC,LLC,Dissolved,,1327592,2020-03-31,1186 FARMINGTON AVE,BRISTOL,06010,CT,LIANGLI19941121@GMAIL.COM,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:32.6800000,United States,,,,,,,,,,,,,,,,,,,,,2019-11-15T00:00:00.000,,,
XYNFINIX LLC,LLC,Dissolved,,1327591,2020-03-31,25 EAST MAXWELL DRIVE,WEST HARTFORD,06107,CT,JORZAN2007@YAHOO.CO.UK,Domestic,2019-11-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:30.6800000,,,,,,,,,,,,,,,,,,,,,,2020-05-07T00:00:00.000,,,
BROOKFIELD TRUCKING LLC,LLC,Active,,1327601,2022-03-31,10 LONG MEADOW HILL ROAD,BROOKFIELD,06804,CT,Brookfieldtrucking@gmail.com,Domestic,2019-11-15,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.5433333,United States,"General Freight Trucking, Local (484110)",484110.0,,,,,,,,,,,,,,,,,,,,,,
JESSICA R. PAGE LLC,LLC,Active,,1327618,2022-03-31,57 PLAINS ROAD SUITE 1B,MILFORD,06461,CT,jessicarpagellc@gmail.com,Domestic,2019-11-15,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,,,,,,,,,,,,,,,,,,,,,
FJSH ENTERPRISE LLC,LLC,Dissolved,,1327621,2021-03-31,1186 FARMINGTON AVENUE,BRISTOL,06010,CT,469829841@qq.com,Domestic,2019-11-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,Full-Service Restaurants (722511),722511.0,,,,,,,,,,,,,,,,,,,2021-03-16T00:00:00.000,,,
"CENTER COURT, LLC",LLC,Active,,1327628,2022-03-31,73 WEST CENTER STREET,MANCHESTER,06040,CT,service@newenglandcarcare.com,Domestic,2019-11-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,,,
"103 SAYBROOK ROAD, LLC",LLC,Dissolved,,1327629,2021-03-31,50 CROSSTREES HILL ROAD,ESSEX,06426,CT,psmith1@snet.net,Domestic,2019-11-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,,,,,,,2020-12-30T00:00:00.000,,,
"VIRGIL REAL ESTATE, LLC",LLC,Active,Annual report past due,1327630,2021-03-31,26 LIBERTY STREET,STAMFORD,06902,CT,jj@mermaidpoolwater.net,Foreign,2019-11-15,DE,DE,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,Residential Property Managers (531311),531311.0,,,2019-11-14,"VIRGIL REAL ESTATE, LLC",United States,"16192 COASTAL HIGHWAY, LEWES, DE, 19958, United States",16192 COASTAL HIGHWAY,LEWES,DE,19958,United States,"16192 COASTAL HIGHWAY, LEWES, DE, 19958, United States",16192 COASTAL HIGHWAY,LEWES,DE,19958,United States,,,,,
BROGON ENTERPRISES LLC,LLC,Dissolved,,1327631,2022-03-31,86 RAYMOND SCHOOLHOUSE RD,CANTERBURY,06331,CT,anthonybrown1362@gmail.com,Domestic,2019-11-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,All Other General Merchandise Stores (452319),452319.0,,,,,,,,,,,,,,,,,,,2021-04-01T00:00:00.000,,,
F.A.L.C. CORP,Stock,Active,Annual report past due,1327632,2020-11-15,107-32 UNION HALL STREET,JAMAICA,11433,NY,FALCCORP@AOL.COM,Foreign,2019-11-15,NY,NY,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,,,,,2019-11-04,F.A.L.C. CORP,United States,,,,,,,,,,,,,,,,,
KROWNEDBYREIGN LLC,LLC,Active,Ready for dissolution,1327633,2020-03-31,5 HIGHLAND STREET,WEST HARTFORD,06119-1981,CT,KROWNEDBYREIGN@GMAIL.COM,Domestic,2019-11-15,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5733333,United States,,,,,,,,,,,,,,,,,,,,,,,,
AVC HOME IMPROVEMENT LLC,LLC,Active,Annual report past due,1327634,2021-03-31,379 GREGORY ST,BRIDGEPORT,06604,CT,velezdesign@hotmail.com,Domestic,2019-11-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5733333,United States,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,,,,
FORTRESS ENTERTAINMENT LLC,LLC,Active,Ready for dissolution,1327636,2020-03-31,55 WEST MAIN ST,NEW BRITAIN,06051,CT,KOINAF13@GMAIL.COM,Domestic,2019-11-15,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5733333,United States,,,,,,,,,,,,,,,,,,,,,,,,
