name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,naics_code,naics_sub_code,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,country_formation,dissolution_date,billing_unit,mailing_jurisdiction_country,office_in_jurisdiction_country,date_of_organization_meeting,category_survey_email_address
C & R FITNESS LLC,LLC,Active,,1321584,2022-03-31,231 WEST ROAD,MARLBOROUGH,United States,06447,CT,whiteryan012@gmail.com,Domestic,2019-09-17,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:29.4633333,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",711410.0,,,,,,,,,,,,,,,,,,,,
TRC TACO LLC,LLC,Active,Ready for dissolution,1321585,2020-03-31,226 CLOVER STREET,STRATFORD,United States,06614,CT,MANNYOLIVARES@YAHOO.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.4633333,,,,,,,,,,,,,,,,,,,,,,
IDENTITY STYLES LLC,LLC,Active,,1321586,2022-03-31,25 KIBBE STREET,HARTFORD,United States,06106,CT,kenc4350@gmail.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.4633333,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,
73 CHIPPENWOOD LLC,LLC,Active,,1321587,2022-03-31,63 WOODBRIDGE ROAD,BRISTOL,United States,06010,CT,mark@lmhelectric.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.4633333,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
BURNETTE A DONATO ANESTHESIA SERVICES LLC,LLC,Active,,1321588,2022-03-31,41 BAYARD AVENUE,NORTH HAVEN,United States,06473,CT,BADASLLC@gmail.com,Domestic,2019-09-17,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:29.4633333,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,,,,,,,,,,,,,,,,,,,,
"NATION'S STANDARD REALTY, LLC",LLC,Active,,1321589,2022-03-31,937 SOUTH STREET,PEEKSKILL,United States,10566,NY,nick.schunk@gmail.com,Foreign,2019-09-17,NY,NY,False,False,False,False,False,,2021-11-10 00:10:29.4633333,Offices of Real Estate Agents and Brokers (531210),531210.0,,2019-09-17,"NATION'S STANDARD REALTY, LLC","937 SOUTH STREET, PEEKSKILL, NY, 10566, United States",937 SOUTH STREET,PEEKSKILL,NY,10566,"937 SOUTH STREET, PEEKSKILL, NY, 10566, United States",937 SOUTH STREET,PEEKSKILL,NY,10566,United States,,,United States,United States,,
ROSSAMAZING HOME CARE LLC,LLC,Active,Ready for dissolution,1321590,2020-03-31,275 WELLS ST.,BRIDGEPORT,United States,06606,CT,ROSSAMAZINGHOMECARE@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.4633333,,,,,,,,,,,,,,,,,,,,,,
"PRIME TRANSPORTATION,LLC",LLC,Dissolved,,1321591,2022-03-31,105 SANFORD STREET,HAMDEN,United States,06514,CT,TASHA1912GO@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:29.4633333,Taxi Service (485310),485310.0,,,,,,,,,,,,,,,2021-02-22T00:00:00.000,,,,,
CORNERSTONE HOME INSPECTIONS LLC,LLC,Active,Ready for dissolution,1321592,2020-03-31,55 GLYNN FARMS DR,EAST LONGMEADOW,,01028,MA,RYWHEATON@GMAIL.COM,Foreign,2019-09-17,MA,MA,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.4633333,,,,2019-09-06,CORNERSTONE HOME INSPECTIONS LLC,,,,,,,,,,,,,,,,,
RUYS FOUNDATIONS INCORPORATED,Stock,Active,First report past due,1321593,2021-09-17,No information provided,,,,,ROB@FEDTAXSERVICES.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.4633333,,,12000.0,,,,,,,,,,,,,,,,,,,
ALTIERES CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1321594,2020-03-31,210 OAKVILLE AVE,WATERBURY,United States,06708,CT,MARCELA@MIRANTEAGENCY.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.4633333,,,,,,,,,,,,,,,,,,,,,,
"DADE CITY, LLC.",LLC,Active,Ready for dissolution,1321595,2020-03-31,23 COLLIER AVENUE,BRISTOL,United States,06010,CT,SANFORDREI@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.4633333,,,,,,,,,,,,,,,,,,,,,,
BLU VISION LLC,LLC,Active,Ready for dissolution,1321596,2020-03-31,151 WESSELS AVE,BRIDGEPORT,United States,06610,CT,KLC775@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.4633333,,,,,,,,,,,,,,,,,,,,,,
SAEED CONSULTING LLC,LLC,Active,,1321597,2022-03-31,52 NUTHATCH KNOB,GLASTONBURY,United States,06033,CT,asker@saeedconsulting.com,Domestic,2019-09-17,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:29.4633333,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,,,,,,,,,,,,
"JPLA CONSTRUCTION, LLC",LLC,Active,,1321598,2022-03-31,7 THOMPSON STREET,STRATFORD,United States,06615,CT,jplaconstructionllc@gmail.com,Domestic,2019-09-17,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:30.1533333,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,
REB CONSULTING LLC,LLC,Active,Annual report past due,1321599,2021-03-31,25 TEAHOUSE LANE,RIDGEFIELD,United States,06877,CT,cleschack@cl-law.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.1533333,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,,,,,,,,,,,,
163 GREENWOODS LLC,LLC,Active,Ready for dissolution,1321600,2020-03-31,8 BAKER LANE,SUFFERN,,10901,NY,,Domestic,2019-09-17,NY,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.1533333,,,,,,,,,,,,,,,,,,,,,,
IGLESIA CRISTIANA CORDERO DE DIOS,Religious,Active,,1321601,,No information provided,,,,,,Domestic,2019-09-17,,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.1533333,,,,,,,,,,,,,,,,,,,,,,
"WATERVILLE ROAD, LLC",LLC,Active,,1321602,2022-03-31,30 TOWER LANE,AVON,United States,06001,CT,office1@enerealtyassociates.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.1533333,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,
VENDA NOVA PAINTING LLC,LLC,Active,,1321603,2022-03-31,115 W LINCOLN AVE,MOUNT VERNON,United States,10550,NY,SENECA.BUSINESS@YAHOO.COM,Domestic,2019-09-17,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.1533333,Painting and Wall Covering Contractors (238320),238320.0,,,,,,,,,,,,,,,,,,,,
ORANGE ELM LLC,LLC,Active,Ready for dissolution,1321604,2020-03-31,1299-B NORTH AVENUE,NEW ROCHELLE,,10804,NY,DSELPROPERTIES@GMAIL.COM,Domestic,2019-09-17,NY,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.1533333,,,,,,,,,,,,,,,,,,,,,,
"ARMOUR HOME HEALTH CARE, LLC",LLC,Active,Ready for dissolution,1321605,2020-03-31,"1840 STATE STREET, SUITE 102",HAMDEN,United States,06517,CT,EMAILJOICE@YAHOO.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.1533333,,,,,,,,,,,,,,,,,,,,,,
"THE WHITEVILLE DRUGSTORE, LLC",LLC,Withdrawn,,1321606,2020-03-31,202 NW OLDHAM PARKWAY,LEES SUMMIT,United States,64081,MO,INFO@RXFLATLAND.COM,Foreign,2019-09-17,MO,MO,False,False,False,False,False,,2021-11-10 00:10:30.1533333,,,,2019-09-17,"THE WHITEVILLE DRUGSTORE, LLC","13035 OLIVE BLVD STE 210, SAINT LOUIS, MO, 63141, United States",13035 OLIVE BLVD STE 210,SAINT LOUIS,MO,63141,,,,,,United States,,,United States,,,
516 VINCELLETTE A2 LLC,LLC,Active,,1321607,2022-03-31,2 ARMONK ST #1048,GREENWICH,United States,06830,CT,contact@RMLLRE.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.1533333,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,
"SC GLAM, LLC",LLC,Active,Annual report past due,1321608,2021-03-31,1300 CAPITOL AVE UNIT A,BRIDGEPORT,United States,06606,CT,ShamyrahCodlin@gmail.com,Domestic,2019-09-17,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:30.1533333,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,
BEALE ENTERPRISES LLC,LLC,Active,Ready for dissolution,1321610,2020-03-31,18 PARDEE PLACE EXT,EAST HAVEN,United States,06512,CT,PATRICIA.BEALE04@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.1533333,,,,,,,,,,,,,,,,,,,,,,
THE CORE BUILDUP LLC,LLC,Active,,1321611,2022-03-31,60B EAST STREET,PLAINVILLE,United States,06062,CT,practicefusioncenter@gmail.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.1533333,Commercial and Institutional Building Construction (236220),,,,,,,,,,,,,,,,,,,,,
AJUA CATERING LLC,LLC,Active,,1321612,2022-03-31,478 S MAIN ST,THOMASTON,United States,06787,CT,Erinmharmon@hotmail.com,Domestic,2019-09-17,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:30.1533333,Mobile Food Services (722330),812990.0,,,,,,,,,,,,,,,,,,,,
"GLOBAL INSURANCE, LLC",LLC,Active,Ready for dissolution,1321613,2020-03-31,35 CAMBRIDGE DRIVE,WATERBURY,United States,06712,CT,KRISTA@CAMBRIDGESOLUTIONSGROUP.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.1533333,,,,,,,,,,,,,,,,,,,,,,
CHELSEA SURROGACY ADVISORS LLC,LLC,Active,,1321614,2022-03-31,86 DENISON AVENUE,MYSTIC,United States,06355,CT,susanbaldomar@gmail.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.1533333,Other Social Advocacy Organizations (813319),,,,,,,,,,,,,,,,,,,,,
"FAIRFIELD COUNTY ANXIETY, LLC",LLC,Active,Ready for dissolution,1321615,2020-03-31,65 HURLBUTT STREET,WILTON,United States,06897,CT,BECKYAVA@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.1533333,,,,,,,,,,,,,,,,,,,,,,
D & L CONSTRUCTION AND DESIGN CORP.,Stock,Active,Annual report past due,1321616,2021-09-17,174 ALFRED ST,BRIDGEPORT,United States,06605,CT,dandlconstructiondesign@gmail.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.1533333,Residential Remodelers (236118),,200.0,,,,,,,,,,,,,,,,,,,
ISRAEL MILIAN TORRES LLC,LLC,Active,Ready for dissolution,1321617,2020-03-31,19 CLARKS HILL AVE,STAMFORD,United States,06902,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.2000000,,,,,,,,,,,,,,,,,,,,,,
NEW LIFE COVENANT INC.,Non-Stock,Active,,1321618,2022-09-17,2704 W. NORTH AVENUE,CHICAGO,United States,60647,IL,EFRAIN@MYNEWLIFE.ORG,Foreign,2019-09-17,IL,IL,False,False,False,False,False,,2021-11-10 00:10:30.2000000,Religious Organizations (813110),813110.0,,2019-10-01,NEW LIFE COVENANT INC.,,,,,,,,,,,United States,,,,,,
CF KING ENGINEERING PLLC,LLC,Active,Annual report past due,1321619,2021-03-31,"1 HARBOR POINT ROAD, #1403",STAMFORD,United States,06902,CT,CHUCKKING@MINDSPRING.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.2000000,Engineering Services (541330),541330.0,,,,,,,,,,,,,,,,,,,,
R.E.M. FAMILY HOME MAKERS LLC,LLC,Active,,1321620,2022-03-31,18 ROUND HILL DR,FAIRFIELD,United States,06824,CT,remfamilyhomemakers@gmail.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.2000000,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,
"B AND R AUTO, LLC",LLC,Active,Ready for dissolution,1321621,2020-03-31,421 SALEM TURNPIKE,BOZRAH,United States,06334,CT,BANDRTRANSPORTERS@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.2000000,,,,,,,,,,,,,,,,,,,,,,
AMEE LILIANA LLC,LLC,Active,,1321622,2022-03-31,1 PETTICOAT LANE,DARIEN,United States,06820,CT,lettich.amee@gmail.com,Domestic,2019-09-17,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:30.2000000,Interior Design Services (541410),541410.0,,,,,,,,,,,,,,,,,,,,
"MORGAN-WHITE RISK MANAGERS, INC.",Stock,Active,,1321624,2022-09-17,500 STEED ROAD,RIDGELAND,United States,39157,MS,mwglicensing@morganwhite.com,Foreign,2019-09-17,MS,MS,False,False,False,False,False,,2021-11-10 00:10:30.2000000,All Other Insurance Related Activities (524298),524298.0,,2019-09-17,"MORGAN-WHITE RISK MANAGERS, INC.",,,,,,,,,,,United States,,,,,,
SUPREME HOME DESIGN LLC,LLC,Active,Ready for dissolution,1321625,2020-03-31,240 TURKEY HILL ROAD,HADDAM,United States,06438,CT,LMMJR@SBCGLOBAL.NET,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.2000000,,,,,,,,,,,,,,,,,,,,,,
1964-1968 BOSTON AVENUE LLC,LLC,Active,Ready for dissolution,1321626,2020-03-31,194 VICTORY STREET,STRATFORD,United States,06615,CT,B8551147@AOL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.2000000,,,,,,,,,,,,,,,,,,,,,,
MUNOZ MODERN LLC,LLC,Active,Ready for dissolution,1321627,2020-03-31,172 ARLINGTON ST,WEST HAVEN,United States,06516,CT,MUNOZMODERN@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.2000000,,,,,,,,,,,,,,,,,,,,,,
"RAMON ESTRADA LCSW, PLLC",LLC,Active,,1321628,2022-03-31,5222 TOWN PLACE,MIDDLETOWN,United States,06457,CT,ramon8094@gmail.com,Domestic,2019-09-17,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:30.2000000,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,,,,,,,,,,,,,,,,,,,
ISAAC PAINTING AND GENERAL SERVICES LLC,LLC,Active,Ready for dissolution,1321629,2020-03-31,31 MAPLE AVE,DANBURY,United States,06810,CT,GENERALHELPCT@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.2000000,,,,,,,,,,,,,,,,,,,,,,
"C & J AUTO, LLC",LLC,Dissolved,,1321630,2020-03-31,6 DEPAUW CIRCLE,EAST HARTFORD,United States,06108,CT,JACQUELINE52@MSN.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.2000000,,,,,,,,,,,,,,,,,2021-03-31T00:00:00.000,,,,,
LUNA 4289 LLC,LLC,Active,Ready for dissolution,1321631,2020-03-31,165 POST ROAD EAST,WESTPORT,United States,06880,CT,MADISONTRAVEL04@YAHOO.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.2000000,,,,,,,,,,,,,,,,,,,,,,
"ZAMIR SERVICES, LLC",LLC,Active,Ready for dissolution,1321632,2020-03-31,130 CENTER STREET,BRIDGEPORT,United States,06604,CT,MCABAN@CRNAGENCY.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.2000000,,,,,,,,,,,,,,,,,,,,,,
WHITE DIAMOND RISK ADVISORY LLC,LLC,Active,,1321633,2022-03-31,7 DOUBLEDAY LANE,RIDGEFIELD,United States,06877,CT,paulshotton@optonline.net,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.2000000,Miscellaneous Intermediation (523910),523910.0,,,,,,,,,,,,,,,,,,,,
COFFIN CREW LLC.,LLC,Active,Ready for dissolution,1321634,2020-03-31,30 BIRCHWOOD RD.,MONROE,,06468,CT,DYE333LAW@YAHOO.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.2000000,,,,,,,,,,,,,,,,,,,,,,
360 GREENWICH AVENUE ASSOCIATES LLC,LLC,Active,,1321635,2022-03-31,87 GREENWICH AVENUE,GREENWICH,United States,06830,CT,guysuttonre@gmail.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.2000000,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,
149 WOOSTER ST. LLC,LLC,Active,Ready for dissolution,1321636,2020-03-31,18 HAYES CT. #203,MONROE,United States,10950,NY,TERNOUERABE@GMAIL.COM,Foreign,2019-09-17,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.7766667,,,,2019-09-18,149 WOOSTER ST. LLC,"51 FOREST RD. SUIT 316-25, MONROE, NY, 10950, United States",51 FOREST RD. SUIT 316-25,MONROE,NY,10950,,,,,,United States,,,United States,,,
DAISY DESIGN & ADVERTISING LLC,LLC,Active,,1321637,2022-03-31,3 SPLIT RAIL CT,OXFORD,United States,06478,CT,jendaisydesign@gmail.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.7766667,Graphic Design Services (541430),541430.0,,,,,,,,,,,,,,,,,,,,
BOUNOM LIMITED LIABILITY COMPANY,LLC,Active,Ready for dissolution,1321640,2020-03-31,136 SIMSBURY ROAD #15,AVON,United States,06001,CT,BOUNOMBAKERY@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.7933333,,,,,,,,,,,,,,,,,,,,,,
SUKHSHANTI HOLDINGS WATERTOWN LLC,LLC,Active,,1321641,2022-03-31,209 COUNTRY CLUB WAY,KINGSTON,United States,02364,MA,patelrealtytrust@yahoo.com,Domestic,2019-09-17,MA,Connecticut,False,False,True,False,False,,2021-11-10 00:10:30.7933333,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,
"WATERMARK ESTATE MANAGEMENT SERVICES, LLC",LLC,Active,,1321642,2022-03-31,10230 NE POINTS DRIVE SUITE 200,KIRKLAND,United States,98033,WA,cls-ctarmsevidence@wolterskluwer.com,Foreign,2019-09-17,WA,WA,False,False,False,False,False,,2021-11-10 00:10:30.7933333,Residential Property Managers (531311),531311.0,,2019-09-16,"WATERMARK ESTATE MANAGEMENT SERVICES, LLC",NONE,NONE,,,,NONE,NONE,,,,United States,,,,,,
"EASY BUYERS, LLC",LLC,Active,Ready for dissolution,1321643,2020-03-31,107 WHITNEY AVE,NEW HAVEN,,06510,CT,,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.7933333,,,,,,,,,,,,,,,,,,,,,,
"SMALLPOINT CONSULTING, LLC",LLC,Active,,1321644,2022-03-31,202 HANNAH LANE,COVENTRY,United States,06238,CT,brewster@smallpointconsulting.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.7933333,Other Management Consulting Services (541618),541618.0,,,,,,,,,,,,,,,,,,,,
"GOLD STANDARD LANDSCAPING AND SNOW REMOVAL, LLC",LLC,Active,Ready for dissolution,1321645,2020-03-31,33 MEAD FARM ROAD,SEYMOUR,,06483,CT,GOLDSTANDARDLSR@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.7933333,,,,,,,,,,,,,,,,,,,,,,
"CLOSE GUARD, LLC",LLC,Active,Ready for dissolution,1321646,2020-03-31,42 MAIN STREET,ESSEX,,06426,CT,RWEINER@WPSIR.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.7933333,,,,,,,,,,,,,,,,,,,,,,
"MARCH 17, 1925 LLC",LLC,Active,Ready for dissolution,1321648,2020-03-31,ONE LIBERTY SQUARE,NEW BRITAIN,,06051,CT,,Foreign,2019-09-17,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.7933333,,,,2019-06-12,"MARCH 17, 1925 LLC","1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,,,,,,,
383 GREENWICH AVENUE LLC,LLC,Active,,1321650,2022-03-31,227 GUINEA RD,STAMFORD,United States,06903,CT,benniedietrich@aol.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.7933333,Baked Goods Stores (445291),445291.0,,,,,,,,,,,,,,,,,,,,
TAKEOVER LLC,LLC,Active,Ready for dissolution,1321651,2020-03-31,288 HILLSIDE AVE 2 FL,HARTFORD,United States,06106,CT,TVKEOVERLLC@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.7933333,,,,,,,,,,,,,,,,,,,,,,
BUENAVENTURA PEREZ LLC,LLC,Dissolved,,1321652,2020-03-31,150 W CEDAR ST APT 17,NORWALK,,06854,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.7933333,,,,,,,,,,,,,,,,,2020-12-11T00:00:00.000,,,,,
"RITT PROPERTY MANAGEMENT, LLC",LLC,Active,Ready for dissolution,1321654,2020-03-31,65 MARK DRIVE,PLANTSVILLE,,06479,CT,RITTALBOT@COX.NET,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.7933333,,,,,,,,,,,,,,,,,,,,,,
J&E SNACKS LLC,LLC,Active,Annual report past due,1321656,2021-03-31,97 WINDY DR,WATERBURY,United States,06705,CT,pdgarcia54@yahoo.com,Domestic,2019-09-17,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:30.7933333,Food Service Contractors (722310),,,,,,,,,,,,,,,,,,,,,
JTKIE MARTINEZ ENTERPRISE LLC,LLC,Active,,1321657,2022-03-31,92 LYCETT ST,TRUMBULL,United States,06611,CT,megrah1992@gmail.com,Domestic,2019-09-17,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:29.4966667,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,
"SOFI & MAX LOGISTICS, LLC",LLC,Active,,1321658,2022-03-31,"135 NEW BRITAIN AVENUE, APT. A",UNIONVILLE,United States,06085,CT,YRUBAKH@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:29.4966667,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,
SHOPXPRESS LLC,LLC,Active,Annual report past due,1321659,2021-03-31,353 S. MAIN ST,WEST HARTFORD,United States,06107,CT,shopxpressct@gmail.com,Domestic,2019-09-17,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:29.4966667,Clothing Accessories Stores (448150),,,,,,,,,,,,,,,,,,,,,
CONNECTICUT WEST FUNDRAISING SOLUTIONS LLC,LLC,Active,,1321660,2022-03-31,19316 ORTS LN,PFLUGERVILLE,United States,78660,TX,ne@registeredagentsinc.com,Domestic,2019-09-17,TX,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.5100000,Furniture Stores (442110),442110.0,,,,,,,,,,,,,,,,,,,,
BEST ALL NATURAL HEALING 2 LLC,LLC,Active,,1321661,2022-03-31,900 FARMINGTON AVENUE,BRISTOL,United States,06010,CT,SCOTTZABKA@ATT.NET,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.5100000,Food (Health) Supplement Stores (446191),446191.0,,,,,,,,,,,,,,,,,,,,
SILK COTTON SPA & WELLNESS CENTER LLC,LLC,Active,Annual report past due,1321662,2021-03-31,361 N COLONY ST,WALLINGFORD,United States,06492,CT,rita.silkcottonspa@gmail.com,Domestic,2019-09-17,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:29.5100000,Other Individual and Family Services (624190),624190.0,,,,,,,,,,,,,,,,,,,,
GREAT EASTERN MAINTENANCE INC.,Non-Stock,Active,First report past due,1321665,2021-09-17,No information provided,,,,,NEWMOVES19@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.5100000,,,,,,,,,,,,,,,,,,,,,,
"MDM REAL ESTATE INVESTMENTS, LLC",LLC,Active,No Agent,1321666,2020-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,RENEWALS@VEIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to appoint or maintain an agent for service,2021-11-10 00:10:29.5100000,,,,,,,,,,,,,,,,,,,,,,
FINMAS LLC,LLC,Active,,1321669,2022-03-31,70 STRAWBERRY HILL AVENUE APT 4-3C,STAMFORD,United States,06902,CT,hrios@finymas.com,Domestic,2019-09-17,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:29.5100000,All Other Business Support Services (561499),,,,,,,,,,,,,,,,,,,,,
"919 PROPERTIES, LLC",LLC,Active,,1321670,2022-03-31,46 GATEHOUSE RD,TRUMBULL,United States,06611,CT,jefflevi@earthlink.net,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.5100000,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,
"J & J MARKETING, LLC",LLC,Active,,1321671,2022-03-31,5 Bopp Rd,Canterbury,United States,06331-1402,CT,JESSICADINGWELL@YAHOO.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.5100000,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,jessicadingwell@yahoo.com
