name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,began_transacting_in_ct,billingcountry,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,naics_code,naics_sub_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,total_authorized_shares,mailing_jurisdiction_country,date_of_organization_meeting,category_survey_email_address,billing_unit,mailing_international_address
"DOT LABORATORIES, INC.",Stock,Active,Annual report past due,1324841,2021-10-21,3749 BUCHANAN ST #340,SAN FRANCISCO,94123,CA,jaironfrushtick@dotlab.com,Foreign,2019-10-21,DE,DE,False,False,False,False,False,,2021-11-10 00:10:34.1700000,2019-10-18,United States,"DOT LABORATORIES, INC.",United States,,,,,,Medical Laboratories (621511),621511.0,,,,,,,,,,,,,
CALASANZ MARTIAL ARTS & BOXING CENTER INC.,Stock,Dissolved,,1324847,2021-10-21,No information provided,,,,,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1700000,,,,,,,,,,,,,,,,,,2020-12-14T00:00:00.000,5000.0,,,,,
EDISON LOPES FIGHTERS LLC,LLC,Active,Annual report past due,1324853,2021-03-31,59 LINCOLN AVE,BRIDGEPORT,06606,CT,andreataxfinancialservices@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:34.7300000,,United States,,,,,,,,All Other Specialty Trade Contractors (238990),238990.0,,,,,,,,,,,,,
TRANQUIL AWAKENING LLC,LLC,Active,Ready for dissolution,1324854,2020-03-31,24 HAMMOND COURT,COLCHESTER,06415,CT,TRANQUIL.AWAKEN@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7300000,,United States,,,,,,,,,,,,,,,,,,,,,,
SAFEWAY TRANSPORT INC.,Stock,Active,,1324855,2022-09-29,36 OXFORD DRIVE,SOUTH WINDSOR,06074,CT,sfwt.inc@gmail.com,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.7300000,,United States,,,,,,,,"General Freight Trucking, Local (484110)",484110.0,,,,,,,,1000.0,,,,,
POSHWEAR INC.,Stock,Active,First report past due,1324856,2021-10-21,No information provided,,,,,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7300000,,,,,,,,,,,,,,,,,,,1000.0,,,,,
JC BAIL BONDS AGENCY LLC,LLC,Active,Ready for dissolution,1324857,2020-03-31,778 CASTLE HILL AVE,BRONX,10473,NY,JCBONDSMEN@GMAIL.COM,Foreign,2019-10-21,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7300000,2019-10-21,United States,JC BAIL BONDS AGENCY LLC,United States,"778 CASTLE HILL AVE, BRONX, NY, 10473, United States",778 CASTLE HILL AVE,BRONX,NY,10473,,,"778 CASTLE HILL AVE, BRONX, NY, 10473, United States",778 CASTLE HILL AVE,BRONX,NY,10473,United States,,,United States,,,,
TERRAFORM WORKS LLC,LLC,Dissolved,,1324858,2020-03-31,50 BALDWIN BROOK RD.,CANTERBURY,06331,CT,,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7300000,,,,,,,,,,,,,,,,,,2021-03-26T00:00:00.000,,,,,,
COACH BILL MIGNAULT MEMORIAL SCHOLARSHIP FUND INC.,Non-Stock,Active,First report past due,1324859,2021-10-21,No information provided,,,,,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7300000,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNITY PHILANTHROPIC VENTURES LLC,LLC,Active,,1324860,2022-03-31,1140 US HWY 287 SUITE 400 BOX #299 BOX #299,BROOMFIELD,80020,CO,Christina.hamilton@pop4kids.com,Foreign,2019-10-21,CO,CO,False,False,False,False,False,,2021-11-10 00:10:34.7300000,2019-10-21,United States,COMMUNITY PHILANTHROPIC VENTURES LLC,United States,"310 INTERLOCKEN PKWY SUITE 120, BROOMFIELD, CO, 80021, United States",310 INTERLOCKEN PKWY SUITE 120,BROOMFIELD,CO,80021,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,"310 INTERLOCKEN PKWY SUITE 120, BROOMFIELD, CO, 80021, United States",310 INTERLOCKEN PKWY SUITE 120,BROOMFIELD,CO,80021,United States,,,United States,,,,
58 ROCK HOUSE HOLDINGS LLC,LLC,Active,Ready for dissolution,1324861,2020-03-31,58 ROCK HOUSE ROAD,EASTON,06612,CT,,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7300000,,,,,,,,,,,,,,,,,,,,,,,,
"CONNECTICUT & VIRGINIA CLUB, INC.",Non-Stock,Active,First report past due,1324863,2021-10-21,No information provided,,,,,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7300000,,,,,,,,,,,,,,,,,,,,,,,,
FALLON INVESTMENT GROUP LLC,LLC,Active,Ready for dissolution,1324864,2020-03-31,64 FOREST LANE,WILTON,06897-1915,CT,TIM.KENNY@ARANINSURANCE.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7300000,,,,,,,,,,,,,,,,,,,,,,,,
SOLIDARITY BRIDGE INC,Non-Stock,Active,First report past due,1324865,2021-10-21,No information provided,,,,,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7300000,,,,,,,,,,,,,,,,,,,,,,,,
"SKATING WITH JESS, INC.",Non-Stock,Active,,1324866,2022-10-21,922 WEST CENTER ST. EXT,SOUTHINGTON,06489,CT,bob@skatingwithjess.org,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7300000,,United States,,,,,,,,Administration of General Economic Programs (926110),926110.0,,,,,,,,,,,,,
THE CERTIF-A-GIFT COMPANY,Stock,Active,,1324867,2022-10-21,1625 E. ALGONQUIN ROAD,ARLINGTON HEIGHTS,60005,IL,jsiebold@harborcompliance.com,Foreign,2019-10-21,IL,IL,False,False,False,False,False,,2021-11-10 00:10:34.7300000,2018-08-01,United States,THE CERTIF-A-GIFT COMPANY,United States,,,,,,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,
BE FRUITFUL BY SOLE 2 SOUL LLC,LLC,Active,Ready for dissolution,1324868,2020-03-31,993 MAIN ST,BRIDGEPORT,06608,CT,XLONGWA87@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7300000,,United States,,,,,,,,,,,,,,,,,,,,,,
M & L NORTHEAST SERVICES LLC,LLC,Active,Ready for dissolution,1324869,2020-03-31,810 ACCESS RD.,STRATFORD,06615,CT,M.LNORTHEASTSERVICESLLC@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7300000,,,,,,,,,,,,,,,,,,,,,,,,
"HEMISPHERES, LLC",LLC,Active,,1324870,2022-03-31,1650 RAMADA DR SUITE 180,PASO ROBLES,93446,CA,hemispheres@compli-beverage.com,Foreign,2019-10-21,DE,DE,False,False,False,False,False,,2021-11-10 00:10:34.7633333,2019-11-01,United States,"HEMISPHERES, LLC",United States,"3500 SOUTH DUPONT HIGHWAY, DOVER, DE, 19901,",3500 SOUTH DUPONT HIGHWAY,DOVER,DE,19901,Wineries (312130),312130.0,"3500 SOUTH DUPONT HIGHWAY, DOVER, DE, 19901, United States",3500 SOUTH DUPONT HIGHWAY,DOVER,DE,19901,United States,,,,,,,
"THEROUX & NOWELL, LLC CPA",LLC,Active,,1324910,2022-03-31,53 PECK ROAD,TORRINGTON,06790,CT,ken@taxnag.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1700000,,United States,,,,,,,,Offices of Certified Public Accountants (541211),,,,,,,,,,,,,,
3 SISTERS YOGA LLC,LLC,Active,Annual report past due,1324911,2021-03-31,27 BABBS RD,WEST SUFFIELD,06093,CT,3sistersyogastudio@gmail.com,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:32.1700000,,United States,,,,,,,,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,
PETS AND THEIR PALS PORTRAITURE LLC,LLC,Active,,1324912,2022-03-31,24 THORPE ST,FAIRFIELD,06824,CT,NOELSISCAR@PROTONMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1700000,,United States,,,,,,,,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,
"RENATA ROSA CLEANING, LLC",LLC,Dissolved,,1324913,2022-03-31,80 COBBLESTONE LANE,MERIDEN,06450,CT,a-fp1234@hotmail.com,Domestic,2019-10-21,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:32.1700000,,United States,,,,,,,,Janitorial Services (561720),561720.0,,,,,,,2021-03-02T00:00:00.000,,,,,,
"CLASSSEA, LLC",LLC,Active,,1324914,2022-03-31,176 BURGUNDY DRIVE,KENSINGTON,06037,CT,classsea@comcast.net,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1700000,,United States,,,,,,,,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,
QUALITY OVER QUANTITY CBD LLC,LLC,Active,,1324917,2022-03-31,120 WEST HELEN STREET,HAMDEN,06514,CT,QoverQCBD@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,True,True,False,,2021-11-10 00:10:32.1700000,,United States,,,,,,,,All Other Miscellaneous Manufacturing (339999),339999.0,,,,,,,,,,,,,
LIQUID GREEN SPRAY FOAM INSULATION LLC,LLC,Active,Ready for dissolution,1324918,2020-03-31,473 RT 164,BREWSTER,10509,NY,INFO@SPRAYLIQUIDGREEN.COM,Foreign,2019-10-21,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.1700000,2019-10-31,United States,LIQUID GREEN SPRAY FOAM INSULATION LLC,United States,"473 RT 164, BREWSTER, NY, 10509, United States",473 RT 164,BREWSTER,NY,10509,,,"473 RT 164, BREWSTER, NY, 10509, United States",473 RT 164,BREWSTER,NY,10509,United States,,,United States,,,,
"JP GREENWICH HOLDINGS, LLC",LLC,Active,Annual report past due,1324922,2021-03-31,15 EAST PUTNAM AVE,GREENWICH,06830,CT,rick@margenotlegal.com,Foreign,2019-10-21,NY,NY,False,False,False,False,False,,2021-11-10 00:10:32.1700000,2019-10-21,United States,"JP GREENWICH HOLDINGS, LLC",United States,"800 WESTCHESTER AVE, RYE, NY, 10573, United States",800 WESTCHESTER AVE,RYE,NY,10573,Residential Remodelers (236118),236118.0,"800 WESTCHESTER AVE, RYE, NY, 10573, United States",800 WESTCHESTER AVE,RYE,NY,10573,United States,,,United States,,,,
"KOZ HOLDINGS, INC.",Stock,Active,Annual report past due,1324923,2020-10-21,190 HEMPSTEAD ST.,NEW LONDON,06320,CT,GAIKEN@HONIGMAN.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1700000,,,,,,,,,,,,,,,,,,,1000.0,,,,,
MM PROPERTY GROUP LLC,LLC,Active,Annual report past due,1324925,2021-03-31,315 FROST ROAD,WATERBURY,06705,CT,jhonnynyc@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1700000,,United States,,,,,,,,All Other Specialty Trade Contractors (238990),238990.0,,,,,,,,,,,,,
GOOSES BEAR LLC,LLC,Active,,1324926,2022-03-31,285 RIVERSIDE AVENUE,WESTPORT,06880,CT,dkulas@canaan.com,Foreign,2019-10-21,DE,DE,False,False,False,False,False,,2021-11-10 00:10:32.2000000,2019-10-18,United States,GOOSES BEAR LLC,United States,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,Open-End Investment Funds (525910),525910.0,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,United States,,,,
"SARTORI ENTERPRISES, INC.",Stock,Active,First report past due,1324927,2021-10-21,No information provided,,,,,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.2000000,,,,,,,,,,,,,,,,,,,100.0,,,,,
JORGE TREJO G LLC,LLC,Dissolved,,1324930,2021-03-31,184 LIBERTY ST 1 FL,MERIDEN,06450,CT,estertrejocruz@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:32.2000000,,United States,,,,,,,,Used Household and Office Goods Moving (484210),484210.0,,,,,,,2021-06-23T00:00:00.000,,,,,,
24HR CARE AT HOME LLC,LLC,Active,Ready for dissolution,1324946,2020-03-31,"256 POST RD.,  E. STE. 204",WESTPORT,06880,CT,INFO@24HRCAREATHOME.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.2000000,,United States,,,,,,,,,,,,,,,,,,,,,,
BETTERIDGE WATCHES LLC,LLC,Dissolved,,1324948,2021-03-31,239 GREENWICH AVE.,GREENWICH,06830,CT,win@betteridge.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7000000,,United States,,,,,,,,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers (423940)",423940.0,,,,,,,2021-02-01T00:00:00.000,,,,,,
"DANIEL DECASTRO, MFT LLC",LLC,Active,Ready for dissolution,1324949,2020-03-31,32 GARELLA RD.,BETHEL,06801,CT,DANIELDECASTROLMFT@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7000000,,United States,,,,,,,,,,,,,,,,,,,,,,
CANEPROPERTIES LLC,LLC,Active,,1324950,2022-03-31,7 ROCCO DRIVE,WOLCOTT,06716,CT,jdeuce0972@live.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7000000,,United States,,,,,,,,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,
ALTBIER OPERATIONS LLC,LLC,Active,,1324951,2022-03-31,499 MOORE LANE,HEALDSBURG,75244,CA,ALTBIER@SCOUTANDCELLAR.COM,Foreign,2019-10-21,TX,TX,False,False,False,False,False,,2021-11-10 00:10:32.7000000,2020-01-01,United States,ALTBIER OPERATIONS LLC,United States,"4531 SIMONTON RD, FARMERS BRANCH, TX, 06901, United States",4531 SIMONTON RD,FARMERS BRANCH,TX,06901,Wineries (312130),312130.0,"4531 SIMONTON RD, FARMERS BRANCH, TX, 75244, United States",4531 SIMONTON RD,FARMERS BRANCH,TX,75244,United States,,,United States,,,,
"PREMIER MORTGAGE CONSULTANTS OF SOUTHWEST FLORIDA,INC",Stock,Active,Annual report past due,1324952,2021-10-21,2534 SE SANTA BARBARA PL SUITE.201,CAPE CORAL,33904,FL,gmidnet@pmcnow.com,Foreign,2019-10-21,FL,FL,False,False,False,False,False,,2021-11-10 00:10:32.7000000,2019-10-21,United States,"PREMIER MORTGAGE CONSULTANTS OF SOUTHWEST FLORIDA,INC",United States,,,,,,Mortgage and Nonmortgage Loan Brokers (522310),522310.0,,,,,,,,,,,,,
ALBANY HARTFORD CT PARTNERS LLC,LLC,Active,Ready for dissolution,1324953,2020-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7000000,,United States,,,,,,,,,,,,,,,,,,,,,,
ENTERPRISE CLEANING SERVICES LLC,LLC,Active,Ready for dissolution,1324955,2020-03-31,64 MCKINLEY AVE APT C5,BRIDGEPORT,06606,CT,TYSHAWN.P22@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7000000,,United States,,,,,,,,,,,,,,,,,,,,,,
"MATTHEW KIRSHNER, LLC",LLC,Active,Annual report past due,1324956,2021-03-31,2 HEDGE MEADOW LANE,NEWTOWN,06470,CT,mattkirshner@hotmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7000000,,United States,,,,,,,,Baked Goods Stores (445291),445291.0,,,,,,,,,,,,,
"WACAC, LLC",LLC,Active,,1324957,2022-03-31,405 STAFFORD,MANSFIELD,06250,CT,l_rivard@hotmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7000000,,United States,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,
"21 SPENCER PLAIN ROAD ANIMAL HOSPITAL, P.C.",Stock,Active,Annual report past due,1324959,2022-01-11,21 SPENCER PLAIN ROAD,OLD SAYBROOK,06475,CT,,Domestic,2019-10-21,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:32.7000000,,United States,,,,,,,,Veterinary Services (541940),,,,,,,,,1000.0,,,,,
ALPHA DENTAL PLLC,LLC,Active,,1324961,2022-03-31,165 E MAIN STREET,NEW BRITAIN,06051,CT,alphadentalpllc@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7000000,,United States,,,,,,,,Offices of Dentists (621210),621210.0,,,,,,,,,,,,,
SEDGWICK MIDDLE SCHOOL PTO INC,Non-Stock,Active,Annual report past due,1324963,2021-10-21,128 SEDGWICK ROAD,WEST HARTFORD,06107,CT,BRITTANY@PARENTBOOSTER.ORG,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7000000,,United States,,,,,,,,Educational Support Services (611710),611710.0,,,,,,,,,,,,,
"SALADCO, LLC.",LLC,Active,Annual report past due,1324964,2021-03-31,46 WHITNEY AVE,"NEW HAVEN, CT 06510",06510,CT,info@saladcraftco.com,Domestic,2019-10-21,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:32.7000000,,United States,,,,,,,,Limited-Service Restaurants (722513),722513.0,,,,,,,,,,,,,
ST LUCIA DOMINO TEAM LLC,LLC,Active,Ready for dissolution,1324965,2020-03-31,907 ALBANY AVE,HARTFORD,06112,CT,LUCASDRIVINGSCHOOL@HOTMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7300000,,United States,,,,,,,,,,,,,,,,,,,,,,
EAGLE CARE HEALTH INC,Stock,Active,Annual report past due,1324966,2021-02-13,438 POND BRIDGE RD,WINDSOR,06095,CT,MHILTON@NAMASTECARES.ORG,Domestic,2019-10-21,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:32.7300000,,,,,,,,,,,,,,,,,,,100.0,,,,,
SONNY HOT DOG STAND,LLC,Active,Ready for dissolution,1324967,2020-03-31,264 PEACH ORCHARD RD,WATERBURY,,CT,SONNYHOTDOGS@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7300000,,United States,,,,,,,,,,,,,,,,,,,,,,
"BLESSED BOOKKEEPING SERVICES, LLC",LLC,Active,,1324969,2022-03-31,57 STERLING RIDGE,SOUTHBURY,06488,CT,shila@blessedbookkeepingservices.com,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:32.7300000,,United States,,,,,,,,Other Accounting Services (541219),541219.0,,,,,,,,,,,,,
GREENFIELD HILL GROUP LLC,LLC,Active,Ready for dissolution,1324970,2020-03-31,50 MINE HILL RD.,FAIRFIELD,06824,CT,HENRI@GREENFIELDHILLGROUP.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7300000,,United States,,,,,,,,,,,,,,,,,,,,,,
BANGARANG LLC,LLC,Active,,1324971,2022-03-31,71 N TURNPIKE RD SUITE 4,WALLINGFORD,06492,CT,bangarang.ct@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7300000,,United States,,,,,,,,All Other General Merchandise Stores (452319),452319.0,,,,,,,,,,,,,
MOUSEOUT LLC,LLC,Active,,1324972,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,mouseoutllc@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7300000,,United States,,,,,,,,Other Scientific and Technical Consulting Services (541690),541690.0,,,,,,,,,,,,,
"CALICON, LLC",LLC,Active,,1324973,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,vanessa.calix7@yahoo.com,Domestic,2019-10-21,CT,Connecticut,True,True,True,True,False,,2021-11-10 00:10:32.7300000,,United States,,,,,,,,All Other Support Services (561990),,,,,,,,,,,,,,
"SRI RE, LLC",LLC,Active,,1324974,2022-03-31,140 GREENWOOD AVENUE,BETHEL,06801,CT,srirx@yahoo.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7300000,,United States,,,,,,,,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,
DAIGLE MANAGEMENT LLC,LLC,Active,,1324975,2022-03-31,244 PATTONWOOD DRIVE,SOUTHINGTON,06489,CT,eric.daigle@daiglelawgroup.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7300000,,United States,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,
KBS HOME SERVICES LLC.,LLC,Dissolved,,1324976,2021-03-31,15 GRANITE DRIVE,NORWALK,06851,CT,kbs215@optonline.net,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7300000,,United States,,,,,,,,All Other Personal Services (812990),812990.0,,,,,,,2021-02-03T00:00:00.000,,,,,,
CALVARY SET APART DELIVERANCE MINISTRY INC.,Non-Stock,Active,First report past due,1324977,2021-10-21,No information provided,,,,MCDONALDSTACY@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7466667,,,,,,,,,,,,,,,,,,,,,,,,
CM CAMP LIMITED LIABILITY COMPANY,LLC,Active,Ready for dissolution,1324978,2020-03-31,391 FAIRFIELD AVE,HARTFORD,06114,CT,CAREN2010@ATT.NET,Domestic,2019-10-21,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7466667,,United States,,,,,,,,,,,,,,,,,,,,,,
THAQI LLC,LLC,Active,Ready for dissolution,1324979,2020-03-31,62 VIADUCT ROAD,STAMFORD,06907,CT,ALBASTONECT@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7466667,,United States,,,,,,,,,,,,,,,,,,,,,,
SHEPHERD PROPERTIES LLC,LLC,Active,,1324981,2022-03-31,607 BOLTON RD,VERNON,06066,CT,shepherdpropertiesct@gmail.com,Domestic,2019-10-21,CT,Connecticut,True,True,False,False,False,,2021-11-10 00:10:32.7466667,,United States,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,
TALKING SQUIRRELS LLC,LLC,Active,,1324983,2022-03-31,21 ASHLEY COURT,GLASTONBURY,06033,CT,Davidwaldo@hotmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7466667,,United States,,,,,,,,Internet Publishing and Broadcasting and Web Search Portals (519130),519130.0,,,,,,,,,,,,,
BROOK102 LLC,LLC,Dissolved,,1324984,2020-03-31,403 EAST WAKEFIELD BLVD,WINSTED,06098,CT,RUMALLC@YAHOO.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7466667,,,,,,,,,,,,,,,,,,2021-03-15T00:00:00.000,,,,,,
564 W MAIN ST LLC,LLC,Active,,1324985,2022-03-31,564 W MAIN ST,NORWICH,06360,CT,snfpetroleum@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7766667,,United States,,,,,,,,Gasoline Stations with Convenience Stores (447110),,,,,,,,,,,,,,
"DADDY BACKWARDS ENTERTAINMENT, LLC",LLC,Active,,1324991,2022-03-31,48-B CHAMBERLAIN ST.,NEW HAVEN,06512,CT,info.dbe@yahoo.com,Domestic,2019-10-21,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:32.7766667,,United States,,,,,,,,All Other Amusement and Recreation Industries (713990),713990.0,,,,,,,,,,,,,
MAGNOLIA LAND MANAGEMENT COMPANY LLC,LLC,Active,Annual report past due,1324993,2021-03-31,40 BOGGS HILL ROAD,NEWTOWN,06470,CT,mberry@msf-advisors.com,Foreign,2019-10-21,DE,DE,False,False,False,False,False,,2021-11-10 00:10:32.7766667,2019-09-27,United States,MAGNOLIA LAND MANAGEMENT COMPANY LLC,United States,"1201 ORANGE ST SUITE 600, WILMINGTON, DE, 19801, United States",1201 ORANGE ST SUITE 600,WILMINGTON,DE,19801,Offices of Other Holding Companies (551112),551112.0,"1201 ORANGE ST SUITE 600, WILMINGTON, DE, 19801, United States",1201 ORANGE ST SUITE 600,WILMINGTON,DE,19801,United States,,,United States,,,,
"THE ONE PIECE, LLC",LLC,Active,,1324994,2022-03-31,15 BRITTANY AVENUE,TRUMBULL,06611,CT,lydiagach@gmail.com,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:32.7766667,,United States,,,,,,,,"Independent Artists, Writers, and Performers (711510)",711510.0,,,,,,,,,,,,,
MGC MULTI WORKS LLC,LLC,Active,Ready for dissolution,1324996,2020-03-31,70 1/2 WEST STREET APT 7,DANBURY,06810,CT,CHRISTIANMULTI@HOTMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7766667,,United States,,,,,,,,,,,,,,,,,,,,,,
XTERIOR XPERTS LLC,LLC,Active,Annual report past due,1324997,2021-03-31,82 ROSARIO DRIVE APT 3,WATERBURY,06708,CT,jacob@xteriorxpertsllc.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7766667,,United States,,,,,,,,Other Services to Buildings and Dwellings (561790),561790.0,,,,,,,,,,,,,
RUFF N TUMBLE DOG SERVICES LLC,LLC,Active,Ready for dissolution,1324998,2020-03-31,134 WOODSIDE GREEN #1,STAMFORD,06905,CT,KARENMREGAN05270@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7766667,,United States,,,,,,,,,,,,,,,,,,,,,,
WILMER OLIVA SERVICES LLC,LLC,Active,Ready for dissolution,1324999,2020-03-31,51 ELDEN ST APT 3,STAMFORD,06902,CT,ENAJULISSA@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7766667,,United States,,,,,,,,,,,,,,,,,,,,,,
