name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,reason_for_administrative,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,date_of_organization_meeting,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3,category_survey_email_address
HIRSCH REALTY LLC,LLC,Active,1309939,2022-03-31,154 GREAT POND RD,SOUTH GLASTONBURY,United States,06073,CT,hirschrealtyllc@gmail.com,Domestic,2019-05-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:27.5266667,,,,,,,,,,,,,,,,,,,,,,,,
"THE URBAN COLLECTIVE, LLC",LLC,Active,1309940,2021-03-31,85 WILLOW STREET UNIT 1,NEW HAVEN,United States,06511,CT,randirenee@outlook.com,Domestic,2019-05-17,CT,Connecticut,True,False,True,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:10:27.5266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
MORE THAN HAIR LLC,LLC,Active,1309941,2022-03-31,14 3RD ST,DERBY,United States,06418,CT,jjkkmo0308@yahoo.com,Domestic,2019-05-17,CT,Connecticut,True,False,True,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:10:27.5266667,,,,,,,,,,,,,,,,,,,,,,,,
COLLEGE VISION CONSULTING LLC,LLC,Active,1309942,2022-03-31,40 THANKFUL STOW RD,GUILFORD,United States,06437,CT,lauren@collegevisionconsulting.com,Domestic,2019-05-17,CT,Connecticut,True,False,False,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:10:27.5266667,,,,,,,,,,,,,,,,,,,,,,,,
HENNESSEY LANDSCAPING LLC,LLC,Active,1309943,2022-03-31,23 HIGHLAND TERRACE,ANSONIA,United States,06401,CT,hennesseylandscaping@hotmail.com,Domestic,2019-05-17,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:10:27.5266667,,,,,,,,,,,,,,,,,,,,,,,,
T&M PROPERTIES LLC,LLC,Active,1310081,2020-03-31,160 MAIN ST APT 3A,NEW BRITAIN,,06051,CT,LA.TORRESA@ALUM.UPEDU.PE,Domestic,2019-05-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.7766667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"SBL FUNDING, LLC",LLC,Active,1310085,2021-03-31,1 CONGRESS ST,HARTFORD,United States,06114,CT,HMENSAH@HENRYMENSAHCPA.COM,Domestic,2019-05-17,CT,Connecticut,False,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:28.8100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
JSI STORE FIXTURES INCORPORATED,Stock,Active,1310102,2022-05-17,140 PARK STREET,MILO,United States,04463,ME,Compliancemail@cscinfo.com,Foreign,2019-05-17,DE,DE,False,False,False,False,False,"Showcase, Partition, Shelving, and Locker Manufacturing (337215)",337215.0,2021-11-10 00:10:28.8233333,,,,2012-12-07,JSI STORE FIXTURES INCORPORATED,United States,,,,,,,,,,,,,,,,,,
BP CUISINE & PASTRY LLC,LLC,Active,1310108,2020-03-31,171 CLEVELAND AVE,HARTFORD,,06120,CT,BROWNCHAPS@GMAI.COM,Domestic,2019-05-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.2133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"WALFORD OWNER, LLC",LLC,Active,1310138,2022-03-31,2001 CROCKER RD STE 300,WESTLAKE,United States,44145,OH,jeffgerish@emeraldhospitality.com,Foreign,2019-05-17,OH,OH,False,False,False,False,False,Hotels (except Casino Hotels) and Motels (721110),721110.0,2021-11-10 00:10:26.2600000,,,,2019-05-20,"WALFORD OWNER, LLC",United States,"2001 CROCKER RD STE 300, WESTLAKE, OH, 44145,",2001 CROCKER RD STE 300,WESTLAKE,OH,44145,,"2001 CROCKER RD STE 300, WESTLAKE, OH, 44145, United States",2001 CROCKER RD STE 300,WESTLAKE,OH,44145,United States,,,,,,
HAZELWOOD32 LLC,LLC,Active,1310145,2021-03-31,695 LAKESIDE DRIVE,BRIDGEPORT,United States,06606,CT,scarlettpipkin3@gmail.com,Domestic,2019-05-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:26.8100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
"COC, LLC",LLC,Active,1310504,2020-03-31,232 NEW LONDON ROAD,COLCHESTER,,06415,CT,,Domestic,2019-05-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
STEFANIDIS REMODELING LLC,LLC,Active,1310505,2022-03-31,16 CAVRAY RD,NORWALK,United States,06855,CT,annastef@aol.com,Domestic,2019-05-17,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:10:27.5433333,,,,,,,,,,,,,,,,,,,,,,,,
"ALGORITHM SCIENCES, INC.",Stock,Withdrawn,1309825,2020-05-17,10 BRANDON CIRCLE,WILTON,,06897,CT,DUFFY@BDRLLC.COM,Foreign,2019-05-17,DE,DE,False,False,False,False,False,,,2021-11-10 00:06:23.4733333,,,,2019-05-17,"ALGORITHM SCIENCES, INC.",,,,,,,,,,,,,,,,,,,
COTTONWOOD PHOTOGRAPHY LLC,LLC,Dissolved,1309924,2020-03-31,5 BEECHWOOD CIRCLE,CROMWELL,United States,06416,CT,COTTONWOODPHOTOGRAPHYCT@GMAIL.COM,Domestic,2019-05-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:37.0633333,,,,,,,,,,,,,,,,,,,2020-03-24T00:00:00.000,,,,,
"TOPLINE DRESSAGE, LLC",LLC,Withdrawn,1309927,2020-03-31,3095 FLORENCE ST.,WELLINGTON,United States,33414,FL,EQUINEBIZ@COMCAST.NET,Foreign,2019-05-17,FL,FL,False,False,False,False,False,,,2021-11-10 00:04:37.0633333,,,,2019-05-01,"TOPLINE DRESSAGE, LLC",United States,"3095 FLORENCE ST., WELLINGTON, FL, 33414, United States",3095 FLORENCE ST.,WELLINGTON,FL,33414,United States,"3095 FLORENCE ST., WELLINGTON, FL, 33414, United States",3095 FLORENCE ST.,WELLINGTON,FL,33414,United States,,,,,,
NEWMARK ACADEMY LLC,LLC,Dissolved,1309920,2020-03-31,4 RUTH CIRCLE,POMFRET,United States,06259,CT,FNAGLEJR@GMAIL.COM,Domestic,2019-05-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:19.7666667,,,,,,,,,,,,,,,,,,,2019-11-05T00:00:00.000,,,,,
KERRI'S CLOSET LLC,LLC,Dissolved,1309921,2021-03-31,4 RUTH CIRCLE,POMFRET,United States,06259,CT,fnaglejr@gmail.com,Domestic,2019-05-17,CT,Connecticut,True,False,False,False,False,Used Merchandise Stores (453310),,2021-11-10 00:05:13.3900000,,,,,,,,,,,,,,,,,,,2020-03-09T00:00:00.000,,,,,
AESTHETICS BY TABATHA LLC,LLC,Dissolved,1309896,2021-03-31,2 OLD NEW MILFORD RD SUITE 3D,BROOKFIELD,United States,06804,CT,Tabathaharvey83@gmail.com,Domestic,2019-05-17,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),,2021-11-10 00:05:25.9866667,,,,,,,,,,,,,,,,,,,2020-06-02T00:00:00.000,,,,,
CONNECTICUT COUNSELING CENTER LLC,LLC,Active,1309944,2022-03-31,6 CASSELLA DRIVE,WALLINGFORD,United States,06492,CT,Akgrove3589@gmail.com,Domestic,2019-05-18,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:10:27.5266667,,,,,,,,,,,,,,,,,,,,,,,,
STRATEGY COLLAB LLC,LLC,Active,1309945,2020-03-31,10 LAKESIDE DRIVE,WESTON,United States,06883,CT,GEMMAINTHEUSA@HOTMAIL.COM,Domestic,2019-05-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5266667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
JOSE T CONSTRUCTION LLC,LLC,Active,1309947,2020-03-31,5 BALMFORTH AVE APT A,DANBURY,United States,06810,CT,CRIS@MIRANTEAGENCY.COM,Domestic,2019-05-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5266667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
THERIGATHA CENTER FOR PSYCHOTHERAPY LLC,LLC,Active,1309948,2022-03-31,68 BRIDGE STREET SUITE 301,SUFFIELD,United States,06078,CT,mstone@evanscooling.com,Domestic,2019-05-18,CT,Connecticut,True,False,False,False,False,All Other Outpatient Care Centers (621498),621498.0,2021-11-10 00:10:27.5266667,,,,,,,,,,,,,,,,,,,,,,,,
BENNETT DEVELOPMENT GROUP LLC,LLC,Active,1309949,2020-03-31,1000 AVALON WAY #4204,STRATFORD,United States,06614,CT,GRAHAM-C-BENNETT@HOTMAIL.COM,Domestic,2019-05-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5266667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
LEO MASONRY & LANDSCAPING LLC,LLC,Active,1309951,2020-03-31,26 CLEVELAND STREET # 3,DANBURY,United States,06810,CT,DIGNAALMONTE@SBCGLOBAL.NET,Domestic,2019-05-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5266667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
S & L LLC,LLC,Active,1309952,2022-03-31,32 PORTMAN STREET,WINDSOR,United States,06095,CT,ubutt@bracctax.com,Domestic,2019-05-18,CT,Connecticut,False,False,False,False,False,Dance Companies (711120),711120.0,2021-11-10 00:10:27.5266667,,,,,,,,,,,,,,,,,,,,,,,,
INCOME EXCEL LLC,LLC,Dissolved,1309953,2021-03-31,59 OBTUSE ROAD SOUTH,BROOKFIELD,United States,06804,CT,contact@incomeexcel.com,Domestic,2019-05-18,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:10:27.5266667,,,,,,,,,,,,,,,,,,,2021-07-22T00:00:00.000,,,,,
21 OLIVE STREET LLC,LLC,Dissolved,1309950,2020-03-31,21 OLIVE STREET,BRIDGEPORT,United States,06605,CT,WALTONUPCHURCH25@GMAIL.COM,Domestic,2019-05-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:56.8100000,,,,,,,,,,,,,,,,,,,2019-10-24T00:00:00.000,,,,,
AGUILAR MASONRY AND CONCRETE LLC,LLC,Dissolved,1309946,2020-03-31,6 PERKINS ST APT 2,DANBURY,United States,06810,CT,RMINSURANCE@SBCGLOBAL.NET,Domestic,2019-05-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:25.0333333,,,,,,,,,,,,,,,,,,,2020-02-07T00:00:00.000,,,,,
MALONE HOLDING NYC LLC,LLC,Active,1309864,2020-03-31,323 MAIN STREET,WESTPORT,,06880,CT,DOUG.QUINN@GMAIL.COM,Foreign,2019-05-20,NY,NY,False,False,False,False,False,,,2021-11-10 00:10:26.8100000,Ready for dissolution,Failure to file Annual Report,,2019-07-01,MALONE HOLDING NYC LLC,United States,"233 EAST 69TH ST APT 9D, NEW YORK, NY, 10021, United States",233 EAST 69TH ST APT 9D,NEW YORK,NY,10021,United States,"323 MAIN STREET, WESTPORT, NY, 06880, United States",323 MAIN STREET,WESTPORT,NY,06880,United States,,,,,,
"FINEWEIN, LLC",LLC,Active,1309873,2020-03-31,38C GROVE STREET,RIDGEFIELD,,06877,CT,JWEINSHANK@CRAMERANDERSON.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
FINE HOME GIFTS LLC,LLC,Active,1309878,2020-03-31,36 EVERGREEN ROAD,GREENWICH,,06830,CT,ANNAEDWARD75@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
LA ESQUINA DE BEBO LLC,LLC,Active,1309880,2020-03-31,173 SISSON ST,EAST HARTFORD,United States,06118,CT,LUISFELICIANO325863@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
INCENTER APPRAISAL MANAGEMENT LLC,LLC,Active,1309883,2022-03-31,129 WEST TRADE STREET 9TH FLOOR,CHARLOTTE,United States,28202,NC,dmarch@financeofamerica.com,Foreign,2019-05-20,DE,DE,False,False,False,False,False,Offices of Real Estate Appraisers (531320),531320.0,2021-11-10 00:10:26.8400000,,,,2019-05-20,INCENTER APPRAISAL MANAGEMENT LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,,
"PARK 215 CONDOMINIUM ASSOCIATION, INC.",Non-Stock,Active,1309884,2021-05-20,"C/O RIPPOWAM CORPORATION 40 CLINTON AVE, SUITE 101",STAMFORD,United States,06901,CT,jgottlieb@charteroakcommunities.org,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:26.8400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
CONNECTICUT SUPERIOR STONE LLC,LLC,Active,1309886,2022-03-31,120 E HADDAM RD,SALEM,United States,06420,CT,OLIVIACARSON@OGIND.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Crushed and Broken Granite Mining and Quarrying (212313),212313.0,2021-11-10 00:10:26.8400000,,,,,,,,,,,,,,,,,,,,,,,,
J&J STONES & GARDENS LLC,LLC,Active,1309892,2020-03-31,23 FIRST AVE,NEW HAVEN,United States,06513,CT,,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
IN-PACK INNOVATIONS LLC,LLC,Active,1309904,2020-03-31,32 BUTTERFIELD RD,NEWTOWN,,06470,CT,GGEILS1@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"RMHWDH, LLC",LLC,Active,1309906,2022-03-31,420 BITTERSWEET LANE,CHESHIRE,United States,06410,CT,dave@rdprecisioninc.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,2021-11-10 00:10:26.8866667,,,,,,,,,,,,,,,,,,,,,,,,
CATS MEOW RESORT LLC,LLC,Active,1309908,2022-03-31,300 COUNTRY CLUB ROAD,AVON,United States,06001,CT,catsmeowresort@gmail.com,Domestic,2019-05-20,CT,Connecticut,True,False,False,False,False,Pet Care (except Veterinary) Services (812910),812910.0,2021-11-10 00:10:26.8866667,,,,,,,,,,,,,,,,,,,,,,,,
FREE HOPE LLC,LLC,Active,1309909,2020-03-31,14 VOLLMER AVENUE,NORWALK,,06851,CT,AVIEGACYPROPERTIES@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
G BROTHERS LANDSCAPING LLC,LLC,Active,1309910,2020-03-31,55 DORSET CROSSING DR APT 828,SIMSBURY,,06070,CT,,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
GRACELAND CHURCH,Religious,Active,1309911,,No information provided,,,,,,Domestic,2019-05-20,,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.9166667,,,,,,,,,,,,,,,,,,,,,,,,
"RUMBLING BRIDGE, LLC",LLC,Active,1309912,2020-03-31,9 MILLVOE DRIVE,BRIDGEWATER,,06752,CT,MELINDACLUKE@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.9166667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
KRISTIN BONILLA NEW HOPE COUNSELING LLC,LLC,Active,1309913,2020-03-31,6 COSTANZO COURT,HAMDEN,,06518,CT,KRISTIN.BONILLAAZ@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:26.9166667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
TRAPASHKA LLC,LLC,Active,1309954,2022-03-31,12 DARLING ST APT X,SOUTHINGTON,United States,06489,CT,alfa-156@mail.ru,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Drywall and Insulation Contractors (238310),238310.0,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,,,,,,
SHAPED PILATES L.L.C.,LLC,Active,1309956,2022-03-31,14 TWO PENCE RD.,RIDGEFIELD,United States,06877,CT,breana@shapedpilates.com,Domestic,2019-05-20,CT,Connecticut,True,False,False,False,False,Fitness and Recreational Sports Centers (713940),713940.0,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,,,,,,
CDM TICK & TURF LLC,LLC,Active,1309957,2022-03-31,12 JOSEPH DR.,OXFORD,United States,06478,CT,michaelturchuk@cdmlandscaping.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,,,,,,
CAVALIERE PLUMBING LLC,LLC,Active,1309958,2022-03-31,62 SCARBORO ROAD,HEBRON,United States,06248,CT,ccav003@yahoo.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,,,,,,
"YOGA WEST, LLC",LLC,Active,1309959,2021-03-31,55 STEELE RD.,BRISTOL,United States,06010,CT,yogawest@gmail.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),713990.0,2021-11-10 00:10:27.5733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
ORANGE GROUP LLC,LLC,Active,1309960,2020-03-31,233 BOSTON POST ROAD SUITE 2,ORANGE,United States,06477,CT,ELNUR.NASIBOV79@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
FIVE ZAIDI LLC,LLC,Active,1309961,2022-03-31,57 ICE POND LANE,EAST BERLIN,United States,06023,CT,sister786@hotmail.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,,,,,,
WILDROCK HEMP LLC,LLC,Active,1309962,2022-03-31,1 GLEN BROOK FARM RD.,SHERMAN,United States,06784,CT,khorowitz@wildenstein.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,All Other Grain Farming (111199),,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,,,,,,
MATIS INVESTMENTS LLC,LLC,Active,1309963,2021-03-31,31 WOODCHUCK LANE,RIDGEFIELD,United States,06877,CT,tracylstocker@aol.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:10:27.5733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
J REIS CONSTRUCTION LLC,LLC,Active,1309964,2020-03-31,20 FAIRFIELD AVE APT A,DANBURY,United States,06810,CT,SENECA.BUSINESS@YAHOO.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
THE BRIDE SOCIAL LLC,LLC,Active,1309965,2020-03-31,30 DEPOT ST.,COLLINSVILLE,United States,06019,CT,TIM@THEBRIDESOCIAL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
KM REGULATORY AND COMPLIANCE LLC,LLC,Active,1309966,2022-03-31,4 BUTTERNUT RIDGE ROAD,OXFORD,United States,06478,CT,kevinm@kmregulatory.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,,,,,,
FIRST CLASS HANDYMAN SERVICES LLC,LLC,Active,1309967,2020-03-31,28 THREE LAKES DR,STAMFORD,United States,06902,CT,MIGUEL.MC006@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
NAILED IT! ART INSTALLATION AND DESIGN SERVICES LLC,LLC,Active,1309968,2022-03-31,69 W. ELM ST.,DEEP RIVER,United States,06417,CT,markgiuliano@sbcglobal.net,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,,,,,,
STEVEN MARTINS LLC,LLC,Active,1309969,2022-03-31,583 ROUTE 148,KILLINGWORTH,United States,06419,CT,smartins46@aol.com,Domestic,2019-05-20,CT,Connecticut,False,True,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,,,,,,
"THE LOFT, LLC",LLC,Active,1309970,2020-03-31,"235 N MAIN STREET, #4",BRANFORD,United States,06405,CT,CORRINE16CLARK@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
CASTILHO SERVICES LLC,LLC,Active,1309971,2020-03-31,738 GRAND ST APT 2,BRIDGEPORT,United States,06606,CT,JFECASTILHO@HOTMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
KINGSTON ENERGY LLC,LLC,Active,1309972,2022-03-31,3536 CONGRESS STREET,FAIRFIELD,United States,06824,CT,sam@kingstonenergyllc.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Miscellaneous Intermediation (523910),523910.0,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,,,,,,
ANGRY CAT REAL ESTATE LLC,LLC,Active,1309973,2022-03-31,35 FIDDLEHEAD RD,OXFORD,United States,06478,CT,fabrowne@me.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:10:27.6066667,,,,,,,,,,,,,,,,,,,,,,,,
VICTOR MANUEL VASQUEZ GARCIA LLC,LLC,Active,1309974,2020-03-31,25 JAMES ST APT 1,DANBURY,United States,06810,CT,ESTEVEZKATIUSCA@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.6066667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
INE CONSULTANTS STAFFING SOLUTIONS LLC,LLC,Active,1309975,2020-03-31,18 SOUTH ST FL 1,HARTFORD,United States,06114,CT,IVONNEDAVILA19@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.6066667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
RENT-A-HUBBY INC,Non-Stock,Active,1309976,2020-05-20,230 PELHAM ROAD 6R,NEW ROCHELLE,United States,10805,NY,RENTAHUBBYNEWYORK@GMAIL.COM,Foreign,2019-05-20,NY,NY,False,False,False,False,False,,,2021-11-10 00:10:27.6066667,Ready for dissolution,Failure to file Annual Report,,2019-05-20,RENT-A-HUBBY INC,United States,,,,,,,,,,,,,,,,,,
ALIF LLC,LLC,Active,1309978,2020-03-31,16 LONGVIEW DRIVE,MANCHESTER,United States,06040-6957,CT,MUSTAK8825@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.6066667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
DONT WASTE HAVEN CORPORATION,Non-Stock,Active,1309979,2020-05-20,21 SCOTT RD,TERRYVILLE,United States,06786,CT,jaketiffanyy@gmail.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.6066667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
DESERT FOX LLC,LLC,Active,1309981,2021-03-31,33 MARYLAND ST,FAIRFIELD,United States,06824,CT,info@shopdesertfox.com,Domestic,2019-05-20,CT,Connecticut,True,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:10:27.6200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
AVASTAR CAPITAL LLC,LLC,Active,1309982,2021-03-31,70 NORTH STREET,DANBURY,United States,06810,CT,legaldepartment@generalcorporate.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,All Other Insurance Related Activities (524298),524298.0,2021-11-10 00:10:27.6200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
"SCRIBHEAL, LLC",LLC,Active,1309983,2022-03-31,7 DEAN STREET #303,DANBURY,United States,06810,CT,adminsupport@corporatedirect.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Professional Organizations (813920),813920.0,2021-11-10 00:10:27.6200000,,,,,,,,,,,,,,,,,,,,,,,,
INTENSITY BRANDS LLC,LLC,Active,1309984,2022-03-31,168 BRANCHVILLE ROAD,RIDGEFIELD,United States,06877,CT,KVOGHELK@ICLOUD.COM,Domestic,2019-05-20,CT,Connecticut,True,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:10:27.6200000,,,,,,,,,,,,,,,,,,,,,,,,
