"EndorsementNumber","EndIssueDate","EndExpireDate","EndCity","EndCountry","EndLine1","EndLine2","EndState","EndZipOut","LicenseNumber","BusinessName","Status","IssueDate","RenewDate","ExpireDate","PhysicalCity","PhysicalCountry","PhysicalLine1","PhysicalLine2","PhysicalState","PhysicalZipOut","MailingCity","MailingCountry","MailingLine1","MailingLine2","MailingState","MailingZipOut"
2,10/11/2018,12/31/2024,"WASILLA","UNITED STATES","3065 N CHURCH RD",,"AK","99654",902474,"VALLEY COUNTRY STORE","Active",12/26/2006,10/7/2022,12/31/2024,"Wasilla","UNITED STATES","4891 E Stoney Hollow Dr",,"AK","99654","WASILLA","UNITED STATES","4891 E. STONEY HOLLOW DR.",,"AK","99654"
5,2/22/2022,12/31/2024,"PALMER","UNITED STATES","3068 S TRUNK RD",,"AK","99645",902474,"VALLEY COUNTRY STORE","Active",12/26/2006,10/7/2022,12/31/2024,"Wasilla","UNITED STATES","4891 E Stoney Hollow Dr",,"AK","99654","WASILLA","UNITED STATES","4891 E. STONEY HOLLOW DR.",,"AK","99654"
3,6/17/2019,12/31/2024,"PALMER","UNITED STATES","4644 N TRUNK RD",,"AK","99645",902474,"VALLEY COUNTRY STORE","Active",12/26/2006,10/7/2022,12/31/2024,"Wasilla","UNITED STATES","4891 E Stoney Hollow Dr",,"AK","99654","WASILLA","UNITED STATES","4891 E. STONEY HOLLOW DR.",,"AK","99654"
4,5/27/2021,12/31/2024,"BIG LAKE","UNITED STATES","2809 S BIG LAKE RD",,"AK","99652",902474,"VALLEY COUNTRY STORE","Active",12/26/2006,10/7/2022,12/31/2024,"Wasilla","UNITED STATES","4891 E Stoney Hollow Dr",,"AK","99654","WASILLA","UNITED STATES","4891 E. STONEY HOLLOW DR.",,"AK","99654"
1,12/26/2006,12/31/2007,"DUTCH HARBOR","UNITED STATES","179 GILMAN RD SUITE 101",,"AK","99692",902623,"HARBOR MINI MART & GIFT SHOP","Active",12/26/2006,11/6/2021,12/31/2023,"Dutch Harbor","UNITED STATES","145 biorka dr.","9073592185","AK","99692","DUTCH HARBOR","UNITED STATES","PO BOX 920245",,"AK","99692"
1,10/15/2018,12/31/2023,"PILOT STATION","UNITED STATES","# 9 AIRPORT RD",,"AK","99650",902854,"CITY OF PILOT STATION","Active",1/16/2007,12/16/2021,12/31/2023,"PILOT STATION","UNITED STATES","#9  AIRPORT RD.",,"AK","99650","PILOT STATION","UNITED STATES","PO BOX 5040",,"AK","99650"
1,10/11/2018 2:05:59 PM,12/31/2023,"GLENNALLEN","UNITED STATES","MILE 189 GLENN HWY",,"AK","99588",903014,"THE HUB OF ALASKA, INC.","Active",1/22/2007,1/5/2022,12/31/2023,"GLENNALLEN","UNITED STATES","MILE 189 GLENN HWY",,"AK","99588","GLENNALLEN","UNITED STATES","PO BOX 14",,"AK","99588"
1,10/9/2018,12/31/2024,"KENAI","UNITED STATES","53025 MELODY LANE",,"AK","99611",903161,"GREATLAND VIDEO/TOBACCO SALES INC","Active",2/2/2007,11/7/2022,12/31/2024,"KENAI","UNITED STATES","53025 MELODY LANE",,"AK","99611","KENAI","UNITED STATES","PO BOX 1771",,"AK","99611"
1,12/11/2018 10:51:52 AM,12/31/2023,"ANCHORAGE","UNITED STATES","5210 OLD SEWARD HIGHWAY",,"AK","99518",903219,"CREEKSIDE CHEVRON TNI","Active",2/13/2007,10/11/2021,12/31/2023,"Anchorage","UNITED STATES","13610 Arboretum St","9072502523","AK","99516-9523","ANCHORAGE","UNITED STATES","PO BOX 230234",,"AK","99523-0234"
1,10/25/2018 2:50:59 PM,12/31/2023,"KODIAK","UNITED STATES","518 MARINE WAY",,"AK","99615",903708,"TONY'S BAR","Active",3/9/2007,10/14/2021,12/31/2023,"Kodiak","UNITED STATES","1515 Simeonof Street",,"AK","99615-5707","KODIAK","UNITED STATES","PO BOX 999",,"AK","99615"
1,4/9/2007,12/31/2007,"TOKSOOK BAY","UNITED STATES","1ST MAIN STREET",,"AK","99637",903905,"JOHN'S STORE","Active",1/11/2007,12/9/2020,12/31/2024,"TOKSOOK BAY","UNITED STATES","306 MAIN ST",,"AK","99637","TOKSOOK BAY","UNITED STATES","PO BOX 37047",,"AK","99637"
2,8/26/2021,12/31/2024,"TOKSOOK BAY","UNITED STATES","306 MAIN ST",,"AK","99637",903905,"JOHN'S STORE","Active",1/11/2007,12/9/2020,12/31/2024,"TOKSOOK BAY","UNITED STATES","306 MAIN ST",,"AK","99637","TOKSOOK BAY","UNITED STATES","PO BOX 37047",,"AK","99637"
1,1/10/2019,12/31/2020,"SOLDOTNA","UNITED STATES","250 HOSPITAL PLACE",,"AK","99669",903924,"CENTRAL PENINSULA HOSPITAL","Active",3/14/2007,12/2/2022,12/31/2024,"Soldotna","UNITED STATES","250 Hospital Place","9077144721","AK","99669","SOLDOTNA","UNITED STATES","250 HOSPITAL PLACE",,"AK","99669"
1,12/31/2014,12/31/2016,"SEWARD","UNITED STATES","215 FOURTH AVE",,"AK","99664",904086,"SEWARD ALEHOUSE","Active",3/19/2007,12/7/2022,12/31/2024,"SEWARD","UNITED STATES","215 FOURTH AVE",,"AK","99664","SEWARD","UNITED STATES","PO BOX 2442",,"AK","99664"
1,12/10/2018 6:40:20 PM,12/31/2023,"ANCHORAGE","UNITED STATES","2500 SEWARD HIGHWAY",,"AK","99503",904129,"FIREWEED CHEVRON TNI","Active",4/6/2007,10/11/2021,12/31/2023,"Anchorage","UNITED STATES","2500 SEWARD HIGHWAY","13610 Arboretum Street","AK","99516","ANCHORAGE","UNITED STATES","P O BOX  230234",,"AK","99523"
1,11/19/2021,12/31/2023,"ANCHOR POINT","UNITED STATES","37490 WATERCOLOR LAKES DR",,"AK","99556",904134,"POLAR STAR CONSTRUCTION","Active",3/28/2007,11/19/2021,12/31/2023,"Homer","UNITED STATES","37490 WATERCOLOR LAKES DR","9072991794","AK","99603","ANCHOR POINT","UNITED STATES","PO BOX 595",,"AK","99556"
1,10/12/2012,12/31/2014,"GLENNALLEN","UNITED STATES","16.1 LAKE LOUISE ROAD",,"AK","99588",904665,"LAKE LOUISE LODGE","Active",5/1/2007,10/6/2021,12/31/2023,"Glennallen","UNITED STATES","HC01 Box 1716","9078223311","AK","99588","GLENNALLEN","UNITED STATES","HC01 BOX 1716",,"AK","99588"
1,12/1/2016 11:15:20 AM,12/31/2018,"FAIRBANKS","UNITED STATES","398 OLD CHENA PUMP ROAD",,"AK","99709",904886,"RED FOX BAR & GRILL","Active",5/7/2007,10/13/2022,12/31/2024,"Fairbanks","UNITED STATES","398 Old Chena Pump Road","9073476671","AK","99709-3671","FAIRBANKS","UNITED STATES","398 OLD CHENA PUMP ROAD",,"AK","99709"
1,11/29/2017 11:53:44 AM,12/31/2018,"CHUGIAK","UNITED STATES","21426 OLD GLENN HWY",,"AK","99567",905189,"THE AMERICAN LEGION PETERS CREEK POST 33","Active",6/6/2007,10/7/2022,12/31/2024,"CHUGIAK","UNITED STATES","21426 OLD GLENN HWY",,"AK","99567","CHUGIAK","UNITED STATES","P O BOX  670118",,"AK","99567"
1,12/19/2018 8:02:03 PM,12/31/2024,"WASILLA","UNITED STATES","951 HERMON ROAD #4",,"AK","99654",905490,"UP-N-SMOKE 2.0","Active",6/25/2007,11/21/2022,12/31/2024,"WASILLA","UNITED STATES","951 HERMON RD #4",,"AK","99654","WASILLA","UNITED STATES","951 HERMON RD #4",,"AK","99654"
1,11/19/2018,12/31/2024,"TELLER","UNITED STATES","WHALE STREET GRANTLEY AVE",,"AK","99778",905790,"TELLER NATIVE STORE","Active",7/18/2007,12/19/2022,12/31/2024,"Teller","UNITED STATES","Whale Street & Grantley Avenue","9076426132","AK","99778","TELLER","UNITED STATES","PO BOX 590",,"AK","99778"
1,11/19/2010,12/31/2012,"WASILLA","UNITED STATES","2750 E. PALMER WASILLA HWY",,"AK","99654",906388,"ARCTIC CIRCLE CLUB OF NORTH AMERICA INC.","Active",9/6/2007,1/9/2023,12/31/2023,"WASILLA","UNITED STATES","2750 E. PALMER WASILLA HWY",,"AK","99654","WASILLA","UNITED STATES","2750 E. PALMER WASILLA HWY",,"AK","99654"
1,12/22/2017 11:38:46 AM,12/31/2023,"CHITINA","UNITED STATES","MILE 32 EDGERTON HWY",,"AK","99566",906465,"WRANGELL VIEW STORE","Active",8/27/2007,11/1/2021,12/31/2023,"CHITINA","UNITED STATES","Mile 34 Edgerton Hwy","9078232255","AK","99566-8255","CHITINA","UNITED STATES","P.O. BOX 3",,"AK","99566"
1,10/23/2018 8:53:00 AM,12/31/2024,"WRANGELL","UNITED STATES","532 FRONT STREET",,"AK","99929",906529,"RAYME'S BAR","Active",9/13/2007,10/6/2022,12/31/2024,"WRANGELL","UNITED STATES","532 FRONT STREET",,"AK","99929","WRANGELL","UNITED STATES","PO BOX 1201",,"AK","99929"
1,10/29/2018 11:45:30 AM,12/31/2024,"WRANGELL","UNITED STATES","532 FRONT STREET",,"AK","99929",906530,"RAYME'S LIQUOR STORE","Active",9/13/2007,10/6/2022,12/31/2024,"WRANGELL","UNITED STATES","532 FRONT STREET",,"AK","99929","WRANGELL","UNITED STATES","PO BOX 1201",,"AK","99929"
1,12/15/2017 1:40:12 PM,12/31/2018,"WASILLA","UNITED STATES","1001 ENTERPRISE DRIVE",,"AK","99654",906886,"TRI VALLEY VENDING LLC","Active",10/8/2007,1/4/2023,12/31/2024,"WASILLA","UNITED STATES","1001 ENTERPRISE DRIVE",,"AK","99654-9825","ANCHORAGE","UNITED STATES","3707 WOODLAND DRIVE #2",,"AK","99517-9825"
1,11/28/2017 1:15:30 PM,12/31/2023,"WASILLA","UNITED STATES","445 NORTH PITTMAN RD",,"AK","99654",907135,"THREE BEARS ALASKA #80","Active",10/16/2007,12/7/2021,12/31/2023,"WASILLA","UNITED STATES","445 N PITTMAN RD",,"AK","99623","Wasilla","UNITED STATES","7362 W Parks Hwy #814",,"AK","99623"
1,1/8/2018,12/31/2024,"EMMONAK","UNITED STATES","49 OLD AIRPORT ST BUILDING A",,"AK","99581",908037,"EMMONAK CORPORATION","Active",11/13/2007,10/26/2022,12/31/2024,"EMMONAK","UNITED STATES","49 OLD AIRPORT ST",,"AK","99581-0049","EMMONAK","UNITED STATES","PO BOX 49",,"AK","99581-0049"
2,11/13/2007,12/31/2009,"EMMONAK","UNITED STATES","49 OLD AIRPORT ST BUILDING B",,"AK","99581",908037,"EMMONAK CORPORATION","Active",11/13/2007,10/26/2022,12/31/2024,"EMMONAK","UNITED STATES","49 OLD AIRPORT ST",,"AK","99581-0049","EMMONAK","UNITED STATES","PO BOX 49",,"AK","99581-0049"
1,11/5/2018 10:05:07 PM,12/31/2024,"ANCHORAGE","UNITED STATES","1436 EAST TUDOR ROAD",,"AK","99507",908280,"BLAINE'S KITCHEN & SNACK BAR","Active",11/7/2007,12/30/2022,12/31/2024,"ANCHORAGE","UNITED STATES","1436 E TUDOR RD","9073174548","AK","99507","ANCHORAGE","UNITED STATES","1436 E TUDOR RD",,"AK","99507"
1,12/18/2017 11:52:08 AM,12/31/2023,"NELCHINA","UNITED STATES","MILE  149 GLENN HWY",,"AK","99588",908592,"GRIZZLY COUNTRY","Active",12/4/2007,10/4/2021,12/31/2023,"NELCHINA","UNITED STATES","MILE 149 GLENN HWY",,"AK","99588","GLENNALLEN","UNITED STATES","HCO1-2530",,"AK","99588"
6,11/6/2017,12/31/2023,"JUNEAU","UNITED STATES","3033 VINTAGE BLVD",,"AK","99801",908762,"SAFEWAY","Active",11/23/2007,11/22/2021,12/31/2023,"PHOENIX","UNITED STATES","20427 N 27TH AVE",,"AZ","85027","Wilmington","UNITED STATES","251 Little Falls Dr",,"DE","19808"
9,11/6/2017,12/31/2023,"HOMER","UNITED STATES","90 STERLING HWY",,"AK","99603",908762,"SAFEWAY","Active",11/23/2007,11/22/2021,12/31/2023,"PHOENIX","UNITED STATES","20427 N 27TH AVE",,"AZ","85027","Wilmington","UNITED STATES","251 Little Falls Dr",,"DE","19808"
10,11/6/2017,12/31/2023,"KENAI","UNITED STATES","10576 KENAI SPUR HWY",,"AK","99611",908762,"SAFEWAY","Active",11/23/2007,11/22/2021,12/31/2023,"PHOENIX","UNITED STATES","20427 N 27TH AVE",,"AZ","85027","Wilmington","UNITED STATES","251 Little Falls Dr",,"DE","19808"
5,11/6/2017,12/31/2023,"NORTH POLE","UNITED STATES","301 NORTH SANTA CLAUS LANE",,"AK","99705",908762,"SAFEWAY","Active",11/23/2007,11/22/2021,12/31/2023,"PHOENIX","UNITED STATES","20427 N 27TH AVE",,"AZ","85027","Wilmington","UNITED STATES","251 Little Falls Dr",,"DE","19808"
2,11/6/2017,12/31/2023,"FAIRBANKS","UNITED STATES","3627 AIRPORT WAY",,"AK","99701",908762,"SAFEWAY","Active",11/23/2007,11/22/2021,12/31/2023,"PHOENIX","UNITED STATES","20427 N 27TH AVE",,"AZ","85027","Wilmington","UNITED STATES","251 Little Falls Dr",,"DE","19808"
3,11/6/2017,12/31/2023,"SOLDOTNA","UNITED STATES","44428 STERLING HWY",,"AK","99669",908762,"SAFEWAY","Active",11/23/2007,11/22/2021,12/31/2023,"PHOENIX","UNITED STATES","20427 N 27TH AVE",,"AZ","85027","Wilmington","UNITED STATES","251 Little Falls Dr",,"DE","19808"
4,11/6/2017,12/31/2023,"KODIAK","UNITED STATES","2685 MILL BAY RD",,"AK","99615",908762,"SAFEWAY","Active",11/23/2007,11/22/2021,12/31/2023,"PHOENIX","UNITED STATES","20427 N 27TH AVE",,"AZ","85027","Wilmington","UNITED STATES","251 Little Falls Dr",,"DE","19808"
11,11/6/2017,12/31/2023,"VALDEZ","UNITED STATES","313 MEALS ST",,"AK","99686",908762,"SAFEWAY","Active",11/23/2007,11/22/2021,12/31/2023,"PHOENIX","UNITED STATES","20427 N 27TH AVE",,"AZ","85027","Wilmington","UNITED STATES","251 Little Falls Dr",,"DE","19808"
8,11/6/2017,12/31/2023,"SEWARD","UNITED STATES","1907 SEWARD HWY",,"AK","99664",908762,"SAFEWAY","Active",11/23/2007,11/22/2021,12/31/2023,"PHOENIX","UNITED STATES","20427 N 27TH AVE",,"AZ","85027","Wilmington","UNITED STATES","251 Little Falls Dr",,"DE","19808"
1,11/6/2017,12/31/2023,"FAIRBANKS","UNITED STATES","30 COLLEGE RD",,"AK","99701",908762,"SAFEWAY","Active",11/23/2007,11/22/2021,12/31/2023,"PHOENIX","UNITED STATES","20427 N 27TH AVE",,"AZ","85027","Wilmington","UNITED STATES","251 Little Falls Dr",,"DE","19808"
7,11/6/2017,12/31/2023,"KETCHIKAN","UNITED STATES","2417 TONGASS AVE",,"AK","99901",908762,"SAFEWAY","Active",11/23/2007,11/22/2021,12/31/2023,"PHOENIX","UNITED STATES","20427 N 27TH AVE",,"AZ","85027","Wilmington","UNITED STATES","251 Little Falls Dr",,"DE","19808"
1,11/9/2017,12/31/2021,"ANCHORAGE","UNITED STATES","810 W TUDOR RD",,"AK","99503",909501,"ARCTIC & TUDOR SHELL","Active",12/31/2007,12/18/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3635 MT VIEW DR",,"AK","99508","ANCHORAGE","UNITED STATES","3635 MT VIEW DR",,"AK","99508"
3,11/9/2017,12/31/2023,"ANCHORAGE","UNITED STATES","3635 MT VIEW DR",,"AK","99508",909501,"ARCTIC & TUDOR SHELL","Active",12/31/2007,12/18/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3635 MT VIEW DR",,"AK","99508","ANCHORAGE","UNITED STATES","3635 MT VIEW DR",,"AK","99508"
1,12/24/2012,12/31/2014,"BARROW","UNITED STATES","5341 LAURA MADISON ST.",,"AK","99805",909805,"WORLD GIFT","Active",1/4/2008,12/22/2022,12/31/2024,"BARROW","UNITED STATES","1312 KONGEK ST.",,"AK","99723","BARROW","UNITED STATES","PO BOX 390",,"AK","99723"
2,12/14/2015,12/31/2017,"BARROW","UNITED STATES","5450 NORTH STAR STREET",,"AK","99723",909805,"WORLD GIFT","Active",1/4/2008,12/22/2022,12/31/2024,"BARROW","UNITED STATES","1312 KONGEK ST.",,"AK","99723","BARROW","UNITED STATES","PO BOX 390",,"AK","99723"
3,3/7/2019,12/31/2021,"BARROW","UNITED STATES","1312 KONGEK ST",,"AK","99723",909805,"WORLD GIFT","Active",1/4/2008,12/22/2022,12/31/2024,"BARROW","UNITED STATES","1312 KONGEK ST.",,"AK","99723","BARROW","UNITED STATES","PO BOX 390",,"AK","99723"
1,1/2/2020,12/31/2023,"Ketchikan","UNITED STATES","6810 Ravenwood Drive",,"AK","99901",909912,"S.E.A. ISLAND CONSTRUCTION","Active",12/20/2007,2/10/2022,12/31/2023,"KETCHIKAN","UNITED STATES","6810 RAVENWOOD DRIVE",,"AK","99901","KETCHIKAN","UNITED STATES","6810 Ravenwood Drive",,"AK","99901"
1,10/23/2017,12/31/2023,"ANCHORAGE","UNITED STATES","3101 A ST",,"AK","99503",910194,"WAL-MART","Active",1/2/2008,11/23/2021,12/31/2023,"BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72712","BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72716-0500"
4,10/23/2017,12/31/2023,"EAGLE RIVER","UNITED STATES","18600 EAGLE RIVER RD",,"AK","99577",910194,"WAL-MART","Active",1/2/2008,11/23/2021,12/31/2023,"BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72712","BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72716-0500"
3,10/23/2017,12/31/2023,"WASILLA","UNITED STATES","1350 S SEWARD MERIDIAN PKWY",,"AK","99654",910194,"WAL-MART","Active",1/2/2008,11/23/2021,12/31/2023,"BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72712","BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72716-0500"
6,10/23/2017,12/31/2023,"KODIAK","UNITED STATES","2911 MILL BAY RD",,"AK","99615",910194,"WAL-MART","Active",1/2/2008,11/23/2021,12/31/2023,"BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72712","BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72716-0500"
7,10/23/2017,12/31/2023,"FAIRBANKS","UNITED STATES","537 JOHANSEN EXPRESSWAY",,"AK","99709",910194,"WAL-MART","Active",1/2/2008,11/23/2021,12/31/2023,"BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72712","BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72716-0500"
8,10/23/2015,12/31/2017,"JUNEAU","UNITED STATES","6525 GLACIER HWY",,"AK","99801",910194,"WAL-MART","Active",1/2/2008,11/23/2021,12/31/2023,"BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72712","BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72716-0500"
5,10/23/2017,12/31/2023,"KETCHIKAN","UNITED STATES","4230 DON KING RD",,"AK","99901",910194,"WAL-MART","Active",1/2/2008,11/23/2021,12/31/2023,"BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72712","BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72716-0500"
10,1/29/2018,12/31/2023,"ANCHORAGE","UNITED STATES","7405 DEBARR ROAD",,"AK","99504",910194,"WAL-MART","Active",1/2/2008,11/23/2021,12/31/2023,"BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72712","BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72716-0500"
2,10/23/2017,12/31/2023,"ANCHORAGE","UNITED STATES","8900 OLD SEWARD HWY",,"AK","99515",910194,"WAL-MART","Active",1/2/2008,11/23/2021,12/31/2023,"BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72712","BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72716-0500"
9,10/23/2017,12/31/2023,"KENAI","UNITED STATES","10096 KENAI SPUR HWY",,"AK","99611",910194,"WAL-MART","Active",1/2/2008,11/23/2021,12/31/2023,"BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72712","BENTONVILLE","UNITED STATES","702 SW 8TH ST",,"AR","72716-0500"
1,10/30/2018 11:09:53 AM,12/31/2024,"KOTLIK","UNITED STATES","13 RIVERVIEW AVENUE",,"AK","99620",910828,"KOTLIK YUPIK ENTERPRISES (KOTLIK LAUFKAK)","Active",12/28/2007,12/14/2022,12/31/2024,"KOTLIK","UNITED STATES","13 RIVERVIEW AVENUE",,"AK","99620","SEATTLE","UNITED STATES","4025 DELRIDGE WAY SW STE 300",,"WA","98106"
1,12/4/2017,12/31/2023,"NIKISKI","UNITED STATES","51805 KENAI SPUR HWY",,"AK","99635",911047,"THE HOTSPOT TOBACCO & VIDEO","Active",1/3/2008,10/29/2021,12/31/2023,"NIKISKI","UNITED STATES","51805 KENAI SPUR HWY",,"AK","99635-7347","NIKISKI","UNITED STATES","PO BOX 8209",,"AK","99635"
1,1/1/2019 4:14:15 PM,12/31/2023,"BUCKLAND","UNITED STATES","434 MIDDLE ST",,"AK","99727",911158,"JEREMIAH'S PLACE","Active",2/6/2008,2/8/2023,12/31/2023,"BUCKLAND","UNITED STATES","434 MIDDLE ST",,"AK","99727","BUCKLAND","UNITED STATES","PO BOX 69",,"AK","99727"
2,1/15/2021,12/31/2022,"Buckland ","UNITED STATES","434 Middle Street",,"AK","99727",911158,"JEREMIAH'S PLACE","Active",2/6/2008,2/8/2023,12/31/2023,"BUCKLAND","UNITED STATES","434 MIDDLE ST",,"AK","99727","BUCKLAND","UNITED STATES","PO BOX 69",,"AK","99727"
1,10/31/2017,12/31/2023,"BETHEL","UNITED STATES","960 3RD AVENUE",,"AK","99559",911578,"THE TOBACCO SHOP","Active",2/19/2008,12/6/2021,12/31/2023,"BETHEL","UNITED STATES","960 3RD AVENUE",,"AK","99559","BETHEL","UNITED STATES","P.O. BOX 2075",,"AK","99559"
1,12/30/2013,12/31/2014,"DENALI PARK","UNITED STATES","MILE 237 PARKS HWY, MILE 1.4 PARKS RD",,"AK","99755",911749,"DOYON/ARAMARK JOINT VENTURE DENALI PARK CONCESSIONAIRE","Active",1/8/2008,10/10/2022,12/31/2024,"DENALI PARK","UNITED STATES","MILE 237 PARKS HWY, MILE 1.5 PARKS HWY",,"AK","99755","ANCHORAGE","UNITED STATES","3000 C STREET SUITE #101",,"AK","99503"
1,10/22/2018 11:39:30 AM,12/31/2024,"ANCHORAGE","UNITED STATES","5000 W. INT'L RD.ANCHORAGE INT'L AIRPORT STORE 356",,"AK","99502",912238,"EURO CAFE","Active",3/4/2008,10/24/2022,12/31/2024,"EAST RUTHERFORD","UNITED STATES","1 MEADOWLANDS PLZ, C/O LICENSING, STE 902","2018218189","NJ","07073","EAST RUTHERFORD","UNITED STATES","ONE MEADOWLANDS PLAZA STE 902",,"NJ","07073"
1,11/20/2017,12/31/2023,"PLATINUM","UNITED STATES","116 VILLAGE RD",,"AK","99651",912730,"PLATINUM COMMERCIAL COMPANY LLC.","Active",3/14/2008,11/9/2021,12/31/2023,"PLATINUM","UNITED STATES","116 VILLAGE RD.",,"AK","99651","PLATINUM","UNITED STATES","PO BOX 14",,"AK","99651-0014"
1,11/13/2017,12/31/2024,"GLENNALLEN","UNITED STATES","MILE 111 RICHARDSON HWY",,"AK","99588",912958,"TAZLINA LIQUOR","Active",2/25/2008,1/3/2023,12/31/2024,"Glennallen","UNITED STATES","Mile 111 Richardson Highway","PO Box 364","AK","99588-0364","GLENNALLEN","UNITED STATES","PO BOX 364",,"AK","99588"
2,1/3/2023,12/31/2024,"Glennallen","UNITED STATES","Mile 111 Richardson Highway","PO Box 364","AK","99588+0364",912958,"TAZLINA LIQUOR","Active",2/25/2008,1/3/2023,12/31/2024,"Glennallen","UNITED STATES","Mile 111 Richardson Highway","PO Box 364","AK","99588-0364","GLENNALLEN","UNITED STATES","PO BOX 364",,"AK","99588"
1,12/18/2017,12/31/2023,"SOLDOTNA","UNITED STATES","43299 K-BEACH STE 1",,"AK","99669",913529,"RED DIAMOND LIQUOR BARN","Active",3/28/2008,11/1/2021,12/31/2023,"SOLDOTNA","UNITED STATES","43299 K-BEACH RD.","SUITE 1","AK","99669","KENAI","UNITED STATES","PO BOX 151",,"AK","99611"
1,12/20/2017,12/31/2023,"SOLDOTNA","UNITED STATES","43299 K-BEACH STE 1",,"AK","99669",913530,"VAUGHN'S MINI MART","Active",3/28/2008,11/1/2021,12/31/2023,"SOLDOTNA","UNITED STATES","43299 K-BEACH STE 1",,"AK","99669","KENAI","UNITED STATES","PO BOX 151",,"AK","99611"
1,1/12/2020,12/31/2023,"anchorage","UNITED STATES","2111 viking drive",,"AK","99501",914035,"WHITE WATER CLEANERS","Active",4/9/2008,11/29/2021,12/31/2023,"ANCHORAGE","UNITED STATES","2111 VIKING DRIVE",,"AK","99501","ANCHORAGE","UNITED STATES","2111 VIKING DR",,"AK","99501"
1,11/28/2017 5:13:58 PM,12/31/2023,"EDNA BAY","UNITED STATES","203 WEST DAVIDSON AVENUE",,"AK","99950",914603,"SUNRISE LODGE & GENERAL STORE","Active",4/15/2008,10/19/2021,12/31/2023,"EDNA BAY","UNITED STATES","203 WEST DAVIDSON AVENUE",,"AK","99950-0040","EDNA BAY","UNITED STATES","PO BOX EDB",,"AK","99950"
3,10/24/2018 7:23:23 AM,12/31/2024,"NAKNEK","UNITED STATES","1.5 MILE MARKER ALASKA PENINSULA HIGHWAY",,"AK","99633",914777,"NORTH PACIFIC SEAFOODS, INC.","Active",4/21/2008,12/16/2022,12/31/2024,"SEATTLE","UNITED STATES","4 NICKERSON STREET, SUITE 400",,"WA","98109-1699","SEATTLE","UNITED STATES","4 NICKERSON STREET, SUITE 400",,"WA","98109-1699"
1,10/24/2018 7:23:23 AM,12/31/2024,"TWILL HILLS","UNITED STATES","2.5 MILES EAST OF TOGIAK POST OFFICE",,"AK","99576",914777,"NORTH PACIFIC SEAFOODS, INC.","Active",4/21/2008,12/16/2022,12/31/2024,"SEATTLE","UNITED STATES","4 NICKERSON STREET, SUITE 400",,"WA","98109-1699","SEATTLE","UNITED STATES","4 NICKERSON STREET, SUITE 400",,"WA","98109-1699"
2,10/24/2018 7:23:23 AM,12/31/2024,"NAKNEK","UNITED STATES","3.5 MILES NORTH OF NAKNEK ON THE BEACH ROAD",,"AK","99633",914777,"NORTH PACIFIC SEAFOODS, INC.","Active",4/21/2008,12/16/2022,12/31/2024,"SEATTLE","UNITED STATES","4 NICKERSON STREET, SUITE 400",,"WA","98109-1699","SEATTLE","UNITED STATES","4 NICKERSON STREET, SUITE 400",,"WA","98109-1699"
1,10/20/2017 12:53:09 PM,12/31/2023,"TANANA","UNITED STATES","100 FRONT STREET",,"AK","99777",915105,"TANANA COMMERCIAL CO LLC","Active",4/24/2008,10/16/2021,12/31/2023,"Tanana","UNITED STATES","100 Front ST","9073882361","AK","99777","TANANA","UNITED STATES","PO BOX 69",,"AK","99777"
1,1/5/2015,12/31/2016,"FAIRBANKS","UNITED STATES","609 2ND AVE",,"AK","99701",915622,"BOBBY'S DOWNTOWN","Active",5/13/2008,11/22/2022,12/31/2024,"FAIRBANKS","UNITED STATES","609 SECOND AVENUE",,"AK","99701","FAIRBANKS","UNITED STATES","PO BOX 71681",,"AK","99707-1681"
1,9/27/2019,12/31/2024,"DEADHORSE","UNITED STATES","1235 DRILL SITE RD POUCH 340078",,"AK","99734",916704,"STALLION OILFIELD SERVICES LIMITED PARTNERSHIP ","Active",6/9/2008,11/22/2022,12/31/2024,"DEADHORSE","UNITED STATES","1235 DRILL SITE 12 RD POUCH 340078",,"AK","99734","HOUSTON","UNITED STATES","950 CORBINDALE, RD., SUITE 400","ATTN: LEGAL DEPARTMENT","TX","77024"
