name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,category_survey_email_address,sub_status,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,date_of_organization_meeting,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,dissolution_date,mailing_international_address,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
CDG Trucking LLC,LLC,Active,2556033,2023-03-31,356 Main Avenue,D25,Norwalk,United States,06851,CT,chrissmalls227@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-06-13 00:16:17.6433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maffei's Transportation LLC,LLC,Active,2556045,2023-03-31,13 Pleasant Rise Cir,,Brookfield,United States,06804-2126,CT,maffeistaxillc@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Limousine Service (485320),2022-06-13 00:16:17.6600000,mintdetailing35@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multifamily Green Contractor LLC,LLC,Active,2556044,2023-03-31,"6 Landmark Sq, 4th Floor",,Stamford,United States,06901-2704,CT,filings@icastusa.org,Foreign,,2022-05-11,COLORADO,COLORADO,False,False,False,False,False,Residential Remodelers (236118),2022-06-13 00:16:18.1900000,,,,2022-05-11,Multifamily Green Contractor LLC,,"7400 W 14th Ave, 101, Lakewood, CO, 80214-4234, United States",7400 W 14th Ave,Lakewood,CO,80214-4234,United States,"7400 W 14th Ave, 101, Lakewood, CO, 80214-4234, United States",7400 W 14th Ave,Lakewood,CO,80214-4234,United States,101,101,,,,,,,,,
Green Indigo Inspired LLC,LLC,Active,2556035,2023-03-31,15 Earl Street Ext,,Centerbrook,United States,06409-1047,CT,kerri.greenlife@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",2022-06-13 00:16:17.6433333,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Legion Post 34 Inc.,Non-Stock,Active,2556036,2022-08-09,,,,,,,g.parmelee1@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,True,False,False,False,Civic and Social Organizations (813410),2022-06-13 00:16:17.6433333,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSE E LOPEZ PEREZ LLC,LLC,Active,2556046,2023-03-31,22 WARWICK ST,,MIDDLETOWN,United States,06457,CT,wendy@durangoagency.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Janitorial Services (561720),2022-06-13 00:16:17.6433333,wendy@durangoagency.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW ENGLAND CLEANING AND SERVICES LLC,LLC,Active,2556040,2023-03-31,54 MYRTLE AVE,Apt. 10,STAMFORD,United States,06902,CT,rpolodelapiedra@yahoo.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Janitorial Services (561720),2022-06-13 00:16:18.2366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dam View Maltese LLC,LLC,Active,2556047,2023-03-31,692 Jerusalem Rd,,Windham,United States,06280-1512,CT,damviewhouse@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,All Other Animal Production (112990),2022-06-13 00:16:18.2366667,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Made Equities LLC,LLC,Active,2556049,2023-03-31,151 New Park Ave,,Hartford,United States,06106-2170,CT,simon@madecm.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:17.6433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBB Enterprises LLC,LLC,Active,2556058,2023-03-31,4 Belmont Pl,,Norwalk,United States,06853-1001,CT,info@pbbenterprisesllc.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,True,False,True,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",2022-06-13 00:16:17.6433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Management Alliance Inc.,Non-Stock,Rejected,2556065,,"2389 MAIN ST., STE 100",,GLASTONBURY,United States,06033,CT,customersupport@4memberservices.com,Foreign,,2022-05-11,TENNESSEE,TENNESSEE,False,False,False,False,False,Professional Organizations (813920),2022-06-13 00:16:17.6433333,,,,2022-05-27,Emergency Management Alliance,,,,,,,,,,,,,,,,,,,,,,,,
ESGCT LLC,LLC,Active,2556069,2023-03-31,132 Main Street Anx,,New Haven,United States,06512-2014,CT,eastshoreglassct@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2022-06-13 00:16:17.6433333,caper203@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephanie Livingston LCSW LLC,LLC,Active,2556062,2023-03-31,43 Tamara Cir,,Avon,United States,06001-2234,CT,sepy516@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,True,False,False,False,False,Other Individual and Family Services (624190),2022-06-13 00:16:18.2200000,sepy516@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix at 345 Reef Road Corp.,Stock,Active,2556066,2023-05-16,211 High Ridge Ave,,Ridgefield,United States,06877-4419,CT,apgphoenix@aol.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:18.1900000,,,100.0,,,2022-05-12,,,,,,,,,,,,,,,,,,,,,,,
Atwell Landscaping and Masonry LLC,LLC,Active,2556072,2023-03-31,2 Woodman Ave,,Bozrah,United States,06334-1651,CT,omyfuk@yahoo.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Masonry Contractors (238140),2022-06-13 00:16:18.1900000,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIGEL RESTORATION CORP,Stock,Active,2556063,2023-05-24,41 WOODLAWN ST,,WEST HARTFORD,United States,06110,CT,monaspike@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2022-06-13 00:16:17.6433333,,,1.0,,,2022-05-02,,,,,,,,,,,,,,,,,,,,,,,
"Cerebro, PLLC",LLC,Active,2556074,2023-03-31,721 Millers Way,,Simsbury,United States,06070-1995,CT,choboy9999@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,"Offices of Physicians, Mental Health Specialists (621112)",2022-06-13 00:16:18.2366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POBLANO CONSTRUCTION LLC,LLC,Active,2556081,2023-03-31,1004 Hancock Ave,,Bridgeport,United States,06605-1911,CT,poblanocuaya@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2022-06-13 00:16:18.2366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Handy Dandy Solutions LLC,LLC,Active,2556082,2023-03-31,39 Glenwood Avenue,Apt 3,Norwalk,United States,06854,CT,daniel.ellern@yahoo.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-06-13 00:16:18.2066667,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459 Danbury Road LLC,LLC,Active,2556084,2023-03-31,459 Danbury Road,1A,New Milford,United States,06776,CT,lajansen001@hotmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,True,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-06-13 00:16:18.2366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastal Properties & Home Development llc,LLC,Active,2556086,2023-03-31,777 sw 37th ave suite 510,,MIAMI,United States,33135,FL,chanel.llc@yahoo.com,Foreign,,2022-05-11,florida,florida,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:18.2366667,,,,2022-05-11,Coastal Properties & Home Development llc,,,,,,,,,,,,,,,,,,,,,,,,
WINK AND BLINK LLC,LLC,Active,2556092,2023-03-31,271 BASSETT ST,,NEW HAVEN,United States,06511,CT,efile1234@incfile.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,All Other Leather Good and Allied Product Manufacturing (316998),2022-06-13 00:16:17.6266667,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAUSMADE LLC,LLC,Active,2556098,2023-03-31,623 Opening Hill Rd,,Madison,United States,06443,CT,efile1234@incfile.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Home Centers (444110),2022-06-13 00:16:18.1900000,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scoliosis.soph LLC,LLC,Active,2556100,2023-03-31,47 Bricklemaier Rd.,,Colebrook,United States,06021-4117,CT,scoliosis.soph@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2022-06-13 00:16:17.6266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morris Veterinary Imaging, LLC",LLC,Active,2556101,2023-03-31,55 High Street,,Milford,United States,06460,CT,bmorrisdvm@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,True,False,False,False,False,Diagnostic Imaging Centers (621512),2022-06-13 00:16:17.6600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMPRESSIVE HEALTH CARE NURSING SERVICES LLC,LLC,Active,2556107,2023-03-31,242 Roosevelt Ave,,Stratford,United States,06615-6853,CT,teeman777@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:17.6600000,rlsos@parasec.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEATHERED ACRES LLC,LLC,Active,2556109,2023-03-31,223 Wall St,,Colchester,United States,06415,CT,efile1234@incfile.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Crop Farming (111998),2022-06-13 00:16:17.6600000,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNJ PROPERTY HOLDINGS LLC,LLC,Active,2556114,2023-03-31,504 E 89th St,101d,Farmington,United States,06032,CT,efile1234@incfile.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:17.6266667,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Twisted Brushes, LLC",LLC,Active,2556115,2023-03-31,55 Sharon Ave,,West Haven,United States,06516-6428,CT,allwedeup@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,True,False,False,False,False,Nail Salons (812113),2022-06-13 00:16:17.6266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Life Glass Works LLC,LLC,Active,2556117,2023-03-31,60 Warrington Round,,Danbury,United States,06810-5169,CT,hzedevine@yahoo.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),2022-06-13 00:16:18.2066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S H Parade Contracting, LLC",LLC,Active,2556119,2023-03-31,67 Hope Valley Rd,,Amston,United States,06231-1334,CT,shparade@hotmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Other Services to Buildings and Dwellings (561790),2022-06-13 00:16:18.2066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154 Washington Ave LLC,LLC,Active,2556121,2023-03-31,29 Montauk St,,Selden,United States,11784-2707,NY,gliganict@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:18.1900000,bob@chesspin.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Fairfield Programming Association Inc.,Non-Stock,Active,2556122,2023-05-31,95 Seabright Ave,,Bridgeport,United States,06605-3426,CT,info@fairfieldprogramming.org,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Educational Support Services (611710),2022-06-13 00:16:18.1900000,,,,,,2022-05-17,,,,,,,,,,,,,,,,,,,,,,,
PCJOHN CORP.,Stock,Active,2556123,2023-06-06,1209 Claro Dr,,Manchester,United States,06042-7316,CT,efile1234@incfile.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),2022-06-13 00:16:17.6133333,efile1235@incfile.com,,1500.0,,,2022-06-06,,,,,,,,,,,,,,,,,,,,,,,
"Baruch Levine Music, Inc.",Stock,Active,2556126,2023-05-13,8 Euclid Ave,,Waterbury,United States,06710-1610,CT,emily@manelaco.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2022-06-13 00:16:17.6600000,emily@manelaco.com,,1000.0,,,2022-05-13,,,,,,,,,,,,,,,,,,,,,,,
Fewlr L.L.C.,LLC,Active,2556127,2023-03-31,1 Technology Drive,,Tolland,United States,06084,CT,processing@mycorporation.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:18.2066667,processing@mycorporation.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JRAP Holdings, LLC",LLC,Active,2556131,2023-03-31,22 Arbor Meadow Dr.,,Prospect,United States,06712,CT,jrrossetti@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,True,False,True,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-06-13 00:16:18.2066667,jrrossetti@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin river landscaping LLC,LLC,Active,2556137,2023-03-31,440 Skyline Dr,,Orange,United States,06477-2128,CT,twinriverlandscaping@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2022-06-13 00:16:17.6600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 Rockwell Pl LLC,LLC,Active,2556138,2023-03-31,4 Rockwell Pl,,Westport,United States,06880-5328,CT,4rockwellpl@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:18.2200000,gregorytkim@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELITE ASSISTANCE LLC,LLC,Active,2556146,2023-03-31,172 OAKWOOD DR,,GLASTONBURY,United States,06033,CT,erinanderson1@kw.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,True,False,False,False,False,Office Administrative Services (561110),2022-06-13 00:16:18.2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Stone Builders Inc,Stock,Active,2556152,2022-08-09,,,,,,,allstonebuilders@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Masonry Contractors (238140),2022-06-13 00:16:18.2200000,moninhajn@hotmail.com,First report due,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Spot Boomin Collection LLC,LLC,Active,2556151,2023-03-31,431 Dixwell Ave,2nd Floor,New Haven,United States,06511-1785,CT,contact@spotboomincollection.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,True,False,False,Family Clothing Stores (448140),2022-06-13 00:16:18.2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Flower Meadows LLC,LLC,Active,2556157,2023-03-31,64 Elm Cir,,West Springfield,United States,01089-2608,MA,kailyhepburn@kailyhepburnlaw.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,True,False,False,False,False,,2022-06-13 00:16:27.2066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potluck Pottery LLC,LLC,Active,2556172,2023-03-31,37 Rosedale Rd,,West Hartford,United States,06107-2929,CT,potluckpottery860@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,True,False,True,False,False,"Pottery, Ceramics, and Plumbing Fixture Manufacturing (327110)",2022-06-13 00:16:18.2366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.J.S. OUTDOOR SERVICE LLC,LLC,Active,2556175,2023-03-31,165 Division St,,Ansonia,United States,06401-2171,CT,sumpter078@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Outdoor Advertising (541850),2022-06-13 00:16:17.6266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GLIC Real Estate Holding, LLC",LLC,Active,2556176,2023-03-31,6620 W Broad St,,Richmond,United States,23230-1716,VA,corpgov@genworth.com,Foreign,,2022-05-11,DELAWARE,DELAWARE,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-06-13 00:16:18.2200000,,,,2022-07-01,"GLIC Real Estate Holding, LLC",,,,,,,,,,,,,,,,,,,,,,,,
Blended Families CT Inc.,Non-Stock,Active,2556182,2022-08-09,,,,,,,blendedfctinc@outlook.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,True,False,True,False,False,Other Individual and Family Services (624190),2022-06-13 00:16:18.2200000,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKH LLC,LLC,Active,2556184,2023-03-31,75 Maple Ave,2,Stamford,United States,06902-4007,CT,j_k2022@outlook.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2022-06-13 00:16:18.2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parkville Construction LLC,LLC,Active,2556186,2023-03-31,30 Corbin Dr,,Darien,United States,06820,CT,jaspal.juj@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:17.6266667,ben@potoklaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beets & Blooms Farm LLC,LLC,Active,2556190,2023-03-31,6 Oakum Dock Rd,,East Hampton,United States,06414,CT,beetsandbloomsfarm@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,True,False,False,False,True,Other Vegetable (except Potato) and Melon Farming (111219),2022-06-13 00:16:18.2066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reflexive Properties LLC,LLC,Active,2556196,2023-03-31,16 Brookview Ln,,Middletown,United States,06457-2118,CT,reflexive@currently.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:18.2066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"128 Broadway, LLC",LLC,Active,2556212,2023-03-31,21 Huntington Pl,,Norwich,United States,06360-4415,CT,razulwallace@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,False,True,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:18.2066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synergy Design & Integration LLC,LLC,Active,2556208,2023-03-31,1201 Lula Lane,,Franklin,United States,37064,TN,steve@synergyconveyor.com,Foreign,,2022-05-11,TENNESSEE,TENNESSEE,False,False,False,False,False,Other Direct Selling Establishments (454390),2022-06-13 00:16:17.6266667,,,,2019-04-02,Synergy Design & Integration,,"510 Columbia Ave, 1409, Franklin, TN, 37064, United States",510 Columbia Ave,Franklin,TN,37064,United States,"1201 Lula Lane, Franklin, TN, 37064, United States",1201 Lula Lane,Franklin,TN,37064,United States,1409,,,,,,,,,,
24 Hr. Emergency Bail Bonds LLC,LLC,Active,2556214,2023-03-31,124 Washington St,,Middletown,United States,06547,CT,lizadavisbailbonds@gmail.com,Domestic,United States,2022-05-11,Connecticut,Connecticut,True,False,False,False,False,All Other Legal Services (541199),2022-06-13 00:16:18.2066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BLUE VIOLET GROW CT, LLC",LLC,Active,2556236,2023-03-31,143 RIDGEDALE AVENUE,,FLORHAM PARK,UNITED STATES,07932,NJ,bluevioletgrow@gmail.com,Domestic,United States,2022-05-11,,Connecticut,False,False,False,False,False,111419,2022-06-13 00:16:17.6433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAANX US CORP.,Stock,Active,2556257,2023-05-12,,,,,,,mark.evans@baanx.com,Foreign,,2022-05-11,,DE,False,False,False,False,False,000052,2022-06-13 00:16:18.1900000,,,,2022-05-01,BAANX US CORP.,,,,,,,,,,,,,,,,,"LEVEL 18, 40 BANK STREET, CANARY WHARF LONDON, UK E14 5NR",,,,,,,
"3 RED BIRD TRAIL, LLC",LLC,Active,2558033,2023-03-31,81 HARTFORD AVENUE,,OLD SAYBROOK,UNITED STATES,06475,CT,JASONRCATALDO@GMAIL.COM,Domestic,United States,2022-05-11,,Connecticut,False,False,False,False,False,531110,2022-06-13 00:16:18.8933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OX MEDIA, LLC",LLC,Active,2558150,2023-03-31,"1251 ELLA T GRASSO BLVD, #3",,NEW HAVEN,USA,06511-4293,CT,OLLIEOPTICS@GMAIL.COM,Domestic,United States,2022-05-11,,Connecticut,False,False,False,False,False,,2022-06-13 00:16:18.9700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSEMARY NICHOLS LLC,LLC,Active,2558376,2023-03-31,25 JERIMOTH DRIVE,,BRANFORD,USA,06405,CT,ROSEMARY@ROSEMARYNICHOLS.COM,Domestic,United States,2022-05-11,,Connecticut,False,False,False,False,False,812990,2022-06-13 00:16:18.3166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"INSURANCE CENTERS OF AMERICA, INC.",Stock,Active,2558423,2023-05-16,"2055 ANGLO DRIVE, SUITE 200",,COLORADO SPRINGS,USA,80918,CO,TAMMY@ICAINSURANCE.COM,Foreign,,2022-05-11,,COLORADO,False,False,False,False,False,524210,2022-06-13 00:16:19.4400000,,,,2022-05-11,"INSURANCE CENTERS OF AMERICA, INC.",,,,,,,,,,,,,,,,,,,,,,,,
FLUIDITY EQUITY FUND LIMITED PARTNERSHIP,Limited Partnership,Active,2558706,2023-05-16,49 LYNWOOD ROAD,,STORRS,USA,06268,CT,WECUBATOR@GMAIL.COM,Domestic,United States,2022-05-11,,Connecticut,False,False,False,False,False,523920,2022-06-13 00:16:18.8633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raddcomm Group Corp.,Stock,Active,2464970,2023-05-12,856 Johnson Ave,Ste 6,Ronkonkoma,United States,11779-6068,NY,radcomdave@gmail.com,Foreign,,2022-05-12,NEW YORK,NEW YORK,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),2022-06-13 00:07:27.4533333,,,,2022-05-12,Raddcomm Group Corp.,,,,,,,,,,,,,,,,,,,,,,,,
Snatched Shapewear LLC,LLC,Active,2526892,2023-03-31,1401 Farmington Ave,A,Farmington,United States,06032,CT,snatched.llc@yahoo.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,True,False,True,False,False,,2022-06-13 00:07:34.9133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holistic. Esthetic. Alternative. Lifestyle. (H.E.A.L)  LLC,LLC,Active,2526924,2023-03-31,1401 Farmington Ave,A,Farmington,United States,06032-1175,CT,heal.llc@yahoo.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,True,False,True,False,False,Other Personal Care Services (812199),2022-06-13 00:07:35.6166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revhealth LLC Limited,Stock,Rejected,2542687,,55 Bank Street,,Morristown,United States,07960-5121,NJ,kacie.gahr@revhealth.com,Foreign,,2022-05-12,NEW JERSEY,NEW JERSEY,False,False,False,False,False,Marketing Consulting Services (541613),2022-06-13 00:16:25.8600000,,,,2022-04-01,Revhealth LLC,,,,,,,,,,,,,,,,,,,,,,,,
HWC SOUTHINGTON LLC,LLC,Active,2551030,2023-03-31,"46 SOUTHFIELD AVE, SUITE 100",,STAMFORD,United States,06902,CT,christopher.severo@hwc.net,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:29.1766667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWC MARLBOROUGH LLC,LLC,Active,2551045,2023-03-31,46 Southfield Ave,Ste 100,Stamford,United States,06902,CT,christopher.severo@hwc.net,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:28.5666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWC NEWINGTON LLC,LLC,Active,2551063,2023-03-31,"46 SOUTHFIELD AVE, SUITE 100",,STAMFORD,United States,06902,CT,christopher.severo@hwc.net,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:29.7066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWC EAST HAVEN LLC,LLC,Active,2551087,2023-03-31,46 SOUTHFIELD AVE,SUITE 100,STAMFORD,United States,06902,CT,christopher.severo@hwc.net,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:29.7066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAZA SMOKE SHOP CORPORATION,Stock,Active,2551313,2022-08-10,,,,,,,sbhuiyan1@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Tobacco Stores (453991),2022-06-13 00:16:28.5366667,,First report due,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"Radio Vision Cristiana, Inc.",Non-Stock,Active,2551768,2023-05-12,419 Broadway,,Paterson,United States,07501,NJ,hislaw@aol.com,Foreign,,2022-05-12,NEW JERSEY,NEW JERSEY,False,False,False,False,False,Radio Stations (515112),2022-06-13 00:16:29.1000000,,,,2021-04-30,"Radio Vision Cristiana, Inc.",,,,,,,,,,,,,,,,,,,,,,,,
"Alliance Building Services, Inc.",Stock,Active,2553066,2023-05-12,318 West 39th Street,Eighth Floor,New York,United States,10018,NY,lferrer@alliance.us,Foreign,,2022-05-12,DELAWARE,DELAWARE,False,False,False,False,False,Other Services to Buildings and Dwellings (561790),2022-06-13 00:16:29.8000000,,,,2022-05-06,"Alliance Building Services, Inc.",,,,,,,,,,,,,,,,,,,,,,,,
Yunigen LLC,LLC,Active,2553186,2023-03-31,294 Quarry Rd,,Milford,United States,06460-2851,CT,justin@yunigen.com,Foreign,,2022-05-12,CALIFORNIA,CALIFORNIA,False,False,False,False,False,Pharmaceutical Preparation Manufacturing (325412),2022-06-13 00:16:29.7400000,,,,2022-05-12,Yunigen LLC,,"960 E Green St, Pasadena, CA, 91106, United States",960 E Green St,Pasadena,CA,91106,United States,"960 E Green St, L-5, Pasadena, CA, 91106, United States",960 E Green St,Pasadena,CA,91106,United States,,L-5,,,,,,,,,
