name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_name_in_state_country,citizenship,date_registration,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,business_email_address,naics_code,total_authorized_shares,country_formation,formation_place,category_survey_email_address,billing_unit,sub_status,date_of_organization_meeting,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit,mail_jurisdiction,mailing_international_address
17 Soundview LLC,LLC,Active,2633235,2023-03-31,2022-07-18,7120 Jensen Canyon Rd,Teton Village,United States,83025,WY,17 Soundview LLC,Foreign,2022-09-19,WYOMING,False,False,False,False,False,2022-10-04 00:17:48.2066667,chuckdav@gmail.com,All Other Information Services (519190),,,WYOMING,,#484,,,"7120 Jensen Canyon Rd, #484, Teton Village, WY, 83025, United States",7120 Jensen Canyon Rd,#484,Teton Village,WY,83025,United States,"7120 Jensen Canyon Rd, #484, Teton Village, WY, 83025, United States",7120 Jensen Canyon Rd,#484,Teton Village,WY,83025,United States,,,,,,,,,,
Tripple link LLC,LLC,Active,2633243,2023-03-31,,47 Johnson St,Naugatuck,United States,06770,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8133333,ric2mic1@gmail.com,"General Freight Trucking, Local (484110)",,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalbert Payroll Services LLC,LLC,Active,2633239,2023-03-31,,337 Main Street,Danbury,United States,06810,CT,,Domestic,2022-09-19,Connecticut,False,False,True,False,False,2022-10-04 00:17:49.4433333,kalbertpsllc@gmail.com,Payroll Services (541214),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Solutions Development LLC,LLC,Active,2633246,2023-03-31,,18 Bradley Way,Glastonbury,United States,06033-3278,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4433333,jriccardi@jstspecialists.com,Convention and Trade Show Organizers (561920),,United States,Connecticut,onlinefilings@legalzoom.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEISY'S DRYWALL LLC,LLC,Active,2633249,2023-03-31,,110 SHELLEY ST,WATERBURY,United States,06705,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8066667,deysicantarero2@gmail.com,Drywall and Insulation Contractors (238310),,United States,Connecticut,cris@miranteagency.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day Brothers LLC,LLC,Active,2633248,2023-03-31,2022-10-28,688 Union Street,Duxbury,United States,02332,MA,Day Brothers LLC,Foreign,2022-09-19,MASSACHUSETTS,False,False,False,False,False,2022-10-04 00:17:48.7700000,greg@tdb-llc.org,Industrial Design Services (541420),,,MASSACHUSETTS,,,,,"P.O. Box 196, North Pembroke, MA, 02358, United States",P.O. Box 196,,North Pembroke,MA,02358,United States,"688 Union Street, Duxbury, MA, 02332, United States",688 Union Street,,Duxbury,MA,02332,United States,,,,,,,,,,
"AFNET, LLC",LLC,Active,2633251,2023-03-31,2022-10-31,5705 Commerce Blvd,Alpharetta,United States,30004-4610,GA,"AFNET, LLC",Foreign,2022-09-19,GEORGIA,False,False,False,False,False,2022-10-04 00:17:48.8466667,compliance@afnetconnect.com,,,,GEORGIA,,Suite 100,,,"5705 Commerce Blvd, Suite 100, Alpharetta, GA, 30004-4610, United States",5705 Commerce Blvd,Suite 100,Alpharetta,GA,30004-4610,United States,"5705 Commerce Blvd, Suite 100, Alpharetta, GA, 30004-4610, United States",5705 Commerce Blvd,Suite 100,Alpharetta,GA,30004-4610,United States,,,,,,,,,,
B & R Construction LLC,LLC,Active,2633254,2023-03-31,,34 Orchard St,East Hartford,United States,06108-2122,CT,,Domestic,2022-09-19,Connecticut,False,False,True,False,False,2022-10-04 00:17:48.8466667,bandrcllc@gmail.com,Site Preparation Contractors (238910),,United States,Connecticut,bandrcllc@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melody Hope Apiaries LLC,LLC,Active,2633258,2023-03-31,,206 Black Hill Rd,Plainfield,United States,06374-1411,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8133333,melodyhopehoney@outlook.com,All Other Animal Production (112990),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elmar Restoration, LLC",LLC,Active,2633290,2023-03-31,,72 Halloween Blvd,Stamford,United States,06902-5120,CT,,Domestic,2022-09-19,Connecticut,False,False,True,False,False,2022-10-04 00:17:48.7766667,elmarrestorationllc@gmail.com,Remediation Services (562910),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Major League Sealcoating LLC,LLC,Rejected,2633273,,,311 Willow Spgs,New Milford,United States,06776-4327,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.7466667,giocooper2020@gmail.com,Asphalt Paving Mixture and Block Manufacturing (324121),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gutter Pros Outdoor Services LLC,LLC,Active,2633274,2023-03-31,,24 Morris St.,Stamford,United States,06906-2026,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4433333,amorelli83@yahoo.com,Other Personal and Household Goods Repair and Maintenance (811490),,United States,Connecticut,onlinefilings@legalzoom.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caldwell Center for Wellness L.L.C.,LLC,Active,2633277,2023-03-31,,371 Francis Street,New Britain,United States,06053,CT,,Domestic,2022-09-19,Connecticut,True,False,False,False,False,2022-10-04 00:17:49.4433333,paulette@caldwellcenterforwellness.com,Offices of Mental Health Practitioners (except Physicians) (621330),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIFES OF THREE SERVICES LLC,LLC,Dissolved,2633279,2023-03-31,,55 CRECENT ST,Stamford,United States,06902-3954,CT,,Domestic,2022-09-19,Connecticut,False,False,True,False,False,2022-10-04 00:17:48.8066667,melvinestuardo84@gmail.com,Landscaping Services (561730),,United States,Connecticut,sotoalbert1950@gmail.com,,,,,,,,,,,,,,,,,,2022-09-20T00:00:00.000,,,,,,,,,
Good Dogs Club LLC,LLC,Active,2633281,2023-03-31,,365 Fence Row Dr,Fairfield,United States,06824-7004,CT,,Domestic,2022-09-19,Connecticut,True,False,False,False,False,2022-10-04 00:17:49.4100000,gdckarli@gmail.com,Pet Care (except Veterinary) Services (812910),,United States,Connecticut,karli.lowy@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUAZO & MATTEI HOLDINGS LLC,LLC,Active,2633287,2023-03-31,,5 Carroll Ct,Naugatuck,United States,06770-4610,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4366667,suazomattei@gmail.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,nicmattei112@gmail.com,Apt 2,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Eagle Martial Arts LLC,LLC,Active,2633295,2023-03-31,,281 Center Street,Wolcott,United States,06716,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.7933333,deputy5890@aol.com,Fitness and Recreational Sports Centers (713940),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Nail Bar Collective LLC,LLC,Active,2633300,2023-03-31,,43 Grassy Plain St,Bethel,United States,06801-2028,CT,,Domestic,2022-09-19,Connecticut,True,False,False,False,False,2022-10-04 00:17:48.7533333,thenailbarcollective@gmail.com,Nail Salons (812113),,United States,Connecticut,thenailbarcollective@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abeling Industries LLC,LLC,Active,2633311,2023-03-31,,21 S Chapel St,TORRINGTON,United States,06790,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.7766667,abeling.industries@gmail.com,Used Household and Office Goods Moving (484210),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A touch of class remodeling llc,LLC,Active,2633309,2023-03-31,,6 powder horn hill,Brookfield,United States,06804,CT,,Domestic,2022-09-19,Connecticut,False,False,False,True,False,2022-10-04 00:17:38.0700000,a.touch.of.class.remodeling.llc@gmail.com,Residential Remodelers (236118),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nina's Paint Nite LLC,LLC,Active,2633315,2023-03-31,,3 Eliot Dr,Vernon Rockville,United States,06066-5264,CT,,Domestic,2022-09-19,Connecticut,True,True,True,False,False,2022-10-04 00:17:48.2200000,ninaspaintnite@gmail.com,Fine Arts Schools (611610),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greater Heights LLC,LLC,Active,2633317,2023-03-31,,45 E Main St,Wallingford,United States,06492-3943,CT,,Domestic,2022-09-19,Connecticut,False,True,True,False,False,2022-10-04 00:17:49.4100000,greaterheightsdevelopments@gmail.com,Lessors of Residential Buildings and Dwellings (531110),,United States,Connecticut,wjbeltonjr@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
SilenT Publishing LLC,LLC,Active,2633319,2023-03-31,,157 Boston Tpke,Pomfret Center,United States,06259-9515,CT,,Domestic,2022-09-19,Connecticut,True,False,False,True,True,2022-10-04 00:17:49.4100000,silentpublishing.contact@gmail.com,Book Publishers (511130),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Midtown Sound, LLC",LLC,Active,2633325,2023-03-31,,180 Johnson St,Middletown,United States,06457,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.7766667,midtownsoundllc@gmail.com,Sound Recording Studios (512240),,United States,Connecticut,midtownsoundllc@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buy Sell Beechwood Limited Liability Company,LLC,Active,2633334,2023-03-31,,28 Beechwood Rd,Branford,United States,06405-3250,CT,,Domestic,2022-09-19,Connecticut,True,False,False,False,False,2022-10-04 00:17:49.4600000,buysellbeechwood@gmail.com,Other Direct Selling Establishments (454390),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJT Cosmetology School LLC,LLC,Active,2633336,2023-03-31,,222 State St,New Haven,United States,06510,CT,,Domestic,2022-09-19,Connecticut,True,False,True,False,False,2022-10-04 00:17:48.7533333,teamsharonjoysalon@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brownie's Towing and Recovery LLC,LLC,Active,2633338,2023-03-31,,190 Danbury Road,New Milford,United States,06776,CT,,Domestic,2022-09-19,Connecticut,True,False,False,False,False,2022-10-04 00:17:48.7766667,browniestowingandrecovery@outlook.com,Motor Vehicle Towing (488410),,United States,Connecticut,browniestowingandrecovery@outlook.com,Unit C,,,,,,,,,,,,,,,,,,,,,,,,,,
Kola's Little Kubs LLC,LLC,Active,2633343,2023-03-31,,388 Brooklawn Ave,Bridgeport,United States,06604-1728,CT,,Domestic,2022-09-19,Connecticut,True,False,True,False,False,2022-10-04 00:17:48.8533333,katora.booth0516@gmail.com,All Other Miscellaneous Schools and Instruction (611699),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.C.E (Awareness through Communication & Education) LLC,LLC,Active,2633345,2023-03-31,,41 Vine St,New Britain,United States,06052-1439,CT,,Domestic,2022-09-19,Connecticut,False,False,True,False,True,2022-10-04 00:17:48.8533333,ace.ricker.consulting@gmail.com,Professional and Management Development Training (611430),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lotus Realty Group LLC,LLC,Active,2633351,2023-03-31,,31 Nettleton St,Watertown,United States,06795-2861,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8733333,myrealtortamih@gmail.com,Offices of Real Estate Agents and Brokers (531210),,United States,Connecticut,myrealtortamih@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKG Contracting Corp,Stock,Rejected,2633353,,2022-10-17,11112 Jamaica Ave,Richmond Hill,United States,11418-2322,NY,MKG Contracting Corp,Foreign,2022-09-19,NEW YORK,False,False,False,False,False,2022-10-04 00:17:49.4100000,mkgcontractingcorp@gmail.com,Remediation Services (562910),,,NEW YORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BACHNER ELECTRO USA INC.,Stock,Active,2633397,2023-09-19,2022-09-01,"1 DISTRIBUTION COURT, SUITE D",GREER,,29650,SC,BACHNER ELECTRO USA INC.,Foreign,2022-09-19,DE,False,False,False,False,False,2022-10-04 00:17:48.8733333,electro@bachner-usa.com,238210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"J. MANNING & ASSOCIATES, LLC",LLC,Active,2633407,2023-03-31,2022-09-01,"167 N. GREEN ST., 4TH FLOOR",CHICAGO,UNITED STATES,60607,IL,"J. MANNING & ASSOCIATES, LLC",Foreign,2022-09-19,DELAWARE,False,False,False,False,False,2022-10-04 00:17:49.4033333,LICENSING@INTEGRITYMARKETING.COM,524210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PHP AGENCY, LLC",LLC,Active,2633413,2023-03-31,2022-06-28,"16650 WESTGROVE DRIVE, SUITE 500",ADDISON,,75001-5748,TX,"PHP AGENCY, LLC",Foreign,2022-09-19,DE,False,False,False,False,False,2022-10-04 00:17:49.4300000,licensing@integritymarketing.com,524210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PERFECTLY PROTECTED PRACTICE, INC.",Stock,Active,2633417,2023-09-20,2022-09-01,250 KATHERINE DR.,FLOWOOD,,39232,MS,"PERFECTLY PROTECTED PRACTICE, INC.",Foreign,2022-09-19,MS,False,False,False,False,False,2022-10-04 00:17:49.4300000,melanie@chirohealthusa.com,524298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CLASSICAL CONVERSATIONS MULTI MEDIA, INC.",Stock,Active,2633414,2023-09-20,2022-09-12,255 AIR TOOL DRIVE,SOUTHERN PINES,UNITED STATES,28387,NC,"CLASSICAL CONVERSATIONS MULTI MEDIA, INC.",Foreign,2022-09-19,NC,False,False,False,False,False,2022-10-04 00:17:48.8066667,TAXES@CLASSICALCONVERSATIONS.COM,512110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUNRUN MERCURY MANAGER 2022, LLC",LLC,Active,2633429,2023-03-31,2022-12-01,"225 BUSH STREET, SUITE 1400",SAN FRANCISCO,,94104,CA,"SUNRUN MERCURY MANAGER 2022, LLC",Foreign,2022-09-19,DE,False,False,False,False,False,2022-10-04 00:17:48.2100000,CORPLEGAL@SUNRUN.COM,221114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNRUN MERCURY OWNER 2022. LLC,LLC,Active,2633432,2023-03-31,2022-12-01,"225 BUSH STREET, SUITE 1400",SAN FRANCISCO,,94104,CA,SUNRUN MERCURY OWNER 2022. LLC,Foreign,2022-09-19,DE,False,False,False,False,False,2022-10-04 00:17:48.8666667,CORPLEGAL@SUNRUN.COM,221114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GRADE A MARKET OF BRISTOL, LLC",LLC,Active,2633439,2023-03-31,,"c/o GRADE A/SHOPRITE, 360 CONNECTICUT AVENUE",NORWALK,,06854,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.7466667,joseph.diaspro@wakefern.com,452319,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AMN HEALTHCARE LANGUAGE SERVICES, INC.",Stock,Active,2633448,2023-09-20,2022-09-20,"8840 CYPRESS WATERS BLVD., STE 300",DALLAS,,75019,TX,"AMN HEALTHCARE LANGUAGE SERVICES, INC.",Foreign,2022-09-19,DE,False,False,False,False,False,2022-10-04 00:17:48.2066667,corporatesecretary@amnhealthcare.com,541930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANDING LIVING LLC,LLC,Active,2633511,2023-03-31,2021-11-27,"17 20TH STREET N., SUITE 315",BIRMINGHAM,UNITED STATES,35203,AL,LAND LIVING LLC,Foreign,2022-09-19,DELAWARE,False,False,False,False,False,2022-10-04 00:17:49.4733333,JILLIAN@HELLOLANDING.COM,511210,,,,,,,,"1209 ORANGE ST, WILMINGTON, DE, 19801, United States",1209 ORANGE ST,,WILMINGTON,DE,19801,United States,"1209 ORANGE ST, WILMINGTON, DE, 19801, United States",1209 ORANGE ST,,WILMINGTON,DE,19801,United States,,,,,,,,,,
"SENIOR PLANNING CENTER, LLC",LLC,Active,2633533,2023-03-31,2022-09-15,648 WILTON ROAD,FARMINGTON,,04938,ME,"SENIOR PLANNING CENTER, LLC",Foreign,2022-09-19,DE,False,False,False,False,False,2022-10-04 00:17:49.4033333,licensing@integritymarketing.com,524210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TERRAFORM LUMINACE US OPERATIONS SERVICES, LLC",LLC,Active,2633548,2023-03-31,2022-09-30,"200 LIBERTY STREET, 14TH FLOOR",NEW YORK,,10281,NY,"TERRAFORM LUMINACE US OPERATIONS SERVICES, LLC",Foreign,2022-09-19,DE,False,False,False,False,False,2022-10-04 00:17:48.7533333,legal@luminace.com,221114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDBIRD SOFTWARE INC.,Stock,Active,2633564,2023-09-20,2022-09-19,91 POND VIEW CIRCLE,GUILFORD,,06437,CT,REDBIRD SOFTWARE INC.,Foreign,2022-09-19,DE,False,False,False,False,False,2022-10-04 00:17:49.4666667,etavgac@gmail.com,541511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGLESIA JEHOVA NISSI REVERDECIENDO EN EL DESIERTO INC,Religious,Active,2634966,2023-09-22,,,,,,,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8600000,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE CURRENT WELLNESS, LLC",LLC,Active,2634851,2023-03-31,2022-06-29,13700 COUNTRY LAKE DR,AUSTIN,UNITED STATES,78732,TX,"THE CURRENT WELLNESS, LLC",Foreign,2022-09-19,TEXAS,False,False,False,False,False,2022-10-04 00:17:48.7533333,RYAN@CURRENTLYWELL.COM,713940,,,,,,,,"13700 COUNTRY LAKE DR, AUSTIN, TX, 78732, United States",13700 COUNTRY LAKE DR,,AUSTIN,TX,78732,United States,"13700 COUNTRY LAKE DR, AUSTIN, TX, 78732, United States",13700 COUNTRY LAKE DR,,AUSTIN,TX,78732,United States,,,,,,,,,,
33 ACETO STREET LLC,LLC,Active,2634857,2023-03-31,,17 QUINCY ROAD,GLASTONBURY,UNITED STATES,06033,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4033333,GMCDONALD7@ATT.NET,531110,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30 ELM ST., LLC",LLC,Active,2634892,2023-03-31,,878 HEBRON AVE.,GLASTONBURY,UNITED STATES,06033,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.2100000,,531190,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ESPINOZA ENTERPRISES, LLC",LLC,Active,2634911,2023-03-31,,47 CIDER BROOK DRIVE,WETHERSFIELD,UNITED STATES,06109,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4033333,MANUELESPINOZA22@GMAIL.COM,235900,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JENNIFER ESPINOZA, PSY.D. LLC",LLC,Active,2634917,2023-03-31,,47 CIDER BROOK DRIVE,WETHERSFIELD,UNITED STATES,06109,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.7766667,JENNIFER456@HOTMAIL.COM,621330,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIABLE AUTO RENTAL LLC,LLC,Active,2634930,2023-03-31,,494 SOUTH MAIN ST.,NEW BRITAIN,UNITED STATES,06051,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8333333,ARELIABLERENTALS07@GMAIL.COM,532111,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOX MOUNTAIN, LLC",LLC,Active,2635541,2023-03-31,,185 LITTLE FOX LANE,SOUTHBURY,UNITED STATES,06488,CT,,Domestic,2022-09-19,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4733333,SARAJSTANKU@GMAL.COM,459999,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZUNO MEDICAL, INC.",Stock,Active,2635587,2023-09-23,2022-09-14,"743 CAMDEN, SUITE B",CAMPBELL,UNITED STATES,95008,CA,"ZUNO MEDICAL, INC.",Foreign,2022-09-19,DELAWARE,False,False,False,False,False,2022-10-04 00:17:50.1800000,CFORICK@ZUNOMEDICAL.COM,339110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEPA Investment Co,Stock,Active,2633519,2022-12-19,,,,,,,,Domestic,2022-09-20,Connecticut,True,False,True,False,False,2022-10-04 00:17:49.4500000,mepainvestment@gmail.com,Miscellaneous Financial Investment Activities (523999),1000.0,United States,Connecticut,,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,
Lung For Life Incorporated,Non-Stock,Rejected,2618786,,,,,,,,,Domestic,2022-09-20,Connecticut,True,False,True,False,False,2022-10-04 00:17:55.3433333,lungsforlifeinc@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RED BALLON CONSULTING LLC,LLC,Active,2620037,2023-03-31,,122 Sisk St,Middletown,United States,06457-2316,CT,,Domestic,2022-09-20,Connecticut,True,False,False,False,False,2022-10-04 00:17:56.4600000,epope09@su.edu,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bourns, Inc.",Stock,Rejected,2624983,,2022-09-27,1200 Columbia Ave,Riverside,United States,92507-2129,CA,"Bourns, Inc.",Foreign,2022-09-20,CALIFORNIA,False,False,False,False,False,2022-10-04 00:17:58.2933333,chris.lapuma@bourns.com,Other Electronic Component Manufacturing (334419),,,CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Around The Village Table Corp,Stock,Active,2630503,2023-09-20,2022-09-19,603 Farmington Ave,Hartford,United States,06105-3008,CT,Around The Village Table Corp.,Foreign,2022-09-20,DELAWARE,False,False,False,False,False,2022-10-04 00:17:47.6033333,chizi@nearplate.com,Food Service Contractors (722310),,,DELAWARE,,B5,,,,,,,,,,,,,,,,,,,,,,,,,,
"200 Smith Way, LLC",LLC,Active,2632169,2023-03-31,,39 Progress Circle,Newington,United States,06111,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:46.9066667,darius.kania@lynnwelding.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expert opinion consultants llc,LLC,Active,2632198,2023-03-31,,25 Logan St,New Britain,United States,06051-3433,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:47.6100000,gregwindwalker55@icloud.com,Administrative Management and General Management Consulting Services (541611),,United States,Connecticut,gregwindwalker55@icloud.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paradyne Aerosports Limited Liability Co.,LLC,Active,2632667,2023-03-31,,"32 side cut road,",redding,United States,06896,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8666667,paradyneaerosport@gmail.com,,,United States,Connecticut,richardruggles1957@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIONHEART MAINTENANCE LLC,LLC,Rejected,2633709,,,1305 FULTON STREET,RAHWAY,United States,07065,NJ,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4600000,lisa@lisacnunezcpa.com,Janitorial Services (561720),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fairhaven, LLC",LLC,Active,2633060,2023-03-31,,100 Whiting St,Winsted,United States,06098,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8200000,john.magnoli@dangelobuildingcompany.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,United States,Connecticut,,suite 300,,,,,,,,,,,,,,,,,,,,,,,,,,
MV REAL ESTATE LLC,LLC,Rejected,2633072,,,537 CYPRUS RD,WETHERSFIELD,United States,06109,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.2000000,mhail.milios@gmail.com,Lessors of Residential Buildings and Dwellings (531110),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kino's Keys, PLLC",LLC,Active,2633835,2023-03-31,,"7 Acadia Ln, Unit 5310",Shelton,United States,06484,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.2100000,taylorconant@yahoo.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guido Atre Construction LLC,LLC,Active,2633358,2023-03-31,,67 Maple Ave,Danbury,United States,06810,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.7766667,katiapaviote@gmail.com,All Other Specialty Trade Contractors (238990),,United States,Connecticut,katiapaviote@gmail.com,2nd Floor,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCIA DOTA CLEANING SERVICES LLC,LLC,Active,2633363,2023-03-31,,67 MAPLE AVE,DANBURY,United States,06810,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.7766667,katiapaviote@gmail.com,All Other Miscellaneous Waste Management Services (562998),,United States,Connecticut,katiapaviote@gmail.com,2ND FLOOR,,,,,,,,,,,,,,,,,,,,,,,,,,
A1 Global Supply Co. LLC,LLC,Active,2633364,2023-03-31,,106 Allen St,New Britain,United States,06053-2942,CT,,Domestic,2022-09-20,Connecticut,True,False,False,False,False,2022-10-04 00:17:48.2066667,admin@a1globalsupplyco.com,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neesberry Properties LLC,LLC,Active,2633367,2023-03-31,,56 Shoddy Mill Rd,Bolton,United States,06043-7818,CT,,Domestic,2022-09-20,Connecticut,True,False,True,False,False,2022-10-04 00:17:48.2200000,elfauy03@yahoo.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,fauy.gordon@swaddlejoy.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARC logistics LLC,LLC,Active,2633373,2023-03-31,,9 Talmadge Ave,East Haven,United States,06512,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.7766667,idissrobles@gmail.com,,,United States,Connecticut,filings@swyftfilings.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Danbury Fair Racearena Historical Museum LLC,LLC,Active,2633374,2023-03-31,,56 Gallows Hill Rd,Redding,United States,06896-1407,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4033333,johnsszabo@att.net,Museums (712110),,United States,Connecticut,johnsszabo@att.net,,,,,,,,,,,,,,,,,,,,,,,,,,,
