name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,billing_unit,category_survey_email_address,sub_status,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,date_of_organization_meeting,dissolution_date,mailing_international_address,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
Abtrade LLC,LLC,Active,2427347,2023-03-31,70 Brandywine Ln,Suffield,United States,06078-2142,CT,abtradellc@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Investment Banking and Securities Dealing (523110),2022-02-07 00:07:01.9333333,,dave@lakefsllc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL 18 HOLDCO LLC,LLC,Active,2427338,2023-03-31,78 Topaz Ln,Monroe,United States,06468-2292,CT,golflounge18@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,True,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",2022-02-07 00:07:02.4466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Photograph By Angel LLC,LLC,Active,2427315,2023-03-31,160 Old North Stamford Rd,Stamford,United States,06905-3963,CT,iangelnash@hotmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:01.9466667,,corponline@parasec.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEVIN MCDERMOTT, CRNA, P.C.",Stock,Active,2427353,2022-04-19,,,,,,vgonzalez@blumb.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:01.9466667,,vgonzalez@blumb.com,First report due,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Assurance LLC,LLC,Active,2427330,2023-03-31,680 East Main Street,Stamford,United States,06901,CT,getblueassurance@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,"Other Direct Insurance (except Life, Health, and Medical) Carriers (524128)",2022-02-07 00:07:01.9333333,731,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Viventium HCM, LLC",LLC,Active,2427324,2023-03-31,"400 CONNEELL DR, STE 1000",BERKLEY HEIGHTS,US,07922,NJ,,Foreign,,2022-01-19,,TX,False,False,False,False,False,,2022-02-07 00:07:01.9466667,,,,,2022-01-18,"Viventium HCM, LLC","1999 BRYANT ST., STE 900, DALLAS, TX, 75201, United States","1999 BRYANT ST., STE 900",DALLAS,TX,75201,United States,"1999 BRYANT ST., STE. 900, DALLAS, TX, 75201, United States","1999 BRYANT ST., STE. 900",DALLAS,TX,75201,United States,,,,,,,,,,,,
"CCMS DESIGNS, LLC",LLC,Active,2427337,2023-03-31,"385 Main Street S, Ste 404-295",Southbury,United States,06488,CT,ccmsdesignss@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:01.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Straight Talk No Sugar Added LLC,LLC,Active,2427408,2023-03-31,11 Auburn Street,Norwalk,United States,06854,CT,llcsupport@primecorporateservices.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),2022-02-07 00:07:01.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CJ�s Property Maintenance, LLC",LLC,Active,2427348,2023-03-31,61 Tankeroosen Road,Vernon,United States,06066,CT,cjspropertymaintenancellc@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2022-02-07 00:07:01.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAG CYBER LLC,LLC,Active,2427351,2023-03-31,9 CAMELOT DR,BYRAM TOWNSHIP,US,07821,NJ,,Foreign,,2022-01-19,,DELAWARE,False,False,False,False,False,541519,2022-02-07 00:07:02.4466667,,,,,2022-01-10,TAG CYBER LLC,,,,,,,,,,,,,,,,,,,,,,,,
chosen couture LLC,LLC,Active,2427355,2023-03-31,95 chestnut street,hartford,United States,06120,CT,carlenephillips30@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:01.9633333,3n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sequeira & sons property group LLC,LLC,Active,2427366,2023-03-31,642 N Walnut St,Waterbury,United States,06704-2736,CT,sequeirasonspropertygroup@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,True,False,False,,2022-02-07 00:07:01.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Marine Biotech Inc.,Stock,Active,2427371,2023-01-19,8 Church Street,Torrington,United States,06790,CT,atemkin@atarealty.net,Foreign,,2022-01-19,DELAWARE,DELAWARE,False,False,False,False,False,Research and Development in Biotechnology (except Nanobiotechnology) (541714),2022-02-07 00:07:01.9333333,,,,,2022-02-01,Pacific Marine Biotech Inc.,,,,,,,,,,,,,,,,,,,,,,,,
lootlynx LLC,LLC,Active,2427374,2023-03-31,35 Holbrook St,Ansonia,United States,06401-1205,CT,lootlynxllc@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),2022-02-07 00:07:01.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAX JBB LLC,LLC,Active,2427367,2023-03-31,"C/O HOLLAND&KNIGHT, 31 W 52ND ST.",NEW YORK,US,10019,NY,ANDREW.P.BONANNO@GMAIL.COM,Foreign,,2022-01-19,,DELAWARE,False,False,False,False,False,531390,2022-02-07 00:07:01.9333333,,,,,2022-01-01,MAX JBB LLC,,,,,,,,,,,,,,,,,,,,,,,,
UpNorth Jewelry Lounge Inc.,Stock,Active,2427409,2023-01-19,119 POST RD,WESTPORT,United States,06880,CT,vicwing@optonline.net,Domestic,United States,2022-01-19,,Connecticut,False,False,False,False,False,453990,2022-02-07 00:07:01.9333333,,,,200.0,,,,,,,,,,,,,,,,,2022-01-04,,,,,,,,,
Vu LLC,LLC,Active,2427376,2023-03-31,527 MacGregor Dr,Burlington,United States,27217-9296,NC,hoanvuoo7@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,True,False,False,All Other Personal Services (812990),2022-02-07 00:07:01.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T & J DIVINE SHIPPING LLP,LLP,Active,2427382,2023-01-19,417 N Main St,Ansonia,United States,06401-1447,CT,treciajhnsn@yahoo.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,True,False,False,"Specialized Freight (except Used Goods) Trucking, Long-Distance (484230)",2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connecticut Glass Mirror & Shower LLC,LLC,Active,2427380,2023-03-31,100 Research Dr,Stamford,United States,06906-1400,CT,showerdoor@stamfordglass.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,True,False,False,Glass and Glazing Contractors (238150),2022-02-07 00:07:02.4466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CTF Nutrition, LLC",LLC,Active,2427395,2023-03-31,178 New State Rd,Manchester,United States,06042-7940,CT,vaultingbuddy@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),2022-02-07 00:07:02.4466667,,vaultingbuddy@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEC Real Estate LLC,LLC,Active,2427391,2023-03-31,26 Old Mill Road,Greenwich,United States,06831,CT,mconboy@wbamct.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April+Elle LLC,LLC,Active,2427394,2023-03-31,36 Essex Ct,Meriden,United States,06450-8101,CT,aprilandelle@icloud.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,True,False,False,Clothing Accessories Stores (448150),2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UB SHELTON SQUARE, LLC",LLC,Active,2427392,2023-03-31,321 RAILROAD AVENUE,GREENWICH,US,06830-6839,CT,MSUNG@UBPROPERTIES.COM,Foreign,,2022-01-19,,DELAWARE,False,False,False,False,False,531190,2022-02-07 00:07:01.9466667,,,,,2022-01-17,"UB SHELTON SQUARE, LLC",,,,,,,,,,,,,,,,,,,,,,,,
Gonzalez Management LLC,LLC,Active,2427406,2023-03-31,46 Stoneycrest Dr,Meriden,United States,06450,CT,j_gonzalez712@yahoo.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,True,False,False,Other Activities Related to Real Estate (531390),2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52 Putnam St LLC,LLC,Active,2427442,2023-03-31,110 Spencer St,Brooklyn,United States,11205-2840,NY,file@taxservices123.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-02-07 00:07:01.9466667,,file@taxservices123.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASF Communications LLC,LLC,Active,2427417,2023-03-31,15 Evans Ln,Old Saybrook,United States,06475-1912,CT,adam@adamfarrah.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2022-02-07 00:07:01.9800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Little Planner L.L.C.,LLC,Active,2427420,2023-03-31,3111 Avalon Dr E,Orange,United States,06477-3645,CT,thelittleplanner.abby@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,False,False,False,Convention and Trade Show Organizers (561920),2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12 Jenick Lane, LLC",LLC,Active,2427425,2023-03-31,12 Jenick Ln,Woodbridge,United States,06525-1936,CT,vtluciani@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2022-02-07 00:07:01.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Peter Walck Company, LLC",LLC,Active,2427430,2023-03-31,31 Sipples Hill Rd,Moodus,United States,06469-1234,CT,peterwalck88@yahoo.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2022-02-07 00:07:01.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EF EDUCATIONAL FOUNDATION FOR FOREIGN STUDY, A NON-PROFIT CORPORATION",Non-Stock,Active,2427437,2023-01-19,ONE EDUCATION ST,CAMBRIDGE,US,02141,MA,EXCHANGEYEAR@EF.COM,Foreign,,2022-01-19,,MASSACHUSETTS,False,False,False,False,False,611710,2022-02-07 00:07:01.9333333,,,,,2022-01-12,"EF EDUCATIONAL FOUNDATION FOR FOREIGN STUDY, A NON-PROFIT CORPORATION",,,,,,,,,,,,,,,,,,,,,,,,
Bermingham & Co LLC,LLC,Active,2427450,2023-03-31,306 Route 148,Killingworth,United States,06419,CT,berminghamandco@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,All Other Home Furnishings Stores (442299),2022-02-07 00:07:01.9633333,,onlinefilings@legalzoom.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eighty four prospect LLC,LLC,Active,2427446,2023-03-31,84 Prospect Street,New Britain,United States,06051,CT,executivepharma@hotmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-02-07 00:07:01.9633333,,onlinefilings@legalzoom.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lakewood Auto Body, LLC",LLC,Active,2427448,2023-03-31,1540 N Main St,Waterbury,United States,06704-5703,CT,lakewoodauto007@sbcglobal.net,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),2022-02-07 00:07:01.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LK Consulting LLC,LLC,Active,2427459,2023-03-31,21 Lynam Rd,Stamford,United States,06903-4528,CT,rovex75@yahoo.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-02-07 00:07:01.9800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veliin Blast Makings LLC,LLC,Active,2427473,2023-03-31,65 S Front St,Middletown,United States,06457-4424,CT,service@myllc.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Other Services Related to Advertising (541890),2022-02-07 00:07:01.9800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coreworks, Counseling for Couples and Individuals LLC",LLC,Active,2427471,2023-03-31,326 Route 87,Columbia,United States,06237,CT,kbcorecounseling@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,False,False,False,Other Individual and Family Services (624190),2022-02-07 00:07:01.9466667,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glastonbury Friends of Robotics Inc.,Non-Stock,Active,2427477,2022-04-19,,,,,,glastonbury.friends.of.robotics@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,False,False,False,Administration of Education Programs (923110),2022-02-07 00:07:01.9466667,,wmj@alum.mit.edu,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksm sky trading inc,Stock,Active,2427479,2022-04-19,,,,,,kevinlee80usa5@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),2022-02-07 00:07:01.9633333,,,First report due,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cunningham Enterprises LLC,LLC,Active,2427486,2023-03-31,29 Sunset Trl,New Fairfield,United States,06812-3533,CT,cunninghamenterprisesct@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FN GENERAL SERVICES LLC,LLC,Active,2427490,2023-03-31,20 Coen St,Naugatuck,United States,06770-4209,CT,accounting@denverplaceauto.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2022-02-07 00:07:01.9633333,,deblara5@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elegant Crown LLC,LLC,Active,2427491,2023-03-31,366 Sigourney St,Hartford,United States,06112,CT,elegantcrown1@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,True,False,True,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2022-02-07 00:07:01.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JABARI LLC,LLC,Active,2427503,2023-03-31,181 Highland Ave,Waterbury,United States,06708,CT,carolyncoleblsa@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,True,False,False,All Other Health and Personal Care Stores (446199),2022-02-07 00:07:01.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SSSuperstar, LLC",LLC,Active,2427506,2023-03-31,39 Cross St,New Canaan,United States,06840-4822,CT,silvestro05@aol.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),2022-02-07 00:07:01.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vosilla Fox Creations LLC,LLC,Active,2427508,2023-03-31,65 S Front St,Middletown,United States,06457-4424,CT,service@myllc.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Other Services Related to Advertising (541890),2022-02-07 00:07:01.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAL KITCHEN LLC,LLC,Active,2427514,2023-03-31,222 MAIN STREET STE B,NEW BRITAIN,United States,06051,CT,theindustrialct@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL DENTAL SERVICES PLLC,LLC,Active,2427510,2023-03-31,45 MAIN STREET,BROOKLYN,US,11201,NY,JEFF@GETEQUIP.COM,Foreign,,2022-01-19,,NEW YORK,False,False,False,False,False,621210,2022-02-07 00:07:01.9466667,,,,,2022-03-01,DL DENTAL SERVICES LLC,,,,,,,,,,,,,,,,,,,,,,,,
Rise & Thrive Empowerment Coaching LLC,LLC,Active,2427515,2023-03-31,183 Kimberly Ln,Woodbury,United States,06798-3030,CT,miranda@risethriveempower.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,False,False,False,All Other Personal Services (812990),2022-02-07 00:07:01.9633333,,miranda@risethriveempower.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cwomen LLC,LLC,Active,2427522,2023-03-31,2 Red Coat Rd,Westport,United States,06880-1407,CT,inabchadwick@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Theater Companies and Dinner Theaters (711110),2022-02-07 00:07:01.9466667,,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Maple Construction L.L.C.,LLC,Active,2427524,2023-03-31,185 Turkey Hills Rd,East Granby,United States,06026,CT,whitemapleconstruction@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,False,False,False,Residential Remodelers (236118),2022-02-07 00:07:01.9466667,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmground MA LLC,LLC,Active,2427525,2023-03-31,817 Grand Ave,New Haven,United States,06511,CT,scott@robin-companies.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Crop Farming (111998),2022-02-07 00:07:01.9466667,Suite 102,scott@robin-companies.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOVELY NAILS LLC,LLC,Active,2427523,2023-03-31,880 BOSTON POST RD,OLD SAYBROOK,United States,06475,CT,evannguyen7@yahoo.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,True,False,False,Beauty Salons (812112),2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Property Management LLC,LLC,Active,2427534,2023-03-31,1162 Moose Hill Rd,Guilford,United States,06437-4330,CT,info@scottinds.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Lessors of Miniwarehouses and Self-Storage Units (531130),2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BossLady of Bling LLC,LLC,Active,2427580,2023-03-31,303 Remington St,Bridgeport,United States,06610-2212,CT,bossladyofbling@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,True,False,False,Children's and Infants' Clothing Stores (448130),2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Authentic-Self Counseling, LLC",LLC,Active,2427538,2023-03-31,12 Bridlepath Rd,West Simsbury,United States,06092-2503,CT,sueisenberg1@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-02-07 00:07:01.9633333,,sueisenberg1@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delamar Mystic Manager LLC,LLC,Active,2427566,2023-03-31,"70 Seaview Avenue, Marine Building South",Stamford,United States,06902,CT,jfogg@thedelamar.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:01.9633333,,md@gtlslaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Dorman St Holding LLC,LLC,Active,2427754,2023-03-31,1268 Old Colony Rd,Wallingford,United States,06492-1747,CT,service@fileitusa.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2022-02-07 00:07:01.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Approachable Counseling LLC,LLC,Active,2427546,2023-03-31,16 Berkshire Dr.,EAST HAMPTON,United States,06424,CT,approachablecounselingllc@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-02-07 00:07:01.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NS Brown Realty LLC,LLC,Active,2427553,2023-03-31,299 Housatonic Ave,Stratford,United States,06615-6023,CT,stacyann.reid5@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-02-07 00:07:01.9466667,,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Run Farm LLC,LLC,Active,2427563,2023-03-31,24 Depot Street,Watertown,United States,06795,CT,kara@therpmagency.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B & J Vending LLC,LLC,Active,2427577,2023-03-31,136 Stratfield Pl,Bridgeport,United States,06606-4002,CT,dickson196@yahoo.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Vending Machine Operators (454210),2022-02-07 00:07:01.9466667,,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"East Point Energy, LLC",LLC,Active,2427562,2023-03-31,200 Garrett Street Suite J,Charlottesville,United States,22902,VA,nteague@eastpointenergy.com,Foreign,,2022-01-19,VIRGINIA,VIRGINIA,False,False,False,False,False,,2022-02-07 00:07:01.9633333,,,,,2022-01-31,"East Point Energy, LLC","200 Garrett Street Suite J, Charlottesville, VA, 22902, United States",200 Garrett Street Suite J,Charlottesville,VA,22902,United States,"200 Garrett Street Suite J, Charlottesville, VA, 22902, United States",200 Garrett Street Suite J,Charlottesville,VA,22902,United States,,,,,,,,,,,,
PKR Services LLC,LLC,Active,2427610,2023-03-31,6 Sachems Trl,West Simsbury,United States,06092-2525,CT,paulreinhart60@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:01.9633333,,paulreinhart60@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOORE'S HAIR LOSS & WELLNESS CLINIC LLC,LLC,Active,2427621,2023-03-31,77 Wall Street,Norwalk,United States,06850,CT,mooreshairlossandwellness@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,True,False,False,Beauty Salons (812112),2022-02-07 00:07:01.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A&H Trucking LLC,LLC,Active,2427599,2023-03-31,205 Washington Ave,Bridgeport,United States,06604-3816,CT,stacystacy9305@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-02-07 00:07:01.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPCO NEW ENGLAND LLC,LLC,Active,2427600,2023-03-31,238 Tolland Tpke,Manchester,United States,06042-1744,CT,urbaneats.usa@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2022-02-07 00:07:01.9633333,,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARRI TRANSPORT LLC,LLC,Active,2427626,2023-03-31,2389 Main St. STE 100,Glastonbury,United States,06033,CT,eastern@registeredagentsinc.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",2022-02-07 00:07:01.9633333,,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memorial Sloan-Kettering Cancer Center Inc.,Non-Stock,Active,2427643,2023-01-19,1275 York Ave,New York,United States,10065-6007,NY,persads@mskcc.org,Foreign,,2022-01-19,NEW YORK,NEW YORK,False,False,False,False,False,Administration of Public Health Programs (923120),2022-02-07 00:07:01.9633333,,,,,2022-01-19,Memorial Sloan-Kettering Cancer Center,,,,,,,,,,,,,,,,,,,,,,,,
Cutting In LLC,LLC,Active,2427631,2023-03-31,11 Windy Ridge Rd,Warren,United States,06754-1508,CT,careyprange@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),2022-02-07 00:07:01.9466667,,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darien Kitchen and Bath, LLC",LLC,Active,2427636,2023-03-31,1897 Post Rd,Darien,United States,06820,CT,alexpoon3288@yahoo.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCN Group LLC,LLC,Active,2427632,2023-03-31,42 McKenna Dr,Middletown,United States,06457-4013,CT,bcngroupproperties@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-02-07 00:07:01.9633333,,bcngroupproperties@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.A.M.G REALTY INC.,Stock,Active,2427645,2023-01-19,1290 W Spring St SE,Smyrna,United States,30080-3686,GA,tgray@tamgrealty.com,Foreign,,2022-01-19,GEORGIA,GEORGIA,False,False,False,False,False,All Other Information Services (519190),2022-02-07 00:07:01.9633333,222,,,,2022-01-19,T.A.M.G REALTY INC,,,,,,,,,,,,,,,,,,,,,,,,
"Jacqueline Ordonez, LCSW LLC",LLC,Active,2427675,2023-03-31,208 Valley Rd,New Canaan,United States,06840-3812,CT,jackieordonezlcsw@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-02-07 00:07:01.9333333,,jackieordonez513@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sales4u LLC,LLC,Active,2427662,2023-03-31,17 Hamden Park Dr,Hamden,United States,06517,CT,sales4u2022@hotmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:01.9633333,UNIT C,mrzulfiqar85@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
