name,business_type,status,sub_status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,naics_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,country_formation,category_survey_email_address,date_of_organization_meeting,total_authorized_shares,dissolution_date,mailing_jurisdiction_3,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,geo_location,mailing_international_address,records_address_unit
AJz Front Line LLC,LLC,Active,Annual report due,2676686,2023-03-31,,580 High St,,Middletown,United States,06457-2223,CT,ajzcloset22@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:22.0233333,,,,,,,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,United States,,,,,,,,,,,,,,
TOMAZ GENERAL SERVICES LLC,LLC,Active,Annual report due,2676692,2023-03-31,,48 South St,A2,West Hartford,United States,06110-1924,CT,tomazgeneralservicesllc@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:18.0633333,,,,,,,Janitorial Services (561720),,,,,,,,United States,,,,,,,,,,,,,,
ORTEGA GENERAL SERVICES LLC,LLC,Active,Annual report due,2676701,2023-03-31,,150 GLOVER AVE,APT 253,NORWALK,United States,06850-4500,CT,anderson.corretor@yahoo.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3600000,,,,,,,Painting and Wall Covering Contractors (238320),,,,,,,,United States,,,,,,,,,,,,,,
Possible Transportation LLC,LLC,Active,Annual report due,2676718,2023-03-31,,6 Kent Ln,,Bloomfield,United States,06002-1327,CT,possibletransportation@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:18.8233333,,,,,,,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,United States,,,,,,,,,,,,,,
Cleaning Solutions LLC,LLC,Active,Annual report due,2676724,2023-03-31,,50 Anderson St,,Stamford,United States,06902,CT,723jmar@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.8233333,,,,,,,Janitorial Services (561720),,,,,,,,United States,,,,,,,,,,,,,,
NY Best Bagels LLC,LLC,Active,Annual report due,2676734,2023-03-31,,270 Federal Rd,,Brookfield,United States,06804-2633,CT,oseas1224@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:16.8633333,,,,,,,Limited-Service Restaurants (722513),,,,,,,,United States,larry@baker-law.com,,,,,,,,,,,,,
64 Andrews St LLC,LLC,Active,Annual report due,2676769,2023-03-31,,64 Andrews St,,New Britain,United States,06051-3324,CT,emontalvo07@yahoo.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0233333,,,,,,,Residential Property Managers (531311),,,,,,,,United States,,,,,,,,,,,,,,
SteveASells LLC,LLC,Active,Annual report due,2676778,2023-03-31,,594 France St,,Rocky Hill,United States,06067-2809,CT,sannecharico@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0233333,,,,,,,Other Direct Selling Establishments (454390),,,,,,,,United States,sannecharico@gmail.com,,,,,,,,,,,,,
BLUE DOOR CRAFTS & MORE L.L.C.,LLC,Active,Annual report due,2676733,2023-03-31,,177 Rosette St,,New Haven,United States,06519,CT,efile1234@incfile.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3600000,,,,,,,Home Furnishing Merchant Wholesalers (423220),,,,,,,,United States,efile1235@incfile.com,,,,,,,,,,,,,
SOFTTECHNO SOLUTIONS LLC,LLC,Active,Annual report due,2676738,2023-03-31,,121 E GATE LN,,HAMDEN,United States,06514,CT,efile1234@incfile.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3600000,,,,,,,Custom Computer Programming Services (541511),,,,,,,,United States,efile1235@incfile.com,,,,,,,,,,,,,
NJ ALMEIDA SERVICES LLC,LLC,Active,Annual report due,2676743,2023-03-31,,31 Victor St,,Danbury,United States,06810-6440,CT,nicacionunesalmeida@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4733333,,,,,,,Site Preparation Contractors (238910),,,,,,,,United States,,,,,,,,,,,,,,
VERALTA L.L.C.,LLC,Active,Annual report due,2676745,2023-03-31,,113 MILL PLAIN RD #1056,,DANBURY,United States,06810,CT,efile1234@incfile.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4733333,,,,,,,Advertising Agencies (541810),,,,,,,,United States,efile1235@incfile.com,,,,,,,,,,,,,
FRANCESCA EDWARDS LLC,LLC,Active,Annual report due,2676770,2023-03-31,,188 COW HILL RD,,CLINTON,United States,06413,CT,efile1234@incfile.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4733333,,,,,,,Other Technical and Trade Schools (611519),,,,,,,,United States,efile1235@incfile.com,,,,,,,,,,,,,
JEMO'S TRUCKING LLC,LLC,Active,Annual report due,2676747,2023-03-31,,118 Brentwood Rd,,Newington,United States,06111-2508,CT,jamarsonaurelien23@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4933333,,,,,,,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,United States,,,,,,,,,,,,,,
Eight Point Investment Management 2 Limited Liability Company,LLC,Active,Annual report due,2676749,2023-03-31,,8 Indian Point Lane,,Westport,United States,06880,CT,peter@eightpointmgmt.co,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:16.8633333,,,,,,,Other Financial Vehicles (525990),,,,,,,,United States,peter@eightpointmgmt.co,,,,,,,,,,,,,
Locksmith Distribution Center Co.,Stock,Active,First report due,2676755,2023-03-12,,,,,,,,seid@superegoholding.net,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.8233333,,,,,,,Locksmiths (561622),,,,,,,,United States,seid@superegoholding.net,,1000.0,,,,,,,,,,,
ANDY'S CLEANING SERVICES LLC,LLC,Active,Annual report due,2676772,2023-03-31,,2299 SUMMER ST#1089,,STAMFORD,United States,06905,CT,efile1234@incfile.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4733333,,,,,,,Janitorial Services (561720),,,,,,,,United States,efile1235@incfile.com,,,,,,,,,,,,,
"USA Renovations, Inc.",Stock,Active,First report due,2676790,2023-03-12,,,,,,,,admin@usarenovations.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4733333,,,,,,,Janitorial Services (561720),,,,,,,,United States,,,1.0,,,,,,,,,,,
Golden Fruit Digital Assets LLC,LLC,Active,Annual report due,2676779,2023-03-31,,213 STAGECOACH ROAD,,AVON,United States,06001,CT,yhptax@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0233333,,,,,,,Administrative Management and General Management Consulting Services (541611),,,,,,,,United States,,,,,,,,,,,,,,
K & J Transportation LLC,LLC,Active,Annual report due,2676821,2023-03-31,,56 Brookview Ave,,Waterbury,United States,06706-2702,CT,keishlamartinez05@hotmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.1400000,,,,,,,"General Freight Trucking, Local (484110)",,,,,,,,United States,business@totallegal.com,,,,,,,,,,,,,
"SEPAX TECHNOLOGIES, INC.",Stock,Active,Annual report due,2676794,2023-12-12,2022-12-09,5 Innovation Way Suite 100,,Newark,United States,19711,DE,eastern@northwestregisteredagent.com,"SEPAX TECHNOLOGIES, INC.",Foreign,2022-12-12,DELAWARE,DELAWARE,False,False,False,False,False,2023-01-04 00:08:21.3600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Kwik LLC,LLC,Active,Annual report due,2676799,2023-03-31,,546 5th Ave,9th floor,New York,United States,10036-5000,NY,borchertn@lhfcpa.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3600000,,,,,,,Miscellaneous Financial Investment Activities (523999),,,,,,,,United States,,,,,,,,,,,,,,
SOLID SOLUTIONS REALTY LLC,LLC,Active,Annual report due,2676800,2023-03-31,,48 Lisbon St,,Hartford,United States,06106-2703,CT,ssrealtyllc2022@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:21.3600000,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,United States,,,,,,,,,,,,,,
RC SOARES PAINTING LLC,LLC,Active,Annual report due,2676795,2023-03-31,,170 OSBORNE ST,APT 2,DANBURY,United States,06810,CT,rs1201367@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.5000000,,,,,,,Painting and Wall Covering Contractors (238320),,,,,,,,United States,,,,,,,,,,,,,,
IMCS Group Texas Inc.,Stock,Rejected,,2676805,,2022-12-12,9901 Valley Ranch Parkway E,Suite 3020,Irving,United States,75063,TX,contracts@imcsgroup.net,IMCS Group Inc.,Foreign,2022-12-12,TEXAS,TEXAS,False,False,False,False,False,2023-01-04 00:08:17.5000000,,,,,,,Temporary Help Services (561320),,,,,,,,,,,,,,,,,,,,,,
"FED Environmental, LLC",LLC,Active,Annual report due,2676812,2023-03-31,2023-01-25,3400 Decatur Hwy,,Kingston,United States,37763,TN,james@fedenvironmental.com,"FED Environmental, LLC",Foreign,2022-12-12,TENNESSEE,TENNESSEE,False,False,False,False,False,2023-01-04 00:08:17.5000000,"PO Box 113, Spring Hill, TN, 37174, United States",PO Box 113,Spring Hill,TN,37174,United States,Remediation Services (562910),"3400 Decatur Hwy, Kingston, TN, 37763, United States",3400 Decatur Hwy,,Kingston,TN,37763,United States,,,,,,,,,,,,,,,
Life Solutions PLLC,LLC,Active,Annual report due,2676825,2023-03-31,,1506 Post Rd,2nd floor,Fairfield,United States,06824-5916,CT,lifesolutionspllc@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:17.5000000,,,,,,,"All Other Professional, Scientific, and Technical Services (541990)",,,,,,,,United States,,,,,,,,,,,,,,
"BE RIGHT THERE LOGISTICS, LLC",LLC,Active,Annual report due,2676809,2023-03-31,,191 Saltonstall Ave,,New Haven,United States,06513,CT,tyshawnw85@icloud.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4733333,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
500 WCL MGT LLC,LLC,Active,Annual report due,2676806,2023-03-31,,53 South Brook Drive,,Stamford,United States,06903,CT,ph@msf-law.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.3600000,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,United States,,,,,,,,,,,,,,
SandShark USA LLC,LLC,Active,Annual report due,2676846,2023-03-31,,15 Pond Edge Dr,,Waterford,United States,06385-4140,CT,patricksandshark@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:21.3600000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
All In One Rental Enterprise LLC,LLC,Active,Annual report due,2676833,2023-03-31,,128 East Ave,1st fl,Bridgeport,United States,06610-3236,CT,kingbigjah5@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:20.0733333,,,,,,,All Other Consumer Goods Rental (532289),,,,,,,,United States,,,,,,,,,,,,,,
"March Financial, LLC",LLC,Active,Annual report due,2676843,2023-03-31,,84 Old Church Rd,,Oxford,United States,06478-1346,CT,chite@barnumfg.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.0533333,,,,,,,Investment Banking and Securities Dealing (523110),,,,,,,,United States,clachowski@gs-lawfirm.com,,,,,,,,,,,,,
Rosemoore Acres LLC,LLC,Active,Annual report due,2676885,2023-03-31,,2 Cherry Lane,,Durham,United States,06422,CT,sage_crary@yahoo.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.0533333,,,,,,,,,,,,,,,United States,kathy@bernsteinlawct.com,,,,,,,,,,,,,
CT 45 HAVEN LLC,LLC,Active,Annual report due,2676845,2023-03-31,,3801 N 66th Ave,,Hollywood,United States,33024-1933,FL,rovashct@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.0733333,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,,,,,,,,,,,,,,
Precise Delivery Services LLC,LLC,Active,Annual report due,2676855,2023-03-31,,1160 S Main St,213,Middletown,United States,06457-5044,CT,precisedeliveryservices@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:20.0733333,,,,,,,Couriers and Express Delivery Services (492110),,,,,,,,United States,,,,,,,,,,,,,,
JCP Digital Ventures LLC,LLC,Active,Annual report due,2676847,2023-03-31,,2389 Main Street Suite 100,,Glastonbury,United States,06033,CT,llcsupport@primecorporateservices.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.5000000,,,,,,,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,United States,,,,,,,,,,,,,,
"589 Hanover Road, LLC",LLC,Active,Annual report due,2676875,2023-03-31,,589 Hanover Rd,,Meriden,United States,06451-5310,CT,john@essexlawgroup.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:17.5000000,,,,,,,All Other Miscellaneous Food Manufacturing (311999),,,,,,,,United States,john@essexlawgroup.com,,,,,,,,,,,,,
"Clean Energy States Alliance, Inc.",Non-Stock,Rejected,,2677071,,2023-01-01,50 State Street,Suite 1,Montpelier,United States,05602-2957,VT,tony@cleanegroup.org,"Clean Energy States Alliance, Inc.",Foreign,2022-12-12,VERMONT,VERMONT,False,False,False,False,False,2023-01-04 00:08:17.5000000,,,,,,,"All Other Professional, Scientific, and Technical Services (541990)",,,,,,,,,,,,,,,,,,,,,,
"THOUGHTWORKS, INC.",Stock,Active,Annual report due,2676848,2023-12-12,2022-05-02,"200 E RANDOLPH STREET, 25TH FLOOR",,CHICAGO,UNITED STATES,60601,IL,,"THOUGHTWORKS, INC.",Foreign,2022-12-12,,DE,False,False,False,False,False,2023-01-04 00:08:16.8700000,,,,,,,541618,,,,,,,,,,,,,,,,,,,,,,
W MENDES SERVICES LLC,LLC,Active,Annual report due,2676853,2023-03-31,,40 Village Cir,,Naugatuck,United States,06770-4853,CT,jg@1oakinsurance.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4333333,,,,,,,Painting and Wall Covering Contractors (238320),,,,,,,,United States,,,,,,,,,,,,,,
Primary rentals LLC,LLC,Active,Annual report due,2676868,2023-03-31,,680 E Main Street Ste A #713,,Stamford,United States,06901,CT,gabrielavanegas110@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4333333,,,,,,,All Other Traveler Accommodation (721199),,,,,,,,United States,gabrielavanegas110@gmail.com,,,,,,,,,,,,,
SIGNS SHOP LLC,LLC,Active,Annual report due,2676863,2023-03-31,,16 Porter St,,Bridgeport,United States,06606-5473,CT,atlantisllc@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.8233333,,,,,,,Graphic Design Services (541430),,,,,,,,United States,,,,,,,,,,,,,,
Posted Works Logistics LLC,LLC,Active,Annual report due,2676866,2023-03-31,,500 Post Rd E,299,Westport,United States,06880-4431,CT,bassaktango@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:18.8233333,,,,,,,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,United States,,,,,,,,,,,,,,
BRENNAN Enterprises PLLC,LLC,Active,Annual report due,2676862,2023-03-31,,110 Canner St,3R,New Haven,United States,06511-2278,CT,brennarj@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0233333,,,,,,,Offices of Certified Public Accountants (541211),,,,,,,,United States,brennarj@gmail.com,,,,,,,,,,,,,
"ANSIBLE SKY HOLDINGS, LLC",LLC,Active,Annual report due,2676874,2023-03-31,,18 Grenhart St,,West Hartford,United States,06117-2105,CT,david@hessi.ng,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4333333,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Jordan Landscaping and Home Improvement LLC,LLC,Active,Annual report due,2676882,2023-03-31,,1159 Kossuth St,,Bridgeport,United States,06608,CT,robjordan2468@myyahoo.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0233333,,,,,,,Landscaping Services (561730),,,,,,,,United States,yborenstein@weismanlawoffices.com,,,,,,,,,,,,,
NATIONS OF BARBERS LLC,LLC,Active,Annual report due,2676903,2023-03-31,,40 Hillside St,B20,East Hartford,United States,06108-3639,CT,bizalnunez420@yahoo.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0233333,,,,,,,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,United States,bizalnunez420@yahoo.com,,,,,,,,,,,,,
"RIVERTREE ENTERPRISES, LLC",LLC,Active,Annual report due,2676895,2023-03-31,,154 BRISTOL STREET,,BRISTOL,UNITED STATES,06010,CT,MULLYCSFB@GMAIL.COM,,Domestic,2022-12-12,,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.0900000,,,,,,,531110,,,,,,,,United States,,,,,,,,,,,,,,
Big daddy home remodeling LLC,LLC,Active,Annual report due,2676916,2023-03-31,,185 Rose Cir,,Middletown,United States,06457-6465,CT,ocbonilla2316@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4333333,,,,,,,Residential Remodelers (236118),,,,,,,,United States,,,,,,,,,,,,,,
"Digital Plus Meta, LLC",LLC,Active,Annual report due,2676932,2023-03-31,,68 Pheasant Run,,Oakdale,United States,06370-1675,CT,digitalplusmeta@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.0800000,,,,,,,Marketing Consulting Services (541613),,,,,,,,United States,monique@peck-tuneski.com,,,,,,,,,,,,,
C&K Aliados Enterprises LLC,LLC,Active,Annual report due,2676933,2023-03-31,,162 Maple Tree Hill Rd,,Oxford,United States,06478-1540,CT,ckaliadosenterprises@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:20.0800000,,,,,,,,,,,,,,,United States,carolinasalome@icloud.com,,,,,,,,,,,,,
"BTI 1179, LLC",LLC,Active,Annual report due,2676912,2023-03-31,2022-12-12,111 W. 33rd Street,Suite 1901,New York,United States,10120,NY,legal@easyknock.com,"BTI 1179, LLC",Foreign,2022-12-12,DELAWARE,DELAWARE,False,False,False,False,False,2023-01-04 00:08:18.0533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupita LLC,LLC,Active,Annual report due,2676936,2023-03-31,,18 MOUNTAIN STREET,,HARTFORD,United States,06106,CT,lupis7575.lc@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4166667,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,United States,,,,,,,,,,,,,,
"Rashaad Carter, LCSW LLC",LLC,Active,Annual report due,2676937,2023-03-31,,212a Thames Street,,Groton,United States,06340,CT,carter.rashaad@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:17.4166667,,,,,,,Other Individual and Family Services (624190),,,,,,,,United States,,,,,,,,,,,,,,
AMCO Holdings LLC,LLC,Active,Annual report due,2676977,2023-03-31,,125 Fox Den Rd,,Avon,United States,06001-2507,CT,amorse@amco-development.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:17.4166667,,,,,,,Land Subdivision (237210),,,,,,,,United States,,,,,,,,,,,,,,
"The Pattern Group, LLC",LLC,Active,Annual report due,2676938,2023-03-31,,211 S Main St,,West Hartford,United States,06107-3453,CT,robert.c.frankel@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.0733333,,,,,,,Mobile Food Services (722330),,,,,,,,United States,robert.c.frankel@gmail.com,,,,,,,,,,,,,
D and T Vending LLC,LLC,Active,Annual report due,2676939,2023-03-31,,85 Chapman Ave,,Fairfield,United States,06825-4203,CT,drklandscapes@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.8000000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
"BLISS VYBZ, LLC",LLC,Active,Annual report due,2677210,2023-03-31,,928 North Main St,,Waterbury,United States,06704,CT,jblingsparkle@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4000000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Galleria Showcase LLC,LLC,Active,Annual report due,2676958,2023-03-31,,601 south main st,,west hartford,United States,06110,CT,galleriashowcase@icloud.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:20.8000000,,,,,,,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,United States,,,,,,,,,,,,,,
Rivers Barbershop Inc,Stock,Rejected,,2676961,,,,,,,,,capricefrench132@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:20.8000000,,,,,,,Beauty Salons (812112),,,,,,,,United States,,,200.0,,,,,,,,,,,
Wickerbill LLC,LLC,Active,Annual report due,2676952,2023-03-31,,"111 Towne St, Apt. 1412",,Stamford,United States,06902,CT,tententhsllc@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4166667,,,,,,,Administrative Management and General Management Consulting Services (541611),,,,,,,,United States,,,,,,,,,,,,,,
September Moon Soulcrafts LLC,LLC,Active,Annual report due,2676964,2023-03-31,,30 Clark Street Ext,,New Haven,United States,06511,CT,deperez01@hotmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4333333,,,,,,,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,United States,,,,,,,,,,,,,,
"Alure Home Improvements, LLC",LLC,Active,Annual report due,2676965,2023-03-31,2022-12-12,70 Mall Dr,,Commack,United States,11725-5720,NY,rdipietro@alure.com,"Alure Home Improvements, LLC",Foreign,2022-12-12,DELAWARE,DELAWARE,False,False,False,False,False,2023-01-04 00:08:21.4333333,"1209 Orange St, Wilmington, DE, 19801, United States",1209 Orange St,Wilmington,DE,19801,United States,Residential Remodelers (236118),"1209 Orange St, Wilmington, DE, 19801, United States",1209 Orange St,,Wilmington,DE,19801,United States,,,,,,,,,,,,,,,
4 Brown Girls Corp.,Non-Stock,Active,First report due,2676968,2023-03-12,,,,,,,,4browngirlsinc@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:21.4333333,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
"Gazy Brothers Farm, LLC",LLC,Active,Annual report due,2676969,2023-03-31,,391 Chestnut Tree Hill Rd,,Oxford,United States,06478-1177,CT,gazybrothersfarm1918@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4333333,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Jmp Building Consultant Limited Liability Co.,LLC,Active,Annual report due,2676976,2023-03-31,,163 Maple St,,Branford,United States,06405-4558,CT,jmpconsulting@yahoo.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4333333,,,,,,,,,,,,,,,United States,jmpconsulting@yahoo.com,,,,,,,,,,,,,
Healing Hopeful Hearts Counseling LLC,LLC,Active,Annual report due,2676983,2023-03-31,,143 pine hill rd,22E,thomaston,United States,06787,CT,healinghopefulheartsct@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.8066667,,,,,,,Other Individual and Family Services (624190),,,,,,,,United States,,,,,,,,,,,,,,
Patriot Self Storage LLC,LLC,Active,Annual report due,2676987,2023-03-31,,586 Main St S,,Bethlehem,United States,06751-2301,CT,dgeddespatriotselfstorage@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:19.4166667,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Right On Q LLC,LLC,Active,Annual report due,2676991,2023-03-31,,16 Windsor St Apt B,,Enfield,United States,06082-2814,CT,quennelw@bodyinsole.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4233333,,,,,,,Men's and Boys' Clothing and Furnishings Merchant Wholesalers (424320),,,,,,,,United States,,,,,,,,,,,,,,
"Naples Waste Removal, Inc.",Stock,Active,Annual report due,2676990,2023-12-12,2022-12-01,150 Front Street,101,West Springfield,United States,01089,MA,main@naples-group.com,"Naples Waste Removal, Inc.",Foreign,2022-12-12,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,2023-01-04 00:08:17.4166667,,,,,,,All Other Miscellaneous Waste Management Services (562998),,,,,,,,,,,,,,,,,,,,,,
DevendorfByDesign LLC,LLC,Active,Annual report due,2677003,2023-03-31,,9 E. Lake Rd.,,New Fairfield,United States,06812,CT,devendorfbydesign@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4166667,,,,,,,Custom Architectural Woodwork and Millwork Manufacturing (337212),,,,,,,,United States,,,,,,,,,,,,,,
SILVERSTONE REALTY LLC,LLC,Active,Annual report due,2677019,2023-03-31,,199 Lee Ave,143,Brooklyn,United States,11211-8919,NY,11fleet460@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4166667,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Angelically Arranged Limited Liability Company,LLC,Active,Annual report due,2676995,2023-03-31,,606 Post Road East,#531,Westport,United States,06880-4513,CT,angelicallyarranged@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:18.0533333,,,,,,,All Other Personal Services (812990),,,,,,,,United States,,,,,,,,,,,,,,
