name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,category_survey_email_address,sub_status,total_authorized_shares,date_of_organization_meeting,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,dissolution_date,mail_jurisdiction,mailing_international_address,records_address_unit
Burnside NCM LLC,LLC,Active,2600882,2023-03-31,2 Enterprise Dr,,Shelton,United States,06484-4600,CT,justin@navarinocapital.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:27.7200000,,,,,,,,,,,,,,,,,ewilson@goldmangruderwoods.com,,,,,,,,,,,,,
"NICKY ROCKS ENTERPRISE, LLC",LLC,Active,2600888,2023-03-31,23 HOLBROOK STREET,,ANSONIA,UNITED STATES,06401,CT,,Domestic,United States,2022-07-19,,Connecticut,False,False,False,False,False,531390,2022-08-31 00:16:27.7366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meta Sketch LLC,LLC,Active,2600905,2023-03-31,7 Valley Road,,Danbury,United States,06811,CT,metasketchllc@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Graphic Design Services (541430),2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,attorneyropuszynski@gmail.com,,,,,,,,,,,,,
AKM Enterprises LLC,LLC,Active,2600913,2023-03-31,75 Harvest Lane,,Milford,United States,06461,CT,akmenterprisesllc3@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,k.baranowsky@yahoo.com,,,,,,,,,,,,,
Honey badger sports LLC,LLC,Active,2600918,2023-03-31,102 Ceder Rigde Ter,,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,eastern@registeredagentsinc.com,,,,,,,,,,,,,
EVENLIGHT LLC,LLC,Active,2600912,2023-03-31,29 Allview Ave,,Norwalk,United States,06854-2002,CT,evenlightllc@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,True,False,True,Administrative Management and General Management Consulting Services (541611),2022-08-31 00:16:27.7200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Motherhood Box Co. LLC,LLC,Active,2600916,2023-03-31,602 Center Meadow Ln,,Danbury,United States,06810-1510,CT,themotherhoodboxco@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),2022-08-31 00:16:27.7700000,,,,,,,,,,,,,,,,,marislittlelambsco@gmail.com,,,,,,,,,,,,,
Rainier Real Estate LLC,LLC,Active,2600930,2023-03-31,125 Coldbrook Rd,,South Glastonbury,United States,06073-2709,CT,maxjinjika@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fogata Mexican Restaurant TWO LLC,LLC,Active,2600942,2023-03-31,151 Meadow St,,Hartford,United States,06114-1527,CT,fogatamexican580@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,True,False,False,Full-Service Restaurants (722511),2022-08-31 00:16:27.2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Healthcarefirst, Inc.",Stock,Active,2600943,,1343 E Kingsley St,Suite A,Springfield,United States,65804,MO,julie.hutt@resmed.com,Foreign,,2022-07-19,TEXAS,TEXAS,False,False,False,False,False,Software Publishers (511210),2022-08-31 00:16:27.7533333,2022-07-19,"Healthcarefirst, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG&ES Home Improvement LLC,LLC,Active,2600968,2023-03-31,583 Silver Lane,,East Hartford,United States,06118,CT,isabel@multiservicesintl.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-08-31 00:16:27.2200000,,,,,,,,,,,,,,,,,margaritagomero@gmail.com,,,,,,,,,,,,,
129 WOODWARD AVE LLC,LLC,Active,2600955,2023-03-31,16 WASHINGTON STREET #198,,NORWALK,UNITED STATES,06856,CT,mafischl@yahoo.com,Domestic,United States,2022-07-19,,Connecticut,False,False,False,False,False,713940,2022-08-31 00:16:27.7700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST HAVEN MART LLC,LLC,Active,2600956,2023-03-31,1055 Boston Post Rd,,West Haven,United States,06516-1744,CT,maninderarora67@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Convenience Stores (445120),2022-08-31 00:16:27.7200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Newtown Gymnastics Academy, Inc.",Stock,Active,2600958,2022-10-17,,,,,,,newtowngymnasticsacademy@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,emcardle@applebycorcoranlaw.com,First report due,1000.0,,,,,,,,,,,
Angeles Cleaning Services LLC,LLC,Active,2600964,2023-03-31,78 Chestnut Avenue,2N,WATERBURY,United States,06710,CT,truck-41@comcast.net,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Carpet and Upholstery Cleaning Services (561740),2022-08-31 00:16:27.2366667,,,,,,,,,,,,,,,,,truck-41@comcast.net,,,,,,,,,,,,,
Daniel's Automotive Services LLC,LLC,Active,2600979,2023-03-31,1365 Ella T Grasso Blvd,,New Haven,United States,06511-4001,CT,evandjohnsen@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,General Automotive Repair (811111),2022-08-31 00:16:27.2366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDR Alliance LLC,LLC,Active,2600971,2023-03-31,"125 Town Park Drive, Suite 300",,Kennesaw,United States,30144,GA,alex.dunlap@agilityoutsourcing.com,Foreign,,2022-07-19,DELAWARE,DELAWARE,False,False,False,False,False,,2022-08-31 00:16:27.2533333,2022-07-25,FDR Alliance LLC,"874 WALKER RD STE C, Dover, DE, 19904, United States",874 WALKER RD STE C,,Dover,DE,19904,United States,"874 WALKER RD STE C, Dover, DE, 19904, United States",874 WALKER RD STE C,,Dover,DE,19904,United States,,,,,,,,,,,,,"40 West Wilmot Street Suite #10   Richmond Hill, L4B 1H8",
FRESH FUNDING SOLUTIONS INC,Stock,Active,2600974,,"175 CAPITAL BLVD., 4TH FLOOR",,ROCK HILL,UNITED STATES,06067,CT,,Foreign,,2022-07-19,,DELAWARE,False,False,False,False,False,,2022-08-31 00:16:27.7200000,2022-07-12,FRESH FUNDING SOLUTIONS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"110 GRILL BC MANCHESTER, LLC",LLC,Active,2600983,2023-03-31,4 LAN DRIVE,,WESTFORD,UNITED STATES,01886,MA,keriksen@raventures.net,Domestic,United States,2022-07-19,,Connecticut,False,False,False,False,False,722511,2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AGR REALTY COMPANY, LIMITED PARTNERSHIP",Limited Partnership,Active,2600999,,"1221 POST ROAD EAST, SUITE 301",,WESTPORT,UNITED STATES,06880,CT,narteaga@mercatorcompanies.com,Domestic,United States,2022-07-19,,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.7366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Flair4Hair LLC,LLC,Active,2601022,2023-03-31,161 north st,,Hamden,United States,06514,CT,incorporation@corporatedocfiling.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Beauty Salons (812112),2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bee Street Apartments, LLC",LLC,Active,2601001,2023-03-31,"310 Seven Fields Blvd, Suite 350",,Seven Fields,United States,16046,PA,klenhart@arbuilding.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-08-31 00:16:27.7700000,,,,,,,,,,,,,,,,,kmlarensen@tcors.com,,,,,,,,,,,,,
Greenwich Cardinals Inc,Non-Stock,Active,2601003,2022-10-17,,,,,,,hartofilis@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Sports Teams and Clubs (711211),2022-08-31 00:16:27.7700000,,,,,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
S.E. Mazzoccoli Properties LLC,LLC,Active,2601004,2023-03-31,1433 Page St,,San Francisco,United States,94117-2015,CA,kevinlazorik@hotmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.7700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melipona Apothecary LLC,LLC,Active,2601005,2023-03-31,206 Pisgah Rd,,Durham,United States,06422-3218,CT,meliponaapothecary@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,False,False,False,All Other Health and Personal Care Stores (446199),2022-08-31 00:16:27.7700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariel Munzer Hair LLC,LLC,Active,2601009,2023-03-31,187 Royal Oak Cir.,,Meriden,United States,06450,CT,arielmunzer@yahoo.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.1733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trumbull Academy of Karate LLC,LLC,Active,2601028,2023-03-31,18 Lindeman Dr,,Trumbull,United States,06611-4739,CT,trumbullacademyofkarate@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),2022-08-31 00:16:27.1733333,,,,,,,,,,,,,,,,,roblib@gmail.com,,,,,,,,,,,,,
TRIO FUND I CT PORTFOLIO LLC,LLC,Active,2601010,2023-03-31,"107 JOHN STREET, SUITE 306",,SOUTHPORT,UNITED STATES,06890,CT,,Foreign,United States,2022-07-19,,DE,False,False,False,False,False,,2022-08-31 00:16:27.7833333,2022-07-14,TRIO FUND I CT PORTFOLIO LLC,"3500 S DUPONT HWY, DOVER, DE, 19901, United States",3500 S DUPONT HWY,,DOVER,DE,19901,United States,"3500 S DUPONT HWY, DOVER, DE, 19901, United States",3500 S DUPONT HWY,,DOVER,DE,19901,United States,,,,,,,,,,,,,,
car care llc,LLC,Active,2601020,2023-03-31,109 Hillview Ave,,Waterbury,United States,06704-2639,CT,carcare203@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),2022-08-31 00:16:27.7700000,,,,,,,,,,,,,,,,,carcare203@gmail.com,,,,,,,,,,,,,
"EAGLE TISSUE, INC.",Stock,Active,2601025,,35 WILKINS ROAD,,GARDNER,UNITED STATES,01440,MA,ryan.lichwell@seamanpaper.com,Foreign,United States,2022-07-19,,DE,False,False,False,False,False,322299,2022-08-31 00:16:27.2200000,2022-07-15,"EAGLE TISSUE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender Hills Farm LLC,LLC,Active,2601031,2023-03-31,26 Highland Ln,,Canaan,United States,06018-2049,CT,kristiel91@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,False,False,False,Goat Farming (112420),2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49 Tobys LLC,LLC,Active,2601044,2023-03-31,110 Van Brunt Manor Rd,,Setauket,United States,11733-3901,NY,woodcresthomes1@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),2022-08-31 00:16:27.2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haitian Broadcasting Network Corp.,Stock,Rejected,2601034,,2389 Main st STE 100,,Glastonbury,United States,06033,CT,elouis@watchhbntv.com,Foreign,,2022-07-19,DELAWARE,DELAWARE,False,False,False,False,False,Internet Publishing and Broadcasting and Web Search Portals (519130),2022-08-31 00:16:27.2533333,2022-08-01,Haitian Broadcasting Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWT Candles LLC,LLC,Active,2601037,2023-03-31,303 Brookside Ct,,Manchester,United States,06042-7113,CT,filings@betterlegal.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,filings@betterlegal.com,,,,,,,,,,,,,
MULLEN COUGHLIN LLC,LLC,Active,2601054,2023-03-31,426 LANCASTER AVE STE 200,,DEVON,UNITED STATES,19333,PA,JMONTJOY@URSCOMPLIANCE.COM,Foreign,,2022-07-19,,PA,False,False,False,False,False,,2022-08-31 00:16:27.2533333,2022-07-19,MULLEN COUGHLIN LLC,"426 LANCASTER AVE STE 200, DEVON, PA, 19333, United States",426 LANCASTER AVE STE 200,,DEVON,PA,19333,United States,"426 LANCASTER AVE STE 200, DEVON, PA, 19333, United States",426 LANCASTER AVE STE 200,,DEVON,PA,19333,United States,,,,,,,,,,,,,,
Bazzata Group LLC,LLC,Active,2601061,2023-03-31,1 Penn Place,1F,Rocky Hi11,United States,06067,CT,bryttneminaj@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roy's Junkies LLC,LLC,Active,2601103,2023-03-31,31 Concord Cir,,Wethersfield,United States,06109-1411,CT,roysjunkies@outlook.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.7700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RockSteadi LLC,LLC,Active,2601075,2023-03-31,84 Ridgewood Rd,,Glastonbury,United States,06033-3639,CT,alexdicicco@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.1733333,,,,,,,,,,,,,,,,,alexdicicco@gmail.com,,,,,,,,,,,,,
"PAWFECT STITCH, LLC",LLC,Active,2601079,2023-03-31,506 Kataline Way,,Killingly,United States,06239,CT,pawfectstitch@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.7700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Summit Rental, LLC",LLC,Active,2601080,2023-03-31,110 Arnold Road,,Coventry,United States,02816,RI,rmmichaels1980@gmail.com,Foreign,,2022-07-19,RHODE ISLAND,RHODE ISLAND,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:27.2533333,2022-07-19,"Summit, LLC","110 Arnold Road, Coventry, RI, 02816, United States",110 Arnold Road,,Coventry,RI,02816,United States,"110 Arnold Road, Coventry, RI, 02816, United States",110 Arnold Road,,Coventry,RI,02816,United States,,,,,,,,,,,,,,
"GLITZ & GOLD COSMETICS, LLC",LLC,Active,2601083,2023-03-31,23 Elm St,,East Haven,United States,06512,CT,ashley.cordova33@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFY Care Management Limited Liability Company,LLC,Active,2601090,2023-03-31,30 Tower Lane,120,avon,United States,06001,CT,sharon@ptadvocate4u.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,False,False,False,,2022-08-31 00:16:27.2366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CLINISYS, INC",Stock,Active,2601088,,3300 E. SUNRISE DRIVE,,TUCSON,UNITED STATES,85718,AZ,legalsupport@ropertech.com,Foreign,UNITED STATES,2022-07-19,,PA,False,False,False,False,False,541519,2022-08-31 00:16:27.2533333,2022-07-19,"CLINISYS, INC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mae�s House L.L.C.,LLC,Active,2601095,2023-03-31,7 Paul Ave,1,West Haven,United States,06516-1319,CT,ebonynewhaven@aol.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,True,False,False,Food Service Contractors (722310),2022-08-31 00:16:27.2366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54 MARY LANE, LLC",LLC,Active,2601096,2023-03-31,18 INTERLAKEN ROAD,,GREENWICH,UNITED STATES,06830,CT,nazaninek@msn.com,Domestic,United States,2022-07-19,,Connecticut,False,False,False,False,False,531210,2022-08-31 00:16:27.7700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castle Consulting LLC,LLC,Active,2601097,2023-03-31,79 Sprucedale Dr,,Waterbury,United States,06706-2840,CT,info@castleconsiltingservices.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,All Other Business Support Services (561499),2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mindfulness & Healing Behavioral Health, LLC",LLC,Active,2601102,2023-03-31,544 Straits Tpke STE 3,,Watertown,United States,06795-3340,CT,mindfulnessbehavioralhealth@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47 Pine Point, LLC",LLC,Active,2601107,2023-03-31,17 East Beach Drive,,Rowayton,United States,06853,CT,jhgiv17@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,kwackerman@pullcom.com,,,,,,,,,,,,,
"DEREK-SPLASH POOL SERVICES, LLC",LLC,Active,2601100,2023-03-31,46B WASHINGTON AVENUE,,NORTH HAVEN,UNITED STATES,06437,CT,DEREKSPENCER003@GMAIL.COM,Domestic,United States,2022-07-19,,Connecticut,False,False,False,False,False,561790,2022-08-31 00:16:27.2366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGNECK TRANSPORTATION LLC,LLC,Rejected,2601114,,7 HOUSATONIC DR,,MILFORD,United States,06460,CT,efile1234@incfile.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Other Support Activities for Road Transportation (488490),2022-08-31 00:16:27.2200000,,,,,,,,,,,,,,,,,efile1235@incfile.com,,,,,,,,,,,,,
LINSHI 47 LLC,LLC,Active,2601116,2023-03-31,836 MAIN ST,,MANCHESTER,United States,06040,CT,jcny0115@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:27.2200000,,,,,,,,,,,,,,,,,linrpoperty9999@gmail.com,,,,,,,,,,,,,
Coture Painting & Remodeling LLC,LLC,Active,2601118,2023-03-31,43 Hillandale Rd,,Danbury,United States,06811-3610,CT,coturepainting@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),2022-08-31 00:16:27.7366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Estate Advisors Group LLC,LLC,Active,2601127,2023-03-31,"1880 Silas Deane Hwy, Suite 206",,Rocky Hill,United States,06067,CT,florianctrealtor@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.7200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A & D Real Estate Holdings LLC,LLC,Active,2601123,2023-03-31,205 Dora Dr,,Middletown,United States,06457-4174,CT,riccardoairo7@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:27.2366667,,,,,,,,,,,,,,,,,manny@mangiaficolaw.com,,,,,,,,,,,,,
LAP HOME IMPROVEMENT LLC,LLC,Active,2601138,2023-03-31,65 Beacon View Dr,,Fairfield,United States,06825-3704,CT,armandopineda3169@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,True,False,False,Painting and Wall Covering Contractors (238320),2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,armandopineda3169@gmail.com,,,,,,,,,,,,,
GADGETS GALAXY LLC,LLC,Active,2601141,2023-03-31,517 Oak Ter,,Lake Saint Louis,United States,63367,MO,efile1234@incfile.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,efile1235@incfile.com,,,,,,,,,,,,,
CTW ATHLETICS INC.,Non-Stock,Active,2601129,2023-08-08,10r Omo St,,Middletown,United States,06457,CT,efile1234@incfile.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Other Grantmaking and Giving Services (813219),2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,efile1235@incfile.com,,,2022-08-08,,,,,,,,,,
Julie hairstyles LLC,LLC,Active,2601131,2023-03-31,80 Larrabee s,,East Hartford,United States,06108-2733,CT,fredrickawillis7@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,True,False,False,Beauty Salons (812112),2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astylish Wear LLC,LLC,Active,2601145,2023-03-31,"520 Ocean Ave, Apt 3",,New London,United States,06320,CT,support@astylishwear.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.7200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anailfantasy LLC,LLC,Active,2601153,2023-03-31,135 Grand St,Suite 9003,Waterbury,United States,06702,CT,acsas4102@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,False,False,False,Beauty Salons (812112),2022-08-31 00:16:27.7200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Newall LCSW LLC,LLC,Active,2601149,2023-03-31,99 Elm Street,,North Haven,United States,06473,CT,newalljn@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-08-31 00:16:27.7200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAFAYETTE CLUB INC,Non-Stock,Active,2601161,2022-10-17,,,,,,,yong@ciampitax.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Civic and Social Organizations (813410),2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
Waypoint Realty LLC,LLC,Rejected,2601169,,7365 Main Street STE 12-#121,,Stratford,United States,06614,CT,waypointrealty28@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,True,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:27.7833333,,,,,,,,,,,,,,,,,waypointrealty28@gmail.com,,,,,,,,,,,,,
"Path Custom Solutions, LLC",LLC,Active,2601181,2023-03-31,97 Constance Lane,,Bristol,United States,06010-5592,CT,pathcustomsolutions@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Manufacturing (339999),2022-08-31 00:16:27.7833333,,,,,,,,,,,,,,,,,pathcustomsolutions@gmail.com,,,,,,,,,,,,,
Empire State Towing Inc,Stock,Active,2601185,2022-10-17,,,,,,,din867@kksm.be,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Motor Vehicle Towing (488410),2022-08-31 00:16:27.7833333,,,,,,,,,,,,,,,,,,First report due,200.0,,,,,,,,,,,
"AMERICAN INTEGRITY RESTORATION, LLC",LLC,Active,2601160,2023-03-31,60 VILLAGE PLACE,,GLASTONBURY,UNITED STATES,06033,CT,sweir@1callair.com,Foreign,,2022-07-19,,DE,False,False,False,False,False,236118,2022-08-31 00:16:27.2200000,2022-07-19,"AMERICAN INTEGRITY RESTORATION, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
T&D Recycling LLC,LLC,Active,2601175,2023-03-31,297 North Rd,,Broad Brook,United States,06016-9607,CT,dcmerco@yahoo.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Remediation Services (562910),2022-08-31 00:16:27.2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seven Seas Technologies, Inc.",Stock,Rejected,2601167,,720 Spirit 40 Park Dr,,Chesterfiled,United States,63005,MO,finance@s2tech.com,Foreign,,2022-07-19,MISSOURI,MISSOURI,False,False,False,False,False,,2022-08-31 00:16:27.2366667,2022-07-25,"Seven Seas Technologies, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stoneheart Farm Llc,LLC,Active,2601211,2023-03-31,60 Mill Rd,,East Haddam,United States,06423-1503,CT,kriziaeason@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,True,False,False,Other Vegetable (except Potato) and Melon Farming (111219),2022-08-31 00:16:27.7200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aishas CleanUps LLC,LLC,Active,2601194,2023-03-31,36 Essex St,,Manchester,United States,06040-4004,CT,aterry415@hotmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,True,False,False,Janitorial Services (561720),2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTILLO'S PAINTING & WALLCOVERING LLC,LLC,Active,2601180,2023-03-31,28 LESLIE ST,B,STAMFORD,United States,06902,CT,portillospainting70@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),2022-08-31 00:16:27.2366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PieperBrothers LLC,LLC,Active,2601226,2023-03-31,107 South Rd,,Enfield,United States,06082-4424,CT,pieperbrothers0090@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2022-08-31 00:16:27.7700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLO SERVICES USA INC.,Stock,Active,2601183,,,,,CANADA,,QUEBEC,,Foreign,,2022-07-19,,DELAWARE,False,False,False,False,False,336320,2022-08-31 00:16:27.1900000,2022-06-23,FLO SERVICES USA INC.,,,,,,,,,,,,,,,,,,,,,,,,,,,"100-2800 RUE LOUIS LUMIERE QUEBEC CITY, G1P 0A4 QUEBEC, CANADA",
SHENG MEI SPA Inc,Stock,Active,2601195,2022-10-17,,,,,,,ykk3455@yahoo.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2022-08-31 00:16:27.7366667,,,,,,,,,,,,,,,,,,First report due,100.0,,,,,,,,,,,
