name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,category_survey_email_address,naics_code,geo_location,began_transacting_in_ct,business_name_in_state_country,date_of_organization_meeting,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_jurisdiction_3,office_jurisdiction_3,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,mailing_international_address,records_address_unit
"GEMINI MOONBASE, LLC",LLC,Active,Annual report due,2648323,2023-03-31,"595 MARKET STREET, SUITE 1029",,SAN FRANCISCO,USA,94105,CA,REGULATORY@GEMINI.COM,Foreign,USA,2022-10-20,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:15.9033333,,,,2022-10-01,"GEMINI MOONBASE, LLC",,,"1209 ORANGE STREET, WILMINGTONNNNN, DE, 19801, United States",1209 ORANGE STREET,WILMINGTONNNNN,DE,19801,United States,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,,,,,,,
"Kafei, LLC",LLC,Active,Annual report due,2648324,2023-03-31,104 Augur St,,Hamden,United States,06517-3441,CT,cheshirecoffees@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8766667,,Snack and Nonalcoholic Beverage Bars (722515),,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFI Property Holdings LLC,LLC,Active,Annual report due,2648329,2023-03-31,224 Lakewood Road,,South Glastonbury,United States,06073,CT,lwainman@h-mrealty.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1666667,lwainman@h-mrealty.com,Lessors of Other Real Estate Property (531190),"{'type': 'Point', 'coordinates': [-72.595, 41.67343]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bella Holdings, LLC",LLC,Active,Annual report due,2648339,2023-03-31,129 Church Street,,New Haven,United States,06510,CT,josephlmintl@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1666667,yborenstein@weismanlawoffices.com,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amanda Craig PhD, PLLC",LLC,Active,Annual report due,2648341,2023-03-31,"1051 Post Road, Suite 1",,Darien,United States,06820,CT,hello@amandacraigphd.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:15.1666667,amanda.craig@manhattanmft.com,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFD MEDICAL CONSULTING LLC,LLC,Active,Annual report due,2648344,2023-03-31,201 COMMONS PARK S UNIT 1204,,STAMFORD,United States,06902,CT,efile1234@incfile.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2466667,efile1235@incfile.com,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BA LEASING BSC, LLC",LLC,Active,Annual report due,2648330,2023-03-31,555 CALIFORNIA STREET,,SAN FRANCISCO,USA,94104,CA,,Foreign,UNITED STATES,2022-10-20,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:15.9033333,,525990,"{'type': 'Point', 'coordinates': [-122.40356, 37.79279]}",2022-10-20,"BA LEASING BSC, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
Lashes By Ana G LLC,LLC,Active,Annual report due,2648361,2023-03-31,300 state st,415,New London,United States,06320,CT,anagonzalez4208@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:15.8633333,,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROILER CLUB Inc.,Non-Stock,Active,First report due,2648346,2023-01-18,,,,,,,wezippin@hotmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:15.8200000,wezippin@hotmail.com,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,,,,,,,,,,,,,,,,,,,,,
TENNY SPRING LLC,LLC,Active,Annual report due,2648360,2023-03-31,1162 MIDDLE TURNPIKE WEST,C1,MANCHESTER,United States,06040,CT,mz2cpa@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:15.1800000,mz2cpa@gmail.com,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Grandeur Projects LLC,LLC,Active,Annual report due,2648343,2023-03-31,101 Merritt 7,STE 300,Norwalk,United States,06851,CT,info@thegranproj.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8766667,laasiamanuel@yahoo.com,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Wealth Management LLC,LLC,Active,Annual report due,2648351,2023-03-31,12 Roosevelt Ave,,Mystic,United States,06355,CT,thomas.robarge@lpl.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2466667,,Investment Advice (523930),,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Shuttle LLC,LLC,Active,Annual report due,2648358,2023-03-31,2370 North Ave Unit 2B,,Bridgeport,United States,06604-2327,CT,msantana2k@aol.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2466667,,All Other Transit and Ground Passenger Transportation (485999),"{'type': 'Point', 'coordinates': [-73.21628, 41.17892]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
alex landscaping solution LLC,LLC,Active,Annual report due,2648365,2023-03-31,384 W Preston St,,Hartford,United States,06114-2338,CT,alexcotto739@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.2466667,,,"{'type': 'Point', 'coordinates': [-72.68917, 41.73757]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"BRIDGEWATER ASSOCIATES HOLDINGS, LLC",LLC,Active,Annual report due,2648354,2023-03-31,ONE NAYLA FARMS RD,,WESTPORT,USA,06880,CT,cc_corporate@bwater.com,Foreign,USA,2022-10-20,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:15.2466667,,551112,,2022-09-30,"BRIDGEWATER ASSOCIATES HOLDINGS, LLC",,,,,WILMINGTON,DE,19801,United States,,,WILMINGTON,DE,19801,United States,,,,,,,,,,1209 ORANGE STREET,
37 UNITS MAZEL LLC,LLC,Active,Annual report due,2648363,2023-03-31,110 CHESTNUT RIDGE ROAD SUITE 397,,MONTVALE,USA,07645,NJ,INFO@WISEBUYERSLLC.COM,Domestic,United States,2022-10-20,,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amston Microgrid Company, LLC",LLC,Active,Annual report due,2648367,2023-03-31,112 Wall Street,,Torrington,United States,06790,CT,cduffy500@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.2400000,,All Other Specialty Trade Contractors (238990),"{'type': 'Point', 'coordinates': [-73.11837, 41.80516]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
TURF LANDSCAPE DESIGN INC.,Stock,Active,Annual report due,2648368,2023-10-20,335 W19th Street,A9,New York,United States,10011,NY,ziv@turf-design.com,Foreign,,2022-10-20,NEW YORK,NEW YORK,False,False,False,False,False,2022-12-13 00:18:15.8766667,,Landscaping Services (561730),,2022-11-01,TURF LANDSCAPE DESIGN INC.,,,,,,,,,,,,,,,,,,,,,,,,,
JK CARPENTRY LLC,LLC,Active,Annual report due,2648370,2023-03-31,103 MILWAUKEE AVENUE,,BETHEL,USA,06801,CT,GWARDIA@ICLOUD.COM,Domestic,United States,2022-10-20,,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABA Consulting Group LLC,LLC,Active,Annual report due,2648371,2023-03-31,92 Bartlett Dr,,Madison,United States,06443-1751,CT,j.christian.amport@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1966667,christian@overshores.com,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Landing Point Advisors, Inc.",Stock,Active,Annual report due,2648373,2023-10-31,69 SANFORD STREET,,FAIRFIELD,United States,06824,CT,danielmbesse@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1733333,,Investment Advice (523930),,,,2022-10-31,20000.0,,,,,,,,,,,,,,,,,,,,,,,
HONEY NAIL & SPA LLC,LLC,Active,Annual report due,2648381,2023-03-31,530 KINGS HWY CUTOFF,,FAIRFIELD,United States,06824,CT,aascpatax@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1733333,,Nail Salons (812113),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Angel Design LLC,LLC,Active,Annual report due,2648398,2023-03-31,4 Powder Horn Ln,,Ledyard,United States,06339-1839,CT,amydubreuil@yahoo.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"382 GOLD STAR, LLC",LLC,Active,Annual report due,2648380,2023-03-31,425 Gold Star Hwy,,Groton,United States,06340-6265,CT,c.antonino@antoninoautogroup.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1200000,kortolani@roginlaw.com,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Old Colony LLC,LLC,Active,Annual report due,2648382,2023-03-31,1321 Flanders Rd,,Southington,United States,06489-1600,CT,jbrocki@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1200000,,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCO CONSTRUCTION LLC,LLC,Active,Annual report due,2648385,2023-03-31,243 W Main St,,Meriden,United States,06451,CT,latinmsa@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javy Enterprises LLC,LLC,Active,Annual report due,2648391,2023-03-31,340 Bella Vista Ln,,Manchester,United States,06040-9310,CT,javyrj1@aol.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,False,False,True,2022-12-13 00:18:15.1733333,gspuches@roginlaw.com,Offices of Other Holding Companies (551112),,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOBILE GLOBAL ESPORTS INC.,Stock,Active,Annual report due,2648392,2023-10-20,"500 POST ROAD EAST, 2ND FLOOR",,WESTPORT,USA,06880,CT,DPROSS@MOGOESPORTS.COM,Foreign,USA,2022-10-20,,DE,False,False,False,False,False,2022-12-13 00:18:15.1433333,,,"{'type': 'Point', 'coordinates': [-73.34804, 41.13982]}",2022-08-22,MOBILE GLOBAL ESPORTS INC.,,,,,,,,,,,,,,,,,,,,,,,,,
Fionta Incorporated,Stock,Active,Annual report due,2648406,2023-10-20,1150 18th St NW,,Washington,United States,20036,DC,compliance@fionta.com,Foreign,,2022-10-20,VIRGINIA,VIRGINIA,False,False,False,False,False,2022-12-13 00:18:15.8766667,,,"{'type': 'Point', 'coordinates': [-77.041706, 38.904441]}",2022-10-10,Fionta Incorporated,,,,,,,,,,,,,,,,,,,,,,,,,
KS&G Contractors Inc,Stock,Active,Annual report due,2648401,2023-10-20,554 Boston Post Rd,STE 203,Orange,United States,06477-3341,CT,gtarricone42@gmail.com,Domestic,United States,2022-10-20,,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8566667,,236210,,,,2022-10-19,200.0,,,,,,,,,,,,,,,,,,,,,,,
Navya llc,LLC,Active,Annual report due,2648403,2023-03-31,95 Main St N,,Woodbury,United States,06798-2915,CT,vikas_patel65@yahoo.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.4333333,vikas_patel65@yahoo.com,"Beer, Wine, and Liquor Stores (445310)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OFH FLM, LLC",LLC,Active,Annual report due,2648408,2023-03-31,"34 BRUCE PARK AVENUE, UNIT 1",,GREENWICH,USA,06830,CT,,Domestic,United States,2022-10-20,,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8766667,,531190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Golden Oak Imports & Trade LLC,LLC,Active,Annual report due,2648429,2023-03-31,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8700000,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NK Restaurant LLC,LLC,Active,Annual report due,2648440,2023-03-31,18 Furnace St,,Danielson,United States,06239,CT,souvanbusiness@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:15.8700000,,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mabari, LLC",LLC,Active,Annual report due,2648430,2023-03-31,24 Arrowhead Rd,,Trumbull,United States,06611,CT,nasimaislam@yahoo.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1200000,daniel@schopicklaw.com,Lessors of Other Real Estate Property (531190),"{'type': 'Point', 'coordinates': [-73.20723, 41.237]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
VTCT LLC,LLC,Active,Annual report due,2648446,2023-03-31,202 Foxwood Ln.,,Milford,United States,06461,CT,vtctllc@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arredondo Capital Incorporated,Stock,Active,First report due,2648431,2023-01-18,,,,,,,arredondocapital@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.1200000,,Advertising Agencies (541810),,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,
MICHAEL EXTREME CLEANING LLC,LLC,Active,Annual report due,2648436,2023-03-31,210 Burwell St,apt 2,New Haven,United States,06513,CT,isiahsmith11@outlook.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1200000,isiahsmith11@outlook.com,Carpet and Upholstery Cleaning Services (561740),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"iDetail Services, LLC",LLC,Active,Annual report due,2648438,2023-03-31,1930 Innovation Way,suite 154,Libertyville,United States,60048-2066,IL,info@idetailservices.com,Foreign,,2022-10-20,ILLINOIS,ILLINOIS,False,False,False,False,False,2022-12-13 00:18:15.2200000,,All Other Specialty Trade Contractors (238990),,2022-10-20,"iDetail Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
Cornerstone Place LLC,LLC,Active,Annual report due,2648442,2023-03-31,107 W Main St,,Meriden,United States,06451-4141,CT,damaristorres37@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:15.2200000,,Food (Health) Supplement Stores (446191),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ULTRABENEFITS, INC",Stock,Active,Annual report due,2648471,2023-10-20,22 Elm St,Ste 110,Worcester,United States,01608,MA,jim.bushey@ultrabenefits.com,Foreign,,2022-10-20,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:15.2200000,,,,2000-11-15,"ULTRABENEFITS, INC",,,,,,,,,,,,,,,,,,,,,,,,,
"De Color of America, LLC",LLC,Active,Annual report due,2648443,2023-03-31,709 Booth Hill Rd,,Trumbull,United States,06611,CT,filings@corpnet.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8566667,,Other Accounting Services (541219),"{'type': 'Point', 'coordinates': [-73.17884, 41.273]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mavariq Holdings LLC,LLC,Active,Annual report due,2648445,2023-03-31,15,,Stratford,United States,06615,CT,mavariq@yahoo.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:15.2200000,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pardon Our Appearance LLC,LLC,Active,Annual report due,2648456,2023-03-31,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@registeredagentsinc.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madeleine Cleans House LLC,LLC,Active,Annual report due,2648496,2023-03-31,"1531 Main Street, Apartment A",,Stratford,United States,06615,CT,madeleinebambery@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANGEL ROOFING&SIDING LLC,LLC,Active,Annual report due,2648503,2023-03-31,120 EDEN DR,,DANBURY,United States,06810,DC,amorocho465@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2100000,morocho@gmail.com,Roofing Contractors (238160),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level Technology Inc.,Stock,Active,Annual report due,2648463,2023-10-20,"701 N. 36th Street, Suite 450",,Seattle,United States,98103,WA,roger@levelgoals.com,Foreign,,2022-10-20,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:15.1966667,,,,2022-10-20,Level Technology Inc.,,,,,,,,,,,,,,,,,,,,,,,,,
Royalty Smoke Shop L.L.C.,LLC,Active,Annual report due,2648513,2023-03-31,1245 Farmington Ave,1287,West Hartford,United States,06107-2667,CT,tayeres5alive@yahoo.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.1366667,,Tobacco Stores (453991),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kovis Partners LLC,LLC,Active,Annual report due,2648461,2023-03-31,30 Meetinghouse Road,,Granby,United States,06035,CT,scottziskin@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2466667,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOW LLC,LLC,Active,Annual report due,2648485,2023-03-31,42 Cedar St.,,Norwich,United States,06360,CT,jamars0307@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.8833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Lincoln Ave LLC,LLC,Active,Annual report due,2648486,2023-03-31,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2400000,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LESTER NAJERA LOPEZ LLC,LLC,Active,Annual report due,2648473,2023-03-31,32 Finney Ln,,Stamford,United States,06902-9524,CT,taxcenterct@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.4333333,taxcenterct@gmail.com,Caterers (722320),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picariello Cleaning LLC,LLC,Active,Annual report due,2648481,2023-03-31,11 Arnold St,,Norwich,United States,06360-4520,CT,brianpicariello@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8766667,,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angels of Mine Limited Liability Company,LLC,Active,Annual report due,2648521,2023-03-31,402 Wintergreen Ave,,Hamden,United States,06514-3231,CT,anglesofmine9@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:15.8766667,,,"{'type': 'Point', 'coordinates': [-72.95685, 41.36044]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastal Hearing Aid Center of CT LLC,LLC,Active,Annual report due,2648487,2023-03-31,24 Chalon Rd,,Trumbull,United States,06611-3206,CT,chacofct@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DataRobot, Inc.",Stock,Active,Annual report due,2648498,2023-10-20,"c/o DataRobot, Inc. 225 Franklin Street, 13th Floor",,Boston,United States,02115,MA,govdocs@unitedagentgroup.com,Foreign,,2022-10-20,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:15.1966667,,Software Publishers (511210),,2022-10-20,"DataRobot, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
stars smoke shop Incorporated,Stock,Rejected,,2648495,,,,,,,,starssmokeshop@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.1733333,,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
"Waterbury Wheels and Tires, LLC",LLC,Active,Annual report due,2648499,2023-03-31,1200 S Main St,,Waterbury,United States,06706-1761,CT,waterburywheelsandtires@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.1733333,zepseven@sbcglobal.net,Tire Dealers (441320),"{'type': 'Point', 'coordinates': [-73.03647, 41.53971]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
PREMIUM AUTO PARTS LLC,LLC,Active,Annual report due,2648511,2023-03-31,52 Center St,,Stamford,United States,06906-1703,CT,philjc22@yahoo.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1733333,,Motor Vehicle Parts (Used) Merchant Wholesalers (423140),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bey Aviation, LLC",LLC,Active,Annual report due,2648515,2023-03-31,89 Newtown Rd,,Danbury,United States,06810-4119,CT,drb1esq@aol.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1366667,costa@halloransage.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Remedy Apparel LLC,LLC,Active,Annual report due,2648530,2023-03-31,1415 Old Town Rd,,Bridgeport,United States,06606-1442,CT,theremedyapparelllc@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1366667,rlsos@parasec.com,,"{'type': 'Point', 'coordinates': [-73.19993, 41.22823]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
XO HEALTH INC,Stock,Active,Annual report due,2648533,2023-10-20,25 LAKEWOOD CIRCLE N,,greenwich,United States,06830,CT,jmathai@xohealth.com,Foreign,,2022-10-20,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:14.5766667,,All Other Insurance Related Activities (524298),,2022-11-01,XO HEALTH INC,,,,,,,,,,,,,,,,,,,,,,,,,
"COLOMBO TRADING, LLC",LLC,Active,Annual report due,2648539,2023-03-31,70 Silvermine Ave,,Norwalk,United States,06850-2035,CT,colombotrd@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.4466667,,,"{'type': 'Point', 'coordinates': [-73.43391, 41.13181]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"BROWN'S AIRBORNE TRANSPORT, LLC",LLC,Active,Annual report due,2648548,2023-03-31,910 Wolcott St,,Waterbury,United States,06705-1317,CT,brownsairbornetransport@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8766667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BOSS'S CHOICE TRADING CARD CO, LLC",LLC,Active,Annual report due,2648541,2023-03-31,120 Kimberly Rd,,East Granby,United States,06026-9544,CT,bosschoicetcc@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ideal IT Group LLC,LLC,Active,Annual report due,2648542,2023-03-31,360 Queen St Ste B,,Southington,United States,06489-1883,CT,info@idealitgroup.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.D.N. Masters L.L.C.,LLC,Active,Annual report due,2648550,2023-03-31,66 High Ct,2,East Hartford,United States,06118,CT,jr3435@icloud.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1800000,jr3435@icloud.com,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,,
JahIzzy LLc,LLC,Active,Annual report due,2648564,2023-03-31,53 Scott St,,Naugatuck,United States,06770-4322,CT,jahizzyllc@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,True,True,False,False,2022-12-13 00:18:15.8966667,,"Rooming and Boarding Houses, Dormitories, and Workers' Camps (721310)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tank Wakelee LLC,LLC,Active,Annual report due,2648554,2023-03-31,10 Warren St,1L,Stamford,United States,06902-4047,CT,alexanderjgrace@yahoo.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.9033333,,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revitalize Home Services L.L.C.,LLC,Active,Annual report due,2648600,2023-03-31,2 Christina Ln,,Seymour,United States,06483-2238,CT,revitalizepw@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.7966667,revitalizepw@gmail.com,Other Services to Buildings and Dwellings (561790),"{'type': 'Point', 'coordinates': [-73.12341, 41.36016]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
Bah's Kitchen&Catering LLC,LLC,Active,Annual report due,2648568,2023-03-31,319 Maplewood Ave,FL3,Bridgeport,United States,06605-1305,CT,stefanistewart@ymail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2200000,stewart_stefani@yahoo.com,Caterers (722320),,,,,,,,,,,,,,,,,,,,,,,,,,,,
