name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,citizenship,date_registration,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,total_authorized_shares,create_dt,billing_unit,business_email_address,country_formation,formation_place,state_or_territory_formation,category_survey_email_address,naics_code,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,sub_status,date_of_organization_meeting,mailing_jurisdiction_3,office_jurisdiction_3,mailing_international_address,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
HOMETOWN PROPERTY INVESTMENTS LLC,LLC,Active,2580796,2023-03-31,40 HILLSIDE AVE,PLANTSVILLE,United States,06479,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.1700000,,oneoakagency@yahoo.com,United States,Connecticut,Connecticut,,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,,,,,
DEB ENTERPRISES LLC,LLC,Active,2580761,2023-03-31,125 FOXON ROAD,NEW HAVEN,United States,06513,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.8100000,,dotaxes@sbcglobal.net,United States,Connecticut,Connecticut,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,,,,,
LK PAINTING LLC,LLC,Active,2580788,2023-03-31,24 WOODSIDE AVE,DANBURY,United States,06810,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.8100000,,lukinhadesantana@gmail.com,United States,Connecticut,Connecticut,,Painting and Wall Covering Contractors (238320),,,,,,,,,,,,,,,,,,,,,,,,,,,
Winnie Maud Naturals LLC,LLC,Active,2580767,2023-03-31,106 Woodway Rd,Stamford,United States,06907-1438,CT,Domestic,2022-06-13,True,False,True,False,False,,2022-07-06 00:16:40.8100000,,winniemaudnaturals@gmail.com,United States,Connecticut,Connecticut,,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwest Dirtworks LLC,LLC,Active,2580774,2023-03-31,13 Highwood Xing,Burlington,United States,06013-1925,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.8100000,,david@nwdirtworks.com,United States,Connecticut,Connecticut,cphelps@hgesq.com,Site Preparation Contractors (238910),,,,,,,,,,,,,,,,,,,,,,,,,,,
Camac Equities LLC,LLC,Active,2580825,2023-03-31,10 Stewart Place,White Plains,United States,10603,NY,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.8266667,7BE,alptrebing@trebingassociates.com,,DELAWARE,DELAWARE,,"All Other Professional, Scientific, and Technical Services (541990)",2022-06-01,Camac Equities LLC,,,,,,,,,,,,,,,,,,,,,,,,,
AOTG Consulting Inc.,Stock,Active,2580768,2023-06-13,36 High Ridge Rd,Brookfield,United States,06804-3518,CT,Domestic,2022-06-13,False,False,False,False,False,200.0,2022-07-06 00:16:40.1700000,,brucenovicky@gmail.com,United States,,Connecticut,,541611,,,,,,,,,,,,,,,,2022-06-10,,,,,,,,,,,
elite package corporation,Stock,Active,2580795,2023-06-13,44 Chamberlain Ave,Elmwood Park,United States,07407-1418,NJ,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.1866667,,elitepackagecorp@gmail.com,,NEW JERSEY,NEW JERSEY,,,2022-06-13,elite package corporation,,,,,,,,,,,,,,,,,,,,,,,,,
HERITAGE REID HUGHES LLC,LLC,Active,2580777,2023-03-31,"HERITAGE HOUSING, INC.,  3 PINE STREET, 1ST FLOOR",NORWALK,USA,06854,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.1866667,,,United States,,Connecticut,,531110,,,,,,,,,,,,,,,,,,,,,,,,,,,
East 2 West Trucking LLC,LLC,Active,2580783,2023-03-31,109 Kohanza St,Danbury,United States,06811-4444,CT,Domestic,2022-06-13,True,False,True,True,False,,2022-07-06 00:16:40.8600000,51B,east2westtrucking@yahoo.com,United States,Connecticut,Connecticut,,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Messina Group, Inc.",Stock,Active,2580785,2023-06-13,8755 W. Higgins Rd. Ste. 250,Chicago,United States,60633,IL,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.8600000,,eastern@northwestregisteredagent.com,,ILLINOIS,ILLINOIS,,Temporary Help Services (561320),2022-06-13,"Messina Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
Farfalla Outdoor Living L.L.C.,LLC,Active,2580805,2023-03-31,60 Bull Hill Rd,North Grosvenordale,United States,06255-2003,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.8266667,,farfallaoutdoor@gmail.com,United States,Connecticut,Connecticut,,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goncalves Trucking, LLC",LLC,Active,2580808,2023-03-31,29 Howland Road,New Milford,United States,06776,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.8266667,,sgoncalves1974@yahoo.com,United States,Connecticut,Connecticut,larry@baker-law.com,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing (532411)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Residential & Commercial Painting LLC,LLC,Active,2580798,2023-03-31,181 E Robbins Ave,Newington,United States,06111-3917,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.1866667,,david.cyr@yahoo.com,United States,Connecticut,Connecticut,david.cyr@yahoo.com,Painting and Wall Covering Contractors (238320),,,,,,,,,,,,,,,,,,,,,,,,,,,
Sprague Estates LLC,LLC,Active,2580829,2023-03-31,77 Union St,Moosup,United States,06354-1529,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.1866667,77,camiren@buccicompany.com,United States,Connecticut,Connecticut,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
IngeniumWare LLC,LLC,Active,2580860,2023-03-31,94 Finley St,Manchester,United States,06040-5616,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.1866667,,jo.jolivet@ingeniumware.com,United States,Connecticut,Connecticut,fulfillment+formations@zenbusiness.com,Custom Computer Programming Services (541511),,,,,,,,,,,,,,,,,,,,,,,,,,,
King Rental Hall LLC,LLC,Dissolved,2580863,2023-03-31,360 King St,Bristol,United States,06010-5243,CT,Domestic,2022-06-13,False,False,True,False,False,,2022-07-06 00:16:40.1866667,,lucilo65820@sbcglobal.net,United States,Connecticut,Connecticut,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,2022-06-14T00:00:00.000,,,,,,,
BARTZ INC.,Stock,Active,2580800,2022-09-11,,,,,,Domestic,2022-06-13,False,False,False,False,False,200.0,2022-07-06 00:16:40.8100000,,AARONKBARTZ@GMAIL.COM,United States,,Connecticut,,512110,,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
Advanced Therapy Services LLC,LLC,Active,2580818,2023-03-31,2389 Main St. STE 100,Glastonbury,United States,06033,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.8266667,,eastern@registeredagentsinc.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Therapeutic Expressions LLC,LLC,Active,2580842,2023-03-31,331 Ellsworth Ave,New Haven,United States,06511,CT,Domestic,2022-06-13,True,False,False,False,False,,2022-07-06 00:16:40.8266667,,alyssafishman2@gmail.com,United States,Connecticut,Connecticut,jessica.pallmanco@yahoo.com,All Other Miscellaneous Schools and Instruction (611699),,,,,,,,,,,,,,,,,,,,,,,,,,,
CL Roman Enterprises LLC,LLC,Active,2580813,2023-03-31,9 Juniper Drive,Granby,United States,06035,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.8100000,,romancolby@gmail.com,United States,Connecticut,Connecticut,romancolby@gmail.com,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),,,,,,,,,,,,,,,,,,,,,,,,,,,
Adriana Fuchs Educational Consulting LLC,LLC,Active,2580830,2023-03-31,2389 Main St. STE 100,Glastonbury,United States,06033,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.8733333,,eastern@northwestregisteredagent.com,United States,Connecticut,Connecticut,eastern@registeredagentsinc.com,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes PJA LLC,LLC,Active,2580835,2023-03-31,2083 Main St,Stratford,United States,06615,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.8733333,Ste 2,max@summertax.com,United States,Connecticut,Connecticut,max@summertax.com,All Other Insurance Related Activities (524298),,,,,,,,,,,,,,,,,,,,,,,,,,,
"AVRIDH TECHNOLOGIES, INC.",Stock,Active,2580840,2023-06-13,470 James St,New Haven,United States,06513-3098,CT,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.8733333,Suite 007,filings@corpnet.com,,DELAWARE,DELAWARE,,,2022-06-13,"AVRIDH TECHNOLOGIES, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
North America Entertainment LLC,LLC,Active,2580857,2023-03-31,155 church stree,West Haven,United States,06516,CT,Domestic,2022-06-13,False,False,True,False,False,,2022-07-06 00:16:40.8266667,,northamericaentertainment2022@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenlight Student Driver LLC,LLC,Rejected,2580847,,1065 S Main St,Cheshire,United States,06410,CT,Domestic,2022-06-13,False,False,True,False,False,,2022-07-06 00:16:40.1700000,E,cheshire@greenlightstudentdriver.com,United States,Connecticut,Connecticut,,Automobile Driving Schools (611692),,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryon & son landscaping LLC,LLC,Active,2580853,2023-03-31,57 Skyline Drive Ext,Hendersonville,United States,28791-2185,NC,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.1866667,,olihs4017@gmail.com,United States,Connecticut,Connecticut,filings@legalinc.com,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,,,,,
DARIELYS RUIZ RODRIGUEZ LLC,LLC,Active,2580855,2023-03-31,5 LEWIS ST APT 5,BRISTOL,United States,06010,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.8900000,,wendy@durangoagency.com,United States,Connecticut,Connecticut,,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,
"STACKS OPEN INTERNET FOUNDATION, INC.",Non-Stock,Active,2580875,2023-06-13,2500 Regency Pkwy,Cary,United States,27518,NC,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.1700000,,finance@stacks.org,,DELAWARE,DELAWARE,,,2022-06-20,"STACKS OPEN INTERNET FOUNDATION, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
Shake Spot L.L.C.,LLC,Active,2580878,2023-03-31,10 Vine st,New Haven,United States,06519,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.1700000,,ms.cherif2024@gmail.com,United States,Connecticut,Connecticut,,Family Clothing Stores (448140),,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASD INSURANCE AND FINANCIAL SERVICES, INC.",Stock,Active,2580869,2023-06-13,3450 LAKESIDE DR. SUITE 400,MIRAMAR,USA,33207,FL,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.8433333,,JENNY.FANG@BENEFITMALL.COM,,,FL,,524290,2022-06-13,"ASD INSURANCE AND FINANCIAL SERVICES, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
29 PRR LLC,LLC,Active,2580890,2023-03-31,18 Titus Rd,Washington Depot,United States,06794-1505,CT,Domestic,2022-06-13,True,False,False,False,False,,2022-07-06 00:16:40.8433333,,tmott@mottzezula.com,United States,Connecticut,Connecticut,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
VIT EXOTICS INC.,Stock,Active,2580884,2022-09-11,,,,,,Domestic,2022-06-13,False,False,True,False,False,20000.0,2022-07-06 00:16:40.7633333,,vitexotics@gmail.com,United States,Connecticut,Connecticut,stephancwalker@gmail.com,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
Quisqueya Investments LLC,LLC,Active,2580885,2023-03-31,62 River St,New Canaan,United States,06840-4231,CT,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.7633333,,support@dbiglobal.com,,DELAWARE,DELAWARE,,Administrative Management and General Management Consulting Services (541611),2022-07-01,Quisqueya Investments LLC,"3422 Old Capitol Trail Suite 700, Wilmington, DE, 19808-6124, United States",3422 Old Capitol Trail Suite 700,Wilmington,DE,19808-6124,United States,"3422 Old Capitol Trail Suite 700, Wilmington, DE, 19808-6124, United States",3422 Old Capitol Trail Suite 700,Wilmington,DE,19808-6124,United States,,,,,,,,,,,,,
ABELE FINISH CARPENTRY LLC,LLC,Active,2580879,2023-03-31,152 Harrison Ave,Harrison,United States,10528,NY,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.1700000,,abelefinishcarpentry@gmail.com,,NEW YORK,NEW YORK,,Residential Remodelers (236118),2021-10-01,ABELE FINISH CARPENTRY LLC,"152 Harrison Ave, Harrison, NY, 10528, United States",152 Harrison Ave,Harrison,NY,10528,United States,"152 Harrison Ave, Harrison, NY, 10528, United States",152 Harrison Ave,Harrison,NY,10528,United States,,,,,,,,,,,,,
Cesarini Contracting INC,Stock,Rejected,2580888,,136 Guinea Rd,Brewster,United States,10509-2613,NY,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.1700000,,ccesarini@cesarinicontracting.com,,NEW YORK,NEW YORK,,Residential Remodelers (236118),2022-06-27,Cesarini Contracting INC,,,,,,,,,,,,,,,,,,,,,,,,,
Synergy Construction LLC,LLC,Active,2580893,2023-03-31,41 Santoro Rd,Worcester,United States,01606-1160,MA,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.1700000,,laureyn@synergyskylights.com,,MASSACHUSETTS,MASSACHUSETTS,,Residential Remodelers (236118),2022-06-13,Synergy Construction,,,,,,,,,,,,,,,,,,,,,,,,,
Rubio's Mobile Bar LLC,LLC,Active,2580887,2023-03-31,50 E Main St,Branford,United States,06405-3706,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.7633333,,rubiosmobilebar@gmail.com,United States,Connecticut,Connecticut,,Drinking Places (Alcoholic Beverages) (722410),,,,,,,,,,,,,,,,,,,,,,,,,,,
PTL PETROLEUM @ 2 LLC,LLC,Active,2580898,2023-03-31,2 Old Shelter Rock Rd,Danbury,United States,06810,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.7633333,,tax@taxoneny.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Status LLC,LLC,Active,2580940,2023-03-31,15 Winding Brook Rd,North Haven,United States,06473-2897,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5000000,,socialstatusdesign@outlook.com,United States,Connecticut,Connecticut,,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,,,,,,,,,
MLCO CONSTRUCTION LLC,LLC,Active,2580906,2023-03-31,"549 W RANDOLPH STREET, SUITE 704",CHICAGO,USA,60661,IL,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.1866667,,BOB@RMDCONSTRUCTIONLLC.COM,,,DELAWARE,,236220,2022-06-13,MLCO CONSTRUCTION LLC,,,,,,,,,,,,,,,,,,,,,,,,,
DC WOOD FLOOR LLC,LLC,Active,2580908,2023-03-31,1560 Capitol Ave,Bridgeport,United States,06604-1623,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.1700000,,kellysouzadmv@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendall Inc.,Stock,Active,2580916,2023-06-13,1803 Research Blvd,Rockville,United States,20850,MD,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5466667,Suite 300,marsha.ladson@hendall.com,,MARYLAND,MARYLAND,,,2022-04-25,Hendall Inc.,,,,,,,,,,,,,,,,,,,,,,,,,
DK ONLINE HOLDINGS LLC,LLC,Active,2580963,2023-03-31,24 TREVOR LN,DURHAM,United States,06422,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4666667,,efile1234@incfile.com,United States,Connecticut,Connecticut,efile1235@incfile.com,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,,,,,
Carillon Technologies Management Corporation,Stock,Rejected,2580977,,5523 Langston Blvd,Arlington,United States,22207-1613,VA,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4500000,,ken.r.nielsen@carillontechnologies.com,,DELAWARE,DELAWARE,,,2021-03-25,Carillon Technologies Management Corporation,,,,,,,,,,,,,,,,,,,,,,,,,
MARTUCHELE SERVICES LLC,LLC,Active,2580921,2023-03-31,22 Triangle St,Danbury,United States,06810-6970,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4366667,APT A3,ronielmartucheleoficial@gmail.com,United States,Connecticut,Connecticut,,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
138 Westland Street LLC,LLC,Active,2580932,2023-03-31,200 Curtis road,woodmere,United States,11598,NY,Domestic,2022-06-13,False,False,True,False,False,,2022-07-06 00:16:41.4366667,,familybusinessllc11@gmail.com,United States,Connecticut,Connecticut,familybusinessllc11@gmail.com,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
AML ADVISORY GROUP LLC,LLC,Active,2580925,2023-03-31,1600 Ponce de Leon Boulevard,Coral Gables,United States,33134,FL,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4366667,10th Floor #95,filings@corpnet.com,,FLORIDA,FLORIDA,,Administrative Management and General Management Consulting Services (541611),2022-06-13,AML ADVISORY GROUP LLC,"1600 Ponce de Leon Boulevard, 10th Floor #95, Coral Gables, FL, 33134, United States",1600 Ponce de Leon Boulevard,Coral Gables,FL,33134,United States,"1600 Ponce de Leon Boulevard, 10th Floor #95, Coral Gables, FL, 33134, United States",1600 Ponce de Leon Boulevard,Coral Gables,FL,33134,United States,,,10th Floor #95,10th Floor #95,,,,,,,,,
Tunesdynasty LLC,LLC,Active,2580956,2023-03-31,124 Celentano Dr,Naugatuck,United States,06770-5215,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4366667,,tunes1121@gmail.com,United States,Connecticut,Connecticut,,Musical Groups and Artists (711130),,,,,,,,,,,,,,,,,,,,,,,,,,,
51 Forest 50 LLC,LLC,Active,2580929,2023-03-31,51 Forest Ave,Old Greenwich,United States,06870,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4200000,50,51forest50@gmail.com,United States,Connecticut,Connecticut,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
"BOWE GLOW, LLC",LLC,Active,2580936,2023-03-31,15 E Putnam Ave,Greenwich,United States,06830-5424,CT,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5466667,,filings@corpnet.com,,DELAWARE,DELAWARE,,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2022-06-13,"BOWE GLOW, LLC","838 WALKER ROAD, SUITE 21-2, DOVER, DE, 19904, United States",838 WALKER ROAD,DOVER,DE,19904,United States,"838 WALKER ROAD, SUITE 21-2, DOVER, DE, 19904, United States",838 WALKER ROAD,DOVER,DE,19904,United States,,,SUITE 21-2,SUITE 21-2,,,,,,,,,
H&G Horticulturist LLC,LLC,Active,2581021,2023-03-31,92 Ponus Ave,Norwalk,United States,06850-1919,CT,Domestic,2022-06-13,False,False,True,False,False,,2022-07-06 00:16:41.5466667,,hghorticult@gmail.com,United States,Connecticut,Connecticut,,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unified Wealth Management, LLC",LLC,Active,2580953,2023-03-31,180 Post Road East,Westport,United States,06880,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5300000,Suite 200,richard.boehm@unifiedwealth.net,United States,Connecticut,Connecticut,richard.boehm@unifiedwealth.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCUM ADVISORY GROUP LLC,LLC,Active,2580954,2023-03-31,10 Melville Park Rd,Melville,United States,11747,NY,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5300000,,sop@cogencyglobal.com,,Delaware,Delaware,,,2022-07-01,MARCUM ADVISORY GROUP LLC,"251 Little Falls Dr, Wilmington, DE, 19808, United States",251 Little Falls Dr,Wilmington,DE,19808,United States,"251 Little Falls Dr, Wilmington, DE, 19808, United States",251 Little Falls Dr,Wilmington,DE,19808,United States,,,,,,,,,,,,,
"APELLIS PHARMACEUTICALS, INC.",Stock,Active,2580950,2023-06-13,100 FIFTH AVENUE 3RD FLOOR,WALTHAM,USA,02451,MA,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.8900000,,LEGAL@APELLIS.COM,,,DE,,473540,2022-04-29,"APELLIS PHARMACEUTICALS, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
AD SMART HOME SOLUTIONS LLC,LLC,Active,2580959,2023-03-31,68 Mulberry St,Stamford,United States,06907-1712,CT,Domestic,2022-06-13,False,False,True,False,False,,2022-07-06 00:16:40.9033333,A,adsmarthomesolutionsllc@gmail.com,United States,Connecticut,Connecticut,adsmarthomesolutionsllc@gmail.com,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aqua Holdings, LLC",LLC,Active,2580966,2023-03-31,320 Gold Ave SW,Albuquerque,United States,87102,NM,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.9033333,Suite 620 PMB,sh@getnewt.com,,NEW MEXICO,NEW MEXICO,,Residential Property Managers (531311),2022-06-01,"Aqua Holdings, LLC","320 Gold Ave SW, Suite 620 PMB, Albuquerque, NM, 87102, United States",320 Gold Ave SW,Albuquerque,NM,87102,United States,"320 Gold Ave SW, Suite 620 PMB, Albuquerque, NM, 87102, United States",320 Gold Ave SW,Albuquerque,NM,87102,United States,,,Suite 620 PMB,Suite 620 PMB,,,,,,,,,
Children's Readers & Learning Visuals LLC,LLC,Rejected,2580962,,315 Eastern St,New Haven,United States,06513-2522,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4366667,,teachingandlearning45@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webster Consulting L.L.C.,LLC,Active,2580969,2023-03-31,900 Pacific St,Stamford,United States,06902,CT,Domestic,2022-06-13,False,True,False,False,False,,2022-07-06 00:16:41.4366667,322,timothy.webster@icloud.com,United States,Connecticut,Connecticut,,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,,,,,,,,,
ULTRA LOGISTICS INC.,Stock,Active,2580970,2022-09-11,,,,,,Domestic,2022-06-13,False,False,False,False,False,1500.0,2022-07-06 00:16:41.4366667,,efile1234@incfile.com,United States,Connecticut,Connecticut,efile1235@incfile.com,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
MoonGuppy Media LLC,LLC,Active,2580974,2023-03-31,111 Edgemere Ave,West Hartford,United States,06110,CT,Domestic,2022-06-13,False,False,True,True,False,,2022-07-06 00:16:41.4500000,,moonguppymedia@gmail.com,United States,Connecticut,Connecticut,,"Photography Studios, Portrait (541921)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"329, LLC",LLC,Active,2580979,2023-03-31,243 Kings Hwy,North Haven,United States,06473-1008,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4500000,,laneappliance@aol.com,United States,Connecticut,Connecticut,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mellofiedstatements LLC,LLC,Active,2580972,2023-03-31,38 Victoria Rd,Hartford,United States,06114-2651,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4666667,,mellofiedenough@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509 KREOLE LLC,LLC,Active,2581025,2023-03-31,1150 Nw 72nd Ave Tower I Ste 455 #6963,Miami,United States,33126,FL,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4666667,,efile1234@incfile.com,United States,Connecticut,Connecticut,efile1235@incfile.com,Musical Groups and Artists (711130),,,,,,,,,,,,,,,,,,,,,,,,,,,
Hometown Professional Builders LLC,LLC,Active,2581031,2023-03-31,20 South Main St.,New City,United States,10956,NY,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4666667,204,matta@hometownprobuilders.com,,NEW YORK,NEW YORK,,Residential Remodelers (236118),2022-06-24,Hometown Professional Builders,,,,,,,,,,,,,,,,,,,,,,,,,
Anselmo Landscaping LLC,LLC,Active,2581038,2023-03-31,439 Henry Avenue Ext,Stratford,United States,06614-3706,CT,Domestic,2022-06-13,False,False,True,False,False,,2022-07-06 00:16:41.4666667,,jeison720@gmail.com,United States,Connecticut,Connecticut,,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,,,,,
ANZEVUI SOCCER ACADEMY LLC,LLC,Active,2580981,2023-03-31,58 HARTLAND ST,STRATFORD,United States,06615,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4366667,,efile1234@incfile.com,United States,Connecticut,Connecticut,efile1235@incfile.com,Sports and Recreation Instruction (611620),,,,,,,,,,,,,,,,,,,,,,,,,,,
Noble Farm & Nursery LLC,LLC,Active,2580998,2023-03-31,31 Tracy Dr,Vernon Rockville,United States,06066-4121,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4366667,,noblefarmsandnursery@gmail.com,United States,Connecticut,Connecticut,rickysuleski@aol.com,Other Vegetable (except Potato) and Melon Farming (111219),,,,,,,,,,,,,,,,,,,,,,,,,,,
SERAPHIM BOUNTY HUNTING LLC,LLC,Active,2580994,2023-03-31,66 JEFFERSON AVE UNIT A,DANBURY,United States,06810,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5300000,,efile1234@incfile.com,United States,Connecticut,Connecticut,efile1235@incfile.com,Investigation Services (561611),,,,,,,,,,,,,,,,,,,,,,,,,,,
REFLECTED RADIANCE LLC,LLC,Active,2581003,2023-03-31,35 ZOAR AVE,WATERTOWN,United States,06779,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:42.0600000,,efile1234@incfile.com,United States,Connecticut,Connecticut,efile1235@incfile.com,Outpatient Mental Health and Substance Abuse Centers (621420),,,,,,,,,,,,,,,,,,,,,,,,,,,
