name,business_type,status,sub_status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,geo_location,country_formation,naics_code,total_authorized_shares,date_of_organization_meeting,category_survey_email_address,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,mailing_international_address,mail_jurisdiction,records_address_unit
1851 Central Ave & Associates LLC,LLC,Active,Annual report due,2660380,2023-03-31,,1117 Central Ave,,Bridgeport,United States,06607-1055,CT,urena.lewis@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.7300000,,United States,Residential Property Managers (531311),,,adam@hirschlaw.org,,,,,,,,,,,,,,,,,,,,,,,,
Javier Eastman Tattoo LLC,LLC,Active,Annual report due,2660389,2023-03-31,,6 Eclipse Ave,,Norwalk,United States,06851-3704,CT,javier.eastman@icloud.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.2600000,,United States,Other Personal Care Services (812199),,,adam@hirschlaw.org,,,,,,,,,,,,,,,,,,,,,,,,
"GREEN SCHOOLS NATIONAL NETWORK, INC.",Non-Stock,Active,Annual report due,2660390,2023-11-11,2022-12-01,3083 Buchmayer Bnd NE,,Iowa City,United States,52240-7754,IA,jseydel@greenschoolsnationalnetwork.org,"GREEN SCHOOLS NATIONAL NETWORK, INC.",Foreign,2022-11-11,WISCONSIN,WISCONSIN,False,False,False,False,False,2022-12-13 00:18:20.2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcadia Gardens LLC,LLC,Active,Annual report due,2660416,2023-03-31,,287 Prospect Mountain Rd,,Litchfield,United States,06759,CT,arcadialitchfield@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:17.2400000,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEON ALX CONSTRUCTION LLC,LLC,Active,Annual report due,2660428,2023-03-31,,20 Howe St,1,Meriden,United States,06450-3309,CT,latinmsa@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2400000,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danbury Retail Management LLC,LLC,Active,Annual report due,2660430,2023-03-31,2022-11-11,30200 Telegraph Rd,,Bingham Farms,United States,48025-4502,MI,dwarren@polsinelli.com,Danbury Retail Management LLC,Foreign,2022-11-11,Michigan,Michigan,False,False,False,False,False,2022-12-13 00:18:19.5700000,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,"30200 Telegraph Rd, Bingham Farms, MI, 48025-4502, United States",30200 Telegraph Rd,Bingham Farms,MI,48025-4502,United States,"30200 Telegraph Rd, Bingham Farms, MI, 48025-4502, United States",30200 Telegraph Rd,Bingham Farms,MI,48025-4502,United States,,,,,,,,,,,,
Koko Properties LLC,LLC,Active,Annual report due,2660432,2023-03-31,,730 Ellsworth St,,Bridgeport,United States,06605-2531,CT,koko0106@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.5700000,,United States,Lessors of Residential Buildings and Dwellings (531110),,,taxes@allaboutnumbersllc.com,,,,,,,,,,,,,,,,,,,,,,,,
MANUEL SERVICIOS DE CONSTRUCCION LLC,LLC,Active,Annual report due,2660438,2023-03-31,,19 Spring St,FL 1,Danbury,United States,06810,CT,algenis.jvratl@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.6400000,,United States,New Multifamily Housing Construction (except For-Sale Builders) (236116),,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighthouse Point Builders LLC,LLC,Active,Annual report due,2660424,2023-03-31,,1182 Prospect Dr,,Stratford,United States,06615,CT,kimwinnick@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.2600000,,United States,Residential Remodelers (236118),,,kim@waallc.com,,,,,,,,,,,,,,,,,,,,,,,,
Cyviz LLC,LLC,Active,Annual report due,2660433,2023-03-31,2022-11-01,900 N Glebe Rd,2nd floor,Arlington,United States,22203-1822,VA,invoice_us@cyviz.com,Cyviz LLC,Foreign,2022-11-11,VIRGINIA,VIRGINIA,False,False,False,False,False,2022-12-13 00:18:17.8100000,,,,,,,"900 N Glebe Rd, 2nd floor, Arlington, VA, 22203-1822, United States",900 N Glebe Rd,Arlington,VA,22203-1822,United States,"900 N Glebe Rd, 2nd floor, Arlington, VA, 22203-1822, United States",900 N Glebe Rd,Arlington,VA,22203-1822,United States,2nd floor,2nd floor,,,,,,,,,,
MARVIN MEDEL MEDEL LLC,LLC,Active,Annual report due,2660465,2023-03-31,,112 Orange St,,Meriden,United States,06451-5469,CT,jose@ips-ins.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.8100000,,United States,All Other Miscellaneous Waste Management Services (562998),,,jose@ips-ins.com,,,,,,,,,,,,,,,,,,,,,,,,
"EAS MOTOR GROUPE, LLC",LLC,Active,Annual report due,2660440,2023-03-31,,180 Sunny Valley Rd,UNIT 10,New Milford,United States,06776-3363,CT,dsquintard@easternaccounts.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3366667,,United States,Used Car Dealers (441120),,,,,,,,,,,,,,,,,,,,,,,,,,,
King of Chocolate LLC,LLC,Active,Annual report due,2660441,2023-03-31,,59 Long Ridge Rd,,Redding,United States,06896-1116,CT,vitalii.ishchenko@yahoo.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2400000,,United States,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",,,,,,,,,,,,,,,,,,,,,,,,,,,
WSH Construction LLC,LLC,Active,Annual report due,2660448,2023-03-31,,13 Terrace Pl,apt 3,Danbury,United States,06810-3608,CT,hapuqueconstruction@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:17.2400000,,United States,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALTA CONSTRUCTION EQUIPMENT NEW ENGLAND, LLC",LLC,Active,Annual report due,2660492,2023-03-31,2022-11-11,1897 Berlin Tpke,,Berlin,United States,06037-3640,CT,andrew.rundle@altg.com,"ALTA CONSTRUCTION EQUIPMENT NEW ENGLAND, LLC",Foreign,2022-11-11,MICHIGAN,MICHIGAN,False,False,False,False,False,2022-12-13 00:18:17.2400000,,,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing (532412)",,,,"13211 Merriman Rd, Livonia, MI, 48150-1826, United States",13211 Merriman Rd,Livonia,MI,48150-1826,United States,"13211 Merriman Rd, Livonia, MI, 48150-1826, United States",13211 Merriman Rd,Livonia,MI,48150-1826,United States,,,,,,,,,,,,
ABQP LLC,LLC,Active,Annual report due,2660494,2023-03-31,,1000 Lafayette Blvd,1100,Bridgeport,United States,06604-4725,CT,aliciafoster40@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:17.2400000,,United States,Electronic Shopping and Mail-Order Houses (454110),,,aliciafoster40@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Rockstar Transportation LLC,LLC,Active,Annual report due,2660445,2023-03-31,,101 Silver Spring Road,,Wilton,United States,06897,CT,jenamadeo@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3366667,,United States,Private Households (814110),,,jenamadeo@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Top Shelf LLC,LLC,Active,Annual report due,2660452,2023-03-31,,437 Wayne St,,Bridgeport,United States,06606-4154,CT,topshelfbartendingcompany@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:19.6400000,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elro, LLC",LLC,Active,Annual report due,2660453,2023-03-31,,7 Marcus Garvey Blvd,,Brooklyn,United States,11206-5303,NY,andrea@kkoslawyers.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.6400000,,United States,Portfolio Management (523920),,,,,,,,,,,,,,,,,,,,,,,,,,,
ADivino Homes LLC,LLC,Active,Annual report due,2660461,2023-03-31,,9 Park Ln,,Westport,United States,06880-4413,CT,alediasdivino@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.6400000,,United States,Offices of Real Estate Agents and Brokers (531210),,,chris@abramsonco.com,,,,,,,,,,,,,,,,,,,,,,,,
Sandrini Services LLC,LLC,Active,Annual report due,2660498,2023-03-31,,1 Bergh St,Apt B,Danbury,United States,06810-5380,CT,ceodaddy@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.0900000,,United States,New Housing For-Sale Builders (236117),,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARANA RESPICARE, LLC",LLC,Active,Annual report due,2660480,2023-03-31,,941 E MAIN STREET,,BRIDGEPORT,United States,06608,CT,efile1234@incfile.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3066667,,United States,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,
Lady Londea Enterprises LLC,LLC,Active,Annual report due,2660514,2023-03-31,,"80 Yale Street, Apt 1",,Bridgeport,United States,06605,CT,rozarie51055@yahoo.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3733333,,United States,Bed-and-Breakfast Inns (721191),,,filings@legalinc.com,,,,,,,,,,,,,,,,,,,,,,,,
Equity Cloud LLC,LLC,Active,Annual report due,2660490,2023-03-31,,32 Glenwood Dr,,Plainville,United States,06062,CT,isayah.henry@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:20.3366667,,United States,Lessors of Residential Buildings and Dwellings (531110),,,ieh9@georgetown.edu,,,,,,,,,,,,,,,,,,,,,,,,
DREAM COFFEE & BAKERY LLC,LLC,Active,Annual report due,2660491,2023-03-31,,18 Old Route 7,,Brookfield,United States,06804-1757,CT,seneca.business@yahoo.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3366667,,United States,Snack and Nonalcoholic Beverage Bars (722515),,,,,,,,,,,,,,,,,,,,,,,,,,,
LESTON SURGICAL SOLUTIONS INC,Stock,Active,First report due,2660499,2023-02-09,,,,,,,,lestonsurgical@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:17.2400000,,United States,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers (423450)",200.0,,lestonsurgical@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
David & Harris LLC,LLC,Active,Annual report due,2660500,2023-03-31,,108 Mohican Ave Apt 5,,Waterbury,United States,06708-3045,CT,charlie.harris@uconn.edu,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.2400000,,United States,,,,onlinefilings@nolo.com,,,,,,,,,,,,,,,,,,,,,,,,
Radiant Aesthetics LLC,LLC,Active,Annual report due,2660508,2023-03-31,,72 Center St,,Southington,United States,06489,CT,radiantaestheticsct@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:20.3366667,,United States,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mustang PLLC,LLC,Active,Annual report due,2660509,2023-03-31,,320 Strawberry Hill Ave #11,,Stamford,United States,06902,CT,mustangnessllc@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3366667,,United States,,,,onlinefilings@nolo.com,,,,,,,,,,,,,,,,,,,,,,,,
EMJ CONTRACTING LLC,LLC,Active,Annual report due,2660511,2023-03-31,,4 Research Dr,,Shelton,United States,06484-6280,CT,emj.contracting.us@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:20.3400000,,United States,New Multifamily Housing Construction (except For-Sale Builders) (236116),,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionCast Group LLC,LLC,Active,Annual report due,2660515,2023-03-31,,130 Oak Ave N,,Shelton,United States,06484,MN,michaelsequence@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3733333,,United States,Advertising Agencies (541810),,,,,,,,,,,,,,,,,,,,,,,,,,,
Demetri Creative LLC,LLC,Active,Annual report due,2660519,2023-03-31,,460 Savin Ave,b5,West Haven,United States,06516-5356,CT,demetricreative@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:18.3466667,,United States,Advertising Agencies (541810),,,,,,,,,,,,,,,,,,,,,,,,,,,
Favored Hands Homecare LLC,LLC,Active,Annual report due,2660537,2023-03-31,,5 Prospect Dr,,Stratford,United States,06615-7594,CT,favoredhandshomecarellc@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:20.3733333,,United States,Other Residential Care Facilities (623990),,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Age Tax Services LLC,LLC,Active,Annual report due,2660538,2023-03-31,,4 Marie Dr,,East Haven,United States,06512-2822,CT,goldentaxservicesct@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3733333,,United States,Tax Preparation Services (541213),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saltshaker Productions, LLC",LLC,Active,Annual report due,2660554,2023-03-31,2022-11-11,680 North Lake Shore Drive,Ste 615,Chicago,United States,60611,IL,connect@saltshakerproductions.com,"Saltshaker Productions, LLC",Foreign,2022-11-11,ILLINOIS,ILLINOIS,False,False,False,False,False,2022-12-13 00:18:18.3466667,,,,,,,"680 North Lake Shore Drive, Ste 615, Chicago, IL, 60611, United States",680 North Lake Shore Drive,Chicago,IL,60611,United States,"680 North Lake Shore Drive, Ste 615, Chicago, IL, 60611, United States",680 North Lake Shore Drive,Chicago,IL,60611,United States,Ste 615,Ste 615,,,,,,,,,,
Precision Infoservices LLC,LLC,Active,Annual report due,2660557,2023-03-31,,802 Meadowview Dr,,East Windsor,United States,06088-9107,CT,subravutharkar@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.6400000,,United States,Custom Computer Programming Services (541511),,,subravutharkar@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Vihaan L.L.C.,LLC,Active,Annual report due,2660562,2023-03-31,,2 Robert Treat Dr,A,Milford,United States,06460-4405,CT,nickita206@gmail.com,,Domestic,2022-11-11,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:19.0200000,,United States,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlas Media LLC,LLC,Active,Annual report due,2660564,2023-03-31,,215 Alfred St,410,Bridgeport,United States,06605-2977,CT,logan.mascia@atlassocialmediamarketing.com,,Domestic,2022-11-11,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.5200000,,United States,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOOD BANKS FOR PETS, INC.",Non-Stock,Active,Annual report due,2620985,2023-11-12,2022-08-24,467 Main Rd,Suite 206,Granville,United States,01034,MA,richard.w@foodbanksforpets.org,"FOOD BANKS FOR PETS, INC.",Foreign,2022-11-12,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,2022-12-13 00:18:27.0366667,,,Other Social Advocacy Organizations (813319),,,,,,,,,,,,,,,,,,,,,,,,,,,
LABINET HEALTH SERVICES L.L.C.,LLC,Active,Annual report due,2657448,2023-03-31,,245 Sylvan St,C,Bridgeport,United States,06606-2564,CT,labinet.communitybase@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:19.6533333,,United States,Home Health Care Services (621610),,,,,,,,,,,,,,,,,,,,,,,,,,,
Perezz and co. Limited Liability Company,LLC,Active,Annual report due,2660544,2023-03-31,,70 Town Hill Ave,,Danbury,United States,06810-6749,CT,perezandcompanyinfo@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.0900000,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OfficeKlub LLC,LLC,Active,Annual report due,2660565,2023-03-31,,48 Main Street,,Hartford,United States,06106,CT,space@officeklub.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:19.0200000,,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,,,,,
Tavern Off Main LLC,LLC,Active,Annual report due,2660572,2023-03-31,,1212 Main St,,Branford,United States,06405-3787,CT,michaelrusso614@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:18.3766667,,United States,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,,,,,,,,,
"MS HR CONSULTING, LLC",LLC,Active,Annual report due,2660576,2023-03-31,,110 Laurel Drive,,Dayville,United States,06241,CT,filing@acs123.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.0400000,,United States,Administrative Management and General Management Consulting Services (541611),,,filing@acs123.com,,,,,,,,,,,,,,,,,,,,,,,,
CROMWELL AUTO SERVICE LLC,LLC,Active,Annual report due,2660578,2023-03-31,,940 Cromwell Ave,,Rocky Hill,United States,06067-3004,CT,filing@acs123.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.0400000,,United States,General Automotive Repair (811111),,,filing@acs123.com,,,,,,,,,,,,,,,,,,,,,,,,
Wild Works Connects Inc.,Non-Stock,Active,First report due,2660584,2023-02-10,,,,,,,,wildworksbasketball@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:16.4966667,,United States,Sports and Recreation Instruction (611620),,,,,,,,,,,,,,,,,,,,,,,,,,,
Landon Coen Racing LLC,LLC,Active,Annual report due,2660587,2023-03-31,,6 Sunset Road,,Gales Ferry,United States,06335,CT,coney4600@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,True,False,False,False,2022-12-13 00:18:18.4333333,,United States,,,,mc5allyn@aol.com,,,,,,,,,,,,,,,,,,,,,,,,
Amour Organique LLC,LLC,Active,Annual report due,2660592,2023-03-31,,19 Whitmore St,,Hartford,United States,06114-6338,CT,amourorganiquellc@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,True,False,True,True,True,2022-12-13 00:18:20.3566667,,United States,"Hobby, Toy, and Game Stores (451120)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Viking Carpentry & Furniture LLC,LLC,Active,Annual report due,2660596,2023-03-31,,21 Hudson St,,Manchester,United States,06042,CT,danieljamesmelanson@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3566667,,United States,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
brass city depot L.L.C.,LLC,Rejected,,2660606,,,375 Waterville St,1s,Waterbury,United States,06710-1540,CT,mrreilly@brasscitydepot.org,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.4333333,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red House District LLC,LLC,Active,Annual report due,2660609,2023-03-31,,18 Fay St,,West Haven,United States,06516-2511,CT,shirodtyson0@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:17.2100000,,United States,Other Direct Selling Establishments (454390),,,,,,,,,,,,,,,,,,,,,,,,,,,
SEGUNDO LAURO QUIROGA QUIROGA LLC,LLC,Active,Annual report due,2660611,2023-03-31,,14 BANK ST,,DANBURY,United States,06810,CT,segundoq0614@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.5400000,,United States,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandbar Property Holdings LLC,LLC,Active,Annual report due,2660619,2023-03-31,,360 Mixville Rd,,Cheshire,United States,06410-1968,CT,amartd11@yahoo.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.5400000,,United States,,,,amartd11@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
AVIATION AND GENERAL INDUSTRY RESOURCE GROUP LLC,LLC,Active,Annual report due,2660617,2023-03-31,2022-06-06,432 Main Rd,,Granville,United States,01034-9482,MA,richard.w@agiresourcegroup.com,AVIATION AND GENERAL INDUSTRY RESOURCE GROUP LLC,Foreign,2022-11-12,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,2022-12-13 00:18:17.2100000,,,"All Other Professional, Scientific, and Technical Services (541990)",,,,"432 Main Rd, Granville, MA, 01034-9482, United States",432 Main Rd,Granville,MA,01034-9482,United States,"432 Main Rd, Granville, MA, 01034-9482, United States",432 Main Rd,Granville,MA,01034-9482,United States,,,,,,,,,,,,
C&H TECHNOLOGIES LLC,LLC,Active,Annual report due,2660634,2023-03-31,,40 FRONT AVE,B,WEST HAVEN,United States,06516,CT,carlos@cnhrestoration.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3866667,,United States,"All Other Professional, Scientific, and Technical Services (541990)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Candy Addicts LLC,LLC,Active,Annual report due,2660636,2023-03-31,,71 kelsey st,,New britain,United States,06053,CT,tommyb223@icloud.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3866667,,United States,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry's fix it llc,LLC,Active,Annual report due,2660638,2023-03-31,,1050 Straits Tpke,,Middlebury,United States,06762-2815,CT,jfantauzzi1970@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3800000,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teaghlach LLC,LLC,Active,Annual report due,2660644,2023-03-31,,325 Lafayette Street,4110,Bridgeport,United States,06604,CT,jane@janedavila.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.5400000,,United States,Other Activities Related to Real Estate (531390),,,attyreale@anthonyandreale.com,,,,,,,,,,,,,,,,,,,,,,,,
KETS LLC,LLC,Active,Annual report due,2660664,2023-03-31,,43 Seaview Ave,3A,Stamford,United States,06902-6020,CT,kectolik@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.8166667,,United States,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,,,,,,,,
KJP Management Group LLC,LLC,Active,Annual report due,2660670,2023-03-31,,265 Slater Street,207,Manchester,United States,06042,CT,kaniynparker@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:20.3000000,,United States,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,,,,,
STEPHANY'S SERVICES LLC,LLC,Active,Annual report due,2660674,2023-03-31,,37 SOUTH ST,2,DANBURY,United States,06810,CT,stephany18karol@outlook.es,,Domestic,2022-11-12,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:16.4633333,,United States,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIADVISORYGROUP LLC,LLC,Active,Annual report due,2660675,2023-03-31,,700 Forbes St,,East Hartford,United States,06118-1916,CT,spi@spiadvisorygroup.com,,Domestic,2022-11-12,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:16.4633333,,United States,Educational Support Services (611710),,,,,,,,,,,,,,,,,,,,,,,,,,,
AJC & ASSOCIATES LLC,LLC,Active,Annual report due,2660676,2023-03-31,,24 Woodhaven Dr,,Avon,United States,06001-2421,CT,adam@theadamcannonteam.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,True,False,False,True,2022-12-13 00:18:16.4633333,,United States,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Excess Returns, LLC",LLC,Active,Annual report due,2660684,2023-03-31,,230 Somerset Ave,,Fairfield,United States,06824-4959,CT,jforehand@validea.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3000000,,United States,Internet Publishing and Broadcasting and Web Search Portals (519130),,,,,,,,,,,,,,,,,,,,,,,,,,,
FKBruceDelivery LLC,LLC,Active,Annual report due,2660718,2023-03-31,,48 Wilfred Rd,,Manchester,United States,06040-4719,CT,fkbruce2@yahoo.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:20.3000000,,United States,Couriers and Express Delivery Services (492110),,,fkbruce2@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
negasguy LLC,LLC,Active,Annual report due,2660685,2023-03-31,,16 Lhomme St,,Danielson,United States,06239-3613,CT,negasguy@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.8166667,,United States,Oil and Gas Pipeline and Related Structures Construction (237120),,,,,,,,,,,,,,,,,,,,,,,,,,,
McLean Cuisine LLC,LLC,Active,Annual report due,2660710,2023-03-31,,32 Marble Faun Ln,,Windsor,United States,06095-4766,CT,mcleancuisinellc@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:17.8166667,,United States,Limited-Service Restaurants (722513),,,,,,,,,,,,,,,,,,,,,,,,,,,
"XANDRA, Incorporated LLC",LLC,Active,Annual report due,2660693,2023-03-31,,17 Taft Ln,,Enfield,United States,06082-5223,CT,alexandra@xolexandra.com,,Domestic,2022-11-12,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:21.0433333,,United States,Other Specialized Design Services (541490),,,,,,,,,,,,,,,,,,,,,,,,,,,
Renfro Properties LLC,LLC,Active,Annual report due,2660714,2023-03-31,,463 Butternut St,,Middletown,United States,06457-3579,CT,williere34@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,True,True,False,False,2022-12-13 00:18:17.8166667,,United States,Lessors of Residential Buildings and Dwellings (531110),,,williere34@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
