name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,business_email_address,naics_code,naics_sub_code,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,category_survey_email_address,billing_unit,office_jurisdiction_3,date_of_organization_meeting
THE KIDZ SHOP LLC,LLC,Active,Ready for dissolution,1267057,2019-03-31,"780 PROSPECT HILL ROAD, SUITE B",WINDSOR,06095,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.2733333,,HWOODARDJR@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
THE CLOSET'S GUY LLC,LLC,Active,Ready for dissolution,1267078,2020-03-31,127 STRATFIELD PL,BRIDGEPORT,06606,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3066667,United States,JUAPA2020@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
QUALITY CRAFT DISTRIBUTORS LLC,LLC,Active,Ready for dissolution,1267079,2019-03-31,16 BUSINESS PARK DRIVE,BRANFORD,06405,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3066667,,GREGORYLPAGE@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
SEP WATERBURY NOTE LLC,LLC,Active,Ready for dissolution,1267080,2019-03-31,31 W 34TH ST. SUITE 1012,NEW YORK,10001,NY,Foreign,2018-03-20,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3066667,,,,,,2018-03-20,SEP WATERBURY NOTE LLC,,"1013 CENTRE ROAD SUITE 403-B, WILMINGTON, DE, 19805,",1013 CENTRE ROAD SUITE 403-B,WILMINGTON,DE,19805,,"1013 CENTRE ROAD SUITE 403-B, WILMINGTON, DE, 19805,",1013 CENTRE ROAD SUITE 403-B,WILMINGTON,DE,19805,,,,,,
WATERBURY NOTE LLC,LLC,Active,Ready for dissolution,1267081,2019-03-31,31 W 34TH ST SUITE 1012,NEW YORK,10001,NY,Foreign,2018-03-20,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3066667,,,,,,2018-03-20,WATERBURY NOTE LLC,,"1013 CENTRE ROAD SUITE 403-B, WILMINGTON, DE, 19805,",1013 CENTRE ROAD SUITE 403-B,WILMINGTON,DE,19805,,"1013 CENTRE ROAD SUTIE 403-B, WILMINGTON, DE, 19805,",1013 CENTRE ROAD SUTIE 403-B,WILMINGTON,DE,19805,,,,,,
"M. S. MANAGEMENT ASSOCIATES, INC.",Stock,Active,,1267082,2022-03-20,225 W WASHINGTON ST NONE NONE,INDIANAPOLIS,46204,IN,Foreign,2018-03-20,DE,DE,False,False,False,False,False,,2021-11-10 00:08:22.3066667,United States,CORP.PARALEGAL@SIMON.COM,Other Activities Related to Real Estate (531390),531390.0,,2018-04-01,"M. S. MANAGEMENT ASSOCIATES, INC.",United States,,,,,,,,,,,,,,,,,
STURGES SPORTS GROUP INC,Stock,Active,,1267083,2022-03-20,273 STURGES HWY,WESTPORT,06880,CT,Domestic,2018-03-20,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:22.3066667,United States,lknarang@yahoo.com,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",711320.0,100.0,,,,,,,,,,,,,,,,,,,,
4 LITTLEBROOK NORTH LLC,LLC,Active,Ready for dissolution,1267084,2019-03-31,4 LITTLEBROOK ROAD NORTH,DARIEN,06820,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3066667,,,,,,,,,,,,,,,,,,,,,,,,,
"CHAIN INVESTMENT GROUP, LLC",LLC,Active,Annual report past due,1267085,2021-03-31,ONE TECHNOLOGY DRIVE,TOLLAND,06084,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3066667,United States,info@tollandmining.com,Miscellaneous Financial Investment Activities (523999),523999.0,,,,,,,,,,,,,,,,,,,,,
"PRESENCELEARNING, INC.",Stock,Active,,1267087,2022-03-20,530 SEVENTH AVE. SUITE M1,NEW YORK,10018,NY,Foreign,2018-03-20,DE,DE,False,False,False,False,False,,2021-11-10 00:08:22.3066667,United States,Compliancemail@cscinfo.com,Educational Support Services (611710),611710.0,,2018-03-20,"PRESENCELEARNING, INC.",United States,,,,,,,,,,,,,,,,,
HARTFORD ACQUISITION GROUP LLC,LLC,Active,Annual report past due,1267090,2021-03-31,156 MAPLE AVE. UNIT 212,SPRING VALLEY,10977,NY,Domestic,2018-03-20,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3533333,United States,4254263save@gmail.com,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,
AMG RETAIL II LLC,LLC,Active,Ready for dissolution,1267093,2019-03-31,555 SOUTH COLUMBUS AVE STE 201,MT VERNON,10550,NY,Foreign,2018-03-20,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3533333,,,,,,2018-03-20,AMG RETAIL II LLC,,"874 WALKER RD STE C, DOVER, DE, 19904,",874 WALKER RD STE C,DOVER,DE,19904,,"874 WALKER RD STE C, DOVER, DE, 19904,",874 WALKER RD STE C,DOVER,DE,19904,,,,,,
"HOME FASHION DESIGNS, LLC",LLC,Active,,1267094,2022-03-31,44 INDUSTRIAL PARK DR.,DOVER,03820,NH,Foreign,2018-03-20,DE,DE,False,False,False,False,False,,2021-11-10 00:08:22.3533333,United States,sshute@homefashionsinc.com,Home Furnishing Merchant Wholesalers (423220),423220.0,,2018-03-20,"HOME FASHION DESIGNS, LLC",United States,"44 INDUSTRIAL PARK DR., DOVER, NH, 03820, United States",44 INDUSTRIAL PARK DR.,DOVER,NH,03820,United States,"44 INDUSTRIAL PARK DR., DOVER, NH, 03820, United States",44 INDUSTRIAL PARK DR.,DOVER,NH,03820,United States,,,,,
"ELM CITY COMICS, LLC",LLC,Active,Ready for dissolution,1267095,2020-03-31,135 SHELDON TERRACE,NEW HAVEN,06511,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3533333,United States,augustinereginald@sbcglobal.net,,,,,,,,,,,,,,,,,,,,,,,
AC REIS MANAGEMENT LLC,LLC,Active,Ready for dissolution,1267097,2019-03-31,28 HALSTEAD AVE,PORT CHESTER,10573,NY,Foreign,2018-03-20,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3533333,,AREIS1288@AOL.COM,,,,2018-01-01,AC REIS MANAGEMENT LLC,,"28 HALSTEAD AVE, PORT CHESTER, NY, 10573,",28 HALSTEAD AVE,PORT CHESTER,NY,10573,,"28 HALSTEAD AVE, PORT CHESTER, NY, 10573,",28 HALSTEAD AVE,PORT CHESTER,NY,10573,,,,,,
"FEMINOLOGY, LLC",LLC,Active,Ready for dissolution,1267099,2020-03-31,21 ANDERSON ST.,NEW HAVEN,06511,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3533333,United States,drgingernash@gmail.com,,,,,,,,,,,,,,,,,,,,,,,
"PLANET TECHNOLOGIES, INC.",Stock,Active,,1267108,2022-03-20,"20400 OBSERVATION DRIVE, SUITE 107",GERMANTOWN,20876,MD,Foreign,2018-03-20,DE,DE,False,False,False,False,False,,2021-11-10 00:08:22.3533333,United States,CLS-CTARMSEvidence@wolterskluwer.com,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers (423430),423430.0,,2016-10-01,"PLANET TECHNOLOGIES, INC.",United States,,,,,,,,,,,,,,,,,
"PUZZLES CREATE VISION, INC.",Non-Stock,Active,First report past due,1267120,2020-03-20,No information provided,,,,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file First Report,2021-11-10 00:08:22.3833333,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDIN U INC.,Non-Stock,Active,First report past due,1267121,2020-03-20,No information provided,,,,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file First Report,2021-11-10 00:08:22.3833333,,,,,,,,,,,,,,,,,,,,,,,,,
COMIC CHASERS LLC,LLC,Active,Ready for dissolution,1267176,2019-03-31,7 BRIDGEWATER COMMON,BRIDGEWATER,06752,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.1200000,,COMICCHASERS@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"GODDESS HAIR, LLC",LLC,Active,Ready for dissolution,1267177,2020-03-31,65 OCEAN AVE. 1ST FLOOR,BRIDGEPORT,06605,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.1200000,,GODDESSHAIR50@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"140 WHITE HOLLOW RD., LLC",LLC,Active,,1267186,2022-03-31,140 WHITE HOLLOW ROAD,SHARON,06069,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.1200000,United States,FILING@ACS123.COM,Private Households (814110),,,,,,,,,,,,,,,,,,,,,,
THE PRECIOUS7 LLC,LLC,Active,Ready for dissolution,1267187,2019-03-31,517 EAST PUTNAM AVENUE,GREENWICH,06830,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.1200000,,FILING@ACS123.COM,,,,,,,,,,,,,,,,,,,,,,,
RAVIX TRUCKING INC,B Corp,Active,,1267188,,No information provided,,,,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6666667,,RIMA@FLEETECH.US,,,1000.0,,,,,,,,,,,,,,,,,,,,
BEAUTY IN MY PAIN LLC,LLC,Active,Annual report past due,1267192,2021-03-31,43 S WATER STREET,GREENWICH,06830,CT,Domestic,2018-03-20,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:23.6666667,United States,Bimpllc@gmail.com,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,,,,,,,,,,,,,,,,,,,,
NSIDE LLC,LLC,Active,Ready for dissolution,1267193,2019-03-31,19 THAYER POND RD,NEW CANAAN,06840,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.6666667,,NINETTEENRIQUE@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
363 NAUGATUCK AVENUE LLC,LLC,Dissolved,,1267194,2021-03-31,571 PLAINS ROAD,MILFORD,06460,NY,Domestic,2018-03-20,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6666667,United States,smolencpa@aol.com,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,2021-05-18T00:00:00.000,,,,
ABOUT WELLNESS LLC,LLC,Dissolved,,1267197,2022-03-31,34-3 SHUNPIKE RD PMB # 201,CROMWELL,06416,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6666667,United States,mevaad@gmail.com,All Other Health and Personal Care Stores (446199),,,,,,,,,,,,,,,,,,2021-03-09T00:00:00.000,,,,
NEW HAVEN COCKTAIL WEEK LLC,LLC,Active,Ready for dissolution,1267199,2019-03-31,25 FOREST BROOK ROAD,GUILFORD,06437,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.6666667,,NEWHAVENCOCKTAILWEEK@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"NATIONAL ENTERPRISE SOLUTIONS, LLC",LLC,Active,,1267200,2022-03-31,10 ASPEN DR,MADISON,06443,CT,Domestic,2018-03-20,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:23.6800000,United States,METZEL@NATENTERPRISE.COM,Other Accounting Services (541219),541219.0,,,,,,,,,,,,,,,,,,,,,
"PICTURE PERFECT PONDS, INC.",Stock,Active,,1267202,2022-03-20,1911 EAST MOUNTAIN ROAD,WESTFIELD,01085,MA,Foreign,2018-03-20,MA,MA,False,False,False,False,False,,2021-11-10 00:08:23.6800000,United States,packy97@comcast.net,Landscaping Services (561730),561730.0,,2018-03-20,"PICTURE PERFECT PONDS, INC.",United States,,,,,,,,,,,,,,,,,
DR BATHROOM LLC,LLC,Active,Ready for dissolution,1267203,2020-03-31,142 HIGH STREET 1ST FLOOR,VERNON,06066,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.6800000,United States,DRBATHROOM.CLEANING@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
AK WOODWORK LLC,LLC,Active,,1267205,2022-03-31,2 HIAWATHA TRL,SHELTON,06484,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6800000,United States,akwoodworkllc@gmail.com,Finish Carpentry Contractors (238350),238350.0,,,,,,,,,,,,,,,,,,,,,
"AT HOME PHOTOGRAPHY, LLC",LLC,Active,,1267206,2022-03-31,66 OAKWOOD AVE.,WEST HARTFORD,06119,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6800000,United States,marcia@ghmcpa.net,Photofinishing Laboratories (except One-Hour) (812921),812921.0,,,,,,,,,,,,,,,,,,,,,
"CITY HABITATS, LLC",LLC,Active,Annual report past due,1267207,2021-03-31,10 BIRCH HILL RD.,WESTON,06883,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6800000,United States,Jimmedeiros9@gmail.com,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,
ALLAMERICAN LLC,LLC,Active,Ready for dissolution,1267208,2020-03-31,114 NEW STATE RD APT L,MANCHESTER,06042,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7266667,United States,ALLAMERICANLLC1@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
BIG GARDEN LANDSCAPING LLC,LLC,Active,Ready for dissolution,1267210,2019-03-31,251 MILL ST APT 2,GREENWICH,06830,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7266667,,DELEONWILL330@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
HK GRAY BUSINESS SUPPORT LLC,LLC,Active,,1267211,2022-03-31,11 CIDER MILL ROAD,KENSINGTON,06037,CT,Domestic,2018-03-20,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:23.7266667,United States,thscp5@gmail.com,All Other Business Support Services (561499),561499.0,,,,,,,,,,,,,,,,,,,,,
"NNNS, LLC",LLC,Active,Ready for dissolution,1267212,2019-03-31,6 ICEPOND ROAD,GRANBY,06035,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7266667,,NRRCNC@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"STAN'S CATERING SERVICE, LLC",LLC,Active,Ready for dissolution,1267213,2019-03-31,223 SEYMOUR AVE.,DERBY,06418,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7266667,,STANGIRARD01@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
UNIFIED AGILITY LLC,LLC,Active,Ready for dissolution,1267214,2019-03-31,5 HIGH BRIDGE ROAD,SANDY HOOK,06482,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7266667,,BRUCE@UNIFIEDAGILITY.COM,,,,,,,,,,,,,,,,,,,,,,,
EMBOSS LLC,LLC,Active,,1267216,2022-03-31,2 INDIAN KNOLL PLACE,GREENWICH,06831,CT,Domestic,2018-03-20,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:23.7266667,United States,sue@embossllc.com,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,,,,
"PIPITONE ENTERTAINMENT, LLC",LLC,Active,Ready for dissolution,1267219,2019-03-31,97 WHITING ST. UNIT B,PLAINVILLE,06062,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7266667,,JASON@JASONPIPTONE.COM,,,,,,,,,,,,,,,,,,,,,,,
MOUNTAIN BROOK PROPERTIES LLC,LLC,Active,,1267220,2022-03-31,1 EVERGREEN AVE SUITE 15,HAMDEN,06518,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7266667,United States,erik@cucinelli.com,Nonresidential Property Managers (531312),531312.0,,,,,,,,,,,,,,,,,,,,,
"THE NEW HAVEN PEARLS OF EXCELLENCE FOUNDATION, INCORPORATED",Non-Stock,Active,Ready for dissolution,1267224,2020-03-20,183 HERITAGE DRIVE,WATERBURY,06708,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7266667,United States,nhpearlsofexcellence@gmail.com,,,,,,,,,,,,,,,,,,,,,,,
"YOURCAUSE, LLC",LLC,Active,,1267225,2022-03-31,65 FAIRCHILD ST,CHARLESTON,29492,SC,Foreign,2018-03-20,TX,TX,False,False,False,False,False,,2021-11-10 00:08:23.7266667,United States,Compliancemail@cscinfo.com,Other Computer Related Services (541519),541519.0,,2018-06-15,"YOURCAUSE, LLC",United States,"6111 W. PLANO PARKWAY SUITE 1000YC, PLANO, TX, 75093,",6111 W. PLANO PARKWAY SUITE 1000YC,PLANO,TX,75093,,"6111 W PLANO PARKWAY SUITE 100YC, PLANO, TX, 75093, United States",6111 W PLANO PARKWAY SUITE 100YC,PLANO,TX,75093,United States,,,,,
CEDAR CREEK FARM LLC,LLC,Active,,1267226,2022-03-31,93 DOUBLING ROAD,GREENWICH,06830,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7266667,United States,DDIWIK@PRIVATEPARTNERHOLDINGS.COM,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,,
"J.A.H. FINANCIAL SERVICE & REAL ESTATE, LLC",LLC,Active,,1267227,2022-03-31,696 PARK STREET,HARTFORD,06106,CT,Domestic,2018-03-20,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:23.7266667,United States,jahtaxservice@gmail.com,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,,,,,,,,,,,,,
"RESOLVE RECOVERY, LLC",LLC,Active,Ready for dissolution,1267229,2020-03-31,66 NORTH MAIN STREET,BRANFORD,06405,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7266667,United States,KRISTENRILEY@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
29 ANN STREET LLC,LLC,Active,Ready for dissolution,1267230,2019-03-31,33 DISMUKES ST,KITTERY,03904,ME,Domestic,2018-03-20,ME,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7600000,,ROB@DUBIELCPA.COM,,,,,,,,,,,,,,,,,,,,,,,
"FUNKY BUNGALOW, LLC",LLC,Active,Ready for dissolution,1267231,2019-03-31,184 MAIDEN LN.,DURHAM,06422,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7600000,,FUNKYBUNGALOW@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
911 MOTORSPORT LLC,LLC,Active,,1267232,2022-03-31,520 WATERTOWN AVE,WATERBURY,06708,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7600000,United States,911motorsportllc@gmail.com,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",,,,,,,,,,,,,,,,,,,,,,
"P2DEV, LLC",LLC,Active,,1267234,2022-03-31,28 BABCOCK HILL ROAD,SOUTH WINDHAM,06266,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7600000,United States,paulmdemers@live.com,Custom Computer Programming Services (541511),541511.0,,,,,,,,,,,,,,,,,,,,,
BIG DREAM AUTO LLC,LLC,Active,Ready for dissolution,1267235,2019-03-31,69 TURN OF RIVER RD,STAMFORD,06905,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7600000,,MIGUELP3R3Z89@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
NASTASI MAINTENANCE & CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1267237,2020-03-31,50 ROCKEFELLER PLAZA,NEW YORK,10020,NY,Foreign,2018-03-20,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7600000,,NE@REGISTEREDAGENTSINC.COM,,,,2018-03-20,NASTASI MAINTENANCE & CONSTRUCTION LLC,,"50 ROCKEFELLER PLAZA, NEW YORK, NY, 10020,",50 ROCKEFELLER PLAZA,NEW YORK,NY,10020,,"50 ROCKEFELLER PLAZA, NEW YORK, NY, 10020,",50 ROCKEFELLER PLAZA,NEW YORK,NY,10020,,,,,,
ELYSION LLC,LLC,Dissolved,,1267238,2022-03-31,31 WILDWOOD ROAD 31 WILDWOOD ROAD,WEST SIMSBURY,06092,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7600000,United States,info@elysion-consulting.com,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,,,,,,,,,2021-03-08T00:00:00.000,,,,
"ULIANO ENTERPRISES, LLC",LLC,Active,Ready for dissolution,1267239,2019-03-31,290 TREADWELL STREET UNIT 1503,HAMDEN,06517,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7600000,,ALLORGANIZINGSOLUTIONS@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
"ULIANO ENDEAVORS, LLC",LLC,Active,Ready for dissolution,1267240,2019-03-31,290 TREADWELL STREET UNIT 1503,HAMDEN,06517,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7600000,,ALLORGANIZINGSOLUTIONS@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
"JTW LAWN CARE & PRESSURE WASHING, LLC",LLC,Active,,1267241,2022-03-31,13 LOCUST CT.,WATERFORD,06385,CT,Domestic,2018-03-20,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:23.7600000,United States,Tammo7@aol.com,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,,
"RS-AXIADO, LLC",LLC,Active,,1267243,2022-03-31,137 ROWAYTON AVE SUITE 200,NORWALK,06853,CT,Foreign,2018-03-20,DE,DE,False,False,False,False,False,,2021-11-10 00:08:23.7600000,United States,dconnors@rocketstrategiesllc.com,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,,2018-03-16,"RS-AXIADO, LLC",United States,"850 NEW BURTON RD. SUITE 201, DOVER, DE, 19904,",850 NEW BURTON RD. SUITE 201,DOVER,DE,19904,,"850 NEW BURTON RD. SUITE 201, DOVER, DE, 19904, United States",850 NEW BURTON RD. SUITE 201,DOVER,DE,19904,United States,,,,,
"LJMRJ, LLC",LLC,Active,Ready for dissolution,1267247,2020-03-31,3 LAMPLIGHTER LN.,NEW MILFORD,06776,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7600000,,Jamesm@brothersgutters.com,,,,,,,,,,,,,,,,,,,,,,,
ZEMORA GROUP LLC,LLC,Active,Ready for dissolution,1267250,2019-03-31,5 OLD ORCHARD RD,BLOOMFIELD,06002,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7600000,,FWOMACK@IMAGINEERSLLC.COM,,,,,,,,,,,,,,,,,,,,,,,
JD ESTATES LLC,LLC,Active,Ready for dissolution,1267253,2019-03-31,1278 MAIN STREET UNIT 3,WATERTOWN,06795,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7600000,,JDESTATESLLC@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
CLAUDIO ROBERTO DE MORAES LLC,LLC,Active,Ready for dissolution,1267254,2019-03-31,13 COTTAGE ST 13 COTTAGE ST,DANBURY,06810,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9300000,,EDAFIESCHI@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"B & E PROPERTY, LLC",LLC,Active,Ready for dissolution,1267255,2019-03-31,105 NORTH PASTURE LANE,STRATFORD,06614,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9300000,,BRUNO.MIRAFIORE@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
CHIPPING AWAY LLC,LLC,Active,Annual report past due,1267256,2021-03-31,39 SALEM BLVD,NAUGATUCK,06770,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9300000,United States,ECAP3232@GMAIL.COM,Other Grocery and Related Products Merchant Wholesalers (424490),424490.0,,,,,,,,,,,,,,,,,,,,,
ROKEDA LLC,LLC,Dissolved,,1267257,2021-03-31,7 DEAN STREET UNIT 110,DANBURY,06810,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9300000,United States,EFILE1234@INCFILE.COM,Electronic Shopping and Mail-Order Houses (454110),454110.0,,,,,,,,,,,,,,,,,2020-11-30T00:00:00.000,,,,
HM MARTINELI ENTERPRISE LLC,LLC,Active,Ready for dissolution,1267258,2019-03-31,69 COLONY AVE,TRUMBULL,06611,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9300000,,ATLANTISLLC@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
INFINITE MULTIMEDIA LLC,LLC,Active,,1267260,2022-03-31,349 KING ST,BRISTOL,06010,CT,Domestic,2018-03-20,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:20.9300000,United States,infinitemultimediallc@gmail.com,Teleproduction and Other Postproduction Services (512191),512191.0,,,,,,,,,,,,,,,,,,,,,
ESTEVES CONSTRUCTION SERVICES LLC,LLC,Active,,1267262,2022-03-31,1000 LAFAYETTE BLVD STE 1100,BRIDGEPORT,06604,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9300000,United States,EFILE1234@INCFILE.COM,Other Heavy and Civil Engineering Construction (237990),238910.0,,,,,,,,,,,,,,,,,,,,,
