name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,total_authorized_shares,create_dt,billingcountry,naics_code,naics_sub_code,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,category_survey_email_address,billing_unit,date_of_organization_meeting
"PREMIER ORAL SURGERY & IMPLANTOLOGY CENTER, PLLC",LLC,Active,Annual report past due,1263912,2021-03-31,346 MAIN AVENUE SUITE H,NORWALK,06851,CT,manager@dentalsurgeryandimplants.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.9000000,United States,Offices of Dentists (621210),621210.0,,,,,,,,,,,,,,,,,,,
"NEW LEDGER, INC.",Stock,Active,Annual report past due,1263913,2021-02-20,68 ROUND HILL DRIVE,STAMFORD,06903,CT,dan.simerman@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,10000.0,2021-11-10 00:10:20.9000000,United States,Other Management Consulting Services (541618),541618.0,,,,,,,,,,,,,,,,,,,
"HCSG CLINICAL SERVICES, LLC",LLC,Active,,1263914,2022-03-31,850 BEAR TAVERN ROAD SUITE 306,EWING,08628,NJ,Compliancemail@cscinfo.com,Foreign,2018-02-20,NJ,NJ,False,False,False,False,False,,,2021-11-10 00:10:21.5566667,United States,Facilities Support Services (561210),561210.0,2018-02-01,"HCSG CLINICAL SERVICES, LLC",United States,"850 BEAR TAVERN ROAD SUITE 306, EWING, NJ, 08628,",850 BEAR TAVERN ROAD SUITE 306,EWING,NJ,08628,,"850 BEAR TAVERN ROAD SUITE 306, EWING, NJ, 08628, United States",850 BEAR TAVERN ROAD SUITE 306,EWING,NJ,08628,United States,,,,
ARS TRANSPORTATION LLC,LLC,Active,,1263916,2022-03-31,295 S ELM ST,WALLINGFORD,06492,CT,sandyleyva79@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.5566667,United States,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,,
"INTREPID PRODUCT GROUP, LLC",LLC,Active,Ready for dissolution,1263917,2019-03-31,120 OLD STAMFORD ROAD,NEW CANAAN,06840,CT,,Foreign,2018-02-20,DE,DE,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:21.5566667,,,,2018-02-09,"INTREPID PRODUCT GROUP, LLC",,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,,,,
"BK BUILDER, INC.",Stock,Active,First report past due,1263918,2020-02-20,No information provided,,,,,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file First Report,4.0,2021-11-10 00:10:21.5566667,,,,,,,,,,,,,,,,,,,,,,
"300 CALLEGARI DRIVE, LLC",LLC,Active,Annual report past due,1263919,2021-03-31,300 CALLEGARI DRIVE,WEST HAVEN,06516,CT,jbarna@oberk.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.5566667,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,
FOUNDATION RX DANBURY INC,Stock,Active,Ready for dissolution,1263921,2020-02-20,540 FEDERAL ROAD,BROOKFIELD,06804,CT,erikpadilla3232@yahoo.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,400.0,2021-11-10 00:10:21.5566667,,,,,,,,,,,,,,,,,,,,,,
"ABC MINING, INC.",Stock,Active,Ready for dissolution,1263922,2020-02-20,38 SILVA TERR,OXFORD,06478,CT,bcegervari@abcmining.net,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,100.0,2021-11-10 00:10:21.5566667,,,,,,,,,,,,,,,,,,,,,,
"PLUSHCARE OF CALIFORNIA, INC., A PROFESSIONAL CORPORATION",Stock,Active,,1263923,2022-02-20,650 5TH STREET STE 405,SAN FRANCISCO,94107,CA,Compliancemail@cscinfo.com,Foreign,2018-02-20,CA,CA,False,False,False,False,False,,,2021-11-10 00:10:21.5566667,United States,Offices of Physicians (except Mental Health Specialists) (621111),621111.0,2018-02-20,"PLUSHCARE OF CALIFORNIA, INC., A PROFESSIONAL CORPORATION",United States,,,,,,,,,,,,,,,,
"MANY MOVEMENTZ ENTERTAINMENT, LLC",LLC,Active,Ready for dissolution,1263924,2019-03-31,114 KENT AVE,BRIDGEPORT,06610,CT,,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:21.5566667,,,,,,,,,,,,,,,,,,,,,,
"VANFLEET PAYMENTS CONSULTING, LLC",LLC,Active,Ready for dissolution,1263925,2019-03-31,160 RANGE RD,SOUTHPORT,06890,CT,,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:21.5566667,,,,,,,,,,,,,,,,,,,,,,
"DESCHAPELLES DESIGN, LLC",LLC,Active,,1263926,2022-03-31,48 LOCKWOOD ROAD,RIVERSIDE,06878,CT,eileen@deschapellesdesign.com,Domestic,2018-02-20,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:21.5566667,United States,Interior Design Services (541410),,,,,,,,,,,,,,,,,,,,
"GULFSTAR AVIATION, LLC",LLC,Active,,1263927,2022-03-31,46 SUNSET TERRACE,SOUTH WINDSOR,06074,CT,mark@butco.net,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.5566667,United States,Flight Training (611512),611512.0,,,,,,,,,,,,,,,,,,,
WASHINGTON STREET HOLDING LLC,LLC,Active,Ready for dissolution,1263928,2020-03-31,50 GILLETT STREET,HARTFORD,06105,CT,JDEUTSCH@BHPM.US,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:21.5566667,United States,,,,,,,,,,,,,,,,,,,,,
"CHELSEA SCOTT HOLDINGS, L.L.C.",LLC,Active,,1263929,2022-03-31,2840 WHITNEY AVE,HAMDEN,06518,CT,chrismart4@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.5566667,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,
BASILIO CUAPIO ATRIANO LLC,LLC,Active,Ready for dissolution,1263930,2019-03-31,150 COLUMBUS  1 FL LEFT,NEW HAVEN,06519,CT,,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:21.5566667,,,,,,,,,,,,,,,,,,,,,,
"BOWS4SUPERSTARSBYJAYMAR, LLC",LLC,Active,Ready for dissolution,1263931,2019-03-31,10 CHASE RIVER ROAD,WATERBURY,06704,CT,BOWS4SUPERSTARBYJAYMAR@YAHOO.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:21.5566667,,,,,,,,,,,,,,,,,,,,,,
"EAGLE STREET PARTNERS 2, LLC",LLC,Active,,1263932,2022-03-31,16 PROSPECT AVENUE,DARIEN,06820,CT,mccesq@optonline.net,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.5566667,United States,Refrigerated Warehousing and Storage (493120),493120.0,,,,,,,,,,,,,,,,,,,
IP/HOLDCO FUNDING LLC,LLC,Active,,1263936,2022-03-31,9 SUNSHINE AVENUE,RIVERSIDE,06878,CT,ipholdcoct@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.6033333,United States,Miscellaneous Intermediation (523910),523910.0,,,,,,,,,,,,,,,,,,,
"SAFE BUS HOLDINGS, LLC",LLC,Active,,1263962,2022-03-31,76 WESTBURY PARK ROAD SUITE 300E,WATERTOWN,06795,CT,Brandon.dufour@thenextstreet.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.6033333,United States,Professional and Management Development Training (611430),611430.0,,,,,,,,,,,,,,,,,,,
"38 JACKSON DRIVE, LLC",LLC,Active,,1263963,2022-03-31,30 SHADOWOOD ROAD,FAIRFIELD,06824,CT,avivlangus@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.6033333,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,
7 FIRST STREET LLC,LLC,Dissolved,,1263964,2020-03-31,"263 TRESSER BOULEVARD ONE STAMFORD PLAZA, SUITE 1400 HOLLAND & KNIGHT LLP, C/O MARK HARANZO",STAMFORD,06901,CT,Compliancemail@cscinfo.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.6033333,United States,,,,,,,,,,,,,,,,,,2020-11-20T00:00:00.000,,,
"MONTVILLE APARTMENTS, LLC",LLC,Active,,1263965,2022-03-31,45 HAWTHORNE ST OFFICE,BRISTOL,06010,CT,adamlicitra@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.6033333,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,
BEACHNOOK LLC,LLC,Dissolved,,1263966,2019-03-31,"263 TRESSER BOULEVARD ONE STAMFORD PLAZA, SUITE 1400 HOLLAND & KNIGHT LLP, C/O MARK HARANZO",STAMFORD,06901,CT,,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.6366667,,,,,,,,,,,,,,,,,,,2020-11-20T00:00:00.000,,,
THREE P LOGISTIC LLC,LLC,Active,Ready for dissolution,1263973,2019-03-31,27 HARTLAND ST.,HARTFORD,06112,CT,PEART.LLOYD@YAHOO.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:21.6366667,,,,,,,,,,,,,,,,,,,,,,
LEAH BELL CARE COUNSELING LLC,LLC,Active,,1263974,2022-03-31,"435 BUCKLAND ROAD BLDG B, UPPER LEVEL",SOUTH WINDSOR,06074,CT,leahkoach@icloud.com,Domestic,2018-02-20,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:21.6366667,United States,"Offices of Physicians, Mental Health Specialists (621112)",621112.0,,,,,,,,,,,,,,,,,,,
"PATTONAIR USA, INC.",Stock,Active,,1263986,2022-02-20,1900 ROBOTICS PLACE,FORT WORTH,76118,TX,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2018-02-20,TX,TX,False,False,False,False,False,,,2021-11-10 00:10:22.2000000,United States,Business to Business Electronic Markets (425110),423860.0,2017-01-01,"PATTONAIR USA, INC.",United States,,,,,,,,,,,,,,,,
"CENTRAL MA PROPERTIES, LLC",LLC,Active,Ready for dissolution,1264015,2019-03-31,7 POINT ROAD,NORTH BROOKFIELD,01535,MA,,Domestic,2018-02-20,MA,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2466667,,,,,,,,,,,,,,,,,,,,,,
"CUBE PROPERTY SOLUTIONS, LLC",LLC,Active,Ready for dissolution,1264291,2019-03-31,6 WAVERLY PL,STAMFORD,06902,CT,TINMAN06877@YAHOO.COM,Foreign,2018-02-20,NV,NV,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:21.5566667,,,,2018-01-30,"CUBE PROPERTY SOLUTIONS, LLC",,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147,",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147,",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,,,,,
SANTANGELO & VAZARI LLC,LLC,Active,Ready for dissolution,1264332,2020-03-31,59 RENNELL ST.,BRIDGEPORT,06604,CT,SANTANGELOVAZARILLC@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:21.6033333,United States,,,,,,,,,,,,,,,,,,,,,
JG CARPET CLEANING LLC,LLC,Active,,1264336,2022-03-31,196 CRESCENT DRIVE 196 CRESCENT DRIVE,EAST HARTFORD,06118,CT,Johngneda0@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.6033333,United States,Other Personal and Household Goods Repair and Maintenance (811490),811490.0,,,,,,,,,,,,,,,,,,,
MARLBOROUGH COMMUNICATIONS LLC,LLC,Active,Annual report past due,1264340,2021-03-31,218 ROGERS RD,NORWICH,06360,CT,stephen.nowak@wireless-zone.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.6366667,United States,Electronics Stores (443142),443142.0,,,,,,,,,,,,,,,,,,,
"HER TRANSFORMATION OBGYN, PLLC",LLC,Active,,1264341,2022-03-31,2228 BLACK ROCK TURNPIKE SUITE 211,FAIRFIELD,06825,CT,vedusa@htobgyn.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.6366667,United States,Offices of Physicians (except Mental Health Specialists) (621111),621111.0,,,,,,,,,,,,,,,,,,,
"GUILFORD BRAVES, LLC",LLC,Active,Ready for dissolution,1264342,2019-03-31,800 VILLAGE WALK #213,GUILFORD,06437,CT,NSHEPTER@JEFLEGAL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:21.6366667,,,,,,,,,,,,,,,,,,,,,,
LOCOS SHOP 4 LIFE INC,Non-Stock,Active,First report past due,1264343,2020-02-20,No information provided,,,,LUISDIAZVAZQUEZ@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file First Report,,2021-11-10 00:10:21.6366667,,,,,,,,,,,,,,,,,,,,,,
INVERSE COMMUNICATIONS LLC,LLC,Active,Ready for dissolution,1264344,2019-03-31,225 MAPLE ST,EAST HARTFORD,06118,CT,ADESSAPRODUCTIONS@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:21.6366667,,,,,,,,,,,,,,,,,,,,,,
ANDREW CO. LLC,LLC,Active,Ready for dissolution,1264347,2019-03-31,1015 FAIRFIELD AVE 5G,BRIDGPORT,06605,CT,ANDREWCHERNYK@YAHOO.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:21.6366667,,,,,,,,,,,,,,,,,,,,,,
"AGRIBLE, INC.",Stock,Active,,1264348,2022-02-20,3005 ROCKY MOUNTAIN AVENUE,LOVELAND,80538,CO,kara.fenton@nutrien.com,Foreign,2018-02-20,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:21.6366667,United States,Farm Management Services (115116),115116.0,2014-04-01,"AGRIBLE, INC.",United States,,,,,,,,,,,,,,,,
"PMTS, LLC",LLC,Active,,1264349,2022-03-31,535 WHALLEY AVE.,NEW HAVEN,06511,CT,liquorworldnh@gmail.com,Domestic,2018-02-20,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:21.6366667,United States,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,,,,,,,,,,,,,,,,,,,
"GRZ PROPERTIES, LLC",LLC,Active,,1264355,2022-03-31,187 MONROE STREET,BRIDGEPORT,06605,CT,gary@archdoorcorp.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.6366667,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,
SIGMA CONSULTING LLC,LLC,Active,Ready for dissolution,1264356,2019-03-31,41 ST.JAMES AVENUE,ENFIELD,06082,CT,KATHY@GAZISASSOCIATES.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:21.6366667,,,,,,,,,,,,,,,,,,,,,,
"HULK HAULING, LLC",LLC,Active,,1264358,2022-03-31,140 WOODSIDE GREEN,STAMFORD,06905,CT,erica.sherman001@gmail.com,Domestic,2018-02-20,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:21.6366667,United States,Other Personal and Household Goods Repair and Maintenance (811490),811490.0,,,,,,,,,,,,,,,,,,,
23 SEAVIEW STAMFORD LLC,LLC,Active,Ready for dissolution,1264359,2020-03-31,42 HEDGE BROOK LANE,STAMFORD,06903,CT,MARC@SENTINELMAINTENANCE.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2133333,United States,,,,,,,,,,,,,,,,,,,,,
"THE FARM AT WOODSONG HOLLOW, LLC",LLC,Active,Ready for dissolution,1264360,2019-03-31,126 GRAYVILLE ROAD,AMSTON,06231,CT,THEFARMATWOODSONGHOLLOW@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2133333,,,,,,,,,,,,,,,,,,,,,,
"MAGDA'S LEGACY, LLC",LLC,Active,,1264361,2022-03-31,831 FEDERAL ROAD,BROOKFIELD,06804,CT,carrie@hyconstruction.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.2133333,United States,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,,,,,,,
"CREDIT LENDERS SERVICE AGENCY, INC.",Stock,Active,Ready for dissolution,1264362,2019-02-20,"7 FOSTER AVE, SUITE 200",GIBBSBORO,08026,NJ,TJSWIDER@CREDITLENDERS.COM,Foreign,2018-02-20,NJ,NJ,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2133333,,,,2018-05-01,"CREDIT LENDERS SERVICE AGENCY, INC.",,,,,,,,,,,,,,,,,
HAMMONASSET GROUP LLC,LLC,Active,Annual report past due,1264364,2021-03-31,155 OVERSHORES DRIVE W,MADISON,06443,CT,STAYLORMOXIE@OUTLOOK.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.2133333,,Miscellaneous Financial Investment Activities (523999),523999.0,,,,,,,,,,,,,,,,,,,
"ACAP PARTNERS, INC.",Stock,Active,First report past due,1264368,2020-02-20,No information provided,,,,ACAP74@AOL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file First Report,200.0,2021-11-10 00:10:22.2133333,,,,,,,,,,,,,,,,,,,,,,
"DSD SOFTWARE, LLC",LLC,Active,,1264370,2022-03-31,1453 NEW HAVEN ROAD,NAUGATUCK,06770,CT,renee.quijano@surfct.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.2133333,United States,Custom Computer Programming Services (541511),541511.0,,,,,,,,,,,,,,,,,,,
UNDER THE TREE LLC,LLC,Active,Ready for dissolution,1264371,2019-03-31,1174 LAUREL AVE,BRIDGEPORT,06604,CT,KAMTAXINC@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2133333,,,,,,,,,,,,,,,,,,,,,,
"CARTER MULTIFAMILY FUND MANAGEMENT COMPANY, LLC",LLC,Withdrawn,,1264372,2021-03-31,"4890 W. KENNEDY BLVD, SUITE 200",TAMPA,33609,FL,Compliancemail@cscinfo.com,Foreign,2018-02-20,FL,FL,False,False,False,False,False,,,2021-11-10 00:10:22.2133333,United States,Payroll Services (541214),541214.0,2018-02-01,"CARTER MULTIFAMILY FUND MANAGEMENT COMPANY, LLC",United States,"4890 W. KENNEDY BLVD, SUITE 200, TAMPA, FL, 33609,","4890 W. KENNEDY BLVD, SUITE 200",TAMPA,FL,33609,,"4890 W. KENNEDY BLVD, SUITE 200, TAMPA, FL, 33609, United States","4890 W. KENNEDY BLVD, SUITE 200",TAMPA,FL,33609,United States,,,,
"HOOEY, LLC",LLC,Active,,1264374,2022-03-31,319 PONUS RIDGE,NEW CANAAN,06840,CT,hooeymountain@gmail.com,Domestic,2018-02-20,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:22.2133333,United States,"Independent Artists, Writers, and Performers (711510)",711510.0,,,,,,,,,,,,,,,,,,,
NOTTWOODS REALTY LLC,LLC,Active,,1264375,2022-03-31,615 WATERVILLE RD,AVON,06001,CT,zraik@yahoo.com,Domestic,2018-02-20,CT,Connecticut,False,True,False,False,False,,,2021-11-10 00:10:22.2133333,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,
"FORREST RYAN MEMORIAL FOUNDATION, INC.",Non-Stock,Active,Ready for dissolution,1264376,2019-02-20,5 JET BROOK ROAD,NEWTOWN,06470,CT,Jillmryan@aol.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2133333,,,,,,,,,,,,,,,,,,,,,,
M C CEDAR CORP,Non-Stock,Active,Ready for dissolution,1264377,2019-02-20,155 POST RD E  SUITE 8A,WESTPORT,06880,CT,laoficinahispana@aol.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2133333,,,,,,,,,,,,,,,,,,,,,,
AUDLEY TRUCKING LLC,LLC,Active,Annual report past due,1264378,2021-03-31,136 EDGEWOOD ST,HARTFORD,06112,CT,georgiareid234023@gmail.com,Domestic,2018-02-20,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:22.2133333,United States,"General Freight Trucking, Local (484110)",484110.0,,,,,,,,,,,,,,,,,,,
KATZ INDUSTRIAL SUPPLY LLC,LLC,Active,Ready for dissolution,1264379,2019-03-31,540 MAIN STREET,EAST HAVEN,06512,CT,ROBHARDWARE@AOL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2133333,,,,,,,,,,,,,,,,,,,,,,
JMHEALTH MARKETING LLC,LLC,Active,,1264380,2022-03-31,304 MAIN AVENUE #192,NORWALK,06851,CT,jmhealth123@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.2133333,United States,All Other Information Services (519190),,,,,,,,,,,,,,,,,,,,
VISIONARY CAMPAIGN GROUP LLC,LLC,Active,Ready for dissolution,1264381,2019-03-31,5460 CONGRESS STREET,FAIRFIELD,06824,CT,VISIONARYCAMPAIGNGROUP@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2466667,,,,,,,,,,,,,,,,,,,,,,
"CENTURY 22, LLC",LLC,Active,Ready for dissolution,1264382,2019-03-31,1201 BOSTON POST RD STE 1215,MILFORD,06460,CT,ERDOGDUMHMT@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2466667,,,,,,,,,,,,,,,,,,,,,,
TRILLDEGA LLC,LLC,Active,Ready for dissolution,1264383,2019-03-31,99 W MAIN ST APT 306,NEW BRITAIN,06051,CT,DAVIDBKARTELLI@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2466667,,,,,,,,,,,,,,,,,,,,,,
JULIO DIAZ HANDYMAN SERVICES LLC,LLC,Active,Ready for dissolution,1264385,2019-03-31,24 BURLEY AVE A2,STAMFORD,06902,CT,JULIORD1989@HOTMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2466667,,,,,,,,,,,,,,,,,,,,,,
CLEM FUND LLC,LLC,Active,Ready for dissolution,1264386,2020-03-31,30 CHERRY STREET,DARIEN,06820,CT,CLEM_GARCIA@YAHOO.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2466667,United States,,,,,,,,,,,,,,,,,,,,,
BUCKY AUDIT LLC,LLC,Dissolved,,1264387,2020-03-31,21 BARROWS ROAD,EASTON,06612,CT,FILINGS@LEGALINC.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.2466667,United States,,,,,,,,,,,,,,,,,,2021-02-22T00:00:00.000,,,
"TRACY CLOUGH, LCSW, LLC",LLC,Active,,1264388,2022-03-31,44 LONG HILL ROAD,GUILFORD,06437,CT,tracy.clough.lcsw@gmail.com,Domestic,2018-02-20,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:22.2466667,United States,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,,,,,,,,,,,,,,,,,,
"STONEBRIDGE FUNDING I, LLC",LLC,Active,Annual report past due,1264389,2021-03-31,2150 POST ROAD SUITE 301,FAIRFIELD,06824,CT,ndibiasi@hjsims.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.2466667,United States,Investment Banking and Securities Dealing (523110),523110.0,,,,,,,,,,,,,,,,,,,
"GOOD YEARS, LLC",LLC,Active,Ready for dissolution,1264391,2019-03-31,"307 EAST ST, SUITE 7",PLAINVILLE,06062,CT,ERIC.OAKLANDDEVELOPERS@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2466667,,,,,,,,,,,,,,,,,,,,,,
"111 SUNSET HILL ROAD, LLC",LLC,Active,Ready for dissolution,1264392,2019-03-31,79 DEVONWOOD LANE,NEW CANAAN,06840,CT,JILLFRANZ@OPTONLINE.NET,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2466667,,,,,,,,,,,,,,,,,,,,,,
"DIVERSIFIED DIAGNOSTICS, INC.",Stock,Active,Ready for dissolution,1264393,2019-02-20,2050 NICHOLS LANDING WAY,DACULA,30019,CT,MAKSPERLIN@GMAIL.COM,Foreign,2018-02-20,GA,GA,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2466667,,,,2018-02-20,"DIVERSIFIED DIAGNOSTICS, INC.",,,,,,,,,,,,,,,,,
241 SEATON ROAD LLC,LLC,Active,Ready for dissolution,1264394,2019-03-31,17 RAMAPOO HILL ROAD,RIDGEFIELD,06877,CT,LDL617G@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2466667,,,,,,,,,,,,,,,,,,,,,,
"811 WEED STREET, LLC",LLC,Active,,1264395,2022-03-31,811 WEED STREET,NEW CANAAN,06840,CT,whittakerk@yahoo.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.2466667,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,
TOBIN'S LLC,LLC,Active,Ready for dissolution,1264397,2020-03-31,182 GRAND ST.,WATERBURY,06702,CT,bruce.brenia@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2466667,United States,,,,,,,,,,,,,,,,,,,,,
