name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,total_authorized_shares,create_dt,sub_status,reason_for_administrative,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
"WILSON FAMILY LAW, LLC",LLC,Active,1260526,2019-03-31,30 LANDIN STREET,WOODBRIDGE,,06525,CT,JESSICAELLEN526@GMAIL.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:19.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"MAJOR AIMS RECORDING STUDIO, LLC",LLC,Active,1260527,2019-03-31,105 HENRY ST.,HARTFORD,,06114,CT,MAJORAIMSRECORDINGSTUDIO@GMAIL.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:19.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
COOPER KERRY LLC,LLC,Active,1260528,2022-03-31,117 COLEMAN RD,GLASTONBURY,United States,06033,CT,EFILE1234@INCFILE.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),812990.0,,2021-11-10 00:10:19.5433333,,,,,,,,,,,,,,,,,,,,,
"WARRIOR WALKERS, LLC",LLC,Active,1260530,2019-03-31,332 BELDEN HILL RD.,WILTON,,06897,CT,WARRIORWALKERS16@GMAIL.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:19.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"INFINITE WISDOM CLOTHING COMPANY, LLC",LLC,Active,1260531,2019-03-31,121 TOWNE STREET UNIT 636,STAMFORD,,06902,CT,THOMPSON.KANTHONY@GMAIL.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:19.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"LEVIN PSYCHIATRIC, LLC",LLC,Active,1260532,2022-03-31,211 OSBORN AVENUE,NEW HAVEN,United States,06511,CT,office@levinpsychiatric.com,Domestic,2018-01-15,CT,Connecticut,True,False,False,False,False,"Offices of Physicians, Mental Health Specialists (621112)",621112.0,,2021-11-10 00:10:19.5433333,,,,,,,,,,,,,,,,,,,,,
AFFINITY CPAS LLC,LLC,Active,1260533,2019-03-31,1495 BLACK ROCK TPKE #2A,FAIRFIELD,,06825,CT,GLENN@AFFINITYCPAS.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:19.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
111-113 WEST DISTRICT ROAD LLC,LLC,Active,1260534,2019-03-31,10 BUTTERNUT DRIVE,UNIONVILLE,,06085,CT,DVAGNINI@GMAIL.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:19.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"CAMOIN ASSOCIATES, INC.",Stock,Active,1260535,2022-01-15,120 WEST AVENUE SUITE 303,SARATOGA SPRINGS,United States,12866,NY,eteets@camoinassociates.com,Foreign,2018-01-15,NY,NY,False,False,False,False,False,Research and Development in the Social Sciences and Humanities (541720),541720.0,,2021-11-10 00:10:19.5733333,,,,2017-03-06,"CAMOIN ASSOCIATES, INC.",United States,,,,,,,,,,,,,,,
"RIDE ALONG TRANSPORTATION, LLC",LLC,Active,1260536,2020-03-31,60 CONNOLLY PKWY BUILDING 11 SUITE 213,HAMDEN,United States,06514,CT,Ridealongtransports@gmail.com,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,All Other Transit and Ground Passenger Transportation (485999),,,2021-11-10 00:10:19.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"NEW ENGLAND WELLNESS, LLC",LLC,Active,1260537,2019-03-31,167 FAIRVIEW AVE,STAMFORD,,06902,CT,LAURIE.FINDEISEN@GMAIL.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:19.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
TEL OUTDOORS LLC,LLC,Active,1260538,2022-03-31,85 PLUMB AVE,MERIDEN,United States,06450,CT,tlarsonsw@aol.com,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,Sporting Goods Stores (451110),451110.0,,2021-11-10 00:10:19.5733333,,,,,,,,,,,,,,,,,,,,,
GOTTI'S CLOSET LLC,LLC,Active,1260539,2019-03-31,188 NORTH STREET,NEW BRITAIN,,06051,CT,GOTTISCLOSET@GMAIL.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:19.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
BEST REAL ESTATE AGENTS LLC,LLC,Active,1260540,2019-03-31,"30 WOODLAND STREET, 5E 30 WOODLAND STREET, 5E",HARTFORD,,06105,CT,THEPROPERTYPROFESSOR@HOTMAIL.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:19.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"CSCT, LLC",LLC,Active,1260541,2021-03-31,75 BRENTWOOD DR,SOUTHINGTON,United States,06489,CT,CHIRAYUJSHAH@GMAIL.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,Educational Support Services (611710),611710.0,,2021-11-10 00:10:19.5733333,Annual report past due,,,,,,,,,,,,,,,,,,,,
"DECORUM & ASSOCIATES, LLC",LLC,Active,1260542,2022-03-31,6 ESQUIRE ROAD,NORWALK,United States,06851,CT,decorum.associates@gmail.com,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),,,2021-11-10 00:10:19.5733333,,,,,,,,,,,,,,,,,,,,,
VAL'S VITTLES LLC,LLC,Active,1260543,2022-03-31,90 SAVARESE LANE,BURLINGTON,United States,06013,CT,valsvittles@yahoo.com,Domestic,2018-01-15,CT,Connecticut,True,False,False,False,False,Mobile Food Services (722330),722330.0,,2021-11-10 00:10:19.5733333,,,,,,,,,,,,,,,,,,,,,
GERARDO DE JESUS ORTEGA DIAZ LLC,LLC,Active,1260544,2019-03-31,3 AUSTIN ST #A,NORWALK,,06854,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:19.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
D.R. CARPENTRY LLC,LLC,Active,1260546,2022-03-31,1041 MOUNTAIN RD,BLOOMFIELD,United States,06002,CT,drcarpentryllc@gmail.com,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,,2021-11-10 00:10:19.5733333,,,,,,,,,,,,,,,,,,,,,
HARVEST BENEFITS LLC,LLC,Active,1260547,2022-03-31,"660 WHITE PLAINS RD, SUITE 115",TARRYTOWN,United States,10591,NY,steve@harvest-benefits.com,Domestic,2018-01-15,NY,Connecticut,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,,2021-11-10 00:10:19.5733333,,,,,,,,,,,,,,,,,,,,,
"ART STUDIO OF CONNECTICUT, LLC",LLC,Active,1260548,2021-03-31,868 NORTON RD,BERLIN,United States,06037,CT,dawntoce@yahoo.com,Domestic,2018-01-15,CT,Connecticut,True,False,False,False,False,Other Performing Arts Companies (711190),711190.0,,2021-11-10 00:10:19.5733333,Annual report past due,Failure to appoint or maintain an agent for service,,,,,,,,,,,,,,,,,,,
"108 SARAH BAKER ROAD, LLC",LLC,Active,1260549,2020-03-31,67 CREAMERY ROAD P. O. BOX H,EAST HADDAM,United States,06423,CT,RCRISPINOJR@GMAIL.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:19.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
MR TAILOR LLC,LLC,Active,1260568,2019-03-31,43 WINTONBURY AVE,BLOOMFIELD,,06002,CT,MR.TAILORCT@GMAIL.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.1500000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
MAGIC QUALITY MAINTENANCE INC,Non-Stock,Active,1260577,2021-12-11,535 CHASE AVE,WATERBURY,United States,06704,CT,APMAJESTIC@HOTMAIL.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Waste Management Services (562998),562998.0,,2021-11-10 00:10:16.8866667,Annual report due,,,,,,,,,,,,,,,,,,,,
"SPC ADVISORS, LLC",LLC,Active,1260578,2019-03-31,3 COTTONWOOD CT,GRANBY,,06035,CT,EFILE1234@INCFILE.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:16.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"BKB11B, LLC",LLC,Active,1260579,2022-03-31,60 EAST 8TH STREET #11B,NEW YORK CITY,United States,10003,NY,BKB11B@GMAIL.COM,Domestic,2018-01-15,NY,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,,2021-11-10 00:10:16.8866667,,,,,,,,,,,,,,,,,,,,,
"MENTOR COMMUNICATIONS AND TRAINING, LLC",LLC,Active,1260580,2022-03-31,22 WELLS RD,ELLINGTON,United States,06029,CT,maryguth@mentor-communications.com,Domestic,2018-01-15,CT,Connecticut,True,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,2021-11-10 00:10:16.8866667,,,,,,,,,,,,,,,,,,,,,
"THE PAINTED TREE, LLC",LLC,Active,1260581,2022-03-31,45 MAIN ST NORTH,WOODBURY,United States,06798,CT,lisa.amatruda@gmail.com,Domestic,2018-01-15,CT,Connecticut,True,True,False,False,False,All Other Home Furnishings Stores (442299),442299.0,,2021-11-10 00:10:16.8866667,,,,,,,,,,,,,,,,,,,,,
AMANDA NICOLE PHOTOGRAPHY LLC,LLC,Active,1260582,2022-03-31,640 HILLIARD ST SUITE 2103,MANCHESTER,United States,06042,CT,AMANDA@AMANDANICOLEPHOTOGRAPHY.ORG,Domestic,2018-01-15,CT,Connecticut,True,False,False,False,False,"Photography Studios, Portrait (541921)",,,2021-11-10 00:10:16.8866667,,,,,,,,,,,,,,,,,,,,,
CONNECTICUT'S BEST WINDOW COMPANY,Stock,Active,1260584,2019-01-15,461 WALL ST,HEBRON,,06248,CT,alexinhebron@gmail.com,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,2000.0,2021-11-10 00:10:16.8866667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"EVERLASTING AFFAIRS, LLC",LLC,Active,1260585,2022-03-31,133 SOKOL ROAD,SOMERS,United States,06071,CT,vwarren@everlastingaffairs.com,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),,,2021-11-10 00:10:16.8866667,,,,,,,,,,,,,,,,,,,,,
CARVANA LLC,LLC,Active,1260586,2022-03-31,1930 W. RIO SALADO PWKY,TEMPE,United States,85281,AZ,stacey.hood@carvana.com,Foreign,2018-01-15,AZ,AZ,False,False,False,False,False,Used Car Dealers (441120),441120.0,,2021-11-10 00:10:16.8866667,,,,2018-01-01,CARVANA LLC,United States,"1930 W. RIO SALADO PKWY, TEMPE, AZ, 85281, United States",1930 W. RIO SALADO PKWY,TEMPE,AZ,85281.0,United States,"1930 W. RIO SALADO PKWY  1930 W. RIO SALADO PKWY, TEMPE, AZ, 85281,",1930 W. RIO SALADO PKWY  1930 W. RIO SALADO PKWY,TEMPE,AZ,85281.0,,,,
MAHARISHI AYUR-VED PRODUCTS INTERNATIONAL CORPORATION,Stock,Active,1260587,2022-01-15,1680 HIGHWAY 1 N SUITE 2200,FAIRFIELD,United States,52556,IA,dperdue@mapi.com,Foreign,2018-01-15,IA,IA,False,False,False,False,False,All Other Health and Personal Care Stores (446199),,,2021-11-10 00:10:16.8866667,,,,2017-12-01,MAHARISHI AYUR-VED PRODUCTS INTERNATIONAL CORPORATION,United States,,,,,,,,,,,,,,,
ACHIEVHER PERFECTION LLC,LLC,Active,1260588,2022-03-31,2 IVORY RD,BLOOMFIELD,United States,06002,CT,feledwards@gmail.com,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,2021-11-10 00:10:16.9333333,,,,,,,,,,,,,,,,,,,,,
WHOLEPERSON THERAPEUTICS LLC,LLC,Active,1260589,2022-03-31,1000 BRIDGEPORT AVE SUITE 306,SHELTON,United States,06484,CT,Barbara@wptcares.com,Domestic,2018-01-15,CT,Connecticut,True,True,True,True,False,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",621340.0,,2021-11-10 00:10:16.9333333,,,,,,,,,,,,,,,,,,,,,
"COMPASS POINT GROUP, LLC",LLC,Active,1260591,2021-03-31,6 OLD BLACK POINT RD,NIANTIC,United States,06357,CT,mfly1966@gmail.com,Foreign,2018-01-15,NV,NV,False,False,False,False,False,Residential Remodelers (236118),236118.0,,2021-11-10 00:10:16.9333333,Annual report past due,,,2018-01-15,"COMPASS POINT GROUP, LLC",United States,"4730 S. FORT APACHE RD STE. 300, LAS VEGAS, NV, 89147, United States",4730 S. FORT APACHE RD STE. 300,LAS VEGAS,NV,89147.0,United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147,",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147.0,,,,
FABIMAR LLC,LLC,Active,1260592,2019-03-31,373 SEAVIEW AVENUE,BRIDGEPORT,,06607,CT,AUSTIN.CHAPMAN@DBLCPAS.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:16.9333333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
BELSO DESIGN & BUILD INC.,Stock,Active,1260593,2020-01-15,No information provided,,,,,MICHAELFRIEDMANCPA@GMAIL.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,100.0,2021-11-10 00:10:16.9333333,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,
PORTRAIT TRAVEL LLC,LLC,Active,1260594,2019-03-31,21 FRESH MEADOW ROAD,WESTON,,06883,CT,RANDY@RANDYGAIL.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:16.9333333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
RTINT LLC,LLC,Active,1260596,2019-03-31,17 ROAST MEAT HILL ROAD,KILLINGWORTH,,06419,CT,RTINT.LLC@GMAIL.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:16.9333333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
NEXT STEP INNOVATIONS LLC,LLC,Active,1260597,2020-03-31,94 TORRINGTON AVE,COLLINSVILLE,United States,06019,CT,MDEVEAU@PERSANO.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:16.9333333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"JEMT, LLC.",LLC,Active,1260598,2022-03-31,230 JAMES FARM RD,STRATFORD,United States,06614,CT,JEMT@JEMT-MEDSOLUTIONS.COM,Domestic,2018-01-15,CT,Connecticut,True,False,False,False,False,All Other Support Services (561990),561990.0,,2021-11-10 00:10:16.9333333,,,,,,,,,,,,,,,,,,,,,
K&A TRANSPORT LLC,LLC,Active,1260599,2022-03-31,531 Garfield Ave,Bridgeport,United States,06606-5275,CT,katransportllc1@gmail.com,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,,2021-11-10 00:10:16.9333333,,,,,,,,,,,,,,,,,,,,,
"GYE NYAME EDUCATIONAL SERVICES, LLC",LLC,Active,1260600,2022-03-31,2612 NORTH AVENUE UNIT B6,BRIDGEPORT,United States,06604,CT,gnesllc@gmail.com,Domestic,2018-01-15,CT,Connecticut,True,False,True,False,False,Professional and Management Development Training (611430),611430.0,,2021-11-10 00:10:16.9333333,,,,,,,,,,,,,,,,,,,,,
"EDELWEISS PARTNERS I, LLC",LLC,Active,1260602,2019-03-31,243 MAMANASCO ROAD,RIDGEFIELD,,06877,CT,LWALLACH@COMCAST.NET,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:16.9333333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
ATIB LLC,LLC,Active,1260603,2021-03-31,25 CAMP AVE. #4275 #4275,STAMFORD,United States,06907,CT,atibllc@gmail.com,Domestic,2018-01-15,CT,Connecticut,True,False,False,False,False,Jewelry Stores (448310),448310.0,,2021-11-10 00:10:16.9333333,Annual report past due,,,,,,,,,,,,,,,,,,,,
CARMELA'S KITCHEN & CATERING LLC,LLC,Dissolved,1260604,2019-03-31,4 ELAINE STREET,NORWALK,,06850,CT,VINCENZO@CARMSKITCHEN.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:16.9333333,,,2021-03-05T00:00:00.000,,,,,,,,,,,,,,,,,,
"CALI MOON BOUTIQUE, LLC",LLC,Active,1260605,2022-03-31,255 POITRAS RD.,BRISTOL,United States,06010,CT,blaklee@shopcalimoon.com,Domestic,2018-01-15,CT,Connecticut,True,False,False,False,False,Clothing Accessories Stores (448150),448150.0,,2021-11-10 00:10:16.9333333,,,,,,,,,,,,,,,,,,,,,
SEA IT OUR WAY LLC,LLC,Dissolved,1260606,2021-03-31,315 RIGGS STREET,OXFORD,United States,06478,CT,Lfasciani@aol.com,Domestic,2018-01-15,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,,2021-11-10 00:10:16.9333333,,,2021-01-11T00:00:00.000,,,,,,,,,,,,,,,,,,
LETTING OUR SOULS TALK BENEATH OUR YOUNG SPIRITS (L.O.S.T.B.O.Y.S)  ENTERTAINMENT LLC,LLC,Active,1260643,2019-03-31,"2 CAMELOT DRIVE, UNIT 6",BLOOMFIELD,,06002,CT,HAKIMOFFICIAL.2001@GMAIL.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
CHARM GIFT BOXES LLC,LLC,Dissolved,1260545,2019-03-31,375 CAPTAIN THOMAS BLVD UNIT 47,WEST HAVEN,,06516,CT,NICOLE@CHARMBOXED.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:05:56.2633333,,,2020-04-22T00:00:00.000,,,,,,,,,,,,,,,,,,
CHEROKEE MANAGEMENT LLC,LLC,Dissolved,1260590,2020-03-31,27 BIRCHWOOD DRIVE,ANSONIA,United States,06401,CT,annambelicia@gmail.com,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:06:03.4833333,,,2019-09-07T00:00:00.000,,,,,,,,,,,,,,,,,,
"DAS TECHNOLOGY SERVICES, LLC",LLC,Withdrawn,1260595,2019-03-31,3005 INGLEWOOD LN,PEARLAND,,77584,TX,MOHSIN@HRSSCPA.COM,Foreign,2018-01-15,TX,TX,False,False,False,False,False,,,,2021-11-10 00:06:17.2200000,,,,2018-01-12,"DAS TECHNOLOGY SERVICES, LLC",,"3005 INGLEWOOD LN, PEARLAND, TX, 77584,",3005 INGLEWOOD LN,PEARLAND,TX,77584.0,,"3005 INGLEWOOD LN, PEARLAND, TX, 77584,",3005 INGLEWOOD LN,PEARLAND,TX,77584.0,,,,
"SUPPLY WINK, LLC",LLC,Dissolved,1260601,2019-03-31,16 PINE DRIVE,WESTPORT,,06880,CT,FILINGS@CORPNET.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:04:53.4600000,,,2019-01-11T00:00:00.000,,,,,,,,,,,,,,,,,,
LAKE CHAFFEE MARKET LLC,LLC,Dissolved,1260607,2019-03-31,261 FERENCE RD,ASHFORD,,06278,CT,JAMES@LAKECHAFFEEMARKET.COM,Domestic,2018-01-15,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:05:02.4833333,,,2018-04-04T00:00:00.000,,,,,,,,,,,,,,,,,,
"ELLINGTON MANAGEMENT SERVICES CO., INC.",Stock,Active,1260161,2022-01-16,200 NORTH MAIN STREET SUITE 204,EAST LONGMEADOW,United States,01028,MA,kdaigle@graliagroup.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),551112.0,10000.0,2021-11-10 00:10:19.4966667,,,,,,,,,,,,,,,,,,,,,
BLUE CHIP SUPPLY LLC,LLC,Active,1260368,2019-03-31,27 WRIGHTS LANE,GLASTONBURY,,06033,CT,BLUECHIPSUPPLY@GMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"PIAO CHENG PROPERTY, LLC",LLC,Active,1260382,2022-03-31,195 BRIDGEPORT AVE.,MILFORD,United States,06460,CT,yoocpa123@gmail.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,2021-11-10 00:10:18.2300000,,,,,,,,,,,,,,,,,,,,,
RS 125 FIELD POINT ROAD LLC,LLC,Active,1260385,2022-03-31,"C/O REICHENBAUM 5959 COLLINS AVE., APT. #1907",MIAMI BEACH,United States,33140,FL,galina@reichenbaum.com,Domestic,2018-01-16,FL,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,,2021-11-10 00:10:18.2300000,,,,,,,,,,,,,,,,,,,,,
AMANDA'S STUDIO INC.,Stock,Active,1260386,2021-01-16,"15 BACKUS AVENUE, SUITE 5",DANBURY,United States,06810,CT,govdocs@corpcreations.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,100.0,2021-11-10 00:10:18.2300000,Annual report past due,,,,,,,,,,,,,,,,,,,,
"MILES RIVER DEVELOPMENT, LLC",LLC,Active,1260387,2022-03-31,65 WOODLAWN DR,RIDGEFIELD,United States,06877,CT,mbradley@milesrp.com,Foreign,2018-01-16,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,,2021-11-10 00:10:18.2300000,,,,2018-01-31,"MILES RIVER DEVELOPMENT, LLC",United States,"203 NE FRONT ST., STE. 101, MILFORD, DE, 19963, United States","203 NE FRONT ST., STE. 101",MILFORD,DE,19963.0,United States,"203 NE FRONT ST., STE. 101, MILFORD, DE, 19963,","203 NE FRONT ST., STE. 101",MILFORD,DE,19963.0,,,,
"KSB AND SON CONSTRUCTION, LLC",LLC,Active,1260388,2019-03-31,28 SIDE HILL RD,BRANFORD,,06405,CT,KENBRILL@ABSGLOBAL.NET,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2300000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
HAVEN ASSET MANAGEMENT (INSURANCE) LLC,LLC,Active,1260399,2022-03-31,ONE FAWCETT PLACE SUITE 150,GREENWICH,United States,06830,CT,max.holmes@hamllc.com,Foreign,2018-01-16,DE,DE,False,False,False,False,False,Portfolio Management (523920),523920.0,,2021-11-10 00:10:18.2766667,,,,2018-01-10,HAVEN ASSET MANAGEMENT (INSURANCE) LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808.0,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808.0,United States,,,
"SAMUEL, SON & CO. (USA) INC.",Stock,Active,1260400,2022-01-16,1401 DAVEY RD STE 300,WOODBRIDGE,United States,60517,IL,Compliancemail@cscinfo.com,Foreign,2018-01-16,DE,DE,False,False,False,False,False,All Other Miscellaneous Fabricated Metal Product Manufacturing (332999),,,2021-11-10 00:10:18.2766667,,,,2018-01-01,"SAMUEL, SON & CO. (USA) INC.",United States,,,,,,,,,,,,,,,
WEAVER MANAGEMENT GROUP LLC.,LLC,Active,1260412,2019-03-31,28 VIETS ST. APT1,NEW BRITAIN,,06053,CT,WEAVERRORY@YAHOO.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.8533333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
REVERIE BREWING COMPANY LLC,LLC,Active,1260430,2022-03-31,57B CHURCH HILL ROAD,NEWTOWN,United States,06470,CT,ryan@reveriebrewing.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Breweries (312120),312120.0,,2021-11-10 00:10:18.8533333,,,,,,,,,,,,,,,,,,,,,
"MONTCO, INC.",Stock,Active,1260451,2022-01-16,25 KENNEDY BLVD. SUITE 200,EAST BRUNSWICK,United States,08816,NJ,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2018-01-16,NJ,NJ,False,False,False,False,False,Temporary Help Services (561320),561320.0,,2021-11-10 00:10:18.9000000,,,,2017-11-20,"MONTCO, INC.",United States,,,,,,,,,,,,,,,
"NEW ENGLAND CLASSIC HOMES, LLC",LLC,Active,1260453,2019-03-31,54 WEST ST.,CROMWELL,,,CT,BDPERRY1@YAHOO.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.9000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
SUBHAH L.L.C,LLC,Active,1260454,2019-03-31,3 ELMORE WAY,SOUTH WINDSOR,,06074,CT,,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.9333333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
MONTALVO PROPERTIES LLC,LLC,Active,1260496,2019-03-31,23 FAIRWAY DR,NORTH WINDHAM,,06256,CT,JMONTALVO28@GMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:19.4633333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
