name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,naics_code,naics_sub_code,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,total_authorized_shares,country_formation,mailing_jurisdiction_country,office_in_jurisdiction_country,category_survey_email_address,dissolution_date,billing_unit,date_of_organization_meeting
GLO UP LLC,LLC,Active,,1287864,2022-03-31,20 ASHLAND PL,NEW HAVEN,06513,CT,Kiesha20042003@gmail.com,Domestic,2018-10-16,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:23.4133333,United States,All Other Amusement and Recreation Industries (713990),713990.0,,,,,,,,,,,,,,,,,,,,
CAPITOL LOGISTICS SERVICES INC.,Stock,Active,First report past due,1287865,2020-10-16,No information provided,,,,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.4133333,,,,,,,,,,,,,,,,1.0,,,,,,,
EXOTICWOODS LLC,LLC,Active,Ready for dissolution,1287867,2019-03-31,51 SHERMAN HILL ROAD A-202,WOODBURY,06798,CT,CONTACT@EXOTICWOODSMANAGEMENT.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.4133333,,,,,,,,,,,,,,,,,,,,,,,
FOCUS FOUNDATION CORP,Non-Stock,Active,First report past due,1287868,2020-10-16,No information provided,,,,PROCESSING@MYCORPORATION.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.4133333,,,,,,,,,,,,,,,,,,,,,,,
OAK BPT LLC,LLC,Active,Ready for dissolution,1287869,2020-03-31,320 QUINNIPIAC AVE 4F,NEW HAVEN,06513,CT,ADANORWALK@YAHOO.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.4133333,United States,,,,,,,,,,,,,,,,,,,,,,
"DAVID MONTI, MD, LLC",LLC,Active,,1287871,2022-03-31,64 HUNTERS RIDGE,ROCKY HILL,06067,CT,maddyanddave@sbcglobal.net,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.4133333,United States,"Offices of Physicians, Mental Health Specialists (621112)",621112.0,,,,,,,,,,,,,,,,,,,,
"JJS LAW, LLP",LLP,Active,,1287872,2022-10-16,5777 W Century Blvd,Los Angeles,90045,CA,agent@bizfilings.com,Foreign,2018-10-16,CA,CA,False,False,False,False,False,,2021-11-10 00:12:23.4133333,United States,All Other Legal Services (541199),541199.0,2018-10-25,"JJS LAW, LLP/ USA",,,,,,,,,,,,United States,,,,,Suite 1750,
RACHEL TURZER LLC,LLC,Active,,1287873,2022-03-31,1495 BLACK ROCK TPKE 2A KORARAE CLOTHING,FAIRFIELD,06825,CT,ray@affinitycpas.com,Domestic,2018-10-16,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:23.4133333,United States,Electronic Shopping and Mail-Order Houses (454110),454110.0,,,,,,,,,,,,,,,,,,,,
SUPERSTITION MANAGEMENT INC.,Stock,Active,,1287874,2022-10-16,825 E Warner Rd,Chandler,85225,AZ,info@appraisaltek.com,Foreign,2018-10-16,AZ,AZ,False,True,False,False,False,,2021-11-10 00:12:23.4433333,United States,Other Activities Related to Real Estate (531390),531390.0,2018-10-16,SUPERSTITION MANAGEMENT INC.,,,,,,,,,,,,United States,,,,,Bldg C #100,
ANNIE'S OIL LLC,LLC,Active,Ready for dissolution,1287875,2019-03-31,21 GRAMAR AVE.,PROSPECT,06712,CT,STEVESTRICK37@GMAIL.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.4433333,,,,,,,,,,,,,,,,,,,,,,,
"CASSETTY ARCHITECTS, PLLC",LLC,Active,,1287876,2022-03-31,"100 COUNTRY CLUB DRIVE, SUITE #206",HENDERSONVILLE,37075,TN,cassetty@cassettytn.com,Foreign,2018-10-16,TN,TN,False,False,False,False,False,,2021-11-10 00:12:23.4433333,United States,Architectural Services (541310),541310.0,2018-10-16,"CASSETTY ARCHITECTS, PLLC","100 COUNTRY CLUB DRIVE, SUITE #206, HENDERSONVILLE, TN, 37075, United States","100 COUNTRY CLUB DRIVE, SUITE #206",HENDERSONVILLE,TN,37075,"100 COUNTRY CLUB DRIVE, SUITE #206, HENDERSONVILLE, TN, 37075, United States","100 COUNTRY CLUB DRIVE, SUITE #206",HENDERSONVILLE,TN,37075,,United States,United States,United States,,,,
BEGREEN LLC,LLC,Active,Ready for dissolution,1287877,2019-03-31,181 MELBA STREET APT #325,MILFORD,06460,CT,VBE.PRODUCTS@GMAIL.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.4433333,,,,,,,,,,,,,,,,,,,,,,,
ENCHANTING MOMENTS LLC,LLC,Active,Ready for dissolution,1287878,2019-03-31,330 SCOTT RD,TERRYVILLE,06786,CT,ENCHANTINGMOMENTSCT@YAHOO.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.4433333,,,,,,,,,,,,,,,,,,,,,,,
ACTIVE TRANSPORT CORP,Stock,Active,First report past due,1287879,2020-10-16,No information provided,,,,ZAKA652@OUTLOOK.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.4433333,,,,,,,,,,,,,,,,10000.0,,,,,,,
WILLINGTON STATION LLC,LLC,Active,,1287880,2022-03-31,16 TOLLAND TURNPIKE,WILLINGTON,06279,CT,michael@gnazzo.email,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.4433333,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,
"MORRIS PIZZERIA & RESTAURANT, LLC",LLC,Active,Ready for dissolution,1287881,2020-03-31,817 SUCCESS AVENUE,STRATFORD,06614,CT,AJRULI_ARBEN@YAHOO.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.4433333,United States,,,,,,,,,,,,,,,,,,,,,,
RORY PERRY PROPERTIES LLC,LLC,Active,Ready for dissolution,1287882,2019-03-31,105 NORTH LAKE SHORE DR.,BROOKFIELD,06804,CT,PERRYR76@GMAIL.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.4433333,,,,,,,,,,,,,,,,,,,,,,,
TMW FASHION LLC,LLC,Dissolved,,1287883,2019-03-31,1204 MAIN STREET SUITE 527,BRANFORD,06405,CT,INFO@TMWFASHION.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.4433333,,,,,,,,,,,,,,,,,,,,,2021-05-21T00:00:00.000,,
H&M TRANSPORT LLC,LLC,Active,Ready for dissolution,1287884,2019-03-31,175 LINCOLN AVE,BRIDGEPORT,06606,CT,RUTE@ATLANTISTAXLLC.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.4433333,,,,,,,,,,,,,,,,,,,,,,,
"DAVENPORT COMPUTER CONSULTING, LLC",LLC,Active,Ready for dissolution,1287886,2019-03-31,16 LOWNDES AVE,NORWALK,06854,CT,EFILE1234@INCFILE.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.4433333,,,,,,,,,,,,,,,,,,,,,,,
"CRONIN, GERVINO & WARLICK, INC.",Stock,Active,,1287887,2022-10-16,5 DARTMOUTH DRIVE,AUBURN,03032,NH,smorgan@cgibenefitsgroup.com,Foreign,2018-10-16,NH,NH,False,False,False,False,False,,2021-11-10 00:12:23.4433333,United States,Insurance Agencies and Brokerages (524210),524210.0,2018-10-16,"CRONIN, GERVINO & WARLICK, INC.",,,,,,,,,,,,United States,,,,,,
"CAPITAL CITY PARTNERS, LLC",LLC,Active,,1287888,2022-03-31,190 FARMINGTON AVE,FARMINGTON,06032,CT,sots@dowling.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.4433333,United States,Offices of Other Holding Companies (551112),551112.0,,,,,,,,,,,,,,,,,,,,
IDEMITSU LUBRICANTS AMERICA CORPORATION,Stock,Active,,1287889,2022-10-16,701 PORT ROAD,JEFFERSONVILLE,47130,IN,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2018-10-16,DE,DE,False,False,False,False,False,,2021-11-10 00:12:23.4433333,United States,Petroleum Lubricating Oil and Grease Manufacturing (324191),324191.0,2018-10-15,IDEMITSU LUBRICANTS AMERICA CORPORATION,,,,,,,,,,,,United States,,,,,,
"ANACHRON, INC.",Stock,Active,,1287890,2022-10-16,228 EAST 45TH STREET SUITE 9E,NEW YORK,10017,NY,compliance@tabsinc.com,Foreign,2018-10-16,DE,DE,False,False,False,False,False,,2021-11-10 00:12:23.4433333,United States,Other Computer Related Services (541519),541519.0,2018-10-16,"ANACHRON, INC.",,,,,,,,,,,,United States,,,,,,
"GEMSA DESIGNS, LLC",LLC,Active,Annual report past due,1287891,2021-03-31,494 SOUTHFORD ROAD,SOUTHBURY,06488,CT,gemsadesigns@charter.net,Domestic,2018-10-16,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:23.4433333,United States,Electronic Shopping and Mail-Order Houses (454110),454110.0,,,,,,,,,,,,,,,,,,,,
WILSON'S CONSRUCTION LLC,LLC,Active,Ready for dissolution,1287893,2019-03-31,82 TOWN HILL AVE  1FL,DANBURY,06810,CT,ESTEVEZKATIUSCA@GMAIL.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.4433333,,,,,,,,,,,,,,,,,,,,,,,
LEIANNE RENAE PHOTOGRAPHY LLC,LLC,Active,Ready for dissolution,1287894,2019-03-31,14 COOLIDGE AVE,NEWINGTON,06111,CT,EFILE1234@INCFILE.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.9000000,,,,,,,,,,,,,,,,,,,,,,,
FOODIEQFIT LLC,LLC,Active,,1287895,2022-03-31,49 IRELAND RD,WETHERSFIELD,06109,CT,ANNA@FOODIEQFIT.COM,Domestic,2018-10-16,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:23.9000000,United States,All Other Miscellaneous Schools and Instruction (611699),611699.0,,,,,,,,,,,,,,,,,,,,
MOTORCYCLE SWAP AND SELL.COM LLC,LLC,Active,Annual report past due,1287896,2021-03-31,52 LINWOOD AVE,COLCHESTER,06415,CT,brian@motorcycleswapandsell.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.9000000,United States,Internet Publishing and Broadcasting and Web Search Portals (519130),519130.0,,,,,,,,,,,,,,,,,,,,
"JORDAN REMODELING & RESTORATION, LLC",LLC,Active,Ready for dissolution,1287897,2019-03-31,95 MARVELWOOD DR,NEW HAVEN,06515,CT,JOSEJORDAN990@GMAIL.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.9000000,,,,,,,,,,,,,,,,,,,,,,,
"B.A.C.A. INTERNATIONAL, INC.",Non-Stock,Active,,1287898,2022-10-16,"51 WEST CENTER STREET, SUITE 144",OREM,84057,UT,CLAIRE@LABYRINTHINC.COM,Foreign,2018-10-16,UT,UT,False,False,False,False,False,,2021-11-10 00:12:23.9000000,United States,Grantmaking Foundations (813211),813211.0,2018-10-16,"B.A.C.A. INTERNATIONAL, INC.",,,,,,,,,,,,United States,,,claire@labyrinthinc.com,,,
MOJO TV LLC,LLC,Active,Ready for dissolution,1287899,2020-03-31,48 SOUTH MAIN STREET,NEWTOWN,06470,CT,sullyjcamp@gmail.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.9000000,United States,All Other Amusement and Recreation Industries (713990),,,,,,,,,,,,,,,,,,,,,
"IRISH FLARE PHOTOGRAPHY, LLC",LLC,Active,Ready for dissolution,1287900,2020-03-31,16 CHERRY LN,BETHEL,06801,CT,MARION.LYNOTT@GMAIL.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.9000000,United States,,,,,,,,,,,,,,,,,,,,,,
"SARA ERWIN DESIGN, LLC.",LLC,Active,,1287901,2022-03-31,36 CORAM COURT,MILFORD,06461,CT,saraerwindesign@gmail.com,Domestic,2018-10-16,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:23.9000000,United States,Graphic Design Services (541430),541430.0,,,,,,,,,,,,,,,,,,,,
SWELL INTEGRATIVE SERVICES LLC,LLC,Active,,1287902,2022-03-31,14 ENGLEWOOD RD,NORWALK,06853,CT,swellintegrative@gmail.com,Domestic,2018-10-16,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:23.9000000,United States,Educational Support Services (611710),611710.0,,,,,,,,,,,,,,,,,,,,
"SPRINKLES OF HOPE COUNSELING CENTER, LLC",LLC,Active,Annual report past due,1287903,2021-03-31,26 N MAIN ST SUITE 2B,SOUTHINGTON,06489,CT,ct-reports@statefilings.in,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.9000000,United States,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,,,,,,,,,,,,,,,,,,,
"NEW ENGLAND BLUE CHIPS, INC.",Non-Stock,Active,First report past due,1287908,2020-10-16,No information provided,,,,,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.9000000,,,,,,,,,,,,,,,,,,,,,,,
"DETECT, INC.",Stock,Active,,1287909,2022-10-16,530 OLD WHITFIELD ST,GUILFORD,06437,CT,RKLOTZBERGER@4CATALYZER.COM,Foreign,2018-10-16,DE,DE,False,False,False,False,False,,2021-11-10 00:12:23.9000000,United States,Research and Development in Biotechnology (except Nanobiotechnology) (541714),541714.0,2018-10-15,"DETECT, INC.",,,,,,,,,,,,United States,,,,,,
"WOON-TECH, INC.",Stock,Active,Ready for dissolution,1287910,2019-10-16,369 DOUGLAS ROAD,WHITINSVILLE,01588,MA,CHIP@WOONGLASS.COM,Foreign,2018-10-16,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.9000000,,,,2018-10-16,"WOON-TECH, INC.",,,,,,,,,,,,,,,,,,
"APLP HOLDINGS I, LIMITED PARTNERSHIP",Limited Partnership,Active,,1287913,2022-10-16,"C/O ARISTEIA CAPITAL, L.L.C. ONE GREENWICH PLAZA",GREENWICH,06830,CT,cls-ctarmsevidence@wolterskluwer.com,Foreign,2018-10-16,DE,DE,False,False,False,False,False,,2021-11-10 00:12:23.9000000,United States,Miscellaneous Financial Investment Activities (523999),523999.0,2018-10-11,"APLP HOLDINGS I, L.P.",,,,,,"C/O ARISTEIA CAPITAL, L.L.C. ONE GREENWICH PLAZA, GREENWICH, CT, 06830, United States","C/O ARISTEIA CAPITAL, L.L.C. ONE GREENWICH PLAZA",GREENWICH,CT,06830,,United States,,United States,,,,
"WINDHAM PRESERVATION, INC.",Non-Stock,Active,,1287915,2022-10-16,9 WEIR COURT,Windham,06280,CT,scacchiotti@verizon.net,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.9433333,United States,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,,,,,,,,,,,,,,,,,,,,
O'KEEFE ARTS LLC,LLC,Active,Annual report past due,1287916,2021-03-31,20 SUMMERHILL RD,WALLINGFORD,06492,CT,johnokeefe@okeefe-arts.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.9433333,United States,All Other General Merchandise Stores (452319),452319.0,,,,,,,,,,,,,,,,,,,,
"HARTFORD AUTO, LLC",LLC,Active,,1287917,2022-03-31,299 TERMINAL LANE,NEW HAVEN,06519,CT,dgarrison@laydonindustries.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.9433333,United States,"Highway, Street, and Bridge Construction (237310)",237310.0,,,,,,,,,,,,,,,,,,,,
NS HAIR CARE LLC,LLC,Active,Ready for dissolution,1287918,2019-03-31,23 AULDWOOD RD,STAMFORD,06802,CT,,Foreign,2018-10-16,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.9433333,,,,2018-10-01,NS HAIR CARE LLC,"23 AULDWOOD RD, STAMFORD, CT, 06802,",23 AULDWOOD RD,STAMFORD,CT,06802,"23 AULDWOOD RD, STAMFORD, CT, 06802,",23 AULDWOOD RD,STAMFORD,CT,06802,,,,,,,,
UNCLE FREDS' COMICS L.L.C.,LLC,Active,Ready for dissolution,1287919,2019-03-31,79 RIVER ST.,DEEP RIVER,06417,CT,,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.9433333,,,,,,,,,,,,,,,,,,,,,,,
"MEADOW SPA, LLC",LLC,Active,Ready for dissolution,1287922,2019-03-31,391 MEADOW STREET,FAIRFIELD,06824-5307,CT,JOHN.E.CURRAN.ATTY@GMAIL.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.9433333,,,,,,,,,,,,,,,,,,,,,,,
LEANAGILESOLUTION LLC,LLC,Active,Ready for dissolution,1287925,2019-03-31,281 SPRING ST,CHESHIRE,06410,CT,SHIVESHVARTIKA@GMAIL.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.9433333,,,,,,,,,,,,,,,,,,,,,,,
CAPLAN HOLDINGS LLC,LLC,Active,,1287927,2022-03-31,61 MAPLE AVENUE STE. 3 STE. 3,COLLINSVILLE,06019,CT,aaron@caplaninsurance.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.9433333,United States,Insurance Agencies and Brokerages (524210),,,,,,,,,,,,,,,,,,,,,
"PHILLIPS & DONOVAN ARCHITECTS, LLC",LLC,Active,,1287932,2022-03-31,3160 BEDMINISTER ROAD,BEDMINSTER,18910,PA,jphillips@phillipsdonovanarchitectects.com,Foreign,2018-10-16,PA,PA,False,False,False,False,False,,2021-11-10 00:12:23.9433333,United States,Architectural Services (541310),541310.0,2018-10-16,"PHILLIPS & DONOVAN ARCHITECTS, LLC","3160 BEDMINSTER ROAD P.O. BOX 160, BEDMINSTER, PA, 18910,",3160 BEDMINSTER ROAD P.O. BOX 160,BEDMINSTER,PA,18910,"3160 BEDMINISTER ROAD, BEDMINSTER, PA, 18910, United States",3160 BEDMINISTER ROAD,BEDMINSTER,PA,18910,,United States,,United States,,,,
WESSAL LLC,LLC,Active,Annual report past due,1287941,2021-03-31,190 WINTERGREEN AVE,HAMDEN,06514,CT,MEDIA30@LIVE.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.9766667,United States,All Other Transit and Ground Passenger Transportation (485999),485999.0,,,,,,,,,,,,,,,,,,,,
AMINA LLC,LLC,Active,Annual report past due,1287944,2021-03-31,62 TERRACE AVE.,WEST HAVEN,06516,CT,bahoui62@hotmail.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.9766667,United States,All Other Transit and Ground Passenger Transportation (485999),485999.0,,,,,,,,,,,,,,,,,,,,
"CHL PROPERTIES, LLC",LLC,Active,,1287945,2022-03-31,225 OAKLAND ROAD SUITE 406,SOUTH WINDSOR,06074,CT,guslarge@att.net,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.9766667,United States,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,,,,,,,,
"MOM ENTERPRISE, LLC",LLC,Active,Annual report past due,1287949,2021-03-31,60 CHRISTINE DRIVE,EAST HARTFORD,06108,CT,meritajourdan@yahoo.com,Domestic,2018-10-16,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:12:23.9900000,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,
SAIGE WORKS II LLC,LLC,Active,Ready for dissolution,1287951,2019-03-31,370 GRASSYHILL RD.,ORANGE,06477,CT,,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.9900000,,,,,,,,,,,,,,,,,,,,,,,
"7 ATWOOD DRIVE, LLC",LLC,Active,Ready for dissolution,1287960,2019-03-31,11 STONELEIGH KNOLL,OLD LYME,06371,CT,CGBM96@GMAIL.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.0233333,,,,,,,,,,,,,,,,,,,,,,,
"MIDDLE RIVER PHOTOGRAPHY, LLC",LLC,Active,,1287961,2022-03-31,75 MIDDLE RIVER ROAD,DANBURY,06811,CT,middleriverphotography@gmail.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.0233333,United States,"Independent Artists, Writers, and Performers (711510)",711510.0,,,,,,,,,,,,,,,,,,,,
ON-DEMAND CLEANING SERVICES LLC,LLC,Active,Ready for dissolution,1287962,2020-03-31,316 OHIO AVE.,GROTON,06340,CT,SOLUTIONS@ONDEMANDCLEANINGCT.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.0233333,United States,,,,,,,,,,,,,,,,,,,,,,
"RECOVERY 12 SOLUTIONS, LLC",LLC,Active,Ready for dissolution,1287963,2020-03-31,70 FULLER ST,NEW LONDON,06320,CT,carriearteaga@outlook.com,Domestic,2018-10-16,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.0233333,United States,Other Community Housing Services (624229),624229.0,,,,,,,,,,,,,,,,,,,,
HOMEWOOD LLC,LLC,Active,Ready for dissolution,1287975,2020-03-31,21 POPLAR PLAIN RD.,WESTPORT,06880,CT,lisawexlerlaw@gmail.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.0233333,,,,,,,,,,,,,,,,,,,,,,,
"VERSALUS HEALTH MANAGEMENT, LLC",LLC,Active,,1287976,2022-03-31,"17 CAMPUS BLVD., STE. 200",NEWTOWN SQUARE,19073,PA,complianceteam@cogencyglobal.com,Foreign,2018-10-16,PA,PA,False,False,False,False,False,,2021-11-10 00:12:24.0233333,United States,Human Resources Consulting Services (541612),541613.0,2018-05-01,"VERSALUS HEALTH MANAGEMENT, LLC","17 CAMPUS BLVDSUITE 200, NEWTOWN SQUARE, PA, 19073,",17 CAMPUS BLVDSUITE 200,NEWTOWN SQUARE,PA,19073,"17 CAMPUS BLVD SUITE 200, NEWTOWN SQUARE, PA, 19073, United States",17 CAMPUS BLVD SUITE 200,NEWTOWN SQUARE,PA,19073,,United States,,United States,,,,
"SAN MIGUEL MINI MARKET 2, LLC",LLC,Active,Ready for dissolution,1287977,2019-03-31,65 W. BROAD STREET,STAMFORD,06902,CT,,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.0233333,,,,,,,,,,,,,,,,,,,,,,,
115-119 NEWFIELD AVENUE LLC,LLC,Active,Ready for dissolution,1288004,2019-03-31,115-119 NEWFIELD AVE,HARTFORD,06106,CT,,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6333333,,,,,,,,,,,,,,,,,,,,,,,
"JAM OF CONNECTICUT, LLC",LLC,Active,,1288008,2022-03-31,3350 POST RD EAST,SOUTHPORT,06490,CT,hallasattorney@gmail.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6333333,United States,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,
MONEY TEAM 16 PRODUCTIONS LLC,LLC,Active,Ready for dissolution,1288013,2019-03-31,266 MORSE ST,HAMDEN,06517,CT,MONEYTEAM16MUSIC@GMAIL.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6333333,,,,,,,,,,,,,,,,,,,,,,,
SPIRITUAL LIFE COACH DOHA LLC,LLC,Active,,1288019,2022-03-31,45 SOUTH MAIN ST SUITE 202,WEST HARTFORD,06107,CT,info@spirituallifecoachdoha.com,Domestic,2018-10-16,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:24.6333333,United States,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,,,,,,,,,,,,,,,,,,,,
ARCHWAY ARBORS LLC,LLC,Active,Annual report past due,1288020,2021-03-31,39 VILLAGE HILL ROAD,STAFFORD SPRINGS,06076,CT,Cindyandlarry55@gmail.com,Domestic,2018-10-16,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:24.6333333,United States,All Other Amusement and Recreation Industries (713990),713990.0,,,,,,,,,,,,,,,,,,,,
"ANGEL AND ANCHOR, LLC",LLC,Active,,1288021,2022-03-31,41 NEWPORT ROAD,STERLING,06377,CT,angelanchorfarm@gmail.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1800000,United States,Horses and Other Equine Production (112920),112920.0,,,,,,,,,,,,,,,,,,,,
KARY CONSULTING SERVICES LLC,LLC,Active,Ready for dissolution,1288061,2019-03-31,"8 5TH ST., UNIT A",DANBURY,06810,CT,,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7400000,,,,,,,,,,,,,,,,,,,,,,,
"BEECHWOOD, LLC",LLC,Active,Ready for dissolution,1288069,2019-03-31,150 MORGAN RD.,CANTON,06019,CT,,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7400000,,,,,,,,,,,,,,,,,,,,,,,
"CT CASH HOMES, LLC",LLC,Active,,1288070,2022-03-31,"225 OAKLAND RD., STE. 202",SOUTH WINDSOR,06074,CT,ventureonerealty@gmail.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7400000,United States,Offices of Real Estate Agents and Brokers (531210),531210.0,,,,,,,,,,,,,,,,,,,,
HARTFORD PRESERVATION A LLC,LLC,Active,,1288071,2022-03-31,"C/O HERITAGE HOUSING, INC. P.O. BOX 1170",NORWALK,06856,CT,complianceteam@cogencyglobal.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7400000,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
BRANFORD JUNIOR BASKETBALL LLC,LLC,Active,,1288075,2022-03-31,13D HAMRE LANE,BRANFORD,06405,CT,coach.jchan12@gmail.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7400000,United States,Other Personal Care Services (812199),812199.0,,,,,,,,,,,,,,,,,,,,
