name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,naics_sub_code,sub_status,reason_for_administrative,dissolution_date,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
SOLUTION FLOORS LLC,LLC,Active,1270263,2019-03-31,186 OHIO AVE. 1FL,BRIDGEPORT,,06610,CT,ATLANTISLLC@GMAIL.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.2900000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"DANO'S BUSINESS ASSOCIATES, LLC",LLC,Active,1270264,2019-03-31,4 PUTNAM ROAD,CENTRAL VILLAGE,,06332,CT,D.MARTIN101@COMCAST.NET,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.2900000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"DANO'S PROPERTIES, LLC",LLC,Active,1270265,2020-03-31,4 PUTNAM ROAD,CENTRAL VILLAGE,,06332,CT,D.MARTIN101@COMCAST.NET,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.2900000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
ROSHA BOUTIQUE  LLC,LLC,Active,1270270,2020-03-31,"98 WASHINGTON TERRACE, 1  1",BRIDGEPORT,United States,06604,CT,YVONNE.DWARREN@GMAIL.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.2900000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
ABOUT THAT NIGHT LLC,LLC,Active,1270272,2020-03-31,16 LINDEN LANE,MADISON,United States,06443,CT,ABOUTTHATNIGHTTHEMOVIE@GMAIL.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.2900000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"ELENA'S LIGHT, INC",Non-Stock,Active,1270273,2020-04-16,No information provided,,,,,FERESHTEH@ELENASLIGHT.ORG,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.2900000,,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,
LH FLOWER LLC,LLC,Active,1270274,2019-03-31,188 SUN DARCE RD,STAMFORD,,06905,CT,LHFLOWER105@GMAIL.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.2900000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
GIVING TREE FARM LLC,LLC,Active,1270275,2022-03-31,96 BOSTON TURNPIKE,WILLINGTON,United States,06279,CT,givingtreefarmct@gmail.com,Domestic,2018-04-16,CT,Connecticut,True,False,False,False,False,Goat Farming (112420),2021-11-10 00:08:22.3366667,112420.0,,,,,,,,,,,,,,,,,,,,,,
BASS CLEAN FLOOR LLC,LLC,Active,1270277,2019-03-31,27 DIAMONDCREST LN,STAMFORD,,06903,CT,BASSCLEAN7@GMAIL.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3366667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
TG BOUTIQUE LLC,LLC,Active,1270278,2019-03-31,16 DUNN AVE,STAMFORD,,06905,CT,TGBOUTIQUE8@GMAIL.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3366667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
152 BUTLER LLC,LLC,Active,1270279,2022-03-31,1162 QUINNIPIAC AVE,NEW HAVEN,United States,06513,CT,keema32@comcast.net,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:22.3366667,531390.0,,,,,,,,,,,,,,,,,,,,,,
"MONAHAN APPRAISALS, LLC",LLC,Active,1270280,2022-03-31,50 LAKEVIEW DRIVE,PRESTON,United States,06365,CT,monahanappraisal@gmail.com,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Appraisers (531320),2021-11-10 00:08:22.3366667,531320.0,,,,,,,,,,,,,,,,,,,,,,
YCOCEDRON INCORPORATED,Stock,Active,1270281,2022-04-16,286 STEARNS RD,MANSFIELD CENTER,United States,06250,CT,contact@ycocedron.com,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,Research and Development in Nanotechnology (541713),2021-11-10 00:08:22.3366667,541713.0,,,,20000.0,,,,,,,,,,,,,,,,,,
"C. COMMUNICATION WIRING, LLC",LLC,Active,1270283,2019-03-31,273 FLAXHILL ROAD,NORWALK,,06854,CT,RKC75@YMAIL.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3366667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
N & G LANDSCAPING AND TREE SERVICES LLC,LLC,Active,1270293,2022-03-31,456 R TOLLAND ST,EAST HARTFORD,,06108,CT,NGLANDSCAPIN.CO@GMAIL.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:08:22.3366667,,,,,,,,,,,,,,,,,,,,,,,
"RISE CONSULTING, LLC",LLC,Dissolved,1270299,2021-03-31,20 WINDABOUT DRIVE,GREENWICH,United States,06831,CT,HADLEYELIZABETH80@GMAIL.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:08:22.3700000,812990.0,,,2021-02-20T00:00:00.000,,,,,,,,,,,,,,,,,,,
"YOUTH EMPOWERMENT SHOW, LLC.",LLC,Active,1270331,2019-03-31,16 WASHINGTON STREET SUITE 1416,NORWALK,,06856,CT,YOUNGEXEKUTIVE@GMAIL.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0233333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
B&F TECHNOLOGIES INC,Stock,Active,1270337,2019-04-16,34-18 NORTHERN BLVD,LONG ISLAND CITY,,11101,NY,INFO@TATJACK.COM,Foreign,2018-04-16,DE,DE,False,False,False,False,False,,2021-11-10 00:08:23.0700000,,Ready for dissolution,Failure to file Annual Report,,,2018-04-12,B&F TECHNOLOGIES INC,,,,,,,,,,,,,,,,
"EDUCATIONAL CONSULTANTS, LLC",LLC,Active,1270363,2022-03-31,17 DARRIN DRIVE,SHELTON,United States,06484,CT,mlasek@comcast.net,Domestic,2018-04-16,CT,Connecticut,True,False,False,False,False,Educational Support Services (611710),2021-11-10 00:08:23.1033333,611710.0,,,,,,,,,,,,,,,,,,,,,,
"ASHLAND DEVELOPMENT, LLC",LLC,Active,1270364,2019-03-31,1 HAMPTON LANE,NEW CANAAN,,06840,CT,MATTSIMONIII@HOTMAIL.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"HYDE AND SEEK CONSULTING, LLC",LLC,Active,1270385,2021-03-31,97 RICHARDS AVE APT B10,NORWALK,United States,06854,CT,mhyde24@gmail.com,Domestic,2018-04-16,CT,Connecticut,True,False,False,False,False,Other Management Consulting Services (541618),2021-11-10 00:08:23.1333333,,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"PLUME COLLABORATIVE, LLC",LLC,Active,1270453,2022-03-31,604 MINE HILL ROAD,FAIRFIELD,United States,06824,CT,plumecollaborative@gmail.com,Domestic,2018-04-16,CT,Connecticut,True,False,False,False,False,Interior Design Services (541410),2021-11-10 00:08:20.9166667,541410.0,,,,,,,,,,,,,,,,,,,,,,
1306 BARNUM LLC,LLC,Dissolved,1270151,2019-03-31,1306 BARNUM AVENUE,STRATFORD,,06614,CT,BILL@STEELWINDOWSANDDOORS.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:58.2800000,,,,2018-05-08T00:00:00.000,,,,,,,,,,,,,,,,,,,
"SHEEN HEALTH, INC.",Stock,Withdrawn,1270093,2019-04-16,4 KELSO WAY,UNIONVILLE,,06085,CT,ANEESH.KUMAR@SHEENHEALTH.COM,Foreign,2018-04-16,DE,DE,False,False,False,False,False,,2021-11-10 00:04:22.1866667,,,,,,2018-01-05,"SHEEN HEALTH, INC.",,,,,,,,,,,,,,,,
EVERGREEN GIRLS LLC,LLC,Dissolved,1270261,2019-03-31,515 WEST AVENUE APT PH58,NORWALK,,06850,CT,WEAREEVERGREENGIRLS@GMAIL.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:24.2966667,,,,2018-10-10T00:00:00.000,,,,,,,,,,,,,,,,,,,
MAX AUTO LLC,LLC,Dissolved,1270266,2019-03-31,910 NEW BRITAIN AVE,HARTFORD,,06106,CT,CARLOSSANCHESAUTO1@GMAIL.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:27.6866667,,,,2019-10-15T00:00:00.000,,,,,,,,,,,,,,,,,,,
"8 WALMSLEY, LLC",LLC,Dissolved,1270172,2021-03-31,490 DANBURY ROAD,WILTON,United States,06897,CT,politobuilders@optonline.net,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,New Housing For-Sale Builders (236117),2021-11-10 00:04:51.4300000,,,,2020-02-28T00:00:00.000,,,,,,,,,,,,,,,,,,,
"DAN'S PC BUILDS, LLC",LLC,Dissolved,1270144,2020-03-31,8 EASTER DR,WATERBURY,United States,06408,CT,DANIEL.MCGILLAN@YAHOO.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:22.4400000,,,,2020-04-16T00:00:00.000,,,,,,,,,,,,,,,,,,,
"FIG CT18, LLC",LLC,Redomesticated,1270192,2020-03-31,1000 RIVERSIDE AVE SUITE 400,JACKSONVILLE,,32204,FL,RACHEL.BECK@FIGADVISORS.COM,Domestic,2018-04-16,FL,Connecticut,False,False,False,False,False,,2021-11-10 00:05:11.2033333,,,,,,,,,,,,,,,,,,,,,,,
FABIOS CONSTRUCTION LLC,LLC,Dissolved,1270269,2019-03-31,19 RIDGE ST 2ND FL,WATERBURY,,06706,CT,CATIA@MIRANTEAGENCY.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:19.2333333,,,,2020-02-28T00:00:00.000,,,,,,,,,,,,,,,,,,,
NIGEL WALKER CONSULTING LLC,LLC,Dissolved,1270176,2020-03-31,465 BUCKLAND HILLS DRIVE APT #26324,MANCHESTER,,06042,CT,NIGEL@NIGELWALKERPERFORMANCE.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:39.0833333,,,,2019-04-19T00:00:00.000,,,,,,,,,,,,,,,,,,,
"SMART FOODS OF NEW HAVEN, INC.",Stock,Dissolved,1270182,2019-04-16,284 WHALLEY AVE.,NEW HAVEN,,06511,CT,samijamal@aol.com,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:45.6033333,,,,2019-05-17T00:00:00.000,2000.0,,,,,,,,,,,,,,,,,,
GOT JOBS LLC,LLC,Dissolved,1270188,2019-03-31,19 COLLINS DR,BRANFORD,,06405,CT,EFILE1234@INCFILE.COM,Domestic,2018-04-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:17.9900000,,,,2018-11-21T00:00:00.000,,,,,,,,,,,,,,,,,,,
"PIAZZA TECHNOLOGIES, INC.",Stock,Active,1270483,2019-04-17,101 UNIVERSITY AVE STE 300,PALO ALTO,,94301,CA,AP@PIAZZA.COM,Foreign,2018-04-17,DE,DE,False,False,False,False,False,,2021-11-10 00:10:22.8866667,,Ready for dissolution,Failure to file Annual Report,,,2018-04-02,"PIAZZA TECHNOLOGIES, INC.",,,,,,,,,,,,,,,,
CIKI-YYC LLC,LLC,Active,1270490,2020-03-31,160 FAIRFIELD WOODS RD APT 1,FAIRFIELD,United States,06825,CT,EFILE1234@INCFILE.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.8866667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
KCK MEDIA CORP.,Stock,Active,1270511,2019-04-17,650 DAIRY FARM RD.,RED OAK,,23964,VA,KC@CIRCUITCELLAR.COM,Foreign,2018-04-17,VA,VA,False,False,False,False,False,,2021-11-10 00:10:22.9166667,,Ready for dissolution,Failure to file Annual Report,,,2018-02-20,KCK MEDIA CORP.,,,,,,,,,,,,,,,,
"916 BRIDGEPORT AVE., LLC",LLC,Active,1270515,2019-03-31,916 BRIDGEPORT AVE.,MILFORD,,06460,CT,,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:22.9166667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
DL METALLOGRAPHY SOLUTIONS LLC,LLC,Dissolved,1270520,2022-03-31,156 HEMLOCK POINT DR,COVENTRY,United States,06238,CT,dledoyt@sbcglobal.net,Domestic,2018-04-17,CT,Connecticut,True,False,False,False,False,Other Scientific and Technical Consulting Services (541690),2021-11-10 00:10:20.1500000,541690.0,,,2021-10-11T00:00:00.000,,,,,,,,,,,,,,,,,,,
YANKEE OPTICAL LLC,LLC,Active,1270521,2022-03-31,541 CROMWELL AVE.,ROCKY HILL,United States,06067,CT,lmb8608@gmail.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Optical Goods Stores (446130),2021-11-10 00:10:20.1500000,446130.0,,,,,,,,,,,,,,,,,,,,,,
"H.B. LEISURE, INC.",Stock,Active,1270525,2022-04-17,"20 3RD ST, SW STE 303",WINTER HAVEN,United States,33880,FL,andrew@skglaw.com,Foreign,2018-04-17,FL,FL,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),2021-11-10 00:10:20.1500000,713990.0,,,,,2018-05-01,"H.B. LEISURE, INC.",United States,,,,,,,,,,,,,agross@skglaw.com,,
"ASSOCIATED TRADE VENTURES, LLC",LLC,Active,1270526,2019-03-31,450 CHURCH STREET,HARTFORD,,06103,CT,DAVEW926@YAHOO.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.1500000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"BLUE OCEAN MECHANICAL SERVICES, LLC",LLC,Active,1270527,2020-03-31,"842 62ND STREET, CIR. E. SUITE 104",BRADENTON,United States,34208,FL,AP@BLUEOCEANMECHANICAL.COM,Foreign,2018-04-17,FL,FL,False,False,False,False,False,,2021-11-10 00:10:20.1500000,,Ready for dissolution,Failure to file Annual Report,,,2018-07-01,"BLUE OCEAN MECHANICAL SERVICES, LLC",United States,"842 62ND STREET, CIR. E. SUITE 104, BRADENTON, FL, 34208,","842 62ND STREET, CIR. E. SUITE 104",BRADENTON,FL,34208.0,"842 62ND STREET, CIR. E. SUITE 104, BRADENTON, FL, 34208, United States","842 62ND STREET, CIR. E. SUITE 104",BRADENTON,FL,34208.0,United States,,,,
REYNOLDS REMODELING LLC,LLC,Active,1270529,2019-03-31,16 CAPTAINS WALK,CLINTON,,06413,CT,DAKOTA0703@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.1500000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
SUPERIOR BENCHMARK LLC,LLC,Active,1270530,2019-03-31,9 JEFFREY DR.,WALLINGFORD,,06492,CT,,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.1666667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
INNOVATION INTERIORS LLC,LLC,Active,1270531,2020-03-31,480 BARNUM AVE,BRIDGEPORT,,06608,CT,INNOVATIONINTERIORSCT@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.1666667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
CARDINAL HOME & PROPERTIES LLC,LLC,Active,1270532,2019-03-31,29 BUNNY LANE,BROOKLYN,,06234,CT,AFLOR@ASKPARTNER.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.1666667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
ARZE LLC,LLC,Active,1270536,2019-03-31,926 STAFFORD AVENUE,BRISTOL,,06010,CT,,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.1666667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"NEW LEAF, LLC",LLC,Active,1270550,2020-03-31,"145 NEW LONDON TPKE., STE. 1065",GLASTONBURY,United States,06033,CT,DAPHANIE30@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.7933333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
VILLWELL PRESERVATION LLC,LLC,Active,1270558,2019-03-31,2714 EAST MAIN ST.,WATERBURY,,06705,CT,VILLWELLPRESERVATION@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.7933333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
WESTSHORE ODD JOBS LLC,LLC,Active,1270570,2019-03-31,12 PHILLIPS PLACE,NORTH HAVEN,,06516,CT,RYANFLASH336@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.8400000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
J & M RESTAURANT LLC,LLC,Active,1270576,2022-03-31,120 WASHINGTON STREET,MIDDLETOWN,United States,06457,CT,JAND@outlook.com,Domestic,2018-04-17,CT,Connecticut,False,False,True,False,False,Limited-Service Restaurants (722513),2021-11-10 00:10:20.8400000,722513.0,,,,,,,,,,,,,,,,,,,,,,
"MEZU (NA), INC.",Stock,Active,1270578,2022-04-17,101 AVE OF THE AMERICAS FLOOR 9,NEW YORK,United States,10013,NY,Compliancemail@cscinfo.com,Foreign,2018-04-17,DE,DE,False,False,False,False,False,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)",2021-11-10 00:10:20.8400000,525990.0,,,,,2018-06-01,"MEZU (NA), INC.",United States,,,,,,,,,,,,,,,
CLC ASSET HOLDINGS LLC,LLC,Active,1270582,2022-03-31,"4514 COLE AVE., STE. 1175",DALLAS,United States,75205,TX,icrow@windwardcapitalassets.com,Foreign,2018-04-17,DE,DE,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:10:20.8866667,531110.0,,,,,2018-04-09,CLC ASSET HOLDINGS LLC,United States,"4514 COLE AVE., STE. 1175, DALLAS, TX, 75205, United States","4514 COLE AVE., STE. 1175",DALLAS,TX,75205.0,"4514 COLE AVE., STE. 1175, DALLAS, TX, 75205, United States","4514 COLE AVE., STE. 1175",DALLAS,TX,75205.0,United States,United States,,,
LMK FARMS LLC,LLC,Active,1270583,2022-03-31,93 NEWGATE RD.,EAST GRANBY,United States,06026,CT,eden@bhhsne.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Farm Management Services (115116),2021-11-10 00:10:20.8866667,,,,,,,,,,,,,,,,,,,,,,,
K&G AVIATION SERVICES LLC,LLC,Active,1270585,2019-03-31,31 CATHY LANE,WATERBURY,,06704,CT,,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:20.8866667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
KETTLE COVE LIMITED,Stock,Active,1270639,2022-04-17,1312 ROUTE 171,SOUTH WOODSTOCK,United States,06267,CT,alex.walsh@towermarkwealth.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:10:21.5733333,,,,,20000.0,,,,,,,,,,,,,,,,stephanie@chokshicpa.com,PO BOX 334,
TTH CORP.,Stock,Active,1270641,2022-04-17,15 STRAWBERRY FIELDS RD.,GRANBY,United States,06035,CT,tj.hall@towermarkwealth.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:10:21.5733333,,,,,20000.0,,,,,,,,,,,,,,,,stephanie@chokshicpa.com,,
PAINT & CREATE  LLC,LLC,Active,1270642,2019-03-31,41 SOUTH WATER STREET APT 1,GREENWICH,,06830,CT,CREATE.PAINTINGS@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.5733333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
ISLAND PEAK LIMITED,Stock,Active,1270643,2022-04-17,18 LEDYARD ROAD,WEST HARTFORD,United States,06117,CT,nicholas.walsh@towermarkwealth.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:10:21.6033333,,,,,20000.0,,,,,,,,,,,,,,,,stephanie@chokshicpa.com,,
KNB LIMITED,Stock,Active,1270647,2022-04-17,206 Johnnycake Mountain Rd,Burlington,United States,06013,CT,steele.skibisky@towermarkwealth.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:10:21.6033333,,,,,20000.0,,,,,,,,,,,,,,,,stephanie@chokshicpa.com,,
"WESTBROOK OIL, LLC",LLC,Active,1270690,2022-03-31,46 PLAINS RD STE 26,ESSEX,United States,06426,CT,skiesewetter58@gmail.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Fuel Dealers (454310),2021-11-10 00:10:22.2133333,454310.0,,,,,,,,,,,,,,,,,,,,,,
CAILE'S REALTOR SOLUTIONS LLC,LLC,Active,1270708,2022-03-31,20 HURLBUTT RD,GALES FERRY,United States,06335,CT,cailejohnsonllc@gmail.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:10:22.2466667,812990.0,,,,,,,,,,,,,,,,,,,,,,
PROSPECT MOUNTAIN LANDSCAPING L.L.C.,LLC,Active,1268075,2020-03-31,51 PROSPECT MT. RD.,BANTAM,United States,06750,CT,PROSPECTMTLANDSCAPING@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3533333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"SUPER CHEM SERVICES, LLC",LLC,Active,1270129,2022-03-31,109 CROMWELL ST,HARTFORD,United States,06114,CT,Dzemilk@hotmail.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Other Chemical and Allied Products Merchant Wholesalers (424690),2021-11-10 00:08:20.9166667,,,,,,,,,,,,,,,,,,,,,,,
BLOOMINGDALE LT INVESTMENT LLC,LLC,Active,1270218,2022-03-31,10 SALEM ROAD,WESTPORT,United States,06880,CT,bruce.bloomingdale@yahoo.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:21.6666667,531390.0,,,,,,,,,,,,,,,,,,,,,,
AYAN LLC,LLC,Active,1270224,2021-03-31,70 MAIN STREET,THOMASTON,United States,06787,CT,AYANLLC18@gmail.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Gasoline Stations with Convenience Stores (447110),2021-11-10 00:08:21.6966667,447110.0,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"DEZZY'S HOLDING COMPANY, LLC",LLC,Active,1270231,2019-03-31,10 RAYMOND TERRACE,NORWALK,,06855,CT,DEVYNTAYLOR@DEZZYSFOOTWEAR.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.6966667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"RSJW, LLC",LLC,Active,1270233,2019-03-31,"315 HIGHLAND AVE., SUITE 102",CHESHIRE,,06410,CT,,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.6966667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
MAULI LLC,LLC,Active,1270235,2022-03-31,360 EAST MAIN STREET,MERIDEN,United States,06450,CT,ishavidhi@yahoo.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),2021-11-10 00:08:21.6966667,,,,,,,,,,,,,,,,,,,,,,,
73 BLAKE LLC,LLC,Dissolved,1270241,2021-03-31,20 SCENIC HILL LANE,MONROE,United States,06468,CT,louisreginaiii@gmail.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:21.7433333,531110.0,,,2021-02-03T00:00:00.000,,,,,,,,,,,,,,,,,,,
JAYCAN TRUCKING LLC,LLC,Active,1270245,2019-03-31,4 HANY LANE,VERNON,,06066,CT,DENACHDENNIS4@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.7433333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"HANGDOG LANE, LLC",LLC,Active,1270249,2019-03-31,129 BAY AVENUE,GREENPORT,,11944,NY,,Domestic,2018-04-17,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.7433333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"STARK FARM, LLC",LLC,Active,1270258,2022-03-31,44 PROSPECT HILL RD,COLCHESTER,United States,06415,CT,starkfarmct@gmail.com,Domestic,2018-04-17,CT,Connecticut,False,True,False,False,False,All Other Miscellaneous Crop Farming (111998),2021-11-10 00:08:22.2900000,,,,,,,,,,,,,,,,,,,,,,,
"DATAINFO, INC.",Stock,Active,1270260,2022-05-01,92 WEST WALK,WEST HAVEN,United States,06516,CT,ONLINEFILINGS@LEGALZOOM.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),2021-11-10 00:08:22.2900000,541511.0,,,,10000.0,,,,,,,,,,,,,,,,,,
GEOVANNY'S HOME IMPROVEMENT LLC,LLC,Active,1270271,2019-03-31,33 WOODROW ST APT 2,STAMFORD,,06902,CT,GEOSOL91@HOTMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.2900000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"JK & Y, LLC",LLC,Active,1270276,2022-03-31,2 SIMSBURY ROAD,AVON,United States,06002,CT,yoocpa123@gmail.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:08:22.3366667,,,,,,,,,,,,,,,,,,,,,,,
