title,brand,price,ASIN,item_info
Lian Li O11DMINI-1 Vertical GPU Bracket KIT/PCIE 4.0 / White -O11DMINI-1W-4,Brand: Lian Li,$59.99,B08TQQVZP1,"['PCI-E 4.0 Riser Cable (White)', 'PCIe Riser Cable : Gen 4.0', 'VERTICAL GPU BRACKET KIT', 'Vertical GPU mount accessory for the O11D MINI.', 'Bracket Kit Dimension: (D)180mm X (W)191.5mm X (H)272.5mm']"
XFX PVT88GYDD4 GeForce 8800GTS 512MB DDR3 678MHz PCI Express 2.0 SLI Ready Video Card ( Dual DVI / S-video ),,$336.17,B0012INBW8,[]
ATI Radeon HD 3450 256MB DDR2 PCI Express (PCI-E) DMS-59 Low Profile Video Card w/TV-Out & DMS-59 Cable,Brand: ATI,,B004QPR04O,"['ATI Radeon HD 3450 256 MB GDDR2 PCI Express Low Profile Video Card General Features:', 'Low profile PCB ATI Radeon HD 3450 graphics processing unit (GPU) 40 stream processing units', '256 MB GDDR2 memory 64-bit memory interface PCI Express x16 interface', 'Superscalar unified shader architecture High-speed 128-bit HDR (High Dynamic Range) rendering', 'Custom Filter Anti-Aliasing']"
ASUS DUAL-RTX3050-O8G Graphic Card & ASUS ROG Herculx Graphics Card Anti-Sag Holder Bracket,,$269.98,B0B84VZGH6,[]
PCIE 3.0 4.0 x16 Universal Vertical GPU Holder Kit Matx Case VGA Graphics Card Steering Bracket Support,,$35.96,B0CTF7Q8MQ,[]
XFX PVT98FYDF9 GeForce 9800GTX 512MB DDR3 675MHz Dual DVI PCI Express 2.0 SLI Ready Video Card,,$277.29,B0016OK86A,[]
"New 8GB Graphics Video Card GPU Upgrade Replacement, Model: for NVIDIA Quadro P4000, for HP ZBook 17 G4 G5 Dell Precision M6800 7710 7720 Mobile Workstation Laptop, N17E-Q3-A1 GDDR5 6 GB MXM VGA Board",,$249.00,B096LQK2P2,[]
MSI Gaming GeForce GTX 1650 128-Bit HDMI/DP 4GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card (GTX 1650 D6 Gaming X), msi Store,$234.29,B086VQPW2T,"['Chipset: NVIDIA GeForce GTX 1650', 'Boost Clock: 1710 MHz', 'Video Memory: 4GB GDDR6', 'Memory Interface: 128-bit', 'Output: DisplayPort x 2 (v1. 4) / HDMI 2. 0b x 1']"
"Original 4GB Graphics Video Card Replacement, for Dell Precision M6700 M6800 HP EliteBook 8770W Mobile Workstation Clevo Gaming Laptop PC, NVIDIA GeForce 780M 780 MXM GPU Board Repair Parts",,,B099RGYS5J,[]
AMD FirePro W7000 4GB GDDR5 Quad DisplayPort PCI-Express Graphics Card Graphics Cards 100-505848,,$199.99,B00H6LM1EO,[]
ASUS 2GB Graphics Cards R7240-2GD3-L,,$135.00,B00FW5B3ZO,[]
PNY Video Card Graphics Cards VCQK620-PB, PNY Store,,B00MO4RDBY,"['DisplayPort 1.2 connector', 'DisplayPort with Audio', 'DVI-I dual-link connector', 'VGA support', 'HTC Support', 'Nvidia Mosaic', 'Form Factor: Low profile', 'Simultaneously drive up to three displays when connected natively', 'Support up to four displays when using Display Port 1.2 multi-streaming', 'Scalable geometry architecture', 'Dual Display Port 1.2 outputs including Multi-Stream and HBR2 support (capable of supporting resolutions such as 4096 x 2160)', 'Display Port 1.2 (up to 4096 x 2160 at 60Hz and 2560 x 1600 at 120Hz)', 'DVI-I Dual-Link output (up to 2560 x 1600 at 60Hz and 1920 x 1200 at 120Hz)', 'DVI-D Dual-Link output (up to 2560 x 1600 at 60Hz and 1920 x 1200 at 120Hz)', 'OpenGL and Direct3D quad buffered stereo support']"
"EVGA 11G-P4-2281-KR GeForce RTX 2080 Ti Black Edition Gaming, 11GB GDDR6, Dual HDB Fans & RGB LED Graphics Card", EVGA Store,,B07KSPW8HQ,"['Real Boost Clock: 1545 MegaHertz; Memory detail: 11264MB GDDR6', 'Dual HDB fans and all new cooler offer higher performance cooling and much quieter acoustic noise', 'Adjustable RGB LED offers configuration options for all your PC lighting needs', 'Built for EVGA precision x1: EVGA all new tuning utility monitors your graphics card and gives you the power to overclock like a pro']"
"msi Graphics Card - GF RTX 2060 Super - 8 GB GDDR6 - PCIe 3.0 x16 - HDMI, 3 x DisplayPort",,,B07Y427TFP,[]
"Original Graphics Video Card Replacement, for Apple iMac Early 2008 A1224 20"" Desktop Computer Core 2 Duo 2.66 MB324LL/A, ATI Radeon HD 2600 Pro GDDR3 256MB MXM GPU Board Repair Spare Parts",,,B09YRKT8ZB,[]
GIGABYTE RTX 4070Ti WFO3C-12GD, GIGABYTE Store,,B0BZZML1LG,['GV-N407TWF3OC-12GD']
AMD Video Card 100-505940 AMD Radeon Pro WX 5100 8GB GDDR5 Retail, AMD Store,$229.96,B01N3MBSCJ,"['100-505940', 'AMD']"
ATI Rage 128 Ultra 16MB AGP VGA Video Graphics Card Dell 7K113,,,B003CNYF0S,[]
ATI Radeon 9550xl 256mb DDR 8x AGP Video Card w/ DVI & S-video Out 109-a03500-10,,,B00BUF1SAA,[]
"Cooler Master Vertical GPU Holder Kit V3, for E-ATX/ATX/mATX PC Case & PCI-E 4.0 Devices, Adjustable Modular Video Card Support, Thick SGCC Steel Bracket, 165 mm Riser Cable Included - Black",Brand: Cooler Master,,B0B7NY5TSY,"['GRAPHICS COOLING - The vertical mount of the graphics card holder showcases the GPU/GFX, enhancing the chassis build; The ventilated bracket kit ensures unlimited airflow for ""flow-through"" GPU coolers', 'PC CASE COMPATIBILITY - Fits all standard E-ATX, ATX & mATX cases (max 70 mm CPU cooler in height available for Micro-ATX) with at least 4 available PCI slots for mounting & supports various sizes of graphic cards (of any length up to 3 slots wide)', 'EASY INSTALLATION - The modular design & removable GPU panel simplify installation, allowing tool-free adjustments up to 65 mm towards the front panel & 30 mm towards the side, improving RAM & motherboard layout', 'DURABLE & RELIABLE - Enhanced with premium, thick SGCC steel to increase durability in the kit by 42%, preventing sagging or deformation of large GPUs weighing up to 3.5 kg', 'RISER CABLE INCLUDED - The included PCIe 4.0 x 16 (165 mm Male to Female 90 Degree Angle) riser cable offers backwards compatibility, durability & fast efficient data transmission for seamless hardware connectivity']"
ASUS ROG-STRIX-GTX1080TI-O11G-GAMING GeForce 11GB OC Edition VR Ready 5K HD Gaming HDMI DisplayPort DVI Overclocked PC GDDR5X Graphics Card, ASUS Store,,B06XRWYXJY,"['1708 MHz Boost Clock (OC Mode) featuring 11GB GDDR5X 352-bit memory, 3584 CUDA cores, and 11GB Frame Buffer', 'ASUS Aura Sync RGB lighting with additional 4-pin RGB header provides a nearly endless spectrum of colors with the ability to synchronize effects across an ever-expanding ecosystem of ASUS Aura Sync enabled products', 'MaxContact plus Auto-Extreme manufacturing technology delivers 2X more GPU to heatsink contact for increased cooling efficiency with premium quality aerospace-grade Super Alloy Power II components', 'Patented wing-blade 0dB fans with FanConnect II maximizes cooling performance using three axial fans to deliver 105% more air pressure and dual 4-pin headers for referencing chassis fans to GPU temperatures.', 'Bus standard: PCI express 3.0. GPU Tweak II makes monitoring performance and streaming easier than ever, featuring Game Booster and a free 1-year premium license of XSplit Gamecaster', 'Supports the latest DirectX 12 and GeForce gaming features while delivering a maximum resolution of 7680 x 4320 for the ultimate 5K gaming experience', '5K Gaming and VR Ready with 2x HDMI 2.0, 2x DisplayPort 1.4, and 1x DVI port to simultaneously connect your VR headset and up to 4 monitors']"
MSI Gaming GeForce RTX 3090 24GB GDRR6X 384-Bit HDMI/DP Nvlink Torx Fan 3 Ampere Architecture OC Graphics Card (VENTUS 3X 24G OC), GIGABYTE Store,"$1,878.00",B08HR9D2JS,"['Chipset: NVIDIA GeForce RTX 3090', 'Triple Fan Thermal Design', 'Video Memory: 24GB GDDR6X', 'Memory Interface: 384-bit.Avoid using unofficial software', 'Output: DisplayPort x 3 (v1.4a) / HDMI 2.1 x 1']"
PNY Video Card Graphics Cards VCQK620-PB, PNY Store,,B00MO4RDBY,"['DisplayPort 1.2 connector', 'DisplayPort with Audio', 'DVI-I dual-link connector', 'VGA support', 'HTC Support', 'Nvidia Mosaic', 'Form Factor: Low profile', 'Simultaneously drive up to three displays when connected natively', 'Support up to four displays when using Display Port 1.2 multi-streaming', 'Scalable geometry architecture', 'Dual Display Port 1.2 outputs including Multi-Stream and HBR2 support (capable of supporting resolutions such as 4096 x 2160)', 'Display Port 1.2 (up to 4096 x 2160 at 60Hz and 2560 x 1600 at 120Hz)', 'DVI-I Dual-Link output (up to 2560 x 1600 at 60Hz and 1920 x 1200 at 120Hz)', 'DVI-D Dual-Link output (up to 2560 x 1600 at 60Hz and 1920 x 1200 at 120Hz)', 'OpenGL and Direct3D quad buffered stereo support']"
"EVGA GeForce GTX 1080 Ti FTW3 Gaming, 11GB GDDR5X, iCX Technology - 9 Thermal Sensors & RGB LED G/P/M, 3X Async Fan Control, Optimized Airflow Design Graphics Card 11G-P4-6696-KR", EVGA Store,,B06Y15DWXR,"['Real Base Clock: 1569 MHz/Real Boost Clock: 1683 MHz; Memory Detail: 11264MB GDDR5X.Requirements:Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit', 'EVGA iCX Technology - 9 additional temp sensors to monitor Memory and VRM', 'GPU/Memory/PWM Thermal Status Indicator RGB LEDs. Resolution and refresh- maximum monitors supported: 4. Maximum refresh rate: 240Hz , maximum digital : 7680 x 4320', 'New vented heatsink fin design and pin fins for optimized airflow', 'Safety fuse to protect components from damage due to improper installation or other component failures']"
"New GDDR5 6GB Graphics Card Replacement for Dell Precision M6700 M6800 7710 HP EliteBook 8740W 8770W Mobile Workstation Laptop, nVidia Geforce GTX 1060, MXM Video Board Upgrade",,,B081KST9R9,[]
"EVGA 08G-P4-2081-KR GeForce RTX 2080 Gaming 8GB GDDR6 Dual HDB Graphics Card, Black Edition", EVGA Store,$849.00,B07JPBK325,"['Real Boost Clock: 1710 MHz; Memory Detail: 8192MB GDDR6', 'Dual HDB fans and all-new cooler offer higher performance cooling and much quieter acoustic noise', 'Adjustable RGB LED offers configuration options for all your PC lighting needs', 'Built for EVGA Precision x1 - EVGA all-new tuning utility monitors your graphics card and gives you the power to overclock like a Pro']"
ASUS ROG-STRIX-RX6650XT-O8G-GAMING Graphic Card ROG Herculx Graphics Card Anti-Sag Holder Bracket,,$474.62,B0B84SHYJZ,[]
AMD Radeon HD6350 512MB PCI-E Graphics Card- ATI-102-C09003,,$69.99,B00AAYU2HW,[]
EVGA RTX 2070 XC Black Edition Gaming Graphic Cards 08G-P4-1171-KR,,,B07L95C876,[]
K620 2G Graphics Card Professional Graphics Workstation Graphics Card Professional Design Graphics Card,,$152.13,B0B4JF7GQW,[]
"New Laptop 2GB MXM Graphics Card K2200M GPU Upgrade Replacement, Compatible with for Dell Precision M4800 HP ZBOOK 15 G1 G2 Workstation PC, for nVidia Quadro K2200 N15P-Q5-A2 Video Board",,$99.98,B0CB6PT2XL,[]
ASUS GT610-SL-1GD3-L Silent 1GB DDR3 Low Profile Graphics Card,,,B0085MQNX8,[]
PCIE 3.0 4.0 x16 Universal Vertical GPU Holder Kit Matx Case VGA Graphics Card Steering Bracket Support,,$35.96,B0CTF7Q8MQ,[]
"Laptop 8 GB MXM Graphics Card P5200 GPU Upgrade Replacement, Compatible with for Dell Precision M6800 M7720 M7710 7720 7710 Mobile Workstation, for NVIDIA Quadro P5200 N18E-Q5-A1 Video Board",,$633.00,B0CBB2GCJ7,[]
"Original Graphics Video Card Replacement, for Apple iMac Early 2008 A1224 20"" Desktop Computer Core 2 Duo 2.66 MB324LL/A, ATI Radeon HD 2600 Pro GDDR3 256MB MXM GPU Board Repair Spare Parts",,,B09YRKT8ZB,[]
AMD FirePro W2100 2GB Graphics Card (J3G91AT), AMD Store,,B00OHVWS9E,"['Optimized drivers', 'Graphics Core Next (GCN) GPU architecture', '2 GB DDR3 memory', 'OpenCL 1.2 support', 'Energy Efficient Design', 'Amd Zerocore Power Technology', 'AMD PowerTune. Form Factor: Low-profile']"
"MSI Gaming X Slim GeForce RTX 4090 Graphics Card (PCIe 4.0, 24GB 384Bit GDRR6X, HDMI 2.1a, DP 1.4a, TRI FROZR 3), w/SPS HDMI 2.1 Cable", msi Store,"$2,279.99",B0CMBX93S8,"[""【ENHANCE YOUR GAMING IMMERSION】MSI's legendary GAMING series once again redefines performance, efficiency, and aesthetics for hardcore gamers. Rely on the best for a gaming experience that's cooler, quieter, and more powerful."", ""【LIGHT UP YOUR GAMING WORLD】Elevate your gaming setup by synchronizing your lighting with other compatible devices. Take your light show to the next level, and when it's time to switch things up, it's as simple as flipping a switch."", '【TRI FROZR 3 THERMAL DESIGN】Our innovative TORX FAN 5.0 technology features a revolutionary ring design, ensuring optimal airflow and precise air pressure distribution into the heatsink for peak cooling performance.', '【EXPERIENCE ADVANCED ADA LOVELACE ARCHITECTURE】Embrace the future of gaming with Ada Lovelace architecture. It incorporates state-of-the-art 3rd Gen Ray Tracing Cores and 4th Gen Tensor Cores, ushering in a new era of realism and performance for your gaming adventures.', '【FULLY EQUIPPED FOR GAMING】Experience gaming at its finest with support for a maximum 8K resolution and connectivity options, including 2x HDMI 2.1a and 2x DP 1.4, enabling multi-monitor setups for immersive gameplay on up to four screens.']"
"Luqeeg 6GB DDR5 Graphics Card - Multimedia Interface DirectX 12 Gaming Graphics Card, PC Gaming Graphics Card with Dual Fans Support DVI DP, 192bit PC Gaming Video Card (GTX1060 6GB)",,$193.83,B0C7W6M59Q,[]
For SUN B1500 U25 U45 B2500 X3769A XVR-100 Graphics Card 375-3290 375-3181,,$178.39,B0C3M2WDL9,[]
Lian Li O11DMINI-1 Vertical GPU Bracket KIT/PCIE 4.0 / White -O11DMINI-1W-4,Brand: Lian Li,$59.99,B08TQQVZP1,"['PCI-E 4.0 Riser Cable (White)', 'PCIe Riser Cable : Gen 4.0', 'VERTICAL GPU BRACKET KIT', 'Vertical GPU mount accessory for the O11D MINI.', 'Bracket Kit Dimension: (D)180mm X (W)191.5mm X (H)272.5mm']"
PNY NVIDIA Quadro K4200 Graphics Card VCQK4200-PB, NVIDIA Store,,B00MPXRZE4,"['Bus Type: PCI Express 2.0 x16', 'Graphics Engine: NVIDIA Quadro K4200', 'Memory: 4 GB - GDDR5', '30-bit color (10-bit per each red, green and blue channel)', 'Support for any combination of three directly connected displays', 'Support for large-scale, ultra-high resolution visualization using the NVIDIA SVS platform which includes NVIDIA Mosaic, NVIDIA Sync and NVIDIA Warp/Blend technologies', 'Support for NVIDIA quadro Mosaic, NVIDIA NVIEW multi-display technology, NVIDIA Enterprise Management Tools', 'Display Port 1.2 (up to 3840 x 2160 at 60Hz and 2560 x 1600 at 120Hz)', 'DVI-I Dual-Link output (up to 2560 x 1600 at 60Hz and 1920 x 1200 at 120Hz)', 'DVI-D Dual-Link output (up to 2560 x 1600 at 60Hz and 1920 x 1200 at 120Hz)', 'Parallel-computing architecture that tightly integrates advanced visualization and compute features to significantly accelerate professional workflows.']"
AMD Graphics Card J3G92AT,,$159.96,B00TCUCLOW,[]
HP AMD FirePro V5900 2GB GDDR5 PCI Express 2.1 x16 Graphics Card,,,B00LU50H0W,[]
ATI Radeon 9550xl 256mb DDR 8x AGP Video Card w/ DVI & S-video Out 109-a03500-10,,,B00BUF1SAA,[]
"INNO3D N1030-1SDV-E5BL GeForce GT 1030 2GB GDDR5 Graphics Card (GeForce GT 1030, 2GB, GDDR5, 64bit, 4096 x 2160 Pixels, PCI Express 3.0)",,$97.78,B077HT8DX4,[]
ATI Rage 128 Ultra 16MB AGP VGA Video Graphics Card Dell 7K113,,,B003CNYF0S,[]
EVGA GeForce GTX 970 4GB SSC Gaming ACX 2.0+ Cooling Graphics Card (04G-P4-3975-KR),,$399.00,B00R3NK2LE,[]
Cooler Master MasterAccessory Vertical Graphics Card Holder Kit V3 White w/Premium Riser Cable PCI-E 4.0 x16-165mm ATX Chassis & Lian Li Strimer Plus V2 24 Pin - PW24-PV2 Black,,$109.98,B0C1S8MDX5,[]
"Nvidia Grid K1 - Graphics Card - 4 Gpus - 16 Gb Gddr5 - Pci Express 3.0 X16 - for Ucs C240 M3, Managed C240 M3 Product Type: Computer Components/Video Cards & Adapters",,$366.99,B00VQQI0HM,[]
ATI FirePro 2450 Multi-View 512 MB PCI-Express Video Card,,,B0021AERYW,[]
Low/High Profile Bracket DB9 Bezel DVI VGA Port Optioal for Half/Full Height Video Card High Profile Bracket Pci,,$7.79,B0CNY573RR,[]
"Laptop 2GB Graphics Card Replacement, for Dell Precision M4600 M4700 HP EliteBook 8540W 8560W 8570W 8770W Mobile Workstation, NVIDIA Quadro 1000M Q1000M MXM N12P-Q1-A1 GPU Video Board",,,B09YTWJYKR,[]
ASUS RTX3070-O8G-NOCTUA Graphic Card ROG Herculx Graphics Card Anti-Sag Holder Bracket,,$799.98,B0B84WK751,[]
"EVGA GeForce RTX 3070 XC3 Ultra Gaming, 08G-P5-3755-KL, 8GB GDDR6, iCX3 Cooling, ARGB LED, Metal Backplate, LHR", EVGA Store,,B097S5ZY7K,"['Real Boost Clock: 1770 MHz; Memory Detail: 8192 MB GDDR6.', 'Real-Time RAY TRACING in games for cutting-edge, hyper-realistic graphics.', 'All-Metal Backplate & Adjustable ARGB', 'Avoid using unofficial software']"
STB 1.1/1MB NITRO 64V Video Card VIDPCI014ACWW,,$118.75,B00456XCUU,[]
AMD Radeon PRO W5500 8GB, AMD Store,$304.96,B0851QFHKB,['100-506095']
"8Bitdo Retro Mechanical Keyboard, Bluetooth/2.4G/USB-C Hot Swappable Gaming Keyboard with 87 Keys, Dual Super Programmable Buttons for Windows and Android - N Edition", 8Bitdo Store,$99.99,B0CCP8KYGG,"['Inspired by the classics. Compatible with Windows 10(1903) or above, and Android 9.0 or above.', 'Connnect via Bluetooth, wireless 2.4G, or wired.', '87-key layout. Kailh Box Switch V2 White. Dye-sub PBT keycaps.', 'Top mount style. Hot-swappable PCB. Support n-key rollover.', 'Dual Super Buttons - offer large, programmable keys. Map anything to the Super Buttons instantly without using software.', 'Classic power status LED, with independent control panel.', 'Ultimate Software V2 for custom keyboard mapping']"
"CORSAIR K57 RGB Wireless Gaming Keyboard - <1ms response time with Slipstream Wireless - Connect with USB dongle, Bluetooth or wired - Individually Backlit RGB Keys, Black", Corsair Store,$109.99,B07TNRCM1Z,"['Connect with hyper-fast sub-1ms Slipstream wireless low-latency Bluetooth or USB wired', 'Light it up anywhere with dynamic per-key RGB Backlighting from capellix LEDs shining brighter and consuming far less power than conventional RGB LEDs', 'Six programmable macro keys give you the in-game advantage of powerful macros or key Remaps', 'A detachable soft rubber palm rest reduces stress on your wrists so you can play longer in comfort', 'Dedicated Volume and multimedia controls give you direct control over your audio without having to interrupt your game']"
"Corsair K100 AIR Wireless RGB Mechanical Gaming Keyboard - Ultra-Thin, Sub-1ms Slipstream , Low-Latency Bluetooth, Cherry MX Ultra Low Profile Keyswitches - NA Layout, QWERTY - Black", Corsair Store,$224.99,B0BDMLY69R,"['Stunning, Refined, and Ultra-Thin: The K100 AIR is an unbelievably thin wireless gaming keyboard just 11mm at its slimmest point, seamlessly blending stunning design and everyday productivity in an elegant brushed aluminum frame.', 'Fast Wireless and Wired Connection Options: Three ways to connect to up to five different devices – Via sub-1ms SLIPSTREAM WIRELESS on PC or Mac, low-latency Bluetooth on up to three host devices, or USB wired with AXON 8,000Hz hyper-polling, for hyper-fast wireless versatility.', 'Masterful Wireless Multi-Tasking: Quickly switch between wireless connections on your PC, Mac, and more at the press of a key, with secure AES 128-bit encryption.', 'CHERRY MX Ultra Low Profile Mechanical Keyswitches: Offer an incredibly short 0.8mm actuation distance with a tactile bump, for ultra-responsive gaming and typing.', 'Long-Lasting Wireless Battery with Per-Key RGB Backlighting: Enjoy up to 50 hours of wireless battery life with dynamic per-key RGB backlighting and adaptive brightness that automatically adjusts to lighting conditions, or go the distance with up to 200 hours with backlighting off.']"
"ASUS ROG Strix Scope II 96 Wireless Gaming Keyboard, Tri-Mode Connection, Dampening Foam & Switch-Dampening Pads, Hot-Swappable Pre-lubed ROG NX Snow Switches, PBT Keycaps, RGB-Black", ASUS Store,$149.99,B0C7KFZ5TL,"['96% layout: Retains all function and number keys in a more compact and efficient layout that frees up desk space', 'Hot-swappable switches: Pre-lubed NX Snow linear switches and ROG NX Storm clicky switches with walled stem design to enhance keystroke stability and are tuned for great acoustics', 'Tri-mode connection: Connect using Bluetooth (up to three devices), 2.4 GHz with ROG SpeedNova wireless technology or wired USB', 'Sound-dampening foam with switch-dampening pads: Unique, integrated dampening foam with added switch-dampening pad structure absorbs pinging noises and echoes for improved keystroke acoustics.', 'Enhanced typing experience: Pre-lubed keyboard stabilizers produce less friction for smoother keystrokes and stability for longer keys; durable ROG PBT doubleshot keycaps or UV-coated ABS keycaps offer a premium feel and shine resistance', 'Hotkeys: F1–F5 keys are pre-programmed as hotkeys for Xbox Game Bar and recording', 'Intuitive controls: Multi-function button and multi-wheel for media playback, volume, and keyboard lighting', 'ROG Omni Receiver: Connect to multiple supported devices wirelessly with a single receiver', 'Unique ROG-themed space bar: UV-coated spacebar with special ROG markings and three underside RGB LEDs', 'Ergonomic design: Three tilt positions and a detachable wrist rest']"
"Logitech G915 TKL Tenkeyless Lightspeed Wireless RGB Mechanical Gaming Keyboard, Low Profile Switch Options, Lightsync RGB, Advanced Wireless and Bluetooth Support - Tactile,Black", Logitech G Store,$179.95,B085RLZ1C4,"['LIGHTSPEED wireless delivers pro-grade performance with flexibility and freedom from cords. Creates a clean aesthetic for battlestations. Delivers 40 hours on a single full charge.', 'LIGHTSYNC technology provides RGB lighting that synchronizes lighting with any content. Personalize each key or create custom animations from ~16.8M colors with Logitech G HUB software.', 'Low Profile mechanical switches offers the speed, accuracy and performance of a mechanical switch at half the height The GL Tactile switch produces a discernible bump at the point of actuation. Comes in 3 options: GL Tactile, GL Linear or GL Clicky.', 'Tenkeyless design provides more room for mouse movement. Store the USB receiver in the back of the keyboard for additional portability.', 'Beautifully crafted, the G915 TKL uses aircraft-grade aluminum alloy to deliver incredibly thin but rigid and durable design.', 'Enjoy 40 hours of game time on a single charge. Low battery warnings at 15 percent on the keyboard battery LED and via pop-up notification in the Logitech G HUB software. Quickly recharges in 3 hours.', 'Dedicated media controls with a precision engineered, edgeless volume wheel provide convenient and easy control to quickly play, pause, skip or mute your media.', 'Connect to multiple devices uses LIGHTSPEED or Bluetooth. Toggle between high-performance LIGHTSPEED wireless via USB receiver and Bluetooth— quickly and easily.']"
Corsair K95 RGB PLATINUM XT Mechanical Wired Gaming Keyboard - Cherry MX Speed Switches - PBT Double-Shot Keycaps - iCUE Compatible - QWERTY NA Layout - Black, Corsair Store,$145.59,B082GR814B,"['Per-key RGB backlighting and a 19-zone LightEdge across the top of the keyboard delivers dynamic and vibrant lighting effects with near-limitless customization', 'Tuned for low noise operation even at full load; MTBF hours', 'Gain an in-game advantage with six dedicated macro keys fully programmable for complex macros and key remaps or swap to the included S-key keycaps and program special streaming commands through Elgato Stream Deck software', 'Cherry MX Speed RGB Silver mechanical key switches provide ultra-fast 1.2 millimeter actuation and proven reliability with 100 million keystrokes', 'A detachable soft textured cushioned leatherette palm rest offers the plush comfort to breeze through marathon gaming sessions']"
Cherry MX 3.0S Wireless Mechanical Gaming Keyboard. Aluminum Housing Built for Gamers w/MX Brown or Red Switches. RGB Backlit Color Display Over 16m Colors. (Black w/MX Red Switches),,,B0C2VZZ5WW,[]
CORSAIR K70 CORE RGB Mechanical Gaming Keyboard with Palmrest - Pre-lubricated Corsair MLX Red Linear Keyswitches - Sound Dampening - Media Control Dial - iCUE Compatible - QWERTY NA Layout - Black, Corsair Store,$100.30,B0CH3MRGK7,"['Magnificent Mechanical Keyboard Experience: Pre-lubricated CORSAIR Red linear mechanical switches deliver smooth, responsive keystrokes, enhanced by two layers of sound dampening for extremely satisfying gaming and typing', 'Masterful Media Control: Control volume and more with a multi-function rotary dial and programmable media button, customizable with iCUE', 'Robust Aluminum Top Plate: The durable aluminum top plate offers another layer of stability and style', 'Sturdy Double-Shot Keycaps: Tough and resilient ABS double-shot keycaps won’t crack under pressure', 'Magnetic Detachable Soft-Touch Palm Rest: A magnetic soft-touch palm rest conveniently adds a comfortable spot to rest your hands, with easy magnetic attachment.']"
"ROCCAT Pyro Mechanical PC Gaming Keyboard, RGB Lighting, AIMO Illumination, Wired Computer Keyboard, Detachable Wrist/Palm Rest, Linear Feel Red Switches, Brushed Aluminum Top Plate, Black", ROCCAT Store,$49.99,B093LV13XH,"['MECHANICAL SWITCHES - Accurate, linear-feeling (red) mechanical switches with 2.0mm actuation; Advanced anti-ghosting technology ensures each and every key stroke is registered – no matter how frantic the gaming action gets', 'DURABLE DESIGN - Reinforced by a brushed aluminum top plate for robust durability; Switches are also long-lasting with a lifespan of 50 million keystrokes per switch so you can enjoy reliable gaming with a solid build quality', 'CUSTOMIZED YOUR WAY - ROCCAT’s Easy-Shift[plus] technology adds a secondary function to compatible keys; Just hold down the designated modifier key for double the command power in an instant; Also features a detachable palm rest', 'AIMO ILLUMINATION - ROCCAT’s proprietary lighting eco-system connects compatible devices present vivid lighting scenarios right out of the box, without the need for extensive configuration; With full backlighting in 16.8 million RGB colors']"
Cherry MX 3.0S Wireless Mechanical Gaming Keyboard. Aluminum Housing Built for Gamers w/MX Brown or Red Switches. RGB Backlit Color Display Over 16m Colors. (Black w/MX Brown Switches),,,B0C2VZY94B,[]
"61 Keys RGB Wireless and Wired Mechanical Gaming Keyboard with Blue Switches, Audible Click Sound Rainbow Portable Compact Mini Office Keyboard for Windows PC Gaming, (F-SG61)", Fiodio Store,$24.10,B09KHK3TB6,"['2 Modes Connectivity - Bluetooth 5.1 Wireless And Usb Wired Connection For You. Easy To Connect 3 Devices Simultaneously By Bluetooth Setting, You Can Switch Gaming And Work Modes Flexibly Without Repeatedly Plugged In.', 'True Rgb Backlit - 7 Monochrome Backlights, 20 Rgb Lighting Modes, 4 Lighting Speeds And 4 Brightness Levels, Just Choose One Effect As You Like To Light Up Your Gaming Room Or Work Night.', 'Classic Mechanical Typing - Equipped With High-Quality Blue Equivalent Switches, 50 Million Keystrokes Lifespan, 2.0Mm Distance To Actuation, 55 20Gf Key Force, Delivering Precise And Unique Typing Performance And More Immersive Gaming Experience With Strong “Clicky” Bgm.', 'Ergonomic Design - Relieve The Fatigue During Long Time Gaming Or Working With Ergonomic Adjustable Feet (15°Tilt) And Curved Surface (20° Tilt). Tips: Put The Keyboard In A Certain Place Which Makes Your Arm Sag Naturally.']"
"Corsair K70 RGB PRO Wired Mechanical Gaming Keyboard (CHERRY MX RGB Speed Switches: Linear and Rapid, 8,000Hz Hyper-Polling, PBT DOUBLE-SHOT PRO Keycaps, Soft-Touch Palm Rest) QWERTY, NA - Black", Corsair Store,$159.99,B09NCLR4M6,"['The Legend Continues: The K70 RGB PRO retains the iconic elements of the award-winning K70 RGB with a durable aluminum frame, CHERRY MX mechanical keyswitches, and per-key RGB backlighting.', 'Powered by CORSAIR AXON Hyper-Processing Technology: Enables a new level of K70 performance, processing and transmitting your inputs up to 8x faster than conventional gaming keyboards.', '100% CHERRY MX SPEED RGB Silver Mechanical Keyswitches: Offer lightning-fast response times with a 1.2mm actuation distance, and are guaranteed for 100 million keystrokes.', 'Polycarbonate Keycaps with Standard Bottom Row: Durable polycarbonate plastic keycaps with a standard bottom row layout that supports custom keycap sets.', 'Switch on the Competition: Flip the tournament switch to focus on winning those crucial games, automatically locking to distraction-free static backlighting and disabling accidental macro activations.']"
